year,state,county,subgroup_type,subgroup,rate_injury_death,rate_injury_death_lb,rate_injury_death_ub,rate_injury_death_quality
2021,51,187,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,187,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,187,race-ethncity,"White, Hon-Hispanic",100.5,83.8,117.2,1
2021,51,191,all,All,93.3,80.4,106.2,1
2021,51,191,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,51,191,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,191,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,191,race-ethncity,"White, Hon-Hispanic",94.5,81.2,107.8,1
2021,51,193,all,All,107.3,84.8,133.9,1
2021,51,193,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,51,193,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,193,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,193,race-ethncity,"White, Hon-Hispanic",124.4,94.5,160.8,1
2021,51,195,all,All,114,96.8,131.2,1
2021,51,195,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,51,195,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,195,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,195,race-ethncity,"White, Hon-Hispanic",119.8,101.3,138.2,1
2021,51,197,all,All,89.3,72,106.6,1
2021,51,197,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,51,197,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,197,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,197,race-ethncity,"White, Hon-Hispanic",94.5,76.1,113,1
2021,51,199,all,All,59.4,50.3,68.5,1
2021,51,199,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,51,199,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,199,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,199,race-ethncity,"White, Hon-Hispanic",73.3,61.2,85.4,1
2021,51,510,all,All,39.5,34.6,44.4,1
2021,51,510,race-ethncity,"Black, Non-Hispanic",55.6,43.9,69.5,1
2021,51,510,race-ethncity,Hispanic,39.1,28,53,1
2021,51,510,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,510,race-ethncity,"White, Hon-Hispanic",36.3,29.8,42.9,1
2021,51,520,all,All,102,79.4,129.1,1
2021,51,520,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,51,520,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,520,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,520,race-ethncity,"White, Hon-Hispanic",107.9,83.1,137.8,1
2021,51,530,all,All,81.7,50.5,124.8,2
2021,51,530,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,51,530,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,530,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,530,race-ethncity,"White, Hon-Hispanic",93.4,57.8,142.7,2
2021,51,540,all,All,63.8,52.4,75.2,1
2021,51,540,race-ethncity,"Black, Non-Hispanic",102,70.7,142.6,1
2021,51,540,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,540,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,540,race-ethncity,"White, Hon-Hispanic",61,48.1,76.4,1
2021,51,550,all,All,62.8,57.8,67.7,1
2021,51,550,race-ethncity,"Black, Non-Hispanic",58.3,49.6,67.1,1
2021,51,550,race-ethncity,Hispanic,38.3,25,56.1,1
2021,51,550,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,550,race-ethncity,"White, Hon-Hispanic",73.3,66.1,80.4,1
2021,51,570,all,All,106.1,83.5,133,1
2021,51,570,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,51,570,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,570,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,570,race-ethncity,"White, Hon-Hispanic",117.7,89.4,152.2,1
2021,51,580,all,All,138.7,94.2,196.8,1
2021,51,580,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,51,580,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,580,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,580,race-ethncity,"White, Hon-Hispanic",133.7,85.7,198.9,2
2021,51,590,all,All,140,121.9,158.2,1
2021,51,590,race-ethncity,"Black, Non-Hispanic",103.2,82.5,127.4,1
2021,51,590,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,590,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,590,race-ethncity,"White, Hon-Hispanic",196.4,162.8,230.1,1
2021,51,595,all,All,130.9,87,189.2,1
2021,51,595,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,51,595,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,595,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,595,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2021,51,600,all,All,86.2,68.7,106.8,1
2021,51,600,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,51,600,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,600,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,600,race-ethncity,"White, Hon-Hispanic",84.2,61.2,113.1,1
2021,51,610,all,All,63.2,44.5,87.2,1
2021,51,610,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,51,610,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,610,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,610,race-ethncity,"White, Hon-Hispanic",50.6,31.3,77.3,2
2021,51,620,all,All,109.3,76.1,152,1
2021,51,620,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,51,620,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,620,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,620,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2021,51,630,all,All,92.2,74.7,109.7,1
2021,51,630,race-ethncity,"Black, Non-Hispanic",100.9,66.5,146.8,1
2021,51,630,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,630,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,630,race-ethncity,"White, Hon-Hispanic",101.9,79.3,128.9,1
2021,51,640,all,All,136,94.8,189.2,1
2021,51,640,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,51,640,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,640,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,640,race-ethncity,"White, Hon-Hispanic",167.1,114.3,235.9,1
2021,51,650,all,All,88.9,81,96.9,1
2021,51,650,race-ethncity,"Black, Non-Hispanic",82.9,72,93.7,1
2021,51,650,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,650,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,650,race-ethncity,"White, Hon-Hispanic",112.4,97.7,127,1
2021,51,660,all,All,49.1,39.7,58.6,1
2021,51,660,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,51,660,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,660,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,660,race-ethncity,"White, Hon-Hispanic",58.5,46.4,72.8,1
2021,51,670,all,All,169.9,143.1,196.7,1
2021,51,670,race-ethncity,"Black, Non-Hispanic",148.6,112.5,192.5,1
2021,51,670,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,670,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,670,race-ethncity,"White, Hon-Hispanic",219.2,175.6,270.4,1
2021,51,678,all,All,68.2,41.7,105.4,2
2021,51,678,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,51,678,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,678,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,678,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2021,51,680,all,All,92,81.6,102.5,1
2021,51,680,race-ethncity,"Black, Non-Hispanic",106.6,86.3,130.2,1
2021,51,680,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,680,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,680,race-ethncity,"White, Hon-Hispanic",93,79.7,106.2,1
2021,51,683,all,All,66.7,54.3,79.2,1
2021,51,683,race-ethncity,"Black, Non-Hispanic",129.1,86.5,185.4,1
2021,51,683,race-ethncity,Hispanic,40.6,26.5,59.5,1
2021,51,683,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,683,race-ethncity,"White, Hon-Hispanic",81.7,61.2,106.8,1
2021,51,685,all,All,NA,NA,NA,NA
2021,51,685,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,51,685,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,685,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,685,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2021,51,690,all,All,183.1,148,224.1,1
2021,51,690,race-ethncity,"Black, Non-Hispanic",151.3,106,209.5,1
2021,51,690,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,690,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,690,race-ethncity,"White, Hon-Hispanic",256.9,194.6,332.9,1
2021,51,700,all,All,91.8,84.8,98.7,1
2021,51,700,race-ethncity,"Black, Non-Hispanic",97.9,86.6,109.1,1
2021,51,700,race-ethncity,Hispanic,53.3,37.5,73.5,1
2021,51,700,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,700,race-ethncity,"White, Hon-Hispanic",104.1,92.6,115.6,1
2021,51,710,all,All,90.8,84.8,96.8,1
2021,51,710,race-ethncity,"Black, Non-Hispanic",109.9,99.5,120.3,1
2021,51,710,race-ethncity,Hispanic,31,20.2,45.4,1
2021,51,710,race-ethncity,Other Races and Ethnicities,26.9,16.5,41.6,2
2021,51,710,race-ethncity,"White, Hon-Hispanic",93.8,84.5,103,1
2021,51,720,all,All,NA,NA,NA,NA
2021,51,720,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,51,720,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,720,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,720,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2021,51,730,all,All,193.2,169,217.4,1
2021,51,730,race-ethncity,"Black, Non-Hispanic",185.7,158.5,213,1
2021,51,730,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,730,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,730,race-ethncity,"White, Hon-Hispanic",278.8,208.8,364.6,1
2021,51,735,all,All,64.9,44.4,91.6,1
2021,51,735,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,51,735,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,735,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,735,race-ethncity,"White, Hon-Hispanic",67.4,45.5,96.2,1
2021,51,740,all,All,122,110.9,133.1,1
2021,51,740,race-ethncity,"Black, Non-Hispanic",132.6,116.8,148.4,1
2021,51,740,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,740,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,740,race-ethncity,"White, Hon-Hispanic",124.4,106,142.8,1
2021,51,750,all,All,43.5,29.5,61.7,1
2021,51,750,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,51,750,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,750,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,750,race-ethncity,"White, Hon-Hispanic",50.7,34.2,72.3,1
2021,51,760,all,All,122.5,115.4,129.7,1
2021,51,760,race-ethncity,"Black, Non-Hispanic",169.6,157.2,182.1,1
2021,51,760,race-ethncity,Hispanic,86.8,66.1,112,1
2021,51,760,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,760,race-ethncity,"White, Hon-Hispanic",81.4,72.5,90.4,1
2021,51,770,all,All,155.2,142.9,167.4,1
2021,51,770,race-ethncity,"Black, Non-Hispanic",136.2,114.9,157.5,1
2021,51,770,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,770,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,770,race-ethncity,"White, Hon-Hispanic",187.9,170.2,205.7,1
2021,51,775,all,All,108.2,88,128.4,1
2021,51,775,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,51,775,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,775,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,775,race-ethncity,"White, Hon-Hispanic",117.7,94.8,140.7,1
2021,51,790,all,All,79.4,63,98.9,1
2021,51,790,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,51,790,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,790,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,790,race-ethncity,"White, Hon-Hispanic",87.8,68.6,110.7,1
2021,51,800,all,All,65.1,56.9,73.3,1
2021,51,800,race-ethncity,"Black, Non-Hispanic",62.2,50.4,75.9,1
2021,51,800,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,800,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,800,race-ethncity,"White, Hon-Hispanic",77.7,64.8,90.5,1
2021,51,810,all,All,63.4,59.7,67.1,1
2021,51,810,race-ethncity,"Black, Non-Hispanic",67.6,58.9,76.3,1
2021,51,810,race-ethncity,Hispanic,31.5,23.3,41.6,1
2021,51,810,race-ethncity,Other Races and Ethnicities,25.9,19.5,33.8,1
2021,51,810,race-ethncity,"White, Hon-Hispanic",73.2,68.1,78.2,1
2021,51,820,all,All,90.6,72,112.4,1
2021,51,820,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,51,820,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,820,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,820,race-ethncity,"White, Hon-Hispanic",99.4,76.8,126.4,1
2021,51,830,all,All,69.2,49.9,93.5,1
2021,51,830,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,51,830,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,830,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,830,race-ethncity,"White, Hon-Hispanic",63,41.1,92.2,1
2021,51,840,all,All,82.1,66.2,100.7,1
2021,51,840,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,51,840,race-ethncity,Hispanic,NA,NA,NA,NA
2021,51,840,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,51,840,race-ethncity,"White, Hon-Hispanic",99.6,78,125.2,1
2021,53,001,all,All,64.7,48.3,84.8,1
2021,53,001,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,53,001,race-ethncity,Hispanic,55.5,37.2,79.8,1
2021,53,001,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,53,001,race-ethncity,"White, Hon-Hispanic",88.7,56.2,133,2
2021,53,003,all,All,98.4,79.1,121.1,1
2021,53,003,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,53,003,race-ethncity,Hispanic,NA,NA,NA,NA
2021,53,003,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,53,003,race-ethncity,"White, Hon-Hispanic",107.5,86.1,132.6,1
2021,53,005,all,All,63.3,57.9,68.8,1
2021,53,005,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,53,005,race-ethncity,Hispanic,41.6,33,51.9,1
2021,53,005,race-ethncity,Other Races and Ethnicities,40.5,25.4,61.3,2
2021,53,005,race-ethncity,"White, Hon-Hispanic",72.7,65.7,79.7,1
2021,53,007,all,All,75.5,65.8,85.1,1
2021,53,007,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,53,007,race-ethncity,Hispanic,23.7,14.7,36.3,2
2021,53,007,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,53,007,race-ethncity,"White, Hon-Hispanic",97.2,83.9,110.5,1
2021,53,009,all,All,116.6,104.6,128.7,1
2021,53,009,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,53,009,race-ethncity,Hispanic,NA,NA,NA,NA
2021,53,009,race-ethncity,Other Races and Ethnicities,123.4,87.7,168.7,1
2021,53,009,race-ethncity,"White, Hon-Hispanic",123,109.4,136.6,1
2021,53,011,all,All,78.3,74.4,82.2,1
2021,53,011,race-ethncity,"Black, Non-Hispanic",111.2,82,147.5,1
2021,53,011,race-ethncity,Hispanic,41.1,32.8,50.8,1
2021,53,011,race-ethncity,Other Races and Ethnicities,40.5,32.3,50.2,1
2021,53,011,race-ethncity,"White, Hon-Hispanic",87.4,82.7,92.1,1
2021,53,013,all,All,NA,NA,NA,NA
2021,53,013,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,53,013,race-ethncity,Hispanic,NA,NA,NA,NA
2021,53,013,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,53,013,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2021,53,015,all,All,83.4,74.9,91.9,1
2021,53,015,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,53,015,race-ethncity,Hispanic,69.1,46.3,99.2,1
2021,53,015,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,53,015,race-ethncity,"White, Hon-Hispanic",88.6,78.9,98.2,1
2021,53,017,all,All,58.8,47.4,70.2,1
2021,53,017,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,53,017,race-ethncity,Hispanic,NA,NA,NA,NA
2021,53,017,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,53,017,race-ethncity,"White, Hon-Hispanic",75.9,60.5,94.1,1
2021,53,019,all,All,148.5,108.3,198.7,1
2021,53,019,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,53,019,race-ethncity,Hispanic,NA,NA,NA,NA
2021,53,019,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,53,019,race-ethncity,"White, Hon-Hispanic",158.7,110.6,220.8,1
2021,53,021,all,All,48.1,41.1,55,1
2021,53,021,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,53,021,race-ethncity,Hispanic,36.3,28.5,45.5,1
2021,53,021,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,53,021,race-ethncity,"White, Hon-Hispanic",64.8,52.6,78.9,1
2021,53,023,all,All,NA,NA,NA,NA
2021,53,023,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,53,023,race-ethncity,Hispanic,NA,NA,NA,NA
2021,53,023,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,53,023,race-ethncity,"White, Hon-Hispanic",NA,NA,NA,NA
2021,53,025,all,All,73,64.5,81.4,1
2021,53,025,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,53,025,race-ethncity,Hispanic,49.4,39.4,61.3,1
2021,53,025,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,53,025,race-ethncity,"White, Hon-Hispanic",92.5,79.5,105.6,1
2021,53,027,all,All,103.7,92.2,115.2,1
2021,53,027,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,53,027,race-ethncity,Hispanic,91.2,61,130.9,1
2021,53,027,race-ethncity,Other Races and Ethnicities,98.6,65.5,142.5,1
2021,53,027,race-ethncity,"White, Hon-Hispanic",107.3,94.1,120.4,1
2021,53,029,all,All,79.6,70.1,89,1
2021,53,029,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,53,029,race-ethncity,Hispanic,NA,NA,NA,NA
2021,53,029,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,53,029,race-ethncity,"White, Hon-Hispanic",88.9,77.7,100.2,1
2021,53,031,all,All,120.5,101.7,139.4,1
2021,53,031,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,53,031,race-ethncity,Hispanic,NA,NA,NA,NA
2021,53,031,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,53,031,race-ethncity,"White, Hon-Hispanic",125.4,105,145.9,1
2021,53,033,all,All,62.9,61.3,64.5,1
2021,53,033,race-ethncity,"Black, Non-Hispanic",102.9,94.8,111,1
2021,53,033,race-ethncity,Hispanic,50.2,45.6,54.8,1
2021,53,033,race-ethncity,Other Races and Ethnicities,34.9,32.5,37.3,1
2021,53,033,race-ethncity,"White, Hon-Hispanic",72.8,70.4,75.1,1
2021,53,035,all,All,69.2,64.2,74.1,1
2021,53,035,race-ethncity,"Black, Non-Hispanic",86.3,56.9,125.6,1
2021,53,035,race-ethncity,Hispanic,26.6,17,39.5,2
2021,53,035,race-ethncity,Other Races and Ethnicities,57.2,45.4,71.1,1
2021,53,035,race-ethncity,"White, Hon-Hispanic",74.5,68.6,80.4,1
2021,53,037,all,All,63.7,52.3,75,1
2021,53,037,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,53,037,race-ethncity,Hispanic,NA,NA,NA,NA
2021,53,037,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,53,037,race-ethncity,"White, Hon-Hispanic",64.9,52.4,77.4,1
2021,53,039,all,All,97.4,78.1,120,1
2021,53,039,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,53,039,race-ethncity,Hispanic,NA,NA,NA,NA
2021,53,039,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,53,039,race-ethncity,"White, Hon-Hispanic",101,79.4,126.6,1
2021,53,041,all,All,90.6,80.3,100.9,1
2021,53,041,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,53,041,race-ethncity,Hispanic,NA,NA,NA,NA
2021,53,041,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,53,041,race-ethncity,"White, Hon-Hispanic",98.2,86.4,110,1
2021,53,043,all,All,79.5,55.4,110.6,1
2021,53,043,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,53,043,race-ethncity,Hispanic,NA,NA,NA,NA
2021,53,043,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,53,043,race-ethncity,"White, Hon-Hispanic",82.8,57,116.3,1
2021,53,045,all,All,101.4,89.4,113.5,1
2021,53,045,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,53,045,race-ethncity,Hispanic,NA,NA,NA,NA
2021,53,045,race-ethncity,Other Races and Ethnicities,110,71.2,162.4,2
2021,53,045,race-ethncity,"White, Hon-Hispanic",107.1,93.2,121,1
2021,53,047,all,All,106.7,91.2,122.2,1
2021,53,047,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,53,047,race-ethncity,Hispanic,NA,NA,NA,NA
2021,53,047,race-ethncity,Other Races and Ethnicities,147.3,102.6,204.8,1
2021,53,047,race-ethncity,"White, Hon-Hispanic",119.1,98.6,139.5,1
2021,53,049,all,All,102.8,83.1,125.8,1
2021,53,049,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,53,049,race-ethncity,Hispanic,NA,NA,NA,NA
2021,53,049,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,53,049,race-ethncity,"White, Hon-Hispanic",116.6,93.4,143.8,1
2021,53,051,all,All,137.3,108.2,171.8,1
2021,53,051,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,53,051,race-ethncity,Hispanic,NA,NA,NA,NA
2021,53,051,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,53,051,race-ethncity,"White, Hon-Hispanic",133.6,103.1,170.3,1
2021,53,053,all,All,82.8,79.8,85.7,1
2021,53,053,race-ethncity,"Black, Non-Hispanic",111.2,98.4,124,1
2021,53,053,race-ethncity,Hispanic,42.5,36.3,48.7,1
2021,53,053,race-ethncity,Other Races and Ethnicities,60.5,54.2,66.8,1
2021,53,053,race-ethncity,"White, Hon-Hispanic",92,88.1,95.8,1
2021,53,055,all,All,72.1,53.7,94.8,1
2021,53,055,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,53,055,race-ethncity,Hispanic,NA,NA,NA,NA
2021,53,055,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,53,055,race-ethncity,"White, Hon-Hispanic",75.6,55.5,100.5,1
2021,53,057,all,All,82.1,74.3,89.9,1
2021,53,057,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,53,057,race-ethncity,Hispanic,23.4,14.8,35.1,2
2021,53,057,race-ethncity,Other Races and Ethnicities,76,49.6,111.3,1
2021,53,057,race-ethncity,"White, Hon-Hispanic",97.9,88,107.8,1
2021,53,059,all,All,74.6,52.2,103.2,1
2021,53,059,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,53,059,race-ethncity,Hispanic,NA,NA,NA,NA
2021,53,059,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,53,059,race-ethncity,"White, Hon-Hispanic",81.2,56.3,113.5,1
2021,53,061,all,All,73.6,70.6,76.5,1
2021,53,061,race-ethncity,"Black, Non-Hispanic",50.7,38.7,65.3,1
2021,53,061,race-ethncity,Hispanic,41.2,34.5,47.8,1
2021,53,061,race-ethncity,Other Races and Ethnicities,43.1,37.9,48.4,1
2021,53,061,race-ethncity,"White, Hon-Hispanic",88.1,84.2,92,1
2021,53,063,all,All,95.7,91.5,99.9,1
2021,53,063,race-ethncity,"Black, Non-Hispanic",127.8,95.2,168,1
2021,53,063,race-ethncity,Hispanic,59,46.7,73.7,1
2021,53,063,race-ethncity,Other Races and Ethnicities,64.2,52.2,76.2,1
2021,53,063,race-ethncity,"White, Hon-Hispanic",100.8,96.1,105.5,1
2021,53,065,all,All,96.9,82.7,111.1,1
2021,53,065,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,53,065,race-ethncity,Hispanic,NA,NA,NA,NA
2021,53,065,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,53,065,race-ethncity,"White, Hon-Hispanic",102.2,86.5,117.9,1
2021,53,067,all,All,74.6,69.6,79.5,1
2021,53,067,race-ethncity,"Black, Non-Hispanic",59.5,37.7,89.2,2
2021,53,067,race-ethncity,Hispanic,41,30,54.6,1
2021,53,067,race-ethncity,Other Races and Ethnicities,46.8,36.7,58.8,1
2021,53,067,race-ethncity,"White, Hon-Hispanic",84.7,78.6,90.8,1
2021,53,069,all,All,122.3,76.6,185.1,2
2021,53,069,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,53,069,race-ethncity,Hispanic,NA,NA,NA,NA
2021,53,069,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,53,069,race-ethncity,"White, Hon-Hispanic",134.6,83.3,205.7,2
2021,53,071,all,All,72.1,61.4,82.7,1
2021,53,071,race-ethncity,"Black, Non-Hispanic",NA,NA,NA,NA
2021,53,071,race-ethncity,Hispanic,NA,NA,NA,NA
2021,53,071,race-ethncity,Other Races and Ethnicities,NA,NA,NA,NA
2021,53,071,race-ethncity,"White, Hon-Hispanic",87.2,73.4,101.1,1
