year,state,place,subgroup_type,subgroup,share_debt_coll,share_debt_coll_quality
2019,47,40000,race-ethnicity,Neighborhoods of color,0.71844661,1
2019,47,40000,race-ethnicity,White neighborhoods,0.3420341,1
2019,47,48000,all,All,0.45885092,1
2019,47,48000,race-ethnicity,Neighborhoods of color,0.55327582,1
2019,47,48000,race-ethnicity,White neighborhoods,0.22530031,1
2019,47,52006,all,All,0.34832269,1
2019,47,52006,race-ethnicity,Neighborhoods of color,0.47155085,1
2019,47,52006,race-ethnicity,White neighborhoods,0.2798377,1
2019,48,01000,all,All,0.4680312,1
2019,48,01000,race-ethnicity,Neighborhoods of color,0.55309737,1
2019,48,01000,race-ethnicity,White neighborhoods,0.45507637,1
2019,48,03000,all,All,0.46251911,1
2019,48,03000,race-ethnicity,Neighborhoods of color,0.64976418,1
2019,48,03000,race-ethnicity,White neighborhoods,0.41086534,1
2019,48,05000,all,All,0.33165634,1
2019,48,05000,race-ethnicity,Neighborhoods of color,0.4285934,1
2019,48,05000,race-ethnicity,White neighborhoods,0.23186569,1
2019,48,07000,all,All,0.4743146,1
2019,48,07000,race-ethnicity,Neighborhoods of color,0.5529514,1
2019,48,07000,race-ethnicity,White neighborhoods,0.34962147,1
2019,48,10768,all,All,0.52289671,1
2019,48,10768,race-ethnicity,Neighborhoods of color,0.52735645,1
2019,48,10768,race-ethnicity,White neighborhoods,0.265625,1
2019,48,17000,all,All,0.52625781,1
2019,48,17000,race-ethnicity,Neighborhoods of color,0.54000813,1
2019,48,17000,race-ethnicity,White neighborhoods,0.39655173,1
2019,48,19000,all,All,0.45519319,1
2019,48,19000,race-ethnicity,Neighborhoods of color,0.51427138,1
2019,48,19000,race-ethnicity,White neighborhoods,0.30501726,1
2019,48,24000,all,All,0.4351795,1
2019,48,24000,race-ethnicity,Neighborhoods of color,0.43524629,1
2019,48,24000,race-ethnicity,White neighborhoods,NA,3
2019,48,35000,all,All,0.39240208,1
2019,48,35000,race-ethnicity,Neighborhoods of color,0.42270792,1
2019,48,35000,race-ethnicity,White neighborhoods,0.23599035,1
2019,48,41464,all,All,0.53027618,1
2019,48,41464,race-ethnicity,Neighborhoods of color,0.53027618,1
2019,48,41464,race-ethnicity,White neighborhoods,NA,3
2019,48,42508,all,All,0.34052247,1
2019,48,42508,race-ethnicity,Neighborhoods of color,0.34052247,1
2019,48,42508,race-ethnicity,White neighborhoods,NA,3
2019,48,45000,all,All,0.43818223,1
2019,48,45000,race-ethnicity,Neighborhoods of color,0.55336618,1
2019,48,45000,race-ethnicity,White neighborhoods,0.35912848000000003,1
2019,48,45384,all,All,0.5346598,1
2019,48,45384,race-ethnicity,Neighborhoods of color,0.5348537,1
2019,48,45384,race-ethnicity,White neighborhoods,0.5,1
2019,48,56000,all,All,NA,3
2019,48,56000,race-ethnicity,Neighborhoods of color,NA,3
2019,48,56000,race-ethnicity,White neighborhoods,NA,3
2019,48,58016,all,All,0.25124791,1
2019,48,58016,race-ethnicity,Neighborhoods of color,0.25037184,1
2019,48,58016,race-ethnicity,White neighborhoods,0.25235999,1
2019,48,64472,all,All,0.40746933,1
2019,48,64472,race-ethnicity,Neighborhoods of color,0.56916994,1
2019,48,64472,race-ethnicity,White neighborhoods,0.3439441,1
2019,48,65000,all,All,0.44467065,1
2019,48,65000,race-ethnicity,Neighborhoods of color,0.46061841,1
2019,48,65000,race-ethnicity,White neighborhoods,0.25670806,1
2019,48,74144,all,All,0.42488915,1
2019,48,74144,race-ethnicity,Neighborhoods of color,0.59480518,1
2019,48,74144,race-ethnicity,White neighborhoods,0.37878788,1
2019,48,76000,all,All,0.45378789,1
2019,48,76000,race-ethnicity,Neighborhoods of color,0.5704698,1
2019,48,76000,race-ethnicity,White neighborhoods,0.3834008,1
2019,48,79000,all,All,0.42816365,1
2019,48,79000,race-ethnicity,Neighborhoods of color,0.58646619,1
2019,48,79000,race-ethnicity,White neighborhoods,0.40522876,1
2019,49,62470,all,All,0.21371858,1
2019,49,62470,race-ethnicity,Neighborhoods of color,NA,3
2019,49,62470,race-ethnicity,White neighborhoods,0.21371858,1
2019,51,01000,all,All,0.21377102,1
2019,51,01000,race-ethnicity,Neighborhoods of color,0.26642856,1
2019,51,01000,race-ethnicity,White neighborhoods,0.14663024,1
2019,51,03000,all,All,0.12986687,1
2019,51,03000,race-ethnicity,Neighborhoods of color,0.20433789,1
2019,51,03000,race-ethnicity,White neighborhoods,0.10885669,1
2019,51,16000,all,All,0.33834183,1
2019,51,16000,race-ethnicity,Neighborhoods of color,0.39889196,1
2019,51,16000,race-ethnicity,White neighborhoods,0.25432414,1
2019,51,35000,all,All,0.47554728,1
2019,51,35000,race-ethnicity,Neighborhoods of color,0.49102104,1
2019,51,35000,race-ethnicity,White neighborhoods,0.32323232,1
2019,51,56000,all,All,0.50604433,1
2019,51,56000,race-ethnicity,Neighborhoods of color,0.52236652,1
2019,51,56000,race-ethnicity,White neighborhoods,0.46829811,1
2019,51,57000,all,All,0.5078696,1
2019,51,57000,race-ethnicity,Neighborhoods of color,0.53782213,1
2019,51,57000,race-ethnicity,White neighborhoods,0.4453125,1
2019,51,64000,all,All,0.5288915,1
2019,51,64000,race-ethnicity,Neighborhoods of color,0.54878807,1
2019,51,64000,race-ethnicity,White neighborhoods,0.16091955,1
2019,51,67000,all,All,0.30432886,1
2019,51,67000,race-ethnicity,Neighborhoods of color,0.34504005,1
2019,51,67000,race-ethnicity,White neighborhoods,0.20567375,1
2019,51,68000,all,All,0.3623817,1
2019,51,68000,race-ethnicity,Neighborhoods of color,0.58148891,1
2019,51,68000,race-ethnicity,White neighborhoods,0.30897498,1
2019,51,82000,all,All,0.33632043,1
2019,51,82000,race-ethnicity,Neighborhoods of color,0.41566265,1
2019,51,82000,race-ethnicity,White neighborhoods,0.313234,1
2019,53,05210,all,All,0.092236951,1
2019,53,05210,race-ethnicity,Neighborhoods of color,0.096860193,1
2019,53,05210,race-ethnicity,White neighborhoods,0.088352412,1
2019,53,63000,all,All,0.1476258,1
2019,53,63000,race-ethnicity,Neighborhoods of color,0.19598471,1
2019,53,63000,race-ethnicity,White neighborhoods,0.11914414,1
2019,53,67000,all,All,0.21998596,1
2019,53,67000,race-ethnicity,Neighborhoods of color,NA,3
2019,53,67000,race-ethnicity,White neighborhoods,0.21998596,1
2019,53,80010,all,All,0.26229507,1
2019,53,80010,race-ethnicity,Neighborhoods of color,0.29988286,1
2019,53,80010,race-ethnicity,White neighborhoods,0.17470428,1
2019,55,31000,all,All,0.23114714,1
2019,55,31000,race-ethnicity,Neighborhoods of color,NA,3
2019,55,31000,race-ethnicity,White neighborhoods,0.23118544,1
2019,55,53000,all,All,0.43799719,1
2019,55,53000,race-ethnicity,Neighborhoods of color,0.6057722,1
2019,55,53000,race-ethnicity,White neighborhoods,0.26474318,1
2021,01,07000,all,All,0.507882,1
2021,01,07000,race-ethnicity,Neighborhoods of color,0.59684551,1
2021,01,07000,race-ethnicity,White neighborhoods,0.25853989,1
2021,01,50000,all,All,0.41254401,1
2021,01,50000,race-ethnicity,Neighborhoods of color,0.52119368,1
2021,01,50000,race-ethnicity,White neighborhoods,0.31282261,1
2021,01,51000,all,All,NA,3
2021,01,51000,race-ethnicity,Neighborhoods of color,NA,3
2021,01,51000,race-ethnicity,White neighborhoods,NA,3
2021,01,77256,all,All,NA,3
2021,01,77256,race-ethnicity,Neighborhoods of color,NA,3
2021,01,77256,race-ethnicity,White neighborhoods,NA,3
2021,02,03000,all,All,0.28255329,1
2021,02,03000,race-ethnicity,Neighborhoods of color,0.39519161,1
2021,02,03000,race-ethnicity,White neighborhoods,0.2323283,1
2021,04,12000,all,All,0.1995506,1
2021,04,12000,race-ethnicity,Neighborhoods of color,NA,3
2021,04,12000,race-ethnicity,White neighborhoods,0.1995506,1
2021,04,27400,all,All,0.2215322,1
2021,04,27400,race-ethnicity,Neighborhoods of color,0.36476871,1
2021,04,27400,race-ethnicity,White neighborhoods,0.1937764,1
2021,04,27820,all,All,0.32697359,1
2021,04,27820,race-ethnicity,Neighborhoods of color,0.44509479,1
2021,04,27820,race-ethnicity,White neighborhoods,0.2598924,1
2021,04,46000,all,All,0.3210046,1
2021,04,46000,race-ethnicity,Neighborhoods of color,0.41398421,1
2021,04,46000,race-ethnicity,White neighborhoods,0.29321441,1
2021,04,55000,all,All,0.3667613,1
2021,04,55000,race-ethnicity,Neighborhoods of color,0.4416936,1
2021,04,55000,race-ethnicity,White neighborhoods,0.29291621,1
2021,04,73000,all,All,0.3108868,1
2021,04,73000,race-ethnicity,Neighborhoods of color,0.37574801,1
2021,04,73000,race-ethnicity,White neighborhoods,0.25611699,1
2021,04,77000,all,All,0.31923541,1
2021,04,77000,race-ethnicity,Neighborhoods of color,0.34504291,1
2021,04,77000,race-ethnicity,White neighborhoods,0.31430179,1
2021,05,41000,all,All,NA,3
2021,05,41000,race-ethnicity,Neighborhoods of color,NA,3
2021,05,41000,race-ethnicity,White neighborhoods,NA,3
2021,06,00884,all,All,NA,3
2021,06,00884,race-ethnicity,Neighborhoods of color,NA,3
2021,06,00884,race-ethnicity,White neighborhoods,NA,3
2021,06,02000,all,All,0.27134559,1
2021,06,02000,race-ethnicity,Neighborhoods of color,0.27134559,1
2021,06,02000,race-ethnicity,White neighborhoods,NA,3
2021,06,02252,all,All,NA,3
2021,06,02252,race-ethnicity,Neighborhoods of color,NA,3
2021,06,02252,race-ethnicity,White neighborhoods,NA,3
2021,06,03526,all,All,0.4070819,1
2021,06,03526,race-ethnicity,Neighborhoods of color,0.40726849,1
2021,06,03526,race-ethnicity,White neighborhoods,NA,3
2021,06,06000,all,All,NA,3
2021,06,06000,race-ethnicity,Neighborhoods of color,NA,3
2021,06,06000,race-ethnicity,White neighborhoods,NA,3
2021,06,08954,all,All,NA,3
2021,06,08954,race-ethnicity,Neighborhoods of color,NA,3
2021,06,08954,race-ethnicity,White neighborhoods,NA,3
2021,06,13392,all,All,0.25893891,1
2021,06,13392,race-ethnicity,Neighborhoods of color,0.25893891,1
2021,06,13392,race-ethnicity,White neighborhoods,NA,3
2021,06,19766,all,All,NA,3
2021,06,19766,race-ethnicity,Neighborhoods of color,NA,3
2021,06,19766,race-ethnicity,White neighborhoods,NA,3
2021,06,20802,all,All,NA,3
2021,06,20802,race-ethnicity,Neighborhoods of color,NA,3
2021,06,20802,race-ethnicity,White neighborhoods,NA,3
2021,06,22020,all,All,NA,3
2021,06,22020,race-ethnicity,Neighborhoods of color,NA,3
2021,06,22020,race-ethnicity,White neighborhoods,NA,3
2021,06,22230,all,All,NA,3
2021,06,22230,race-ethnicity,Neighborhoods of color,NA,3
2021,06,22230,race-ethnicity,White neighborhoods,NA,3
2021,06,22804,all,All,NA,3
2021,06,22804,race-ethnicity,Neighborhoods of color,NA,3
2021,06,22804,race-ethnicity,White neighborhoods,NA,3
2021,06,24680,all,All,0.35857511,1
2021,06,24680,race-ethnicity,Neighborhoods of color,0.35857511,1
2021,06,24680,race-ethnicity,White neighborhoods,NA,3
2021,06,27000,all,All,0.29360211,1
2021,06,27000,race-ethnicity,Neighborhoods of color,0.3492848,1
2021,06,27000,race-ethnicity,White neighborhoods,0.1705824,1
2021,06,28000,all,All,NA,3
2021,06,28000,race-ethnicity,Neighborhoods of color,NA,3
2021,06,28000,race-ethnicity,White neighborhoods,NA,3
2021,06,29000,all,All,NA,3
2021,06,29000,race-ethnicity,Neighborhoods of color,NA,3
2021,06,29000,race-ethnicity,White neighborhoods,NA,3
2021,06,30000,all,All,NA,3
2021,06,30000,race-ethnicity,Neighborhoods of color,NA,3
2021,06,30000,race-ethnicity,White neighborhoods,NA,3
2021,06,33000,all,All,NA,3
2021,06,33000,race-ethnicity,Neighborhoods of color,NA,3
2021,06,33000,race-ethnicity,White neighborhoods,NA,3
2021,06,36000,all,All,NA,3
2021,06,36000,race-ethnicity,Neighborhoods of color,NA,3
2021,06,36000,race-ethnicity,White neighborhoods,NA,3
2021,06,36546,all,All,NA,3
2021,06,36546,race-ethnicity,Neighborhoods of color,NA,3
2021,06,36546,race-ethnicity,White neighborhoods,NA,3
2021,06,36770,all,All,NA,3
2021,06,36770,race-ethnicity,Neighborhoods of color,NA,3
2021,06,36770,race-ethnicity,White neighborhoods,NA,3
2021,06,40130,all,All,NA,3
2021,06,40130,race-ethnicity,Neighborhoods of color,NA,3
2021,06,40130,race-ethnicity,White neighborhoods,NA,3
2021,06,43000,all,All,0.25352389,1
2021,06,43000,race-ethnicity,Neighborhoods of color,0.304106,1
2021,06,43000,race-ethnicity,White neighborhoods,0.1385847,1
2021,06,44000,all,All,0.2460994,1
2021,06,44000,race-ethnicity,Neighborhoods of color,0.27866569,1
2021,06,44000,race-ethnicity,White neighborhoods,0.1536953,1
2021,06,48354,all,All,0.28902581,1
2021,06,48354,race-ethnicity,Neighborhoods of color,0.31516689,1
2021,06,48354,race-ethnicity,White neighborhoods,0.2295869,1
2021,06,49270,all,All,NA,3
2021,06,49270,race-ethnicity,Neighborhoods of color,NA,3
2021,06,49270,race-ethnicity,White neighborhoods,NA,3
2021,06,52526,all,All,NA,3
2021,06,52526,race-ethnicity,Neighborhoods of color,NA,3
2021,06,52526,race-ethnicity,White neighborhoods,NA,3
2021,06,53000,all,All,0.232017,1
2021,06,53000,race-ethnicity,Neighborhoods of color,0.2569533,1
2021,06,53000,race-ethnicity,White neighborhoods,0.1068005,1
2021,06,53896,all,All,NA,3
2021,06,53896,race-ethnicity,Neighborhoods of color,NA,3
2021,06,53896,race-ethnicity,White neighborhoods,NA,3
2021,06,54652,all,All,NA,3
2021,06,54652,race-ethnicity,Neighborhoods of color,NA,3
2021,06,54652,race-ethnicity,White neighborhoods,NA,3
2021,06,55156,all,All,NA,3
2021,06,55156,race-ethnicity,Neighborhoods of color,NA,3
2021,06,55156,race-ethnicity,White neighborhoods,NA,3
2021,06,56000,all,All,NA,3
2021,06,56000,race-ethnicity,Neighborhoods of color,NA,3
2021,06,56000,race-ethnicity,White neighborhoods,NA,3
2021,06,58072,all,All,NA,3
2021,06,58072,race-ethnicity,Neighborhoods of color,NA,3
2021,06,58072,race-ethnicity,White neighborhoods,NA,3
2021,06,59451,all,All,NA,3
2021,06,59451,race-ethnicity,Neighborhoods of color,NA,3
2021,06,59451,race-ethnicity,White neighborhoods,NA,3
2021,06,62000,all,All,0.2678481,1
2021,06,62000,race-ethnicity,Neighborhoods of color,0.28439879,1
2021,06,62000,race-ethnicity,White neighborhoods,0.2027477,1
2021,06,62938,all,All,NA,3
2021,06,62938,race-ethnicity,Neighborhoods of color,NA,3
2021,06,62938,race-ethnicity,White neighborhoods,NA,3
2021,06,64000,all,All,0.2569882,1
2021,06,64000,race-ethnicity,Neighborhoods of color,0.2676276,1
2021,06,64000,race-ethnicity,White neighborhoods,0.194958,1
2021,06,64224,all,All,NA,3
2021,06,64224,race-ethnicity,Neighborhoods of color,NA,3
2021,06,64224,race-ethnicity,White neighborhoods,NA,3
2021,06,66000,all,All,0.22574329,1
2021,06,66000,race-ethnicity,Neighborhoods of color,0.2712791,1
2021,06,66000,race-ethnicity,White neighborhoods,0.1741823,1
2021,06,67000,all,All,0.1248253,1
2021,06,67000,race-ethnicity,Neighborhoods of color,0.1374207,1
2021,06,67000,race-ethnicity,White neighborhoods,0.0983411,1
2021,06,68000,all,All,0.1689456,1
2021,06,68000,race-ethnicity,Neighborhoods of color,0.1807884,1
2021,06,68000,race-ethnicity,White neighborhoods,0.1264395,1
2021,06,69000,all,All,0.268729,1
2021,06,69000,race-ethnicity,Neighborhoods of color,0.268729,1
2021,06,69000,race-ethnicity,White neighborhoods,NA,3
2021,06,69084,all,All,NA,3
2021,06,69084,race-ethnicity,Neighborhoods of color,NA,3
2021,06,69084,race-ethnicity,White neighborhoods,NA,3
2021,06,70000,all,All,NA,3
2021,06,70000,race-ethnicity,Neighborhoods of color,NA,3
2021,06,70000,race-ethnicity,White neighborhoods,NA,3
2021,06,70098,all,All,NA,3
2021,06,70098,race-ethnicity,Neighborhoods of color,NA,3
2021,06,70098,race-ethnicity,White neighborhoods,NA,3
2021,06,72016,all,All,NA,3
2021,06,72016,race-ethnicity,Neighborhoods of color,NA,3
2021,06,72016,race-ethnicity,White neighborhoods,NA,3
2021,06,75000,all,All,0.32893959,1
2021,06,75000,race-ethnicity,Neighborhoods of color,0.32900429,1
2021,06,75000,race-ethnicity,White neighborhoods,NA,3
2021,06,77000,all,All,NA,3
2021,06,77000,race-ethnicity,Neighborhoods of color,NA,3
2021,06,77000,race-ethnicity,White neighborhoods,NA,3
2021,06,78582,all,All,NA,3
2021,06,78582,race-ethnicity,Neighborhoods of color,NA,3
2021,06,78582,race-ethnicity,White neighborhoods,NA,3
2021,06,80000,all,All,NA,3
2021,06,80000,race-ethnicity,Neighborhoods of color,NA,3
2021,06,80000,race-ethnicity,White neighborhoods,NA,3
2021,06,81666,all,All,NA,3
2021,06,81666,race-ethnicity,Neighborhoods of color,NA,3
2021,06,81666,race-ethnicity,White neighborhoods,NA,3
2021,06,82954,all,All,NA,3
2021,06,82954,race-ethnicity,Neighborhoods of color,NA,3
2021,06,82954,race-ethnicity,White neighborhoods,NA,3
2021,08,04000,all,All,0.34860459,1
2021,08,04000,race-ethnicity,Neighborhoods of color,0.39043891,1
2021,08,04000,race-ethnicity,White neighborhoods,0.2448401,1
2021,08,07850,all,All,NA,3
2021,08,07850,race-ethnicity,Neighborhoods of color,NA,3
2021,08,07850,race-ethnicity,White neighborhoods,NA,3
2021,08,16000,all,All,0.28139961,1
2021,08,16000,race-ethnicity,Neighborhoods of color,0.4172093,1
2021,08,16000,race-ethnicity,White neighborhoods,0.25013381,1
2021,08,20000,all,All,0.26084101,1
2021,08,20000,race-ethnicity,Neighborhoods of color,0.33711299,1
2021,08,20000,race-ethnicity,White neighborhoods,0.2279955,1
2021,08,27425,all,All,NA,3
2021,08,27425,race-ethnicity,Neighborhoods of color,NA,3
2021,08,27425,race-ethnicity,White neighborhoods,NA,3
2021,08,62000,all,All,NA,3
2021,08,62000,race-ethnicity,Neighborhoods of color,NA,3
2021,08,62000,race-ethnicity,White neighborhoods,NA,3
2021,09,08000,all,All,NA,3
2021,09,08000,race-ethnicity,Neighborhoods of color,NA,3
2021,09,08000,race-ethnicity,White neighborhoods,NA,3
2021,09,37000,all,All,NA,3
2021,09,37000,race-ethnicity,Neighborhoods of color,NA,3
2021,09,37000,race-ethnicity,White neighborhoods,NA,3
2021,09,52000,all,All,NA,3
2021,09,52000,race-ethnicity,Neighborhoods of color,NA,3
2021,09,52000,race-ethnicity,White neighborhoods,NA,3
2021,09,80000,all,All,NA,3
2021,09,80000,race-ethnicity,Neighborhoods of color,NA,3
2021,09,80000,race-ethnicity,White neighborhoods,NA,3
2021,11,50000,all,All,0.25726989,1
2021,11,50000,race-ethnicity,Neighborhoods of color,0.34562731,1
2021,11,50000,race-ethnicity,White neighborhoods,0.1054999,1
2021,12,10275,all,All,NA,3
2021,12,10275,race-ethnicity,Neighborhoods of color,NA,3
2021,12,10275,race-ethnicity,White neighborhoods,NA,3
2021,12,24000,all,All,NA,3
2021,12,24000,race-ethnicity,Neighborhoods of color,NA,3
2021,12,24000,race-ethnicity,White neighborhoods,NA,3
2021,12,25175,all,All,NA,3
2021,12,25175,race-ethnicity,Neighborhoods of color,NA,3
2021,12,25175,race-ethnicity,White neighborhoods,NA,3
2021,12,30000,all,All,0.40012759,1
2021,12,30000,race-ethnicity,Neighborhoods of color,0.40012759,1
2021,12,30000,race-ethnicity,White neighborhoods,NA,3
2021,12,35000,all,All,0.40162221,1
2021,12,35000,race-ethnicity,Neighborhoods of color,0.52614528,1
2021,12,35000,race-ethnicity,White neighborhoods,0.32034031,1
2021,12,45000,all,All,0.25302371,1
2021,12,45000,race-ethnicity,Neighborhoods of color,0.25302371,1
2021,12,45000,race-ethnicity,White neighborhoods,NA,3
2021,12,58715,all,All,NA,3
2021,12,58715,race-ethnicity,Neighborhoods of color,NA,3
2021,12,58715,race-ethnicity,White neighborhoods,NA,3
2021,12,63000,all,All,0.38179451,1
2021,12,63000,race-ethnicity,Neighborhoods of color,0.53649497,1
2021,12,63000,race-ethnicity,White neighborhoods,0.29813671,1
2021,12,71000,all,All,0.41205999,1
2021,12,71000,race-ethnicity,Neighborhoods of color,0.47407249,1
2021,12,71000,race-ethnicity,White neighborhoods,0.2155422,1
2021,13,03440,all,All,NA,3
2021,13,03440,race-ethnicity,Neighborhoods of color,NA,3
2021,13,03440,race-ethnicity,White neighborhoods,NA,3
2021,13,04000,all,All,0.35684371,1
2021,13,04000,race-ethnicity,Neighborhoods of color,0.43446359,1
2021,13,04000,race-ethnicity,White neighborhoods,0.21333329,1
2021,13,04204,all,All,NA,3
2021,13,04204,race-ethnicity,Neighborhoods of color,NA,3
2021,13,04204,race-ethnicity,White neighborhoods,NA,3
2021,17,14000,all,All,0.33989641,1
2021,17,14000,race-ethnicity,Neighborhoods of color,0.4115667,1
2021,17,14000,race-ethnicity,White neighborhoods,0.1659542,1
2021,17,65000,all,All,NA,3
2021,17,65000,race-ethnicity,Neighborhoods of color,NA,3
2021,17,65000,race-ethnicity,White neighborhoods,NA,3
2021,18,25000,all,All,0.30224621,1
2021,18,25000,race-ethnicity,Neighborhoods of color,0.53697753,1
2021,18,25000,race-ethnicity,White neighborhoods,0.2572169,1
2021,18,36003,all,All,0.41409549,1
2021,18,36003,race-ethnicity,Neighborhoods of color,0.4872992,1
2021,18,36003,race-ethnicity,White neighborhoods,0.3565481,1
2021,18,71000,all,All,NA,3
2021,18,71000,race-ethnicity,Neighborhoods of color,NA,3
2021,18,71000,race-ethnicity,White neighborhoods,NA,3
2021,19,21000,all,All,NA,3
2021,19,21000,race-ethnicity,Neighborhoods of color,NA,3
2021,19,21000,race-ethnicity,White neighborhoods,NA,3
2021,20,36000,all,All,NA,3
2021,20,36000,race-ethnicity,Neighborhoods of color,NA,3
2021,20,36000,race-ethnicity,White neighborhoods,NA,3
2021,20,38900,all,All,NA,3
2021,20,38900,race-ethnicity,Neighborhoods of color,NA,3
2021,20,38900,race-ethnicity,White neighborhoods,NA,3
2021,20,71000,all,All,NA,3
2021,20,71000,race-ethnicity,Neighborhoods of color,NA,3
2021,20,71000,race-ethnicity,White neighborhoods,NA,3
2021,21,46027,all,All,0.31876609,1
2021,21,46027,race-ethnicity,Neighborhoods of color,NA,3
2021,21,46027,race-ethnicity,White neighborhoods,0.31876609,1
2021,22,50115,all,All,NA,3
2021,22,50115,race-ethnicity,Neighborhoods of color,NA,3
2021,22,50115,race-ethnicity,White neighborhoods,NA,3
2021,22,55000,all,All,0.4204137,1
2021,22,55000,race-ethnicity,Neighborhoods of color,0.46524301,1
2021,22,55000,race-ethnicity,White neighborhoods,0.23109441,1
2021,22,70000,all,All,0.47972891,1
2021,22,70000,race-ethnicity,Neighborhoods of color,0.57087088,1
2021,22,70000,race-ethnicity,White neighborhoods,0.3793011,1
2021,24,04000,all,All,0.45181021,1
2021,24,04000,race-ethnicity,Neighborhoods of color,0.50594538,1
2021,24,04000,race-ethnicity,White neighborhoods,0.2730802,1
2021,25,07000,all,All,0.21120331,1
2021,25,07000,race-ethnicity,Neighborhoods of color,0.29006499,1
2021,25,07000,race-ethnicity,White neighborhoods,0.14181849,1
2021,25,09000,all,All,NA,3
2021,25,09000,race-ethnicity,Neighborhoods of color,NA,3
2021,25,09000,race-ethnicity,White neighborhoods,NA,3
2021,25,11000,all,All,NA,3
2021,25,11000,race-ethnicity,Neighborhoods of color,NA,3
2021,25,11000,race-ethnicity,White neighborhoods,NA,3
2021,25,23000,all,All,NA,3
2021,25,23000,race-ethnicity,Neighborhoods of color,NA,3
2021,25,23000,race-ethnicity,White neighborhoods,NA,3
2021,25,37000,all,All,NA,3
2021,25,37000,race-ethnicity,Neighborhoods of color,NA,3
2021,25,37000,race-ethnicity,White neighborhoods,NA,3
2021,25,37490,all,All,NA,3
2021,25,37490,race-ethnicity,Neighborhoods of color,NA,3
2021,25,37490,race-ethnicity,White neighborhoods,NA,3
2021,25,45000,all,All,NA,3
2021,25,45000,race-ethnicity,Neighborhoods of color,NA,3
2021,25,45000,race-ethnicity,White neighborhoods,NA,3
2021,25,55745,all,All,NA,3
2021,25,55745,race-ethnicity,Neighborhoods of color,NA,3
2021,25,55745,race-ethnicity,White neighborhoods,NA,3
2021,25,67000,all,All,NA,3
2021,25,67000,race-ethnicity,Neighborhoods of color,NA,3
2021,25,67000,race-ethnicity,White neighborhoods,NA,3
2021,25,82000,all,All,NA,3
2021,25,82000,race-ethnicity,Neighborhoods of color,NA,3
2021,25,82000,race-ethnicity,White neighborhoods,NA,3
2021,26,03000,all,All,NA,3
2021,26,03000,race-ethnicity,Neighborhoods of color,NA,3
2021,26,03000,race-ethnicity,White neighborhoods,NA,3
2021,26,22000,all,All,0.59189439,1
2021,26,22000,race-ethnicity,Neighborhoods of color,0.59189439,1
2021,26,22000,race-ethnicity,White neighborhoods,NA,3
2021,26,29000,all,All,NA,3
2021,26,29000,race-ethnicity,Neighborhoods of color,NA,3
2021,26,29000,race-ethnicity,White neighborhoods,NA,3
2021,26,34000,all,All,NA,3
2021,26,34000,race-ethnicity,Neighborhoods of color,NA,3
2021,26,34000,race-ethnicity,White neighborhoods,NA,3
2021,26,46000,all,All,NA,3
2021,26,46000,race-ethnicity,Neighborhoods of color,NA,3
2021,26,46000,race-ethnicity,White neighborhoods,NA,3
2021,26,76460,all,All,NA,3
2021,26,76460,race-ethnicity,Neighborhoods of color,NA,3
2021,26,76460,race-ethnicity,White neighborhoods,NA,3
2021,26,84000,all,All,NA,3
2021,26,84000,race-ethnicity,Neighborhoods of color,NA,3
2021,26,84000,race-ethnicity,White neighborhoods,NA,3
2021,27,17000,all,All,NA,3
2021,27,17000,race-ethnicity,Neighborhoods of color,NA,3
2021,27,17000,race-ethnicity,White neighborhoods,NA,3
2021,27,43000,all,All,0.17025089,1
2021,27,43000,race-ethnicity,Neighborhoods of color,0.27751389,1
2021,27,43000,race-ethnicity,White neighborhoods,0.1388696,1
2021,27,54880,all,All,NA,3
2021,27,54880,race-ethnicity,Neighborhoods of color,NA,3
2021,27,54880,race-ethnicity,White neighborhoods,NA,3
2021,27,58000,all,All,0.19109461,1
2021,27,58000,race-ethnicity,Neighborhoods of color,0.30222219,1
2021,27,58000,race-ethnicity,White neighborhoods,0.1650708,1
2021,28,36000,all,All,NA,3
2021,28,36000,race-ethnicity,Neighborhoods of color,NA,3
2021,28,36000,race-ethnicity,White neighborhoods,NA,3
2021,29,38000,all,All,0.39984971,1
2021,29,38000,race-ethnicity,Neighborhoods of color,0.54508573,1
2021,29,38000,race-ethnicity,White neighborhoods,0.31437871,1
2021,29,65000,all,All,0.4473536,1
2021,29,65000,race-ethnicity,Neighborhoods of color,0.58542818,1
2021,29,65000,race-ethnicity,White neighborhoods,0.29181671,1
2021,30,06550,all,All,NA,3
2021,30,06550,race-ethnicity,Neighborhoods of color,NA,3
2021,30,06550,race-ethnicity,White neighborhoods,NA,3
2021,31,28000,all,All,0.1876063,1
2021,31,28000,race-ethnicity,Neighborhoods of color,NA,3
2021,31,28000,race-ethnicity,White neighborhoods,0.1876063,1
2021,31,37000,all,All,0.2179805,1
2021,31,37000,race-ethnicity,Neighborhoods of color,0.39331061,1
2021,31,37000,race-ethnicity,White neighborhoods,0.1726457,1
2021,32,31900,all,All,NA,3
2021,32,31900,race-ethnicity,Neighborhoods of color,NA,3
2021,32,31900,race-ethnicity,White neighborhoods,NA,3
2021,32,40000,all,All,0.3564533,1
2021,32,40000,race-ethnicity,Neighborhoods of color,0.4383775,1
2021,32,40000,race-ethnicity,White neighborhoods,0.2561143,1
2021,32,51800,all,All,NA,3
2021,32,51800,race-ethnicity,Neighborhoods of color,NA,3
