statefip,puma,county,pop20,afact,afact2,products,sum_products,county_pop,puma_flag,small_county
13,00500,049,12518,0.0739,1,0.0739,0.0739,12518,3,1
13,00500,065,6749,0.0399,1,0.0399,0.0399,6749,3,1
13,00500,069,43092,0.2545,1,0.2545,0.2545,43092,3,0
13,00500,101,3697,0.0218,1,0.0218,0.0218,3697,3,1
13,00500,173,9877,0.0583,1,0.0583,0.0583,9877,3,1
13,00500,229,19716,0.1165,1,0.1165,0.1165,19716,3,0
13,00500,299,36251,0.2141,1,0.2141,0.2141,36251,3,0
13,00600,185,118251,1,1,1,1,118251,1,0
13,00700,017,17194,0.1334,1,0.1334,0.1334,17194,3,1
13,00700,019,18160,0.1409,1,0.1409,0.1409,18160,3,1
13,00700,027,16301,0.1265,1,0.1265,0.1265,16301,3,1
13,00700,075,17229,0.1337,1,0.1337,0.1337,17229,3,1
13,00700,155,9666,0.075,1,0.075,0.075,9666,3,1
13,00700,277,41344,0.3207,1,0.3207,0.3207,41344,3,0
13,00700,287,9006,0.0699,1,0.0699,0.0699,9006,3,1
13,00800,071,45898,0.4081,1,0.4081,0.4081,45898,2,0
13,00800,275,45798,0.4072,1,0.4072,0.4072,45798,2,0
13,00800,321,20784,0.1848,1,0.1848,0.1848,20784,3,0
13,00900,095,85790,0.7212,1,0.7212,0.7212,85790,2,0
13,00900,177,33163,0.2788,1,0.2788,0.2788,33163,3,0
13,01001,089,202,0.0016,3e-4,4.8e-7,0.9605205199999999,764382,1,0
13,01001,121,128440,0.9984,0.1204,0.12020735999999999,0.97588402,1066710,1,0
13,01002,121,115351,1,0.1081,0.1081,0.97588402,1066710,1,0
13,01003,121,119149,1,0.1117,0.1117,0.97588402,1066710,1,0
13,01004,077,34,2e-4,2e-4,4e-8,0.99840054,146158,1,0
13,01004,121,146149,0.9998,0.137,0.1369726,0.97588402,1066710,1,0
13,01005,117,31,2e-4,1e-4,2e-8,0.99990002,251283,1,0
13,01005,121,167620,0.9998,0.1571,0.15706857999999999,0.97588402,1066710,1,0
13,01006,089,214,0.0015,3e-4,4.5e-7,0.9605205199999999,764382,1,0
13,01006,121,140695,0.9985,0.1319,0.13170215,0.97588402,1066710,1,0
13,01007,089,31084,0.2011,0.0407,0.00818477,0.9605205199999999,764382,1,0
13,01007,121,123464,0.7989,0.1157,0.09243273,0.97588402,1066710,1,0
13,01008,089,128743,1,0.1684,0.1684,0.9605205199999999,764382,1,0
13,01100,007,2876,0.0238,1,0.0238,0.0238,2876,3,1
13,01100,037,5573,0.0461,1,0.0461,0.0461,5573,3,1
13,01100,087,29367,0.2427,1,0.2427,0.2427,29367,3,0
13,01100,099,10854,0.0897,1,0.0897,0.0897,10854,3,1
13,01100,131,26236,0.2168,1,0.2168,0.2168,26236,3,0
13,01100,201,6000,0.0496,1,0.0496,0.0496,6000,3,1
13,01100,205,21755,0.1798,1,0.1798,0.1798,21755,3,0
13,01100,253,9147,0.0756,1,0.0756,0.0756,9147,3,1
13,01100,273,9185,0.0759,1,0.0759,0.0759,9185,3,1
13,01200,001,18444,0.1209,1,0.1209,0.1209,18444,3,1
13,01200,109,10774,0.0706,1,0.0706,0.0706,10774,3,1
13,01200,161,14779,0.0969,1,0.0969,0.0969,14779,3,1
13,01200,209,8610,0.0564,1,0.0564,0.0564,8610,3,1
13,01200,267,22842,0.1497,1,0.1497,0.1497,22842,3,0
13,01200,271,12477,0.0818,1,0.0818,0.0818,12477,3,1
13,01200,279,27030,0.1772,1,0.1772,0.1772,27030,3,0
13,01200,305,30144,0.1976,1,0.1976,0.1976,30144,3,0
13,01200,309,7471,0.049,1,0.049,0.049,7471,3,1
13,01300,023,12583,0.0898,1,0.0898,0.0898,12583,3,1
13,01300,043,10981,0.0783,1,0.0783,0.0783,10981,3,1
13,01300,091,19925,0.1421,1,0.1421,0.1421,19925,3,0
13,01300,107,22768,0.1624,1,0.1624,0.1624,22768,3,0
13,01300,167,9189,0.0655,1,0.0655,0.0655,9189,3,1
13,01300,175,49570,0.3536,1,0.3536,0.3536,49570,2,0
13,01300,283,6406,0.0457,1,0.0457,0.0457,6406,3,1
13,01300,315,8766,0.0625,1,0.0625,0.0625,8766,3,1
13,01400,021,156423,0.9997,0.9941,0.99380177,0.99383186,157346,1,0
13,01400,207,45,3e-4,0.0016,4.8e-7,0.15525168,27957,3,0
13,01500,153,163633,0.9432,1,0.9432,0.9432,163633,1,0
13,01500,235,9855,0.0568,1,0.0568,0.0568,9855,3,1
13,01600,009,43300,0.2412,0.9886,0.23845032,0.23849478,43799,3,0
13,01600,021,923,0.0051,0.0059,3.009e-5,0.99383186,157346,1,0
13,01600,079,12130,0.0676,1,0.0676,0.0676,12130,3,1
13,01600,169,28347,0.1579,1,0.1579,0.1579,28347,3,0
13,01600,207,27912,0.1555,0.9984,0.1552512,0.15525168,27957,3,0
13,01600,225,27981,0.1558,1,0.1558,0.1558,27981,3,0
13,01600,237,22047,0.1228,1,0.1228,0.1228,22047,3,0
13,01600,289,8022,0.0447,1,0.0447,0.0447,8022,3,1
13,01600,319,8877,0.0494,1,0.0494,0.0494,8877,3,1
13,01700,053,9565,0.044,1,0.044,0.044,9565,3,1
13,01700,145,1096,0.005,0.0316,1.5800000000000002e-4,0.21494912,34668,3,0
13,01700,215,206922,0.951,1,0.951,0.951,206922,1,0
13,01800,061,2848,0.0188,1,0.0188,0.0188,2848,3,1
13,01800,081,20128,0.133,1,0.133,0.133,20128,3,0
13,01800,093,11208,0.074,1,0.074,0.074,11208,3,1
13,01800,145,33572,0.2218,0.9684,0.21479112,0.21494912,34668,3,0
13,01800,193,12082,0.0798,1,0.0798,0.0798,12082,3,1
13,01800,197,7498,0.0495,1,0.0495,0.0495,7498,3,1
13,01800,239,2235,0.0148,1,0.0148,0.0148,2235,3,1
13,01800,243,6425,0.0424,1,0.0424,0.0424,6425,3,1
13,01800,249,4547,0.03,1,0.03,0.03,4547,3,1
13,01800,259,5314,0.0351,1,0.0351,0.0351,5314,3,1
13,01800,261,29616,0.1957,1,0.1957,0.1957,29616,3,0
13,01800,263,5733,0.0379,1,0.0379,0.0379,5733,3,1
13,01800,269,7816,0.0516,1,0.0516,0.0516,7816,3,1
13,01800,307,2348,0.0155,1,0.0155,0.0155,2348,3,1
13,01900,035,25434,0.1611,1,0.1611,0.1611,25434,3,0
13,01900,171,18500,0.1172,1,0.1172,0.1172,18500,3,1
13,01900,231,18889,0.1197,1,0.1197,0.1197,18889,3,1
13,01900,255,67306,0.4264,1,0.4264,0.4264,67306,2,0
13,01900,293,27700,0.1755,1,0.1755,0.1755,27700,3,0
13,02001,089,140126,1,0.1833,0.1833,0.9605205199999999,764382,1,0
13,02002,089,139454,1,0.1824,0.1824,0.9605205199999999,764382,1,0
13,02003,089,172585,0.9793,0.2258,0.22112594,0.9605205199999999,764382,1,0
13,02003,135,3652,0.0207,0.0038,7.866e-5,0.9953434400000001,957062,1,0
13,02004,089,150989,0.998,0.1975,0.197105,0.9605205199999999,764382,1,0
13,02004,121,310,0.002,3e-4,6e-7,0.97588402,1066710,1,0
13,02100,077,146104,0.9988,0.9996,0.99840048,0.99840054,146158,1,0
13,02100,199,170,0.0012,0.0082,9.84e-6,0.20015508,20613,3,0
13,02200,077,20,2e-4,1e-4,2e-8,0.99840054,146158,1,0
13,02200,149,11412,0.1127,1,0.1127,0.1127,11412,3,1
13,02200,199,20443,0.2018,0.9918,0.20014524,0.20015508,20613,3,0
13,02200,285,69426,0.6853,1,0.6853,0.6853,69426,2,0
13,02300,045,119148,1,1,1,1,119148,1,0
13,02400,113,119194,1,1,1,1,119194,1,0
13,02500,115,98584,0.5753,1,0.5753,0.5753,98584,2,0
13,02500,143,29919,0.1746,1,0.1746,0.1746,29919,3,0
13,02500,233,42853,0.2501,1,0.2501,0.2501,42853,3,0
13,02600,047,67872,0.384,1,0.384,0.384,67872,2,0
13,02600,055,24965,0.1413,1,0.1413,0.1413,24965,3,0
13,02600,083,16251,0.0919,1,0.0919,0.0919,16251,3,1
13,02600,295,67654,0.3828,1,0.3828,0.3828,67654,2,0
13,02700,313,102864,1,1,1,1,102864,1,0
13,02800,111,25319,0.1355,1,0.1355,0.1355,25319,3,0
13,02800,123,31353,0.1678,1,0.1678,0.1678,31353,3,0
13,02800,129,57024,0.3051,0.991,0.30235409999999996,0.30239639999999995,57544,3,0
13,02800,213,39973,0.2139,1,0.2139,0.2139,39973,3,0
13,02800,227,33216,0.1777,1,0.1777,0.1777,33216,3,0
13,02900,015,108901,0.9914,1,0.9914,0.9914,108901,1,0
13,02900,067,422,0.0038,6e-4,2.2799999999999998e-6,0.9986788899999999,766149,1,0
13,02900,129,520,0.0047,0.009,4.23e-5,0.30239639999999995,57544,3,0
13,03001,067,153060,1,0.1998,0.1998,0.9986788899999999,766149,1,0
13,03002,067,136408,1,0.178,0.178,0.9986788899999999,766149,1,0
13,03003,067,142096,0.9961,0.1855,0.18477654999999998,0.9986788899999999,766149,1,0
13,03003,223,555,0.0039,0.0033,1.2869999999999999e-5,0.9967128700000001,168661,1,0
13,03004,067,175722,1,0.2294,0.2294,0.9986788899999999,766149,1,0
13,03005,067,158362,1,0.2067,0.2067,0.9986788899999999,766149,1,0
13,03101,057,128353,1,0.4814,0.4814,0.9996888399999999,266614,1,0
13,03102,057,138261,0.9994,0.5186,0.51828884,0.9996888399999999,266614,1,0
13,03102,067,79,6e-4,1e-4,6e-8,0.9986788899999999,766149,1,0
13,03200,085,26798,0.1883,1,0.1883,0.1883,26798,3,0
13,03200,187,33488,0.2353,1,0.2353,0.2353,33488,3,0
13,03200,241,16883,0.1186,1,0.1186,0.1186,16883,3,1
13,03200,281,12493,0.0878,1,0.0878,0.0878,12493,3,1
13,03200,291,24632,0.1731,1,0.1731,0.1731,24632,3,0
13,03200,311,28003,0.1968,1,0.1968,0.1968,28003,3,0
13,03300,117,251252,1,0.9999,0.9999,0.99990002,251283,1,0
13,03400,011,512,0.0025,0.0284,7.1e-5,0.11377706,18035,3,1
13,03400,139,202896,0.9975,0.9988,0.996303,0.9963050400000001,203136,1,0
13,03500,011,16893,0.1213,0.9367,0.11362171,0.11377706,18035,3,1
13,03500,119,23424,0.1682,1,0.1682,0.1682,23424,3,0
13,03500,137,46031,0.3305,1,0.3305,0.3305,46031,3,0
13,03500,139,240,0.0017,0.0012,2.0399999999999995e-6,0.9963050400000001,203136,1,0
13,03500,147,25828,0.1854,1,0.1854,0.1854,25828,3,0
13,03500,157,11,1e-4,1e-4,1e-8,0.47475253,75907,2,0
13,03500,195,75,5e-4,0.0025,1.25e-6,0.23900225000000003,30120,3,0
13,03500,257,26784,0.1923,1,0.1923,0.1923,26784,3,0
13,03600,059,128671,1,1,1,1,128671,1,0
13,03700,011,189,0.0015,0.0105,1.575e-5,0.11377706,18035,3,1
13,03700,105,19637,0.1566,1,0.1566,0.1566,19637,3,0
13,03700,133,18915,0.1508,1,0.1508,0.1508,18915,3,1
13,03700,195,30045,0.2396,0.9975,0.23900100000000002,0.23900225000000003,30120,3,0
13,03700,219,41799,0.3333,1,0.3333,0.3333,41799,3,0
13,03700,221,14825,0.1182,1,0.1182,0.1182,14825,3,1
13,03800,011,441,0.0028,0.0245,6.86e-5,0.11377706,18035,3,1
13,03800,013,83505,0.5224,1,0.5224,0.5224,83505,2,0
13,03800,135,19,1e-4,0,0,0.9953434400000001,957062,1,0
13,03800,157,75896,0.4748,0.9999,0.47475252,0.47475253,75907,2,0
13,03900,159,14588,0.1111,1,0.1111,0.1111,14588,3,1
13,03900,211,20097,0.153,1,0.153,0.153,20097,3,0
13,03900,297,96673,0.736,1,0.736,0.736,96673,2,0
13,04000,073,862,0.0042,0.0055,2.3099999999999996e-5,0.9842822,156010,1,0
13,04000,245,205067,0.9958,0.9925,0.9883315,0.988405,206607,1,0
13,04001,089,249,0.0016,3e-4,4.8e-7,0.9605205199999999,764382,1,0
13,04001,135,156916,0.9984,0.164,0.1637376,0.9953434400000001,957062,1,0
13,04002,135,140114,1,0.1464,0.1464,0.9953434400000001,957062,1,0
13,04003,135,171720,1,0.1794,0.1794,0.9953434400000001,957062,1,0
13,04004,135,130989,1,0.1369,0.1369,0.9953434400000001,957062,1,0
13,04005,135,136155,1,0.1423,0.1423,0.9953434400000001,957062,1,0
13,04006,089,736,0.0034,0.001,3.4e-6,0.9605205199999999,764382,1,0
13,04006,135,217497,0.9966,0.2273,0.22652718000000002,0.9953434400000001,957062,1,0
13,04100,073,155069,0.9902,0.994,0.9842588,0.9842822,156010,1,0
13,04100,245,1540,0.0098,0.0075,7.35e-5,0.988405,206607,1,0
13,04200,009,499,0.0039,0.0114,4.446e-5,0.23849478,43799,3,0
13,04200,033,24596,0.1939,1,0.1939,0.1939,24596,3,0
13,04200,073,79,6e-4,5e-4,3e-7,0.9842822,156010,1,0
13,04200,125,2884,0.0227,1,0.0227,0.0227,2884,3,1
13,04200,141,8735,0.0689,1,0.0689,0.0689,8735,3,1
13,04200,163,15709,0.1239,1,0.1239,0.1239,15709,3,1
13,04200,165,8674,0.0684,1,0.0684,0.0684,8674,3,1
13,04200,181,7690,0.0606,1,0.0606,0.0606,7690,3,1
13,04200,189,21632,0.1706,1,0.1706,0.1706,21632,3,0
13,04200,265,1559,0.0123,1,0.0123,0.0123,1559,3,1
13,04200,301,5215,0.0411,1,0.0411,0.0411,5215,3,1
13,04200,303,19988,0.1576,1,0.1576,0.1576,19988,3,0
13,04200,317,9565,0.0754,1,0.0754,0.0754,9565,3,1
13,04300,217,112483,0.5459,1,0.5459,0.5459,112483,2,0
13,04300,247,93570,0.4541,1,0.4541,0.4541,93570,2,0
13,04400,097,144237,1,1,1,1,144237,1,0
13,04500,223,168106,1,0.9967,0.9967,0.9967128700000001,168661,1,0
13,04600,121,125532,1,0.1177,0.1177,0.97588402,1066710,1,0
13,05001,063,126873,1,0.4263,0.4263,0.99960044,297595,1,0
13,05002,063,170598,1,0.5733,0.5733,0.99960044,297595,1,0
13,06001,151,124110,1,0.5156,0.5156,0.99946716,240712,1,0
13,06002,063,124,0.0011,4e-4,4.4e-7,0.99960044,297595,1,0
13,06002,151,116602,0.9989,0.4844,0.48386716,0.99946716,240712,1,0
15,00100,005,82,3e-4,1,3e-4,3e-4,82,3,1
15,00100,007,73298,0.3078,1,0.3078,0.3078,73298,3,0
15,00100,009,164754,0.6919,1,0.6919,0.6919,164754,2,0
15,00200,001,200629,1,1,1,1,200629,1,0
15,00301,003,104793,1,0.1031,0.1031,1,1016508,1,0
15,00302,003,123382,1,0.1214,0.1214,1,1016508,1,0
15,00303,003,108470,1,0.1067,0.1067,1,1016508,1,0
15,00304,003,126915,1,0.1249,0.1249,1,1016508,1,0
15,00305,003,116216,1,0.1143,0.1143,1,1016508,1,0
15,00306,003,149984,1,0.1475,0.1475,1,1016508,1,0
15,00307,003,153247,1,0.1508,0.1508,1,1016508,1,0
15,00308,003,133501,1,0.1313,0.1313,1,1016508,1,0
16,00100,009,9530,0.075,1,0.075,0.075,9530,3,1
16,00100,017,47110,0.3706,1,0.3706,0.3706,47110,2,0
16,00100,021,12056,0.0948,1,0.0948,0.0948,12056,3,1
16,00100,055,5651,0.0445,0.033,0.0014685,0.9684685,171362,1,0
16,00100,057,39517,0.3109,1,0.3109,0.3109,39517,3,0
16,00100,069,83,7e-4,0.002,1.4e-6,0.38043899999999997,42090,2,0
16,00100,079,13169,0.1036,1,0.1036,0.1036,13169,3,1
16,00200,055,165711,1,0.967,0.967,0.9684685,171362,1,0
16,00300,001,40,4e-4,1e-4,4e-8,0.8590556199999999,494967,1,0
16,00300,003,4333,0.0393,0.9895,0.03888735,0.0388905,4379,3,1
16,00300,015,7610,0.0691,1,0.0691,0.0691,7610,3,1
16,00300,023,2572,0.0233,0.9992,0.02328136,0.02328136,2572,3,1
16,00300,033,778,0.0071,0.9848,0.00699208,0.0069936,790,3,1
16,00300,035,8734,0.0793,1,0.0793,0.0793,8734,3,1
16,00300,037,4270,0.0388,0.9988,0.03875344,0.03875344,4270,3,1
16,00300,049,16541,0.1501,1,0.1501,0.1501,16541,3,1
16,00300,051,10,1e-4,3e-4,3e-8,0.19868862,30891,3,0
16,00300,059,7974,0.0724,1,0.0724,0.0724,7974,3,1
16,00300,061,3533,0.0321,1,0.0321,0.0321,3533,3,1
16,00300,069,42007,0.3812,0.998,0.3804376,0.38043899999999997,42090,2,0
16,00300,085,11746,0.1066,1,0.1066,0.1066,11746,3,1
16,00300,087,37,3e-4,0.0035,1.05e-6,0.07732945000000001,10500,3,1
16,00400,001,52171,0.387,0.1054,0.0407898,0.8590556199999999,494967,1,0
16,00400,003,46,3e-4,0.0105,3.15e-6,0.0388905,4379,3,1
16,00400,027,27625,0.2049,0.1195,0.02448555,0.69478938,231105,2,0
16,00400,045,19123,0.1418,1,0.1418,0.1418,19123,3,0
16,00400,075,25386,0.1883,1,0.1883,0.1883,25386,3,0
16,00400,087,10463,0.0776,0.9965,0.0773284,0.07732945000000001,10500,3,1
16,00500,001,121,9e-4,2e-4,1.8e-7,0.8590556199999999,494967,1,0
16,00500,027,121591,0.9099,0.5261,0.47869839000000003,0.69478938,231105,2,0
16,00500,073,11913,0.0892,1,0.0892,0.0892,11913,3,1
16,00600,001,69540,0.4592,0.1405,0.06451760000000001,0.8590556199999999,494967,1,0
16,00600,027,81889,0.5408,0.3543,0.19160544,0.69478938,231105,2,0
16,00701,001,133972,1,0.2707,0.2707,0.8590556199999999,494967,1,0
16,00702,001,110412,1,0.2231,0.2231,0.8590556199999999,494967,1,0
16,00800,001,128711,0.9998,0.26,0.259948,0.8590556199999999,494967,1,0
16,00800,039,32,2e-4,0.0011,2.2e-7,0.23723897,28666,3,0
16,00900,031,24646,0.2149,0.9996,0.21481404,0.21481408000000002,24655,3,0
16,00900,083,90046,0.7851,1,0.7851,0.7851,90046,1,0
16,01000,013,24272,0.2013,1,0.2013,0.2013,24272,3,0
16,01000,025,1077,0.0089,1,0.0089,0.0089,1077,3,1
16,01000,039,28634,0.2375,0.9989,0.23723875,0.23723897,28666,3,0
16,01000,047,15598,0.1294,1,0.1294,0.1294,15598,3,1
16,01000,053,24237,0.201,1,0.201,0.201,24237,3,0
16,01000,063,5127,0.0425,1,0.0425,0.0425,5127,3,1
16,01000,067,21613,0.1793,1,0.1793,0.1793,21613,3,0
16,01100,011,44970,0.2927,0.937,0.27425990000000006,0.27570829,47992,3,0
16,01100,033,12,1e-4,0.0152,1.52e-6,0.0069936,790,3,1
16,01100,043,13384,0.0871,0.9997,0.08707387,0.08707387,13384,3,1
16,01100,051,30704,0.1999,0.9939,0.19868061,0.19868862,30891,3,0
16,01100,065,52913,0.3445,1,0.3445,0.3445,52913,3,0
16,01100,081,11630,0.0757,1,0.0757,0.0757,11630,3,1
16,01200,011,11,1e-4,2e-4,2e-8,0.27570829,47992,3,0
16,01200,019,123947,0.9985,0.9999,0.99840015,0.9984001600000001,123964,1,0
16,01200,051,177,0.0014,0.0057,7.98e-6,0.19868862,30891,3,0
16,01300,005,87018,0.6689,1,0.6689,0.6689,87018,2,0
16,01300,007,6372,0.049,1,0.049,0.049,6372,3,1
16,01300,011,3011,0.0231,0.0627,0.00144837,0.27570829,47992,3,0
16,01300,019,17,1e-4,1e-4,1e-8,0.9984001600000001,123964,1,0
16,01300,029,7027,0.054,1,0.054,0.054,7027,3,1
16,01300,031,9,1e-4,4e-4,4e-8,0.21481408000000002,24655,3,0
16,01300,041,14194,0.1091,1,0.1091,0.1091,14194,3,1
16,01300,071,4564,0.0351,1,0.0351,0.0351,4564,3,1
16,01300,077,7878,0.0606,1,0.0606,0.0606,7878,3,1
17,00104,015,15663,0.1228,0.9975,0.12249300000000002,0.12249400000000002,15702,3,1
17,00104,085,22025,0.1727,0.9995,0.17261365,0.1726137,22035,3,0
17,00104,103,34145,0.2677,1,0.2677,0.2677,34145,3,0
17,00104,177,38,3e-4,9e-4,2.6999999999999996e-7,0.46208402000000004,44630,2,0
17,00104,195,55691,0.4366,1,0.4366,0.4366,55691,2,0
17,00105,161,144672,1,1,1,1,144672,1,0
17,00202,001,47,3e-4,7e-4,2.0999999999999997e-7,0.61526922,65737,2,0
17,00202,057,33602,0.2015,0.9998,0.20145970000000002,0.20145970000000002,33602,3,0
17,00202,067,17620,0.1057,1,0.1057,0.1057,17620,3,1
17,00202,071,6387,0.0383,1,0.0383,0.0383,6387,3,1
17,00202,073,49284,0.2956,1,0.2956,0.2956,49284,3,0
17,00202,109,27238,0.1634,1,0.1634,0.1634,27238,3,0
17,00202,131,15699,0.0942,1,0.0942,0.0942,15699,3,1
17,00202,187,16835,0.101,1,0.101,0.101,16835,3,1
17,00300,001,65690,0.6157,0.9993,0.61526901,0.61526922,65737,2,0
17,00300,009,6244,0.0585,1,0.0585,0.0585,6244,3,1
17,00300,017,28,3e-4,0.0021,6.299999999999999e-7,0.09749545999999999,13042,3,1
17,00300,125,13076,0.1226,0.9992,0.12250192,0.122502,13086,3,1
17,00300,129,13,1e-4,0.0011,1.1e-7,0.08640495999999999,12297,3,1
17,00300,149,14739,0.1381,1,0.1381,0.1381,14739,3,1
17,00300,169,6902,0.0647,1,0.0647,0.0647,6902,3,1
17,00401,013,4437,0.0333,1,0.0333,0.0333,4437,3,1
17,00401,017,13014,0.0977,0.9979,0.09749482999999999,0.09749545999999999,13042,3,1
17,00401,061,11985,0.09,1,0.09,0.09,11985,3,1
17,00401,083,21016,0.1578,0.9769,0.15415482,0.15423567,21512,3,0
17,00401,117,44784,0.3363,0.9959,0.33492117,0.33492352999999997,44967,3,0
17,00401,119,63,5e-4,2e-4,1.0000000000000001e-7,0.9972268799999999,265857,1,0
17,00401,125,10,1e-4,8e-4,8e-8,0.122502,13086,3,1
17,00401,135,12,1e-4,4e-4,4e-8,0.20491804,28288,3,0
17,00401,137,32915,0.2471,1,0.2471,0.2471,32915,3,0
17,00401,171,4949,0.0372,1,0.0372,0.0372,4949,3,1
17,00501,005,16725,0.1212,1,0.1212,0.1212,16725,3,1
17,00501,027,36775,0.2666,0.9966,0.26569356,0.26569562,36899,3,0
17,00501,049,34636,0.2511,0.9991,0.25087401,0.25087428,34668,3,0
17,00501,051,21485,0.1557,0.9999,0.15568443,0.15568443,21485,3,0
17,00501,117,38,3e-4,8e-4,2.4e-7,0.33492352999999997,44967,3,0
17,00501,135,28276,0.205,0.9996,0.204918,0.20491804,28288,3,0
17,00501,189,12,1e-4,9e-4,9e-8,0.08931962999999998,13761,3,1
17,00600,029,46863,0.4984,1,0.4984,0.4984,46863,2,0
17,00600,035,10443,0.1111,0.9993,0.11102223,0.1110223,10450,3,1
17,00600,041,19740,0.2099,1,0.2099,0.2099,19740,3,0
17,00600,045,16860,0.1793,0.9996,0.17922828,0.17922828,16860,3,1
17,00600,049,32,3e-4,9e-4,2.6999999999999996e-7,0.25087428,34668,3,0
17,00600,079,68,7e-4,0.0073,5.11e-6,0.0880576,9287,3,1
17,00600,147,30,3e-4,0.0018,5.399999999999999e-7,0.1170894,16673,3,1
17,00700,023,15455,0.1487,1,0.1487,0.1487,15455,3,1
17,00700,025,13288,0.1278,1,0.1278,0.1278,13288,3,1
17,00700,033,18679,0.1797,1,0.1797,0.1797,18679,3,1
17,00700,035,7,1e-4,7e-4,7e-8,0.1110223,10450,3,1
17,00700,079,9219,0.0887,0.9927,0.08805249,0.0880576,9287,3,1
17,00700,081,16,2e-4,4e-4,8e-8,0.24097953000000003,37110,3,0
17,00700,101,15280,0.147,1,0.147,0.147,15280,3,1
17,00700,159,15802,0.152,0.9993,0.1518936,0.15189366999999998,15813,3,1
17,00700,191,16179,0.1557,1,0.1557,0.1557,16179,3,1
17,00700,193,15,1e-4,0.0011,1.1e-7,0.10588351,13877,3,1
17,00800,003,5240,0.0401,1,0.0401,0.0401,5240,3,1
17,00800,047,6243,0.0478,0.9997,0.04778566,0.04778566,6243,3,1
17,00800,059,4946,0.0378,1,0.0378,0.0378,4946,3,1
17,00800,065,7993,0.0611,1,0.0611,0.0611,7993,3,1
17,00800,069,3649,0.0279,1,0.0279,0.0279,3649,3,1
17,00800,077,15,1e-4,3e-4,3e-8,0.2960112,52974,3,0
17,00800,087,13308,0.1018,1,0.1018,0.1018,13308,3,1
17,00800,127,14169,0.1084,1,0.1084,0.1084,14169,3,1
17,00800,151,3763,0.0288,1,0.0288,0.0288,3763,3,1
17,00800,153,5193,0.0397,1,0.0397,0.0397,5193,3,1
17,00800,159,11,1e-4,7e-4,7e-8,0.15189366999999998,15813,3,1
17,00800,165,23768,0.1818,1,0.1818,0.1818,23768,3,0
17,00800,181,17207,0.1316,0.9979,0.13132364,0.13132406,17244,3,1
17,00800,185,11361,0.0869,1,0.0869,0.0869,11361,3,1
17,00800,193,13862,0.106,0.9989,0.1058834,0.10588351,13877,3,1
17,00900,055,37771,0.2112,0.9991,0.21100992,0.21101009999999998,37804,3,0
17,00900,077,52959,0.2961,0.9997,0.29601117,0.2960112,52974,3,0
17,00900,145,20924,0.117,0.999,0.116883,0.1168831,20945,3,0
17,00900,157,34,2e-4,0.0011,2.2e-7,0.19558484,30163,3,0
17,00900,181,37,2e-4,0.0021,4.2e-7,0.13132406,17244,3,1
17,00900,199,67153,0.3754,1,0.3754,0.3754,67153,2,0
17,01001,027,105,7e-4,0.0028,1.96e-6,0.26569562,36899,3,0
17,01001,055,33,2e-4,9e-4,1.8e-7,0.21101009999999998,37804,3,0
17,01001,081,37094,0.2411,0.9995,0.24097945,0.24097953000000003,37110,3,0
17,01001,121,37729,0.2452,1,0.2452,0.2452,37729,3,0
17,01001,133,34868,0.2266,0.9973,0.22598817999999998,0.22599060999999998,34962,3,0
17,01001,145,21,1e-4,0.001,1.0000000000000001e-7,0.1168831,20945,3,0
17,01001,157,30129,0.1958,0.9989,0.19558462000000001,0.19558484,30163,3,0
17,01001,163,124,8e-4,5e-4,4.0000000000000003e-7,0.9990889999999999,257398,1,0
17,01001,189,13749,0.0894,0.9991,0.08931953999999999,0.08931962999999998,13761,3,1
17,01104,163,151382,1,0.5881,0.5881,0.9990889999999999,257398,1,0
17,01105,119,15,1e-4,1e-4,1e-8,0.9972268799999999,265857,1,0
17,01105,133,94,9e-4,0.0027,2.43e-6,0.22599060999999998,34962,3,0
17,01105,163,105892,0.999,0.4114,0.4109886,0.9990889999999999,257398,1,0
17,01204,027,19,2e-4,5e-4,1.0000000000000001e-7,0.26569562,36899,3,0
17,01204,117,95,8e-4,0.0021,1.68e-6,0.33492352999999997,44967,3,0
17,01204,119,126344,0.9991,0.4752,0.47477232,0.9972268799999999,265857,1,0
17,01205,083,496,0.0035,0.0231,8.085e-5,0.15423567,21512,3,0
17,01205,117,50,4e-4,0.0011,4.4e-7,0.33492352999999997,44967,3,0
17,01205,119,139435,0.9961,0.5245,0.5224544499999999,0.9972268799999999,265857,1,0
17,01300,167,196343,1,1,1,1,196343,1,0
17,01500,021,33,3e-4,0.001,3e-7,0.2392608,34032,3,0
17,01500,107,12,1e-4,4e-4,4e-8,0.1970212,27987,3,0
17,01500,115,103991,0.9996,0.9999,0.99950004,0.99950004,103991,1,0
17,01602,021,33999,0.2395,0.999,0.2392605,0.2392608,34032,3,0
17,01602,039,15516,0.1093,1,0.1093,0.1093,15516,3,1
17,01602,107,27975,0.1971,0.9996,0.19702116,0.1970212,27987,3,0
17,01602,129,12284,0.0865,0.9989,0.08640484999999999,0.08640495999999999,12297,3,1
17,01602,139,14526,0.1023,1,0.1023,0.1023,14526,3,1
17,01602,147,16643,0.1173,0.9982,0.11708886,0.1170894,16673,3,1
17,01602,173,20990,0.1479,1,0.1479,0.1479,20990,3,0
17,01701,143,181830,1,1,1,1,181830,1,0
17,01900,179,131343,1,1,1,1,131343,1,0
17,02000,113,170954,1,1,1,1,170954,1,0
