"state","puma2k","placefp14","stab","placefp","placenm","placenm14","PUMA2kName","pop10","afact","AFACT2"
"17","03414","99999","IL"," "," "," ","1703414",4337,0.0259,0.0001 
"17","03501","14000","IL"," "," ","Chicago city, IL","1703501",167874,1,0.0586 
"17","03502","14000","IL"," "," ","Chicago city, IL","1703502",158484,1,0.0553 
"17","03503","14000","IL"," "," ","Chicago city, IL","1703503",143302,1,0.05 
"17","03504","14000","IL"," "," ","Chicago city, IL","1703504",141297,1,0.0493 
"17","03505","14000","IL"," "," ","Chicago city, IL","1703505",128340,0.9991,0.0448 
"17","03505","57875","IL"," "," ","Park Ridge city, IL","1703505",97,0.0008,0.0025 
"17","03505","99999","IL"," "," "," ","1703505",20,0.0002,0 
"17","03506","14000","IL"," "," ","Chicago city, IL","1703506",156288,1,0.0545 
"17","03507","14000","IL"," "," ","Chicago city, IL","1703507",98514,1,0.0344 
"17","03508","14000","IL"," "," ","Chicago city, IL","1703508",130803,1,0.0456 
"17","03509","14000","IL"," "," ","Chicago city, IL","1703509",219299,1,0.0765 
"17","03510","14000","IL"," "," ","Chicago city, IL","1703510",186038,1,0.0649 
"17","03511","14000","IL"," "," ","Chicago city, IL","1703511",115057,1,0.0401 
"17","03512","14000","IL"," "," ","Chicago city, IL","1703512",164118,1,0.0573 
"17","03513","14000","IL"," "," ","Chicago city, IL","1703513",204638,1,0.0714 
"17","03514","14000","IL"," "," ","Chicago city, IL","1703514",104200,1,0.0364 
"17","03515","14000","IL"," "," ","Chicago city, IL","1703515",149565,1,0.0522 
"17","03516","14000","IL"," "," ","Chicago city, IL","1703516",141395,1,0.0493 
"17","03517","14000","IL"," "," ","Chicago city, IL","1703517",102738,1,0.0358 
"17","03518","14000","IL"," "," ","Chicago city, IL","1703518",88066,1,0.0307 
"17","03519","14000","IL"," "," ","Chicago city, IL","1703519",95503,1,0.0333 
"18","00100","27000","IN"," "," ","Gary city, IN","1800100",80294,1,0.0607 
"18","00201","19486","IN"," "," ","East Chicago city, IN","1800201",29698,0.2571,0.9946 
"18","00201","31000","IN"," "," ","Hammond city, IN","1800201",80830,0.6997,0.4286 
"18","00201","84122","IN"," "," ","Whiting city, IN","1800201",4997,0.0433,1 
"18","00202","19270","IN"," "," ","Dyer town, IN","1800202",9087,0.0534,0.3597 
"18","00202","30042","IN"," "," ","Griffith town, IN","1800202",16893,0.0993,1 
"18","00202","33466","IN"," "," ","Highland town, IN","1800202",23727,0.1395,1 
"18","00202","34114","IN"," "," ","Hobart city, IN","1800202",29059,0.1709,1 
"18","00202","41535","IN"," "," ","Lake Station city, IN","1800202",12572,0.0739,1 
"18","00202","48528","IN"," "," ","Merrillville town, IN","1800202",29250,0.172,0.8299 
"18","00202","51912","IN"," "," ","Munster town, IN","1800202",23603,0.1388,0.8816 
"18","00202","52776","IN"," "," ","New Chicago town, IN","1800202",2035,0.012,0.7088 
"18","00202","68220","IN"," "," ","Schererville town, IN","1800202",15201,0.0894,0.5057 
"18","00202","99999","IN"," "," "," ","1800202",8621,0.0507,0.0001 
"18","00203","11062","IN"," "," ","Cedar Lake town, IN","1800203",11602,0.0892,0.919 
"18","00203","16138","IN"," "," ","Crown Point city, IN","1800203",27827,0.2138,1 
"18","00203","19270","IN"," "," ","Dyer town, IN","1800203",7303,0.0561,0.2891 
"18","00203","41058","IN"," "," ","Lake Dalecarlia CDP, IN","1800203",1355,0.0104,1 
"18","00203","41530","IN"," "," ","Lakes of the Four Seasons CDP, IN","1800203",3127,0.024,0.5024 
"18","00203","45144","IN"," "," ","Lowell town, IN","1800203",9276,0.0713,0.9093 
"18","00203","48528","IN"," "," ","Merrillville town, IN","1800203",5996,0.0461,0.1701 
"18","00203","66852","IN"," "," ","St. John town, IN","1800203",14850,0.1141,1 
"18","00203","68220","IN"," "," ","Schererville town, IN","1800203",14042,0.1079,0.4671 
"18","00203","68238","IN"," "," ","Schneider town, IN","1800203",277,0.0021,0.0379 
"18","00203","69246","IN"," "," ","Shelby CDP, IN","1800203",539,0.0041,1 
"18","00203","84878","IN"," "," ","Winfield town, IN","1800203",5192,0.0399,1 
"18","00203","99999","IN"," "," "," ","1800203",28752,0.2209,0.0004 
"18","00300","00140","IN"," "," ","Aberdeen CDP, IN","1800300",1875,0.0114,1 
"18","00300","05158","IN"," "," ","Beverly Shores town, IN","1800300",613,0.0037,0.7333 
"18","00300","09370","IN"," "," ","Burns Harbor town, IN","1800300",1156,0.007,0.0979 
"18","00300","12412","IN"," "," ","Chesterton town, IN","1800300",13068,0.0795,0.4973 
"18","00300","18982","IN"," "," ","Dune Acres town, IN","1800300",182,0.0011,0.4715 
"18","00300","32818","IN"," "," ","Hebron town, IN","1800300",3724,0.0227,1 
"18","00300","40518","IN"," "," ","Kouts town, IN","1800300",1879,0.0114,1 
"18","00300","41530","IN"," "," ","Lakes of the Four Seasons CDP, IN","1800300",3097,0.0188,0.4976 
"18","00300","56088","IN"," "," ","Ogden Dunes town, IN","1800300",1110,0.0068,0.1204 
"18","00300","61092","IN"," "," ","Portage city, IN","1800300",36828,0.2241,1 
"18","00300","61164","IN"," "," ","Porter town, IN","1800300",4858,0.0296,1 
"18","00300","67608","IN"," "," ","Salt Creek Commons CDP, IN","1800300",2117,0.0129,0.1511 
"18","00300","69642","IN"," "," ","Shorewood Forest CDP, IN","1800300",2708,0.0165,1 
"18","00300","71288","IN"," "," ","South Haven CDP, IN","1800300",5282,0.0321,1 
"18","00300","76256","IN"," "," ","Town of Pines town, IN","1800300",708,0.0043,0.3346 
"18","00300","78326","IN"," "," ","Valparaiso city, IN","1800300",31730,0.1931,1 
"18","00300","83600","IN"," "," ","Wheeler CDP, IN","1800300",443,0.0027,0.1709 
"18","00300","99999","IN"," "," "," ","1800300",52965,0.3223,0.0007 
"18","00400","23386","IN"," "," ","Fish Lake CDP, IN","1800400",1016,0.0091,1 
"18","00400","31180","IN"," "," ","Hanna CDP, IN","1800400",463,0.0042,0.07 
"18","00400","35104","IN"," "," ","Hudson Lake CDP, IN","1800400",1297,0.0116,1 
"18","00400","39816","IN"," "," ","Kingsbury town, IN","1800400",242,0.0022,1 
"18","00400","39852","IN"," "," ","Kingsford Heights town, IN","1800400",1435,0.0129,1 
"18","00400","40662","IN"," "," ","La Crosse town, IN","1800400",551,0.0049,1 
"18","00400","42246","IN"," "," ","La Porte city, IN","1800400",22053,0.1978,1 
"18","00400","44784","IN"," "," ","Long Beach town, IN","1800400",1179,0.0106,0.5171 
"18","00400","48744","IN"," "," ","Michiana Shores town, IN","1800400",313,0.0028,1 
"18","00400","48798","IN"," "," ","Michigan City city, IN","1800400",31479,0.2824,1 
"18","00400","61470","IN"," "," ","Pottawattamie Park town, IN","1800400",235,0.0021,1 
"18","00400","65736","IN"," "," ","Rolling Prairie CDP, IN","1800400",582,0.0052,0.3954 
"18","00400","76328","IN"," "," ","Trail Creek town, IN","1800400",2052,0.0184,1 
"18","00400","80018","IN"," "," ","Wanatah town, IN","1800400",1048,0.0094,1 
"18","00400","83420","IN"," "," ","Westville town, IN","1800400",5853,0.0525,0.2933 
"18","00400","99999","IN"," "," "," ","1800400",41669,0.3738,0.0005 
"18","00500","71000","IN"," "," ","South Bend city, IN","1800500",98906,0.9996,0.1721 
"18","00500","99999","IN"," "," "," ","1800500",40,0.0004,0 
"18","00600","28800","IN"," "," ","Granger CDP, IN","1800600",30465,0.1814,0.5764 
"18","00600","36306","IN"," "," ","Indian Village town, IN","1800600",133,0.0008,1 
"18","00600","41670","IN"," "," ","Lakeville town, IN","1800600",786,0.0047,0.3058 
"18","00600","49932","IN"," "," ","Mishawaka city, IN","1800600",48255,0.2873,0.969 
"18","00600","52704","IN"," "," ","New Carlisle town, IN","1800600",1861,0.0111,1 
"18","00600","54918","IN"," "," ","North Liberty town, IN","1800600",1896,0.0113,1 
"18","00600","55386","IN"," "," ","Notre Dame CDP, IN","1800600",5973,0.0356,1 
"18","00600","57114","IN"," "," ","Osceola town, IN","1800600",2463,0.0147,1 
"18","00600","65988","IN"," "," ","Roseland town, IN","1800600",630,0.0038,1 
"18","00600","71000","IN"," "," ","South Bend city, IN","1800600",2247,0.0134,0.0039 
"18","00600","79694","IN"," "," ","Walkerton town, IN","1800600",2144,0.0128,1 
"18","00600","99999","IN"," "," "," ","1800600",71132,0.4234,0.0009 
"18","00700","07750","IN"," "," ","Bristol town, IN","1800700",1602,0.0081,0.2151 
"18","00700","19072","IN"," "," ","Dunlap CDP, IN","1800700",6235,0.0316,0.9344 
"18","00700","20728","IN"," "," ","Elkhart city, IN","1800700",50931,0.2578,1 
"18","00700","28386","IN"," "," ","Goshen city, IN","1800700",31791,0.1609,1 
"18","00700","48924","IN"," "," ","Middlebury town, IN","1800700",3420,0.0173,1 
"18","00700","49536","IN"," "," ","Millersburg town, IN","1800700",903,0.0046,1 
"18","00700","52020","IN"," "," ","Nappanee city, IN","1800700",6162,0.0312,0.6312 
"18","00700","53370","IN"," "," ","New Paris CDP, IN","1800700",1494,0.0076,0.6936 
"18","00700","69840","IN"," "," ","Simonton Lake CDP, IN","1800700",4678,0.0237,0.8248 
"18","00700","79478","IN"," "," ","Wakarusa town, IN","1800700",1758,0.0089,1 
"18","00700","99999","IN"," "," "," ","1800700",88585,0.4484,0.0011 
"18","00800","00820","IN"," "," ","Albion town, IN","1800800",2349,0.0146,0.054 
"18","00800","01288","IN"," "," ","Altona town, IN","1800800",197,0.0012,0.4592 
"18","00800","01666","IN"," "," ","Angola city, IN","1800800",8612,0.0535,1 
"18","00800","02458","IN"," "," ","Ashley town, IN","1800800",983,0.0061,1 
"18","00800","02674","IN"," "," ","Auburn city, IN","1800800",12731,0.079,0.6735 
"18","00800","02872","IN"," "," ","Avilla town, IN","1800800",2401,0.0149,0.588 
"18","00800","09532","IN"," "," ","Butler city, IN","1800800",2684,0.0167,0.8605 
"18","00800","13438","IN"," "," ","Clear Lake town, IN","1800800",339,0.0021,1 
"18","00800","15220","IN"," "," ","Corunna town, IN","1800800",254,0.0016,0.0848 
"18","00800","15994","IN"," "," ","Cromwell town, IN","1800800",512,0.0032,0.1609 
"18","00800","25882","IN"," "," ","Fremont town, IN","1800800",2138,0.0133,1 
"18","00800","26386","IN"," "," ","Garrett city, IN","1800800",6286,0.039,1 
"18","00800","30594","IN"," "," ","Hamilton town, IN","1800800",1532,0.0095,1 
"18","00800","34978","IN"," "," ","Howe CDP, IN","1800800",807,0.005,1 
"18","00800","35086","IN"," "," ","Hudson town, IN","1800800",518,0.0032,0.0597 
"18","00800","39402","IN"," "," ","Kendallville city, IN","1800800",9862,0.0612,1 
"18","00800","39744","IN"," "," ","Kimmell CDP, IN","1800800",422,0.0026,1 
"18","00800","40860","IN"," "," ","Lagrange town, IN","1800800",2625,0.0163,0.168 
"18","00800","43686","IN"," "," ","Ligonier city, IN","1800800",4405,0.0273,1 
"18","00800","57006","IN"," "," ","Orland town, IN","1800800",434,0.0027,1 
"18","00800","65808","IN"," "," ","Rome City town, IN","1800800",1361,0.0084,1 
"18","00800","66834","IN"," "," ","St. Joe town, IN","1800800",460,0.0029,1 
"18","00800","69480","IN"," "," ","Shipshewana town, IN","1800800",658,0.0041,0.0814 
"18","00800","76184","IN"," "," ","Topeka town, IN","1800800",1153,0.0072,0.1555 
"18","00800","81278","IN"," "," ","Waterloo town, IN","1800800",2242,0.0139,1 
"18","00800","85076","IN"," "," ","Wolcottville town, IN","1800800",998,0.0062,0.8358 
"18","00800","99999","IN"," "," "," ","1800800",94109,0.5843,0.0012 
"18","00900","25000","IN"," "," ","Fort Wayne city, IN","1800900",196650,1,0.7271 
"18","01000","25000","IN"," "," ","Fort Wayne city, IN","1801000",57060,0.3596,0.211 
"18","01000","28494","IN"," "," ","Grabill town, IN","1801000",1063,0.0067,1 
"18","01000","31432","IN"," "," ","Harlan CDP, IN","1801000",1634,0.0103,1 
"18","01000","34096","IN"," "," ","Hoagland CDP, IN","1801000",821,0.0052,0.2594 
"18","01000","35266","IN"," "," ","Huntertown town, IN","1801000",5065,0.0319,1 
"18","01000","42861","IN"," "," ","Leo-Cedarville town, IN","1801000",3603,0.0227,1 
"18","01000","50562","IN"," "," ","Monroeville town, IN","1801000",1235,0.0078,1 
"18","01000","52992","IN"," "," ","New Haven city, IN","1801000",14794,0.0932,0.9845 
"18","01000","85184","IN"," "," ","Woodburn city, IN","1801000",1520,0.0096,0.3807 
"18","01000","86318","IN"," "," ","Zanesville town, IN","1801000",127,0.0008,0.2117 
"18","01000","99999","IN"," "," "," ","1801000",71757,0.4522,0.0009 
"18","01100","01612","IN"," "," ","Andrews town, IN","1801100",1149,0.0087,0.249 
"18","01100","04888","IN"," "," ","Berne city, IN","1801100",3999,0.0302,0.9476 
"18","01100","06220","IN"," "," ","Bluffton city, IN","1801100",9897,0.0747,0.173 
"18","01100","12610","IN"," "," ","Churubusco town, IN","1801100",1816,0.0137,0.6796 
"18","01100","14716","IN"," "," ","Columbia City city, IN","1801100",8750,0.0661,0.8165 
"18","01100","17074","IN"," "," ","Decatur city, IN","1801100",9405,0.071,0.8655 
"18","01100","27216","IN"," "," ","Geneva town, IN","1801100",1293,0.0098,1 
"18","01100","35302","IN"," "," ","Huntington city, IN","1801100",17379,0.1312,1 
"18","01100","42282","IN"," "," ","Larwill town, IN","1801100",283,0.0021,1 
"18","01100","47160","IN"," "," ","Markle town, IN","1801100",1094,0.0083,1 
"18","01100","50202","IN"," "," ","Monroe town, IN","1801100",842,0.0064,1 
"18","01100","51408","IN"," "," ","Mount Etna town, IN","1801100",94,0.0007,0.1184 
"18","01100","57168","IN"," "," ","Ossian town, IN","1801100",3289,0.0248,1 
"18","01100","61020","IN"," "," ","Poneto town, IN","1801100",166,0.0013,0.0611 
"18","01100","65016","IN"," "," ","Roanoke town, IN","1801100",1722,0.013,0.5096 
"18","01100","71612","IN"," "," ","South Whitley town, IN","1801100",1751,0.0132,1 
"18","01100","76526","IN"," "," ","Tri-Lakes CDP, IN","1801100",1421,0.0107,1 
"18","01100","77786","IN"," "," ","Uniondale town, IN","1801100",310,0.0023,1 
"18","01100","78776","IN"," "," ","Vera Cruz town, IN","1801100",80,0.0006,1 
"18","01100","80108","IN"," "," ","Warren town, IN","1801100",1254,0.0095,1 
"18","01100","86318","IN"," "," ","Zanesville town, IN","1801100",473,0.0036,0.7883 
"18","01100","99999","IN"," "," "," ","1801100",65959,0.4981,0.0008 
"18","01200","02044","IN"," "," ","Argos town, IN","1801200",1691,0.0136,0.1418 
"18","01200","06760","IN"," "," ","Bourbon town, IN","1801200",1810,0.0145,0.2408 
"18","01200","07318","IN"," "," ","Bremen town, IN","1801200",4588,0.0369,0.3555 
"18","01200","09226","IN"," "," ","Burket town, IN","1801200",195,0.0016,0.0341 
"18","01200","13312","IN"," "," ","Claypool town, IN","1801200",431,0.0035,0.1385 
"18","01200","16300","IN"," "," ","Culver town, IN","1801200",1353,0.0109,0.1317 
"18","01200","21502","IN"," "," ","Etna Green town, IN","1801200",586,0.0047,0.1402 
"18","01200","40464","IN"," "," ","Koontz Lake CDP, IN","1801200",98,0.0008,0.0412 
"18","01200","42192","IN"," "," ","La Paz town, IN","1801200",561,0.0045,0.1982 
"18","01200","42678","IN"," "," ","Leesburg town, IN","1801200",555,0.0045,1 
"18","01200","48402","IN"," "," ","Mentone town, IN","1801200",1001,0.008,1 
"18","01200","49320","IN"," "," ","Milford town, IN","1801200",1581,0.0127,0.439 
"18","01200","52020","IN"," "," ","Nappanee city, IN","1801200",486,0.0039,0.0498 
"18","01200","55134","IN"," "," ","North Webster town, IN","1801200",1141,0.0092,1 
"18","01200","59598","IN"," "," ","Pierceton town, IN","1801200",1015,0.0082,0.8354 
"18","01200","60822","IN"," "," ","Plymouth city, IN","1801200",10033,0.0806,1 
"18","01200","69678","IN"," "," ","Sidney town, IN","1801200",83,0.0007,1 
"18","01200","69768","IN"," "," ","Silver Lake town, IN","1801200",915,0.0074,1 
"18","01200","74744","IN"," "," ","Syracuse town, IN","1801200",2855,0.0229,0.893 
"18","01200","80306","IN"," "," ","Warsaw city, IN","1801200",13560,0.109,1 
"18","01200","84950","IN"," "," ","Winona Lake town, IN","1801200",4908,0.0395,0.6808 
"18","01200","99999","IN"," "," "," ","1801200",74963,0.6026,0.0009 
"18","01300","00748","IN"," "," ","Akron town, IN","1801300",1167,0.0111,0.7377 
"18","01300","03610","IN"," "," ","Bass Lake CDP, IN","1801300",1195,0.0113,0.2827 
"18","01300","07966","IN"," "," ","Brook town, IN","1801300",997,0.0095,0.0114 
"18","01300","14464","IN"," "," ","Collegeville CDP, IN","1801300",330,0.0031,0.0599 
"18","01300","17722","IN"," "," ","De Motte town, IN","1801300",3814,0.0362,0.551 
"18","01300","25288","IN"," "," ","Francesville town, IN","1801300",879,0.0083,1 
"18","01300","26152","IN"," "," ","Fulton town, IN","1801300",333,0.0032,0.8005 
"18","01300","28332","IN"," "," ","Goodland town, IN","1801300",1043,0.0099,1 
"18","01300","30708","IN"," "," ","Hamlet town, IN","1801300",800,0.0076,1 
"18","01300","39546","IN"," "," ","Kentland town, IN","1801300",1748,0.0166,1 
"18","01300","39618","IN"," "," ","Kewanna town, IN","1801300",613,0.0058,1 
"18","01300","40374","IN"," "," ","Knox city, IN","1801300",3704,0.0352,1 
"18","01300","40464","IN"," "," ","Koontz Lake CDP, IN","1801300",1459,0.0139,0.6133 
"18","01300","41652","IN"," "," ","Lake Village CDP, IN","1801300",765,0.0073,1 
"18","01300","48186","IN"," "," ","Medaryville town, IN","1801300",614,0.0058,0.1465 
"18","01300","50616","IN"," "," ","Monterey town, IN","1801300",218,0.0021,1 
"18","01300","51138","IN"," "," ","Morocco town, IN","1801300",1132,0.0107,1 
"18","01300","51336","IN"," "," ","Mount Ayr town, IN","1801300",122,0.0012,0.0767 
"18","01300","54900","IN"," "," ","North Judson town, IN","1801300",1772,0.0168,0.1327 
"18","01300","63756","IN"," "," ","Remington town, IN","1801300",1185,0.0113,0.8562 
"18","01300","63792","IN"," "," ","Rensselaer city, IN","1801300",5993,0.0569,0.8273 
"18","01300","65214","IN"," "," ","Rochester city, IN","1801300",6218,0.059,1 
"18","01300","66006","IN"," "," ","Roselawn CDP, IN","1801300",4131,0.0392,1 
"18","01300","68004","IN"," "," ","San Pierre CDP, IN","1801300",144,0.0014,0.1839 
"18","01300","72638","IN"," "," ","Star City CDP, IN","1801300",344,0.0033,1 
"18","01300","83528","IN"," "," ","Wheatfield town, IN","1801300",853,0.0081,1 
"18","01300","84734","IN"," "," ","Winamac town, IN","1801300",2490,0.0236,1 
"18","01300","99999","IN"," "," "," ","1801300",61260,0.5816,0.0008 
"18","01400","00784","IN"," "," ","Alamo town, IN","1801400",66,0.0006,1 
"18","01400","01342","IN"," "," ","Ambia town, IN","1801400",239,0.002,1 
"18","01400","02620","IN"," "," ","Attica city, IN","1801400",3245,0.0276,0.5189 
"18","01400","06706","IN"," "," ","Boswell town, IN","1801400",778,0.0066,1 
"18","01400","08146","IN"," "," ","Brookston town, IN","1801400",1554,0.0132,1 
"18","01400","08992","IN"," "," ","Buffalo CDP, IN","1801400",692,0.0059,0.3397 
"18","01400","09244","IN"," "," ","Burlington town, IN","1801400",603,0.0051,1 
"18","01400","09316","IN"," "," ","Burnettsville town, IN","1801400",346,0.0029,0.2572 
"18","01400","09910","IN"," "," ","Camden town, IN","1801400",611,0.0052,0.8779 
"18","01400","11944","IN"," "," ","Chalmers town, IN","1801400",508,0.0043,1 
"18","01400","15490","IN"," "," ","Covington city, IN","1801400",2645,0.0225,0.6794 
"18","01400","15742","IN"," "," ","Crawfordsville city, IN","1801400",15915,0.1354,0.9198 
"18","01400","16840","IN"," "," ","Darlington town, IN","1801400",843,0.0072,0.3142 
"18","01400","17614","IN"," "," ","Delphi city, IN","1801400",2893,0.0246,1 
"18","01400","19450","IN"," "," ","Earl Park town, IN","1801400",348,0.003,0.0289 
"18","01400","23692","IN"," "," ","Flora town, IN","1801400",2036,0.0173,1 
"18","01400","25180","IN"," "," ","Fowler town, IN","1801400",2317,0.0197,0.5114 
"18","01400","33862","IN"," "," ","Hillsboro town, IN","1801400",538,0.0046,1 
"18","01400","35536","IN"," "," ","Idaville CDP, IN","1801400",461,0.0039,0.4312 
"18","01400","39798","IN"," "," ","Kingman town, IN","1801400",511,0.0043,1 
"18","01400","40698","IN"," "," ","Ladoga town, IN","1801400",986,0.0084,1 
"18","01400","41211","IN"," "," ","Lake Holiday CDP, IN","1801400",910,0.0077,1 
"18","01400","44082","IN"," "," ","Linden town, IN","1801400",759,0.0065,0.6963 
"18","01400","48294","IN"," "," ","Mellott town, IN","1801400",197,0.0017,1 
"18","01400","50148","IN"," "," ","Monon town, IN","1801400",1777,0.0151,1 
"18","01400","50760","IN"," "," ","Monticello city, IN","1801400",5378,0.0458,0.5693 
"18","01400","53262","IN"," "," ","New Market town, IN","1801400",636,0.0054,1 
"18","01400","53532","IN"," "," ","New Richmond town, IN","1801400",333,0.0028,1 
"18","01400","53550","IN"," "," ","New Ross town, IN","1801400",347,0.003,0.0157 
"18","01400","53694","IN"," "," ","Newtown town, IN","1801400",256,0.0022,1 
"18","01400","55350","IN"," "," ","Norway CDP, IN","1801400",386,0.0033,1 
"18","01400","57258","IN"," "," ","Otterbein town, IN","1801400",895,0.0076,0.7092 
"18","01400","57546","IN"," "," ","Oxford town, IN","1801400",1162,0.0099,1 
"18","01400","60084","IN"," "," ","Pine Village town, IN","1801400",217,0.0018,1 
"18","01400","63918","IN"," "," ","Reynolds town, IN","1801400",533,0.0045,1 
"18","01400","72764","IN"," "," ","State Line City town, IN","1801400",143,0.0012,1 
"18","01400","78740","IN"," "," ","Veedersburg town, IN","1801400",2180,0.0185,0.1504 
"18","01400","79730","IN"," "," ","Wallace town, IN","1801400",105,0.0009,1 
"18","01400","81458","IN"," "," ","Waveland town, IN","1801400",420,0.0036,1 
"18","01400","82052","IN"," "," ","Waynetown town, IN","1801400",958,0.0082,1 
"18","01400","82934","IN"," "," ","West Lebanon town, IN","1801400",723,0.0062,1 
"18","01400","84410","IN"," "," ","Williamsport town, IN","1801400",1898,0.0161,0.0523 
"18","01400","84914","IN"," "," ","Wingate town, IN","1801400",263,0.0022,1 
"18","01400","85058","IN"," "," ","Wolcott town, IN","1801400",1001,0.0085,1 
"18","01400","85886","IN"," "," ","Yeoman town, IN","1801400",139,0.0012,1 
"18","01400","99999","IN"," "," "," ","1801400",57773,0.4916,0.0007 
"18","01500","01360","IN"," "," ","Amboy town, IN","1801500",384,0.0035,0.007 
"18","01500","09136","IN"," "," ","Bunker Hill town, IN","1801500",888,0.0082,0.1522 
"18","01500","14986","IN"," "," ","Converse town, IN","1801500",993,0.0091,0.0784 
"18","01500","17776","IN"," "," ","Denver town, IN","1801500",482,0.0044,0.0316 
"18","01500","26242","IN"," "," ","Galveston town, IN","1801500",1311,0.0121,1 
"18","01500","30060","IN"," "," ","Grissom AFB CDP, IN","1801500",5537,0.0509,0.5503 
"18","01500","40842","IN"," "," ","La Fontaine town, IN","1801500",875,0.008,1 
"18","01500","40896","IN"," "," ","Lagro town, IN","1801500",415,0.0038,1 
"18","01500","41562","IN"," "," ","Laketon CDP, IN","1801500",623,0.0057,0.1383 
"18","01500","44658","IN"," "," ","Logansport city, IN","1801500",18396,0.1691,1 
"18","01500","45864","IN"," "," ","Macy town, IN","1801500",209,0.0019,1 
"18","01500","48636","IN"," "," ","Mexico CDP, IN","1801500",836,0.0077,1 
"18","01500","54954","IN"," "," ","North Manchester town, IN","1801500",6112,0.0562,1 
"18","01500","56664","IN"," "," ","Onward town, IN","1801500",100,0.0009,0.0724 
"18","01500","59328","IN"," "," ","Peru city, IN","1801500",11417,0.105,0.9949 
"18","01500","64998","IN"," "," ","Roann town, IN","1801500",479,0.0044,1 
"18","01500","66222","IN"," "," ","Royal Center town, IN","1801500",861,0.0079,0.9599 
"18","01500","70524","IN"," "," ","Somerset CDP, IN","1801500",401,0.0037,1 
"18","01500","79370","IN"," "," ","Wabash city, IN","1801500",10666,0.0981,1 
"18","01500","79964","IN"," "," ","Walton town, IN","1801500",1049,0.0096,1 
"18","01500","99999","IN"," "," "," ","1801500",46723,0.4296,0.0006 
"18","01600","08704","IN"," "," ","Bryant town, IN","1801600",252,0.0024,1 
"18","01600","14986","IN"," "," ","Converse town, IN","1801600",272,0.0026,0.0215 
"18","01600","19054","IN"," "," ","Dunkirk city, IN","1801600",2362,0.0227,1 
"18","01600","22432","IN"," "," ","Fairmount town, IN","1801600",2954,0.0284,1 
"18","01600","25198","IN"," "," ","Fowlerton town, IN","1801600",261,0.0025,1 
"18","01600","27054","IN"," "," ","Gas City city, IN","1801600",5965,0.0573,1 
"18","01600","32242","IN"," "," ","Hartford City city, IN","1801600",6220,0.0598,1 
"18","01600","33178","IN"," "," ","Herbst CDP, IN","1801600",112,0.0011,1 
"18","01600","37674","IN"," "," ","Jalapa CDP, IN","1801600",171,0.0016,1 
"18","01600","38862","IN"," "," ","Jonesboro city, IN","1801600",1756,0.0169,1 
"18","01600","41994","IN"," "," ","Landess CDP, IN","1801600",188,0.0018,1 
"18","01600","46908","IN"," "," ","Marion city, IN","1801600",29948,0.2877,1 
"18","01600","47592","IN"," "," ","Matthews town, IN","1801600",596,0.0057,0.8109 
"18","01600","49212","IN"," "," ","Mier CDP, IN","1801600",78,0.0007,1 
"18","01600","50796","IN"," "," ","Montpelier city, IN","1801600",1805,0.0173,0.7794 
"18","01600","58788","IN"," "," ","Pennville town, IN","1801600",701,0.0067,1 
"18","01600","60894","IN"," "," ","Point Isabel CDP, IN","1801600",91,0.0009,1 
"18","01600","61236","IN"," "," ","Portland city, IN","1801600",6223,0.0598,0.9482 
"18","01600","63450","IN"," "," ","Redkey town, IN","1801600",1353,0.013,0.2565 
"18","01600","67302","IN"," "," ","Salamonia town, IN","1801600",157,0.0015,1 
"18","01600","68976","IN"," "," ","Shamrock Lakes town, IN","1801600",231,0.0022,1 
"18","01600","69894","IN"," "," ","Sims CDP, IN","1801600",156,0.0015,1 
"18","01600","74510","IN"," "," ","Swayzee town, IN","1801600",981,0.0094,1 
"18","01600","74546","IN"," "," ","Sweetser town, IN","1801600",1229,0.0118,1 
"18","01600","77966","IN"," "," ","Upland town, IN","1801600",3845,0.0369,1 
"18","01600","78470","IN"," "," ","Van Buren town, IN","1801600",864,0.0083,0.0474 
"18","01600","99999","IN"," "," "," ","1801600",35322,0.3393,0.0004 
"18","01700","21070","IN"," "," ","Elwood city, IN","1801700",6,0.0001,0.0002 
"18","01700","29772","IN"," "," ","Greentown town, IN","1801700",2415,0.0245,1 
"18","01700","39366","IN"," "," ","Kempton town, IN","1801700",335,0.0034,1 
"18","01700","40392","IN"," "," ","Kokomo city, IN","1801700",56518,0.5727,1 
"18","01700","66546","IN"," "," ","Russiaville town, IN","1801700",1094,0.0111,1 
"18","01700","69048","IN"," "," ","Sharpsville town, IN","1801700",607,0.0062,1 
"18","01700","75986","IN"," "," ","Tipton city, IN","1801700",5383,0.0545,1 
"18","01700","84806","IN"," "," ","Windfall City town, IN","1801700",708,0.0072,1 
"18","01700","99999","IN"," "," "," ","1801700",31622,0.3204,0.0004 
"18","01800","01396","IN"," "," ","Americus CDP, IN","1801800",423,0.0021,0.1173 
"18","01800","03718","IN"," "," ","Battle Ground town, IN","1801800",1334,0.0065,0.6588 
"18","01800","08812","IN"," "," ","Buck Creek CDP, IN","1801800",207,0.001,0.065 
"18","01800","12898","IN"," "," ","Clarks Hill town, IN","1801800",611,0.003,0.0919 
"18","01800","14176","IN"," "," ","Colburn CDP, IN","1801800",193,0.0009,0.0683 
"18","01800","14284","IN"," "," ","Colfax town, IN","1801800",691,0.0034,1 
"18","01800","17002","IN"," "," ","Dayton town, IN","1801800",1420,0.0069,1 
