"state","puma12","placefp14","stab","placefp","placenm","placenm14","PUMAname","pop10","afact","AFACT2"
"01","01200","09500","AL"," "," ","Brook Highland CDP, AL","Shelby County",6746,0.0346,0.5238 
"01","01200","11416","AL"," "," ","Calera city, AL","Shelby County",11522,0.0591,0.9917 
"01","01200","14104","AL"," "," ","Chelsea city, AL","Shelby County",10279,0.0527,1 
"01","01200","16768","AL"," "," ","Columbiana city, AL","Shelby County",4179,0.0214,0.9609 
"01","01200","21890","AL"," "," ","Dunnavant CDP, AL","Shelby County",981,0.005,1 
"01","01200","33256","AL"," "," ","Harpersville town, AL","Shelby County",1636,0.0084,0.8815 
"01","01200","34024","AL"," "," ","Helena city, AL","Shelby County",14667,0.0752,0.8684 
"01","01200","34490","AL"," "," ","Highland Lakes CDP, AL","Shelby County",3923,0.0201,1 
"01","01200","35896","AL"," "," ","Hoover city, AL","Shelby County",22928,0.1175,0.2761 
"01","01200","37465","AL"," "," ","Indian Springs Village city, AL","Shelby County",2409,0.0123,0.3099 
"01","01200","41968","AL"," "," ","Leeds city, AL","Shelby County",106,0.0005,0.0086 
"01","01200","47740","AL"," "," ","Meadowbrook CDP, AL","Shelby County",8769,0.0449,1 
"01","01200","50312","AL"," "," ","Montevallo city, AL","Shelby County",6185,0.0317,0.7823 
"01","01200","58848","AL"," "," ","Pelham city, AL","Shelby County",21387,0.1096,1 
"01","01200","69672","AL"," "," ","Shelby CDP, AL","Shelby County",1044,0.0054,0.2394 
"01","01200","69978","AL"," "," ","Shoal Creek CDP, AL","Shelby County",1400,0.0072,1 
"01","01200","73056","AL"," "," ","Sterrett CDP, AL","Shelby County",712,0.0036,1 
"01","01200","78312","AL"," "," ","Vandiver CDP, AL","Shelby County",1135,0.0058,1 
"01","01200","78552","AL"," "," ","Vestavia Hills city, AL","Shelby County",14,0.0001,0.0004 
"01","01200","79008","AL"," "," ","Vincent town, AL","Shelby County",2089,0.0107,1 
"01","01200","81504","AL"," "," ","Westover town, AL","Shelby County",1267,0.0065,1 
"01","01200","82848","AL"," "," ","Wilsonville town, AL","Shelby County",1837,0.0094,0.78 
"01","01200","82872","AL"," "," ","Wilton town, AL","Shelby County",687,0.0035,1 
"01","01200","99999","AL"," "," "," ","Shelby County",36231,0.1857,0.0005 
"01","01301","05980","AL"," "," ","Bessemer city, AL","Birmingham City (West)",859,0.0085,0.0309 
"01","01301","07000","AL"," "," ","Birmingham city, AL","Birmingham City (West)",80813,0.8015,0.0837 
"01","01301","09400","AL"," "," ","Brighton city, AL","Birmingham City (West)",298,0.003,0.0375 
"01","01301","25120","AL"," "," ","Fairfield city, AL","Birmingham City (West)",11117,0.1103,0.7488 
"01","01301","35800","AL"," "," ","Homewood city, AL","Birmingham City (West)",670,0.0066,0.0148 
"01","01301","43336","AL"," "," ","Lipscomb city, AL","Birmingham City (West)",2146,0.0213,0.6667 
"01","01301","45208","AL"," "," ","McDonald Chapel CDP, AL","Birmingham City (West)",5,0,0.007 
"01","01301","48376","AL"," "," ","Midfield city, AL","Birmingham City (West)",4529,0.0449,0.0725 
"01","01301","99999","AL"," "," "," ","Birmingham City (West)",396,0.0039,0 
"01","01302","07000","AL"," "," ","Birmingham city, AL","Birmingham City (East)",95979,0.9401,0.0994 
"01","01302","13264","AL"," "," ","Center Point city, AL","Birmingham City (East)",19,0.0002,0.0011 
"01","01302","28552","AL"," "," ","Fultondale city, AL","Birmingham City (East)",255,0.0025,0.0304 
"01","01302","37864","AL"," "," ","Irondale city, AL","Birmingham City (East)",211,0.0021,0.0171 
"01","01302","51696","AL"," "," ","Mountain Brook city, AL","Birmingham City (East)",2,0,0.0001 
"01","01302","74976","AL"," "," ","Tarrant city, AL","Birmingham City (East)",5389,0.0528,0.8424 
"01","01302","99999","AL"," "," "," ","Birmingham City (East)",243,0.0024,0 
"01","01303","07000","AL"," "," ","Birmingham city, AL","Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities",9451,0.0555,0.0098 
"01","01303","35800","AL"," "," ","Homewood city, AL","Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities",24497,0.144,0.5414 
"01","01303","35896","AL"," "," ","Hoover city, AL","Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities",49514,0.291,0.5963 
"01","01303","37864","AL"," "," ","Irondale city, AL","Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities",10764,0.0633,0.8712 
"01","01303","41968","AL"," "," ","Leeds city, AL","Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities",9809,0.0577,0.7966 
"01","01303","51696","AL"," "," ","Mountain Brook city, AL","Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities",20419,0.12,0.9999 
"01","01303","78552","AL"," "," ","Vestavia Hills city, AL","Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities",34034,0.2,0.9996 
"01","01303","99999","AL"," "," "," ","Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities",11657,0.0685,0.0001 
"01","01304","00460","AL"," "," ","Adamsville city, AL","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",4520,0.0259,0.6683 
"01","01304","02320","AL"," "," ","Argo town, AL","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",61,0.0003,0.0032 
"01","01304","07000","AL"," "," ","Birmingham city, AL","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",19656,0.1125,0.0203 
"01","01304","09736","AL"," "," ","Brookside town, AL","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",1363,0.0078,1 
"01","01304","12040","AL"," "," ","Cardiff town, AL","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",55,0.0003,0.0098 
"01","01304","13264","AL"," "," ","Center Point city, AL","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",16915,0.0968,0.9989 
"01","01304","15256","AL"," "," ","Clay city, AL","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",9708,0.0556,0.7567 
"01","01304","17968","AL"," "," ","County Line town, AL","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",61,0.0003,0.2364 
"01","01304","27088","AL"," "," ","Forestdale CDP, AL","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",10162,0.0582,1 
"01","01304","28552","AL"," "," ","Fultondale city, AL","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",8125,0.0465,0.9696 
"01","01304","29056","AL"," "," ","Gardendale city, AL","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",13904,0.0796,1 
"01","01304","31348","AL"," "," ","Grayson Valley CDP, AL","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",5736,0.0328,0.9153 
"01","01304","31384","AL"," "," ","Graysville city, AL","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",2165,0.0124,1 
"01","01304","37864","AL"," "," ","Irondale city, AL","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",1381,0.0079,0.1118 
"01","01304","39856","AL"," "," ","Kimberly city, AL","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",2711,0.0155,1 
"01","01304","47728","AL"," "," ","Maytown town, AL","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",9,0.0001,0.0234 
"01","01304","51456","AL"," "," ","Morris town, AL","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",1859,0.0106,1 
"01","01304","52344","AL"," "," ","Mount Olive CDP, AL","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",4079,0.0234,1 
"01","01304","60648","AL"," "," ","Pinson city, AL","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",6989,0.04,1 
"01","01304","73848","AL"," "," ","Sumiton city, AL","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",16,0.0001,0.0031 
"01","01304","74976","AL"," "," ","Tarrant city, AL","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",1008,0.0058,0.1576 
"01","01304","76680","AL"," "," ","Trafford town, AL","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",646,0.0037,0.0194 
"01","01304","76944","AL"," "," ","Trussville city, AL","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",19485,0.1116,0.9758 
"01","01304","79944","AL"," "," ","Warrior city, AL","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",3176,0.0182,1 
"01","01304","81336","AL"," "," ","West Jefferson town, AL","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",12,0.0001,0.0355 
"01","01304","99999","AL"," "," "," ","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",40871,0.234,0.0005 
"01","01305","00460","AL"," "," ","Adamsville city, AL","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",2,0,0.0003 
"01","01305","05980","AL"," "," ","Bessemer city, AL","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",26604,0.2403,0.9557 
"01","01305","07000","AL"," "," ","Birmingham city, AL","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",4710,0.0425,0.0049 
"01","01305","09400","AL"," "," ","Brighton city, AL","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",2647,0.0239,0.3328 
"01","01305","16936","AL"," "," ","Concord CDP, AL","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",1837,0.0166,0.4771 
"01","01305","23032","AL"," "," ","Edgewater CDP, AL","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",883,0.008,0.6594 
"01","01305","34024","AL"," "," ","Helena city, AL","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",2223,0.0201,0.1316 
"01","01305","35896","AL"," "," ","Hoover city, AL","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",9068,0.0819,0.1092 
"01","01305","36448","AL"," "," ","Hueytown city, AL","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",16105,0.1455,0.1693 
"01","01305","43336","AL"," "," ","Lipscomb city, AL","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",64,0.0006,0.0199 
"01","01305","45208","AL"," "," ","McDonald Chapel CDP, AL","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",712,0.0064,0.993 
"01","01305","47728","AL"," "," ","Maytown town, AL","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",376,0.0034,0.9766 
"01","01305","48376","AL"," "," ","Midfield city, AL","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",836,0.0076,0.0134 
"01","01305","49072","AL"," "," ","Minor CDP, AL","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",1094,0.0099,1 
"01","01305","52776","AL"," "," ","Mulga town, AL","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",836,0.0076,0.2912 
"01","01305","55152","AL"," "," ","North Johns town, AL","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",145,0.0013,0.0365 
"01","01305","61008","AL"," "," ","Pleasant Grove city, AL","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",10110,0.0913,1 
"01","01305","65412","AL"," "," ","Rock Creek CDP, AL","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",1456,0.0132,1 
"01","01305","74424","AL"," "," ","Sylvan Springs town, AL","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",1542,0.0139,1 
"01","01305","81336","AL"," "," ","West Jefferson town, AL","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",326,0.0029,0.9645 
"01","01305","99999","AL"," "," "," ","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",29141,0.2632,0.0004 
"01","01400","04948","AL"," "," ","Beaverton town, AL","Walker, Marion (South & West), Fayette & Lamar Counties",201,0.0017,1 
"01","01400","05164","AL"," "," ","Belk town, AL","Walker, Marion (South & West), Fayette & Lamar Counties",215,0.0018,0.0942 
"01","01400","05932","AL"," "," ","Berry town, AL","Walker, Marion (South & West), Fayette & Lamar Counties",1148,0.0094,1 
"01","01400","09424","AL"," "," ","Brilliant town, AL","Walker, Marion (South & West), Fayette & Lamar Counties",900,0.0074,0.2264 
"01","01400","12016","AL"," "," ","Carbon Hill city, AL","Walker, Marion (South & West), Fayette & Lamar Counties",2021,0.0166,0.4406 
"01","01400","17368","AL"," "," ","Cordova city, AL","Walker, Marion (South & West), Fayette & Lamar Counties",2095,0.0172,1 
"01","01400","20392","AL"," "," ","Detroit town, AL","Walker, Marion (South & West), Fayette & Lamar Counties",237,0.0019,1 
"01","01400","21136","AL"," "," ","Dora city, AL","Walker, Marion (South & West), Fayette & Lamar Counties",2025,0.0166,1 
"01","01400","23344","AL"," "," ","Eldridge town, AL","Walker, Marion (South & West), Fayette & Lamar Counties",130,0.0011,1 
"01","01400","25840","AL"," "," ","Fayette city, AL","Walker, Marion (South & West), Fayette & Lamar Counties",4619,0.0379,0.9767 
"01","01400","29944","AL"," "," ","Glen Allen town, AL","Walker, Marion (South & West), Fayette & Lamar Counties",510,0.0042,1 
"01","01400","32224","AL"," "," ","Guin city, AL","Walker, Marion (South & West), Fayette & Lamar Counties",2376,0.0195,1 
"01","01400","32536","AL"," "," ","Gu-Win town, AL","Walker, Marion (South & West), Fayette & Lamar Counties",176,0.0014,0.0232 
"01","01400","32848","AL"," "," ","Hamilton city, AL","Walker, Marion (South & West), Fayette & Lamar Counties",6885,0.0566,1 
"01","01400","38416","AL"," "," ","Jasper city, AL","Walker, Marion (South & West), Fayette & Lamar Counties",14357,0.1179,1 
"01","01400","39280","AL"," "," ","Kansas town, AL","Walker, Marion (South & West), Fayette & Lamar Counties",226,0.0019,0.0245 
"01","01400","39520","AL"," "," ","Kennedy town, AL","Walker, Marion (South & West), Fayette & Lamar Counties",447,0.0037,0.0446 
"01","01400","48808","AL"," "," ","Millport town, AL","Walker, Marion (South & West), Fayette & Lamar Counties",1049,0.0086,1 
"01","01400","53400","AL"," "," ","Nauvoo town, AL","Walker, Marion (South & West), Fayette & Lamar Counties",220,0.0018,0.1202 
"01","01400","55992","AL"," "," ","Oakman town, AL","Walker, Marion (South & West), Fayette & Lamar Counties",789,0.0065,0.1053 
"01","01400","58272","AL"," "," ","Parrish town, AL","Walker, Marion (South & West), Fayette & Lamar Counties",982,0.0081,1 
"01","01400","70704","AL"," "," ","Sipsey town, AL","Walker, Marion (South & West), Fayette & Lamar Counties",437,0.0036,0.281 
"01","01400","73728","AL"," "," ","Sulligent city, AL","Walker, Marion (South & West), Fayette & Lamar Counties",1927,0.0158,1 
"01","01400","73848","AL"," "," ","Sumiton city, AL","Walker, Marion (South & West), Fayette & Lamar Counties",2504,0.0206,0.4789 
"01","01400","77352","AL"," "," ","Twin town, AL","Walker, Marion (South & West), Fayette & Lamar Counties",399,0.0033,1 
"01","01400","78480","AL"," "," ","Vernon city, AL","Walker, Marion (South & West), Fayette & Lamar Counties",2000,0.0164,0.7797 
"01","01400","82992","AL"," "," ","Winfield city, AL","Walker, Marion (South & West), Fayette & Lamar Counties",4717,0.0387,1 
"01","01400","99999","AL"," "," "," ","Walker, Marion (South & West), Fayette & Lamar Counties",68158,0.5598,0.0009 
"01","01500","01228","AL"," "," ","Aliceville city, AL","Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West)",2486,0.024,0.9562 
"01","01500","09808","AL"," "," ","Brookwood town, AL","Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West)",1828,0.0176,1 
"01","01500","12304","AL"," "," ","Carrollton town, AL","Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West)",1019,0.0098,1 
"01","01500","16000","AL"," "," ","Coaling town, AL","Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West)",1657,0.016,0.0013 
"01","01500","16312","AL"," "," ","Coker town, AL","Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West)",979,0.0094,1 
"01","01500","17704","AL"," "," ","Cottondale CDP, AL","Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West)",282,0.0027,0.0882 
"01","01500","24472","AL"," "," ","Ethelsville town, AL","Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West)",81,0.0008,1 
"01","01500","30736","AL"," "," ","Gordo town, AL","Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West)",1750,0.0169,1 
"01","01500","40928","AL"," "," ","Lake View town, AL","Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West)",1943,0.0187,0.6129 
"01","01500","45316","AL"," "," ","Macedonia CDP, AL","Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West)",292,0.0028,1 
"01","01500","45640","AL"," "," ","McMullen town, AL","Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West)",10,0.0001,0.0035 
"01","01500","48052","AL"," "," ","Memphis town, AL","Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West)",29,0.0003,1 
"01","01500","51648","AL"," "," ","Moundville town, AL","Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West)",722,0.007,0.1212 
"01","01500","55200","AL"," "," ","Northport city, AL","Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West)",11890,0.1146,0.2046 
"01","01500","59592","AL"," "," ","Pickensville town, AL","Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West)",608,0.0059,0.6489 
"01","01500","64104","AL"," "," ","Reform town, AL","Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West)",1702,0.0164,0.8006 
"01","01500","77256","AL"," "," ","Tuscaloosa city, AL","Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West)",4269,0.0411,0.0472 
"01","01500","78264","AL"," "," ","Vance town, AL","Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West)",1469,0.0142,0.9677 
