"state","puma12","placefp14","stab","placefp","placenm","placenm14","PUMAname","pop10","afact","AFACT2"
"13","01600","34512","GA"," "," ","Gray city, GA","Middle Georgia Regional Commission (North & Outside Bibb County)",3276,0.0181,1 
"13","01600","36668","GA"," "," ","Hardwick CDP, GA","Middle Georgia Regional Commission (North & Outside Bibb County)",3930,0.0217,1 
"13","01600","41400","GA"," "," ","Irwinton city, GA","Middle Georgia Regional Commission (North & Outside Bibb County)",589,0.0033,0.0617 
"13","01600","41540","GA"," "," ","Ivey city, GA","Middle Georgia Regional Commission (North & Outside Bibb County)",981,0.0054,0.1668 
"13","01600","42100","GA"," "," ","Jeffersonville city, GA","Middle Georgia Regional Commission (North & Outside Bibb County)",1035,0.0057,0.3724 
"13","01600","44060","GA"," "," ","Knoxville CDP, GA","Middle Georgia Regional Commission (North & Outside Bibb County)",69,0.0004,1 
"13","01600","48848","GA"," "," ","McIntyre town, GA","Middle Georgia Regional Commission (North & Outside Bibb County)",650,0.0036,1 
"13","01600","49008","GA"," "," ","Macon-Bibb County, GA","Middle Georgia Regional Commission (North & Outside Bibb County)",29,0.0002,0.0002 
"13","01600","51492","GA"," "," ","Milledgeville city, GA","Middle Georgia Regional Commission (North & Outside Bibb County)",17713,0.0979,0.9691 
"13","01600","60340","GA"," "," ","Perry city, GA","Middle Georgia Regional Commission (North & Outside Bibb County)",63,0.0003,0.0018 
"13","01600","65856","GA"," "," ","Roberta city, GA","Middle Georgia Regional Commission (North & Outside Bibb County)",1007,0.0056,1 
"13","01600","76952","GA"," "," ","Toomsboro city, GA","Middle Georgia Regional Commission (North & Outside Bibb County)",472,0.0026,1 
"13","01600","80508","GA"," "," ","Warner Robins city, GA","Middle Georgia Regional Commission (North & Outside Bibb County)",364,0.002,0.0054 
"13","01600","99999","GA"," "," "," ","Middle Georgia Regional Commission (North & Outside Bibb County)",122931,0.6794,0.0015 
"13","01700","19000","GA"," "," ","Columbus city, GA","River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties",189885,0.944,0.1106 
"13","01700","21017","GA"," "," ","Cusseta-Chattahoochee County unified government, GA","River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties",11267,0.056,1 
"13","01800","02116","GA"," "," ","Americus city, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",17044,0.1004,0.6677 
"13","01800","02256","GA"," "," ","Andersonville city, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",255,0.0015,1 
"13","01800","02564","GA"," "," ","Arabi town, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",586,0.0035,1 
"13","01800","08956","GA"," "," ","Bluffton town, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",103,0.0006,0.1582 
"13","01800","11728","GA"," "," ","Buena Vista city, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",2173,0.0128,0.8898 
"13","01800","12120","GA"," "," ","Butler city, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",1972,0.0116,1 
"13","01800","12232","GA"," "," ","Byromville town, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",546,0.0032,1 
"13","01800","17580","GA"," "," ","Coleman CDP, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",127,0.0007,1 
"13","01800","19616","GA"," "," ","Cordele city, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",11147,0.0657,0.8752 
"13","01800","21072","GA"," "," ","Cuthbert city, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",3873,0.0228,1 
"13","01800","22472","GA"," "," ","De Soto city, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",195,0.0011,0.1262 
"13","01800","23480","GA"," "," ","Dooling town, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",154,0.0009,0.1685 
"13","01800","26980","GA"," "," ","Ellaville city, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",1812,0.0107,0.621 
"13","01800","30816","GA"," "," ","Fort Gaines city, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",1107,0.0065,1 
"13","01800","32412","GA"," "," ","Geneva town, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",105,0.0006,1 
"13","01800","32528","GA"," "," ","Georgetown-Quitman County unified government, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",2513,0.0148,1 
"13","01800","36220","GA"," "," ","Hamilton city, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",1016,0.006,0.131 
"13","01800","40196","GA"," "," ","Howard CDP, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",110,0.0006,0.131 
"13","01800","40812","GA"," "," ","Ideal city, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",499,0.0029,1 
"13","01800","42800","GA"," "," ","Junction City town, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",177,0.001,0.0399 
"13","01800","46020","GA"," "," ","Leslie city, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",409,0.0024,0.0543 
"13","01800","46384","GA"," "," ","Lilly city, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",213,0.0013,1 
"13","01800","47980","GA"," "," ","Lumpkin city, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",2741,0.0161,0.332 
"13","01800","49532","GA"," "," ","Manchester city, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",112,0.0007,0.0265 
"13","01800","49924","GA"," "," ","Marshallville city, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",1448,0.0085,1 
"13","01800","52304","GA"," "," ","Montezuma city, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",3460,0.0204,1 
"13","01800","57736","GA"," "," ","Oglethorpe city, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",1328,0.0078,1 
"13","01800","60984","GA"," "," ","Pinehurst city, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",455,0.0027,0.0471 
"13","01800","61124","GA"," "," ","Pine Mountain town, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",1238,0.0073,0.4535 
"13","01800","61628","GA"," "," ","Plains city, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",776,0.0046,1 
"13","01800","64876","GA"," "," ","Reynolds city, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",1086,0.0064,1 
"13","01800","65016","GA"," "," ","Richland city, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",1473,0.0087,0.4359 
"13","01800","70120","GA"," "," ","Shellman city, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",1083,0.0064,0.6824 
"13","01800","70428","GA"," "," ","Shiloh city, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",445,0.0026,1 
"13","01800","75244","GA"," "," ","Talbotton city, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",970,0.0057,1 
"13","01800","78156","GA"," "," ","Unadilla city, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",3796,0.0224,1 
"13","01800","79444","GA"," "," ","Vienna city, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",4011,0.0236,0.2105 
"13","01800","80844","GA"," "," ","Waverly Hall town, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",735,0.0043,1 
"13","01800","81128","GA"," "," ","Webster County unified government, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",2799,0.0165,1 
"13","01800","82132","GA"," "," ","West Point city, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",850,0.005,0.2448 
"13","01800","83952","GA"," "," ","Woodland city, GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",408,0.0024,1 
"13","01800","99999","GA"," "," "," ","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",94385,0.5561,0.0012 
"13","01900","01248","GA"," "," ","Aldora town, GA","Three Rivers Regional Commission (East)",103,0.0007,1 
"13","01900","05344","GA"," "," ","Barnesville city, GA","Three Rivers Regional Commission (East)",6755,0.0447,1 
"13","01900","19168","GA"," "," ","Concord city, GA","Three Rivers Regional Commission (East)",375,0.0025,1 
"13","01900","25440","GA"," "," ","East Griffin CDP, GA","Three Rivers Regional Commission (East)",1447,0.0096,0.108 
"13","01900","28296","GA"," "," ","Experiment CDP, GA","Three Rivers Regional Commission (East)",2894,0.0192,1 
"13","01900","30312","GA"," "," ","Flovilla city, GA","Three Rivers Regional Commission (East)",653,0.0043,1 
"13","01900","35324","GA"," "," ","Griffin city, GA","Three Rivers Regional Commission (East)",23656,0.1566,0.9718 
"13","01900","36416","GA"," "," ","Hannahs Mill CDP, GA","Three Rivers Regional Commission (East)",3298,0.0218,1 
"13","01900","38105","GA"," "," ","Heron Bay CDP, GA","Three Rivers Regional Commission (East)",400,0.0026,0.1182 
"13","01900","38866","GA"," "," ","Hilltop CDP, GA","Three Rivers Regional Commission (East)",262,0.0017,1 
"13","01900","41596","GA"," "," ","Jackson city, GA","Three Rivers Regional Commission (East)",5045,0.0334,1 
"13","01900","42156","GA"," "," ","Jenkinsburg city, GA","Three Rivers Regional Commission (East)",370,0.0024,1 
"13","01900","46524","GA"," "," ","Lincoln Park CDP, GA","Three Rivers Regional Commission (East)",833,0.0055,1 
"13","01900","50596","GA"," "," ","Meansville city, GA","Three Rivers Regional Commission (East)",182,0.0012,0.4777 
"13","01900","51604","GA"," "," ","Milner city, GA","Three Rivers Regional Commission (East)",610,0.004,1 
"13","01900","52108","GA"," "," ","Molena city, GA","Three Rivers Regional Commission (East)",368,0.0024,1 
"13","01900","58296","GA"," "," ","Orchard Hill town, GA","Three Rivers Regional Commission (East)",209,0.0014,0.0095 
"13","01900","68129","GA"," "," ","Salem CDP, GA","Three Rivers Regional Commission (East)",310,0.0021,1 
"13","01900","74572","GA"," "," ","Sunny Side city, GA","Three Rivers Regional Commission (East)",134,0.0009,1 
"13","01900","74768","GA"," "," ","Sunset Village CDP, GA","Three Rivers Regional Commission (East)",846,0.0056,1 
"13","01900","76112","GA"," "," ","The Rock CDP, GA","Three Rivers Regional Commission (East)",160,0.0011,1 
"13","01900","76168","GA"," "," ","Thomaston city, GA","Three Rivers Regional Commission (East)",9170,0.0607,1 
"13","01900","83084","GA"," "," ","Williamson city, GA","Three Rivers Regional Commission (East)",352,0.0023,1 
"13","01900","84708","GA"," "," ","Yatesville town, GA","Three Rivers Regional Commission (East)",357,0.0024,1 
"13","01900","85128","GA"," "," ","Zebulon city, GA","Three Rivers Regional Commission (East)",1174,0.0078,1 
"13","01900","99999","GA"," "," "," ","Three Rivers Regional Commission (East)",91104,0.6031,0.0011 
"13","02001","46860","GA"," "," ","Lithonia city, GA","Atlanta Regional Commission (Central)--DeKalb County (East Central)--Redan",1924,0.0153,0.3159 
"13","02001","63952","GA"," "," ","Redan CDP, GA","Atlanta Regional Commission (Central)--DeKalb County (East Central)--Redan",33015,0.2618,1 
"13","02001","99999","GA"," "," "," ","Atlanta Regional Commission (Central)--DeKalb County (East Central)--Redan",91191,0.723,0.0011 
"13","02002","04000","GA"," "," ","Atlanta city, GA","Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities",1858,0.0144,0.0011 
"13","02002","04644","GA"," "," ","Avondale Estates city, GA","Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities",2928,0.0226,1 
"13","02002","06884","GA"," "," ","Belvedere Park CDP, GA","Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities",15152,0.1172,1 
"13","02002","12834","GA"," "," ","Candler-McAfee CDP, GA","Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities",23025,0.178,1 
"13","02002","22052","GA"," "," ","Decatur city, GA","Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities",19355,0.1497,1 
"13","02002","24264","GA"," "," ","Druid Hills CDP, GA","Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities",14544,0.1125,1 
"13","02002","56112","GA"," "," ","North Decatur CDP, GA","Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities",7533,0.0582,0.2046 
"13","02002","56168","GA"," "," ","North Druid Hills CDP, GA","Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities",13802,0.1067,0.7285 
"13","02002","69392","GA"," "," ","Scottdale CDP, GA","Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities",9085,0.0702,0.8321 
"13","02002","99999","GA"," "," "," ","Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities",22050,0.1705,0.0003 
"13","02003","16544","GA"," "," ","Clarkston city, GA","Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker",7554,0.0487,1 
"13","02003","56112","GA"," "," ","North Decatur CDP, GA","Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker",8878,0.0572,0.2411 
"13","02003","56168","GA"," "," ","North Druid Hills CDP, GA","Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker",5145,0.0332,0.2715 
"13","02003","61040","GA"," "," ","Pine Lake city, GA","Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker",730,0.0047,0.0785 
"13","02003","69392","GA"," "," ","Scottdale CDP, GA","Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker",1833,0.0118,0.1679 
"13","02003","73816","GA"," "," ","Stone Mountain city, GA","Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker",5802,0.0374,0.4916 
"13","02003","77652","GA"," "," ","Tucker CDP, GA","Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker",27581,0.1778,1 
"13","02003","99999","GA"," "," "," ","Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker",97619,0.6292,0.0012 
"13","02004","10944","GA"," "," ","Brookhaven city, GA","Atlanta Regional Commission--DeKalb County (North)--Dunwoody City",49222,0.357,1 
"13","02004","15172","GA"," "," ","Chamblee city, GA","Atlanta Regional Commission--DeKalb County (North)--Dunwoody City",15524,0.1126,0.9472 
"13","02004","23536","GA"," "," ","Doraville city, GA","Atlanta Regional Commission--DeKalb County (North)--Dunwoody City",10366,0.0752,1 
"13","02004","24768","GA"," "," ","Dunwoody city, GA","Atlanta Regional Commission--DeKalb County (North)--Dunwoody City",46267,0.3356,0.4743 
"13","02004","99999","GA"," "," "," ","Atlanta Regional Commission--DeKalb County (North)--Dunwoody City",16501,0.1197,0.0002 
"13","02100","25692","GA"," "," ","East Newnan CDP, GA","Three Rivers Regional Commission (North Central)--Coweta County",1321,0.0104,1 
"13","02100","34428","GA"," "," ","Grantville city, GA","Three Rivers Regional Commission (North Central)--Coweta County",3043,0.0239,0.8916 
"13","02100","36528","GA"," "," ","Haralson town, GA","Three Rivers Regional Commission (North Central)--Coweta County",157,0.0012,0.9632 
"13","02100","52668","GA"," "," ","Moreland town, GA","Three Rivers Regional Commission (North Central)--Coweta County",399,0.0031,0.5377 
"13","02100","55020","GA"," "," ","Newnan city, GA","Three Rivers Regional Commission (North Central)--Coweta County",33156,0.2604,0.5869 
"13","02100","58884","GA"," "," ","Palmetto city, GA","Three Rivers Regional Commission (North Central)--Coweta County",317,0.0025,0.0704 
"13","02100","69672","GA"," "," ","Senoia city, GA","Three Rivers Regional Commission (North Central)--Coweta County",3316,0.026,0.7606 
"13","02100","69980","GA"," "," ","Sharpsburg town, GA","Three Rivers Regional Commission (North Central)--Coweta County",341,0.0027,0.0896 
"13","02100","77764","GA"," "," ","Turin town, GA","Three Rivers Regional Commission (North Central)--Coweta County",272,0.0021,1 
"13","02100","99999","GA"," "," "," ","Three Rivers Regional Commission (North Central)--Coweta County",84995,0.6676,0.0011 
"13","02200","15026","GA"," "," ","Centralhatchee town, GA","Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",408,0.004,1 
"13","02200","27708","GA"," "," ","Ephesus city, GA","Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",427,0.0042,1 
"13","02200","31292","GA"," "," ","Franklin city, GA","Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",993,0.0098,0.6337 
"13","02200","32384","GA"," "," ","Gay town, GA","Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",89,0.0009,0.3358 
"13","02200","35016","GA"," "," ","Greenville city, GA","Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",876,0.0087,1 
"13","02200","36528","GA"," "," ","Haralson town, GA","Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",6,0.0001,0.0368 
"13","02200","39244","GA"," "," ","Hogansville city, GA","Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",3041,0.0301,1 
"13","02200","44340","GA"," "," ","LaGrange city, GA","Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",29732,0.2948,1 
"13","02200","47252","GA"," "," ","Lone Oak town, GA","Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",92,0.0009,1 
"13","02200","48008","GA"," "," ","Luthersville city, GA","Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",874,0.0087,1 
"13","02200","49532","GA"," "," ","Manchester city, GA","Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",4118,0.0408,0.9735 
"13","02200","61124","GA"," "," ","Pine Mountain town, GA","Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",66,0.0007,0.0242 
"13","02200","80480","GA"," "," ","Warm Springs city, GA","Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",425,0.0042,0.411 
"13","02200","82132","GA"," "," ","West Point city, GA","Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",2622,0.026,0.7552 
"13","02200","83896","GA"," "," ","Woodbury city, GA","Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",961,0.0095,1 
"13","02200","99999","GA"," "," "," ","Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",56140,0.5566,0.0007 
"13","02300","09544","GA"," "," ","Bowdon city, GA","Three Rivers Regional Commission (Northwest)--Carroll County",2040,0.0185,1 
"13","02300","10132","GA"," "," ","Bremen city, GA","Three Rivers Regional Commission (Northwest)--Carroll County",45,0.0004,0.0029 
"13","02300","13492","GA"," "," ","Carrollton city, GA","Three Rivers Regional Commission (Northwest)--Carroll County",24399,0.2208,0.3341 
"13","02300","53620","GA"," "," ","Mount Zion city, GA","Three Rivers Regional Commission (Northwest)--Carroll County",1705,0.0154,0.0939 
"13","02300","66696","GA"," "," ","Roopville town, GA","Three Rivers Regional Commission (Northwest)--Carroll County",218,0.002,0.5436 
"13","02300","75832","GA"," "," ","Temple city, GA","Three Rivers Regional Commission (Northwest)--Carroll County",4228,0.0383,0.4551 
"13","02300","79528","GA"," "," ","Villa Rica city, GA","Three Rivers Regional Commission (Northwest)--Carroll County",8367,0.0757,0.5995 
"13","02300","82720","GA"," "," ","Whitesburg city, GA","Three Rivers Regional Commission (Northwest)--Carroll County",588,0.0053,0.1437 
"13","02300","99999","GA"," "," "," ","Three Rivers Regional Commission (Northwest)--Carroll County",68937,0.6237,0.0009 
"13","02400","11056","GA"," "," ","Brooks town, GA","Atlanta Regional Commission (South Central)--Fayette County",524,0.0049,1 
"13","02400","28968","GA"," "," ","Fayetteville city, GA","Atlanta Regional Commission (South Central)--Fayette County",16009,0.1502,1 
"13","02400","59724","GA"," "," ","Peachtree City city, GA","Atlanta Regional Commission (South Central)--Fayette County",34364,0.3225,0.9975 
"13","02400","78044","GA"," "," ","Tyrone town, GA","Atlanta Regional Commission (South Central)--Fayette County",6879,0.0646,1 
"13","02400","84288","GA"," "," ","Woolsey town, GA","Atlanta Regional Commission (South Central)--Fayette County",158,0.0015,0.0331 
"13","02400","99999","GA"," "," "," ","Atlanta Regional Commission (South Central)--Fayette County",48633,0.4564,0.0006 
"13","02500","02592","GA"," "," ","Aragon city, GA","Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties",1249,0.0075,1 
"13","02500","10104","GA"," "," ","Braswell town, GA","Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties",139,0.0008,0.3668 
"13","02500","10132","GA"," "," ","Bremen city, GA","Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties",6184,0.0371,0.3996 
"13","02500","11616","GA"," "," ","Buchanan city, GA","Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties",1104,0.0066,0.8825 
"13","02500","14108","GA"," "," ","Cave Spring city, GA","Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties",1200,0.0072,1 
"13","02500","14500","GA"," "," ","Cedartown city, GA","Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties",9750,0.0585,0.8935 
"13","02500","46580","GA"," "," ","Lindale CDP, GA","Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties",4192,0.0252,0.3069 
"13","02500","66276","GA"," "," ","Rockmart city, GA","Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties",4199,0.0252,1 
"13","02500","66668","GA"," "," ","Rome city, GA","Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties",36303,0.2179,1 
"13","02500","69868","GA"," "," ","Shannon CDP, GA","Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties",1862,0.0112,1 
"13","02500","75300","GA"," "," ","Tallapoosa city, GA","Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties",3167,0.019,0.5152 
"13","02500","75664","GA"," "," ","Taylorsville town, GA","Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties",28,0.0002,0.0112 
"13","02500","79808","GA"," "," ","Waco city, GA","Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties",516,0.0031,1 
"13","02500","99999","GA"," "," "," ","Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties",96679,0.5804,0.0012 
"13","02600","15585","GA"," "," ","Chattanooga Valley CDP, GA","Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties",3846,0.0219,1 
"13","02600","15984","GA"," "," ","Chickamauga city, GA","Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties",3101,0.0177,1 
"13","02600","28632","GA"," "," ","Fairview CDP, GA","Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties",6775,0.0386,1 
"13","02600","30956","GA"," "," ","Fort Oglethorpe city, GA","Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties",9263,0.0528,1 
"13","02600","41036","GA"," "," ","Indian Springs CDP, GA","Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties",2241,0.0128,0.7477 
"13","02600","44312","GA"," "," ","LaFayette city, GA","Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties",7119,0.0406,1 
"13","02600","44900","GA"," "," ","Lakeview CDP, GA","Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties",4839,0.0276,0.5472 
"13","02600","47336","GA"," "," ","Lookout Mountain city, GA","Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties",1602,0.0091,1 
"13","02600","48092","GA"," "," ","Lyerly town, GA","Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties",540,0.0031,1 
"13","02600","50848","GA"," "," ","Menlo city, GA","Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties",474,0.0027,1 
"13","02600","65324","GA"," "," ","Ringgold city, GA","Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties",3580,0.0204,1 
"13","02600","67256","GA"," "," ","Rossville city, GA","Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties",4105,0.0234,0.8142 
"13","02600","74376","GA"," "," ","Summerville city, GA","Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties",4534,0.0259,1 
"13","02600","77372","GA"," "," ","Trenton city, GA","Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties",2301,0.0131,1 
"13","02600","77540","GA"," "," ","Trion town, GA","Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties",1827,0.0104,0.491 
"13","02600","99999","GA"," "," "," ","Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties",119199,0.6798,0.0015 
"13","02700","17496","GA"," "," ","Cohutta city, GA","Northwest Georgia Regional Commission (North Central)--Whitfield County",659,0.0064,1 
"13","02700","21380","GA"," "," ","Dalton city, GA","Northwest Georgia Regional Commission (North Central)--Whitfield County",33133,0.3229,0.9855 
"13","02700","77736","GA"," "," ","Tunnel Hill city, GA","Northwest Georgia Regional Commission (North Central)--Whitfield County",856,0.0083,1 
"13","02700","78996","GA"," "," ","Varnell city, GA","Northwest Georgia Regional Commission (North Central)--Whitfield County",1744,0.017,1 
"13","02700","99999","GA"," "," "," ","Northwest Georgia Regional Commission (North Central)--Whitfield County",66207,0.6453,0.0008 
"13","02800","08928","GA"," "," ","Blue Ridge city, GA","Northwest Georgia Regional Commission (Northeast)",1290,0.0073,1 
"13","02800","12456","GA"," "," ","Calhoun city, GA","Northwest Georgia Regional Commission (Northeast)",15646,0.0888,1 
"13","02800","15508","GA"," "," ","Chatsworth city, GA","Northwest Georgia Regional Commission (Northeast)",4299,0.0244,1 
"13","02800","15844","GA"," "," ","Cherry Log CDP, GA","Northwest Georgia Regional Commission (Northeast)",119,0.0007,1 
"13","02800","25356","GA"," "," ","East Ellijay city, GA","Northwest Georgia Regional Commission (Northeast)",546,0.0031,0.9207 
"13","02800","27092","GA"," "," ","Ellijay city, GA","Northwest Georgia Regional Commission (Northeast)",1619,0.0092,1 
"13","02800","27736","GA"," "," ","Epworth CDP, GA","Northwest Georgia Regional Commission (Northeast)",480,0.0027,1 
"13","02800","27932","GA"," "," ","Eton city, GA","Northwest Georgia Regional Commission (Northeast)",910,0.0052,1 
"13","02800","28492","GA"," "," ","Fairmount city, GA","Northwest Georgia Regional Commission (Northeast)",720,0.0041,1 
"13","02800","41932","GA"," "," ","Jasper city, GA","Northwest Georgia Regional Commission (Northeast)",3684,0.0209,1 
"13","02800","48428","GA"," "," ","McCaysville city, GA","Northwest Georgia Regional Commission (Northeast)",1056,0.006,1 
"13","02800","51744","GA"," "," ","Mineral Bluff CDP, GA","Northwest Georgia Regional Commission (Northeast)",150,0.0009,0.0422 
"13","02800","52724","GA"," "," ","Morganton city, GA","Northwest Georgia Regional Commission (Northeast)",303,0.0017,1 
"13","02800","54572","GA"," "," ","Nelson city, GA","Northwest Georgia Regional Commission (Northeast)",715,0.0041,0.5441 
"13","02800","61684","GA"," "," ","Plainville city, GA","Northwest Georgia Regional Commission (Northeast)",313,0.0018,0.626 
"13","02800","63560","GA"," "," ","Ranger town, GA","Northwest Georgia Regional Commission (Northeast)",131,0.0007,0.0419 
"13","02800","64736","GA"," "," ","Resaca town, GA","Northwest Georgia Regional Commission (Northeast)",575,0.0033,1 
"13","02800","75272","GA"," "," ","Talking Rock town, GA","Northwest Georgia Regional Commission (Northeast)",64,0.0004,0.2689 
"13","02800","99999","GA"," "," "," ","Northwest Georgia Regional Commission (Northeast)",143599,0.8149,0.0018 
"13","02900","00436","GA"," "," ","Adairsville city, GA","Northwest Georgia Regional Commission (East Central)--Bartow County",4648,0.0464,0.8321 
