year,state,county,frpl40_total,poverty_measure_used,frpl40_total_quality,frpl40_white,frpl40_white_quality,frpl40_black,frpl40_black_quality,frpl40_hispanic,frpl40_hispanic_quality
2018,13,011,1,FRPL,1,1,1,1,1,1,1
2018,13,013,1,FRPL,1,1,1,1,1,1,1
2018,13,015,1,FRPL,1,1,1,1,1,1,1
2018,13,017,1,FRPL,1,1,1,1,1,1,1
2018,13,019,1,FRPL,1,1,1,1,1,1,1
2018,13,021,.99828184,FRPL,1,.99861944,1,.99809366,1,.99915111,1
2018,13,023,1,FRPL,1,1,1,1,1,1,1
2018,13,025,1,FRPL,1,1,1,1,1,1,1
2018,13,027,1,FRPL,1,1,1,1,1,1,1
2018,13,029,.21206145,FRPL,1,.2165664,1,.29690585,1,.082914576,1
2018,13,031,.83698362,FRPL,1,.74557722,1,.9551298,1,.8855263,1
2018,13,033,1,FRPL,1,1,1,1,1,1,1
2018,13,035,1,FRPL,1,1,1,1,1,1,1
2018,13,037,1,FRPL,1,1,1,1,1,1,1
2018,13,039,.93946522,FRPL,1,.9330135,1,.95789993,1,.93454546,1
2018,13,043,1,FRPL,1,1,1,1,1,1,1
2018,13,045,1,FRPL,1,1,1,1,1,1,1
2018,13,047,.60076261,FRPL,1,.58264685,1,.74350649,1,.716129,1
2018,13,049,1,FRPL,1,1,1,1,1,1,1
2018,13,051,.82491422,FRPL,1,.60850424,1,.92387575,1,.87017363,1
2018,13,053,1,FRPL,1,1,1,1,1,1,1
2018,13,055,.98298079,Both,3,.98182958,3,.98031497,3,.99543381,3
2018,13,057,.16628891,FRPL,1,.12370102,1,.1984985,1,.30676857,1
2018,13,059,1,FRPL,1,1,1,1,1,1,1
2018,13,061,1,FRPL,1,1,3,1,1,,
2018,13,063,.9997316,FRPL,1,1,1,.99958533,1,1,1
2018,13,065,1,FRPL,1,1,1,1,1,1,1
2018,13,067,.50818926,FRPL,1,.20952249,1,.71506679,1,.76340425,1
2018,13,069,1,FRPL,1,1,1,1,1,1,1
2018,13,071,1,FRPL,1,1,1,1,1,1,1
2018,13,073,.29266909,FRPL,1,.25555283,1,.35839042,1,.37381917,1
2018,13,075,1,FRPL,1,1,1,1,1,1,1
2018,13,077,.46055767,FRPL,1,.41423029,1,.58793133,1,.49625936,1
2018,13,079,1,FRPL,1,1,1,1,1,1,1
2018,13,081,.72546053,FRPL,1,.68725258,1,.73947024,1,.78155339,1
2018,13,083,1,FRPL,1,1,1,1,2,1,1
2018,13,085,.7799443,FRPL,1,.77448165,1,.80769229,2,.8035714,1
2018,13,087,1,FRPL,1,1,1,1,1,1,1
2018,13,089,.76208603,FRPL,1,.2296274,1,.91387469,1,.78714991,1
2018,13,091,.98404086,FRPL,1,.99368179,1,.97082227,1,.97637796,1
2018,13,093,.99351174,FRPL,1,.98958331,1,.99328107,1,.99519229,1
2018,13,095,1,FRPL,1,1,1,1,1,1,1
2018,13,097,.86013931,FRPL,1,.66076696,1,.92254806,1,.92709738,1
2018,13,099,1,FRPL,1,1,1,1,1,1,1
2018,13,101,1,FRPL,1,1,1,1,2,1,1
2018,13,103,.37557912,FRPL,1,.35148296,1,.4880771,1,.35450819,1
2018,13,105,1,FRPL,1,1,1,1,1,1,1
2018,13,107,1,FRPL,1,1,1,1,1,1,1
2018,13,109,.99527806,FRPL,1,.99116349,1,.9954887,1,1,1
2018,13,111,1,FRPL,1,1,1,1,3,1,1
2018,13,113,.22488062,FRPL,1,.084156901,1,.43027064,1,.32713607,1
2018,13,115,.9993847,FRPL,1,.99913281,1,.99930894,1,1,1
2018,13,117,.019312609,FRPL,1,.013023984,1,.016873449,1,.076607585,1
2018,13,119,1,FRPL,1,1,1,1,1,1,1
2018,13,121,.57122761,FRPL,1,.11458053,1,.85948712,1,.56798059,1
2018,13,123,1,FRPL,1,1,1,1,3,1,1
2018,13,125,1,FRPL,1,1,1,1,1,1,3
2018,13,127,.95515424,FRPL,1,.93218702,1,.98218554,1,.96167451,1
2018,13,129,1,FRPL,1,1,1,1,1,1,1
2018,13,131,1,FRPL,1,1,1,1,1,1,1
2018,13,133,.59477127,FRPL,1,.1923077,1,.90333617,1,.6961326,1
2018,13,135,.64222842,FRPL,1,.40023321,1,.71955025,1,.80961418,1
2018,13,137,1,FRPL,1,1,1,1,1,1,1
2018,13,139,.78139865,FRPL,1,.59190315,1,.90026051,1,.91967368,1
2018,13,141,1,FRPL,1,1,2,1,1,1,3
2018,13,143,.59405941,FRPL,1,.60086942,1,.36893204,1,.68421054,1
2018,13,145,.096549191,FRPL,1,.077058233,1,.18032786,1,.089403972,1
2018,13,147,1,FRPL,1,1,1,1,1,1,1
2018,13,149,1,FRPL,1,1,1,1,1,1,1
2018,13,151,.73792261,FRPL,1,.45078877,1,.86226875,1,.82532346,1
2018,13,153,.64433992,FRPL,1,.53887713,1,.76696992,1,.68604249,1
2018,13,155,1,FRPL,1,1,1,1,1,1,1
2018,13,157,.4101232,FRPL,1,.38408339,1,.46976241,1,.54669839,1
2018,13,159,1,FRPL,1,1,1,1,1,1,1
2018,13,161,1,FRPL,1,1,1,1,1,1,1
2018,13,163,1,FRPL,1,1,1,1,1,1,1
2018,13,165,1,FRPL,1,1,1,1,1,1,1
2018,13,167,1,FRPL,1,1,1,1,1,1,1
2018,13,169,.70797962,FRPL,1,.709369,1,.69649518,1,.7037037,1
2018,13,171,1,FRPL,1,1,1,1,1,1,1
2018,13,173,1,FRPL,1,1,1,1,1,1,1
2018,13,175,1,FRPL,1,1,1,1,1,1,1
2018,13,177,.79181415,FRPL,1,.79795223,1,.7649864,1,.82692307,1
2018,13,179,1,FRPL,1,1,1,1,1,1,1
2018,13,181,1,FRPL,1,1,1,1,1,1,2
2018,13,183,1,FRPL,1,1,1,1,1,1,1
2018,13,185,.71759492,FRPL,1,.54476959,1,.87221414,1,.74348092,1
2018,13,187,1,FRPL,1,1,1,1,1,1,1
2018,13,189,1,FRPL,1,1,1,1,1,1,1
2018,13,191,1,FRPL,1,1,1,1,1,1,1
2018,13,193,1,FRPL,1,1,1,1,1,1,1
2018,13,195,.74737948,FRPL,1,.80771834,1,.44168961,1,.77209944,1
2018,13,197,1,FRPL,1,1,1,1,1,1,1
2018,13,199,1,FRPL,1,1,1,1,1,1,1
2018,13,201,1,FRPL,1,1,1,1,1,1,1
2018,13,205,1,FRPL,1,1,1,1,1,1,1
2018,13,207,.81775814,FRPL,1,.81380302,1,.83234125,1,.78125,1
2018,13,209,1,FRPL,1,1,1,1,1,1,1
2018,13,211,.70009738,FRPL,1,.69218832,1,.70138019,1,.71634614,1
2018,13,213,1,FRPL,1,1,1,1,2,1,1
2018,13,215,.85030538,FRPL,1,.68502718,1,.93221611,1,.87097901,1
2018,13,217,.95023817,FRPL,1,.90866309,1,.96768421,1,.97849464,1
2018,13,219,0,FRPL,1,0,1,0,1,0,1
2018,13,221,1,FRPL,1,1,1,1,1,1,1
2018,13,223,.54916227,FRPL,1,.48472261,1,.66822058,1,.60391116,1
2018,13,225,1,FRPL,1,1,1,1,1,1,1
2018,13,227,1,FRPL,1,1,1,1,1,1,1
2018,13,229,1,FRPL,1,1,1,1,1,1,1
2018,13,231,.21028607,FRPL,1,.20967185,1,.22529644,1,.22222222,1
2018,13,233,1,FRPL,1,1,1,1,1,1,1
2018,13,235,1,FRPL,1,1,1,1,1,1,1
2018,13,237,1,FRPL,1,1,1,1,1,1,1
2018,13,239,1,FRPL,1,1,1,1,1,,
2018,13,241,1,FRPL,1,1,1,1,3,1,1
2018,13,243,1,FRPL,1,1,1,1,1,1,2
2018,13,245,.97498506,Both,3,.90570807,3,.99215943,3,.97046411,3
2018,13,247,.99922562,FRPL,1,.99896747,1,.99902761,1,1,1
2018,13,249,1,FRPL,1,1,1,1,1,1,1
2018,13,251,1,FRPL,1,1,1,1,1,1,1
2018,13,253,1,FRPL,1,1,1,1,1,1,1
2018,13,255,1,FRPL,1,1,1,1,1,1,1
2018,13,257,1,FRPL,1,1,1,1,1,1,1
2018,13,259,1,FRPL,1,1,3,1,1,1,3
2018,13,261,.9962256,FRPL,1,.99845678,1,.9953081,1,.99813086,1
2018,13,263,1,FRPL,1,1,1,1,1,,
2018,13,265,1,FRPL,1,1,2,1,1,1,2
2018,13,267,1,FRPL,1,1,1,1,1,1,1
2018,13,269,.96556568,FRPL,1,.97269183,1,.96226418,1,.85714287,1
2018,13,271,1,FRPL,1,1,1,1,1,1,1
2018,13,273,.99223602,FRPL,1,.97014928,1,.99323756,1,1,2
2018,13,275,.90388805,FRPL,1,.85877317,1,.9473542,1,.95010847,1
2018,13,277,1,FRPL,1,1,1,1,1,1,1
2018,13,279,1,FRPL,1,1,1,1,1,1,1
2018,13,281,.68907565,FRPL,1,.6863426,1,.85714287,3,.82352942,1
2018,13,283,1,FRPL,1,1,1,1,1,1,2
2018,13,285,1,FRPL,1,1,1,1,1,1,1
2018,13,287,1,FRPL,1,1,1,1,1,1,1
2018,13,289,1,FRPL,1,1,1,1,1,1,3
2018,13,291,1,FRPL,1,1,1,1,3,1,1
2018,13,293,1,FRPL,1,1,1,1,1,1,1
2018,13,295,.84007204,FRPL,1,.82591605,1,.99128538,1,.86627907,1
2018,13,297,.41606715,FRPL,1,.34439629,1,.61827356,1,.3758117,1
2018,13,299,.99853945,FRPL,1,.99903131,1,.99735099,1,1,1
2018,13,301,1,FRPL,1,1,1,1,1,1,3
2018,13,303,1,FRPL,1,1,1,1,1,1,1
2018,13,305,1,FRPL,1,1,1,1,1,1,1
2018,13,307,1,FRPL,1,1,1,1,1,1,2
2018,13,309,1,FRPL,1,1,1,1,1,1,1
2018,13,311,1,FRPL,1,1,1,1,1,1,1
2018,13,313,.99990427,FRPL,1,.99987787,1,1,1,.99991041,1
2018,13,315,1,FRPL,1,1,1,1,1,1,1
2018,13,317,.99731183,FRPL,1,1,1,.99477124,1,1,1
2018,13,319,1,FRPL,1,1,1,1,1,1,1
2018,13,321,1,FRPL,1,1,1,1,1,1,1
2018,15,001,.97678792,FRPL,1,.9703154,1,.97247708,1,.97939777,1
2018,15,003,.53923118,FRPL,1,.29463691,1,.40723982,1,.53463328,1
2018,15,005,,,,,,,,,
2018,15,007,.69482481,FRPL,1,.50378007,1,.64285713,2,.782754,1
2018,15,009,.69086313,FRPL,1,.56924611,1,.5925926,1,.76335204,1
2018,16,001,.18731587,Both,3,.16104993,3,.38937148,3,.31999114,3
2018,16,003,.63242006,FRPL,1,.65482235,1,0,3,.32142857,2
2018,16,005,.54908156,Both,3,.51834941,3,.47826087,3,.68091697,3
2018,16,007,.6457473,Both,3,.6434176,3,.66666669,3,.68421054,3
2018,16,009,.79639518,FRPL,1,.71776652,1,.66666669,3,.88333333,1
2018,16,011,.54782933,FRPL,1,.50245327,1,.47058824,1,.65435946,1
2018,16,013,.11490075,FRPL,1,.056431115,1,.25,3,.1974307,1
2018,16,015,.13309777,FRPL,1,.13212435,1,0,3,.11764706,1
2018,16,017,.39383227,FRPL,1,.39565504,1,.375,3,.40416667,1
2018,16,019,.32772648,FRPL,1,.29308513,1,.30303031,1,.4800446,1
2018,16,021,1,FRPL,1,1,1,1,3,1,1
2018,16,023,1,FRPL,1,1,1,1,3,1,2
2018,16,025,0,FRPL,1,0,1,,,0,3
2018,16,027,.71643478,Both,3,.63421851,3,.68127489,3,.84485286,3
2018,16,029,.37097833,FRPL,1,.36838391,1,0,3,.47058824,1
2018,16,031,.5592519,FRPL,1,.51354402,1,.52173913,2,.64195585,1
2018,16,033,1,FRPL,1,1,1,,,1,1
2018,16,035,.97920793,FRPL,1,.97952586,1,1,3,1,3
2018,16,037,.30531731,FRPL,1,.31343284,1,,,.23333333,1
2018,16,039,.62489843,FRPL,1,.61151963,1,.46601942,1,.69372386,1
2018,16,041,.68367344,FRPL,1,.68745786,1,.63636363,3,.66431093,1
2018,16,043,.78966135,FRPL,1,.77226609,1,.5,3,.87185931,1
2018,16,045,.71396309,FRPL,1,.70580173,1,.71428573,3,.74114442,1
2018,16,047,1,FRPL,1,1,1,1,2,1,1
2018,16,049,.26597583,FRPL,1,.25128534,1,0,3,.35106382,1
2018,16,051,.22310169,FRPL,1,.20603964,1,.15789473,2,.34931508,1
2018,16,053,1,Both,3,1,3,1,3,1,3
2018,16,055,.27720407,FRPL,1,.27432635,1,.40000001,1,.30838531,1
2018,16,057,.097865142,FRPL,1,.098384373,1,.125,1,.10606061,1
2018,16,059,.41527915,FRPL,1,.42234042,1,.2,3,.39024389,1
2018,16,061,1,FRPL,1,1,1,,,1,1
2018,16,063,1,FRPL,1,1,1,1,3,1,1
2018,16,065,.31534377,FRPL,1,.31092036,1,.27586207,1,.37525356,1
2018,16,067,.9793182,Both,3,.98555303,3,.77777779,3,.97321427,3
2018,16,069,.1948244,FRPL,1,.21161923,1,.081081077,1,.19650654,1
2018,16,071,.16720779,FRPL,1,.16960353,1,0,2,.15178572,1
2018,16,073,.99457204,FRPL,1,.9911384,1,1,3,1,1
2018,16,075,.68382686,Both,3,.6655727,3,.57894737,3,.72586209,3
2018,16,077,.98980206,FRPL,1,.98275864,1,1,3,.99864864,1
2018,16,079,.74549818,FRPL,1,.75098556,1,.92307693,3,.6785714,1
2018,16,081,.22367704,FRPL,1,.19692059,1,1,3,.2857143,1
2018,16,083,.49415469,FRPL,1,.42543572,1,.75767916,1,.69030178,1
2018,16,085,0,FRPL,1,0,1,0,3,0,1
2018,16,087,.91929448,Both,3,.89349115,3,.5,3,.99567097,3
2018,17,001,.82052666,FRPL,1,.80530745,1,.91519433,1,.88582677,1
2018,17,003,1,FRPL,1,1,1,1,1,1,3
2018,17,005,.75840431,FRPL,1,.75565612,1,.75,1,.83333331,1
2018,17,007,.70801389,FRPL,1,.66754818,1,.67973858,1,.77304548,1
2018,17,009,.71650213,FRPL,1,.71575844,1,.85714287,3,.76923078,3
2018,17,011,.77196115,FRPL,1,.73728383,1,.80000001,1,.93626881,1
2018,17,013,.074750833,FRPL,1,.069204152,1,.5,3,.42857143,3
2018,17,015,.70757788,FRPL,1,.68981725,1,1,3,.87769783,1
2018,17,017,1,FRPL,1,1,1,1,1,1,1
2018,17,019,.64945424,FRPL,1,.4330855,1,.9334327,1,.89925766,1
2018,17,021,.86508417,FRPL,1,.86151856,1,1,1,.91780823,1
2018,17,023,.42594013,FRPL,1,.42748091,1,.21428572,3,.41025642,1
2018,17,025,1,FRPL,1,1,1,1,3,1,1
2018,17,027,.22110926,FRPL,1,.21083966,1,.74390244,1,.11522634,1
2018,17,029,.87326312,FRPL,1,.8716625,1,.88028169,1,.87265915,1
2018,17,031,.6945799,FRPL,1,.3266874,1,.89421558,1,.85631996,1
2018,17,033,.83785689,FRPL,1,.84326959,1,.79166669,2,.69090909,1
2018,17,035,0,FRPL,1,0,1,0,3,0,3
2018,17,037,.49763119,FRPL,1,.3749429,1,.89801157,1,.68226993,1
2018,17,039,1,FRPL,1,1,1,1,2,1,1
2018,17,041,.63786829,FRPL,1,.59692669,1,.55172414,2,.93129772,1
2018,17,043,.22824626,FRPL,1,.12815079,1,.30309805,1,.48269597,1
2018,17,045,.80282164,FRPL,1,.80486089,1,.81818181,3,.625,2
2018,17,047,.16629465,FRPL,1,.16976744,1,0,3,0,3
2018,17,049,.5062992,FRPL,1,.49496645,1,.68000001,1,.66379309,1
2018,17,051,1,FRPL,1,1,1,1,3,1,1
2018,17,053,.48815891,FRPL,1,.48193794,1,.70833331,2,.56153846,1
2018,17,055,.99983639,FRPL,1,1,1,.97142857,1,1,1
2018,17,057,.93127573,FRPL,1,.93006533,1,.96296299,1,.875,1
2018,17,059,1,FRPL,1,1,1,1,3,1,3
2018,17,061,.92988133,FRPL,1,.92813027,1,1,3,1,2
2018,17,063,.11741873,FRPL,1,.11658058,1,.056047197,1,.13934022,1
2018,17,065,1,FRPL,1,1,1,1,3,1,2
2018,17,067,.7389937,FRPL,1,.73659074,1,.90909094,3,.83333331,1
2018,17,069,1,FRPL,1,1,1,,,1,3
2018,17,071,.97712833,FRPL,1,.97945207,1,1,3,.83333331,2
2018,17,073,.4601227,FRPL,1,.4196012,1,.87234044,1,.72000003,1
2018,17,075,.72677201,FRPL,1,.71092391,1,.79487181,1,.81867146,1
2018,17,077,.94951236,FRPL,1,.93732721,1,.97942388,1,.97340423,1
2018,17,079,.55572522,FRPL,1,.55485398,1,.66666669,3,.52380955,2
2018,17,081,.91526282,FRPL,1,.8952834,1,.99088144,1,.97183096,1
2018,17,083,.61508703,FRPL,1,.60452676,1,.90909094,1,.60465115,1
2018,17,085,.21413341,FRPL,1,.21499148,1,.15384616,2,.14659686,1
2018,17,087,.90324384,FRPL,1,.90076786,1,1,3,.82608694,2
2018,17,089,.49020264,FRPL,1,.15192784,1,.74986255,1,.81333268,1
2018,17,091,.71401602,FRPL,1,.55954921,1,.96798444,1,.90422446,1
2018,17,093,.12147252,FRPL,1,.079669692,1,.13409962,1,.23263371,1
2018,17,095,.95884591,FRPL,1,.94544709,1,.99702382,1,.99213839,1
2018,17,097,.31791824,FRPL,1,.090620659,1,.68871683,1,.63189489,1
2018,17,099,.65392083,FRPL,1,.61301816,1,.80917877,1,.77926302,1
2018,17,101,1,FRPL,1,1,1,1,3,1,1
2018,17,103,.71086335,FRPL,1,.70739192,1,.59493673,1,.75095785,1
2018,17,105,.60162032,FRPL,1,.58806646,1,.60550457,1,.70801032,1
2018,17,107,.7620253,FRPL,1,.75685787,1,.86206895,1,.80327868,1
2018,17,109,.81612617,FRPL,1,.8247571,1,.77669901,1,.67889911,1
2018,17,111,.23459479,FRPL,1,.18312635,1,.29187563,1,.40782785,1
2018,17,113,.34551349,FRPL,1,.27397901,1,.621077,1,.5540207,1
2018,17,115,.63771027,FRPL,1,.45605028,1,.95896131,1,.80434781,1
2018,17,117,.80017155,FRPL,1,.79861742,1,.73913044,1,.82926828,1
2018,17,119,.59044325,FRPL,1,.52020109,1,.85778046,1,.82515335,1
2018,17,121,.97822368,FRPL,1,.9748553,1,1,1,1,1
2018,17,123,.89291507,FRPL,1,.89204544,1,1,3,.86363637,1
2018,17,125,.73503184,FRPL,1,.73188084,1,1,3,.88,2
2018,17,127,.86975336,FRPL,1,.85871273,1,.93162394,1,.89473683,1
2018,17,129,.22790948,FRPL,1,.22835991,1,.19047619,2,.07692308,3
2018,17,131,.18658893,FRPL,1,.19145569,1,.125,3,.12698413,1
2018,17,133,.015900718,FRPL,1,.014799589,1,.16666667,2,.038834952,1
2018,17,135,.85686791,FRPL,1,.85867071,1,.75862068,2,.81999999,1
2018,17,137,.77884614,FRPL,1,.73651773,1,.98425198,1,.94148934,1
2018,17,139,.82086033,FRPL,1,.82068968,1,.81818181,3,.82758623,2
2018,17,141,.19601557,FRPL,1,.21754807,1,.16513762,1,.097812101,1
2018,17,143,.5669269,FRPL,1,.36498767,1,.90180695,1,.76138067,1
2018,17,145,.77482718,FRPL,1,.75350368,1,.93406594,1,1,1
2018,17,147,.29718623,FRPL,1,.29451364,1,.23255815,1,.40425533,1
2018,17,149,.86604613,FRPL,1,.86647254,1,.84615386,3,.87096775,1
2018,17,151,1,FRPL,1,1,1,1,3,1,3
2018,17,153,1,FRPL,1,1,1,1,1,1,3
2018,17,155,.1852286,FRPL,1,.17379311,1,0,3,.25225225,1
2018,17,157,.68848813,FRPL,1,.66287017,1,.93362832,1,.81203008,1
2018,17,159,1,FRPL,1,1,1,1,2,1,1
2018,17,161,.81598371,FRPL,1,.70378542,1,.96878308,1,.94867092,1
2018,17,163,.64996135,FRPL,1,.46212819,1,.88882285,1,.6397059,1
2018,17,165,1,FRPL,1,1,1,1,1,1,1
2018,17,167,.44797599,FRPL,1,.32410905,1,.80569488,1,.46936274,1
2018,17,169,.80195123,FRPL,1,.80835116,1,.76923078,1,.66666669,3
2018,17,171,.76962024,FRPL,1,.77012986,1,,,.625,3
2018,17,173,.74262351,FRPL,1,.74215001,1,.375,2,.93333334,1
2018,17,175,.56264776,FRPL,1,.56321841,1,.60000002,3,.44999999,2
2018,17,177,.65025866,FRPL,1,.50372148,1,.97473276,1,.84629631,1
2018,17,179,.51570642,FRPL,1,.50967211,1,.54607511,1,.55538923,1
2018,17,181,.90362269,FRPL,1,.91101527,1,.95652175,1,.84230769,1
2018,17,183,.82389331,FRPL,1,.76853794,1,.95991981,1,.85349613,1
2018,17,185,1,FRPL,1,1,1,1,3,1,3
2018,17,187,.72809666,FRPL,1,.65361929,1,.94117647,1,.91929132,1
2018,17,189,.17694806,FRPL,1,.16918604,1,.66666669,2,.14285715,1
2018,17,191,.77448559,FRPL,1,.77084225,1,.92682928,1,.80000001,2
2018,17,193,.85472715,FRPL,1,.85340315,1,1,3,1,2
2018,17,195,.73702306,FRPL,1,.66768336,1,.91558444,1,.94366956,1
2018,17,197,.38525024,FRPL,1,.186562,1,.71309012,1,.65403134,1
2018,17,199,.82352376,FRPL,1,.81869268,1,.93045115,1,.76632303,1
2018,17,201,.73864466,FRPL,1,.57483846,1,.92426264,1,.88835204,1
2018,17,203,.095122688,FRPL,1,.093188189,1,.11594203,1,.056994818,1
2018,18,001,.45822728,FRPL,1,.43822971,1,.60759491,1,.57368422,1
2018,18,003,.63854283,FRPL,1,.46291101,1,.91512364,1,.8637951,1
2018,18,005,.54379475,FRPL,1,.53767663,1,.54873645,1,.63978493,1
2018,18,007,.82071716,FRPL,1,.81128407,1,.70588237,2,.88535035,1
2018,18,009,1,FRPL,1,1,1,1,3,1,1
2018,18,011,.073425449,FRPL,1,.072978303,1,.058295965,1,.1169687,1
2018,18,013,1,FRPL,1,1,1,1,3,1,1
2018,18,015,.79374748,FRPL,1,.78310502,1,.85000002,2,.90052354,1
2018,18,017,.93509758,FRPL,1,.90602583,1,.969697,1,.9843291,1
2018,18,019,.66680253,FRPL,1,.59189898,1,.90623182,1,.79735684,1
2018,18,021,.84819508,FRPL,1,.84494555,1,1,2,.92708331,1
2018,18,023,.78038782,FRPL,1,.69983983,1,.78723407,1,.97592384,1
2018,18,025,1,FRPL,1,1,1,1,3,1,2
2018,18,027,.76480615,FRPL,1,.72079623,1,.9818182,1,.97096777,1
2018,18,029,.42134398,FRPL,1,.42149442,1,.57446808,1,.3602941,1
2018,18,031,.87597466,FRPL,1,.8723349,1,1,3,.95161289,1
2018,18,033,.76005667,FRPL,1,.75965667,1,.80000001,1,.73390555,1
2018,18,035,.60416538,FRPL,1,.56517547,1,.85753995,1,.71839082,1
2018,18,037,.33687299,FRPL,1,.27077979,1,.5,2,.67776775,1
2018,18,039,.71832579,FRPL,1,.5672102,1,.94628102,1,.91782933,1
2018,18,041,1,FRPL,1,1,1,1,1,1,1
2018,18,043,.47045791,FRPL,1,.38678545,1,.8915779,1,.72321427,1
2018,18,045,.74224436,FRPL,1,.74192196,1,.60000002,3,.78145695,1
2018,18,047,.3583931,FRPL,1,.36867326,1,.2,3,.095238097,1
2018,18,049,1,FRPL,1,1,1,1,3,1,1
2018,18,051,.58528632,FRPL,1,.56397998,1,.92771083,1,.66666669,1
2018,18,053,.84528995,Both,3,.81245077,3,.9763695,3,.877707,3
2018,18,055,.84457421,FRPL,1,.84472841,1,.88235295,2,.8581081,1
2018,18,057,.11948177,Both,3,.10919841,3,.25832129,3,.20911293,3
2018,18,059,.092377402,Both,3,.095414199,3,.021563342,3,.056367431,3
2018,18,061,.74214357,FRPL,1,.73515737,1,.92000002,2,.82424241,1
2018,18,063,.028618978,Both,3,.023744332,3,.040874865,3,.04604242,3
2018,18,065,.84470987,FRPL,1,.84203213,1,.92000002,1,.90909094,1
2018,18,067,.63089323,FRPL,1,.5629428,1,.89243579,1,.75609756,1
2018,18,069,.63382757,FRPL,1,.6301688,1,.69565219,2,.63235295,1
2018,18,071,.90251172,FRPL,1,.87293887,1,.94545454,1,.9901768,1
2018,18,073,.79915106,FRPL,1,.79745138,1,.5714286,2,.81707317,1
2018,18,075,1,FRPL,1,1,1,1,3,1,1
2018,18,077,.92646372,Both,3,.92593563,3,.90909094,3,.94472361,3
2018,18,079,1,FRPL,1,1,1,1,2,1,1
2018,18,081,.40573004,Both,3,.38636869,3,.54029852,3,.49704918,3
2018,18,083,.76535785,FRPL,1,.75306374,1,.94285715,1,.92045456,1
2018,18,085,.78516561,FRPL,1,.77475983,1,.78064513,1,.84323514,1
2018,18,087,.50714153,FRPL,1,.46771121,1,.64285713,2,.84033614,1
2018,18,089,.62751114,Both,3,.31534183,3,.94004142,3,.74593961,3
2018,18,091,.75969464,Both,3,.69451559,3,.97260273,3,.83412826,3
2018,18,093,1,FRPL,1,1,1,1,2,1,1
2018,18,095,.68933362,FRPL,1,.61967212,1,.94462365,1,.91571343,1
2018,18,097,.93347782,Both,3,.86509931,3,.97432917,3,.97175473,3
2018,18,099,.93683296,FRPL,1,.93994188,1,.89130437,1,.92183465,1
2018,18,101,.80527383,FRPL,1,.80527818,1,1,3,.82608694,2
2018,18,103,.92077595,FRPL,1,.9148311,1,.96363634,1,.94265234,1
2018,18,105,.33487409,Both,3,.32773328,3,.47040498,3,.41393444,3
2018,18,107,.63187885,FRPL,1,.59661466,1,.91549295,1,.87933886,1
2018,18,109,.69948328,FRPL,1,.69941002,1,.69047618,1,.68281937,1
2018,18,111,1,FRPL,1,1,1,1,3,1,1
2018,18,113,.69162136,FRPL,1,.63175982,1,.52941179,1,.92739725,1
2018,18,115,.67879546,FRPL,1,.6796875,1,0,3,.55555558,3
2018,18,117,1,FRPL,1,1,1,1,1,1,1
2018,18,119,1,FRPL,1,1,1,1,2,1,1
2018,18,121,1,FRPL,1,1,1,1,3,1,1
2018,18,123,1,FRPL,1,1,1,1,3,1,1
2018,18,125,.45944476,FRPL,1,.45778289,1,.14285715,3,.5,1
2018,18,127,.4070774,FRPL,1,.33549321,1,.78182906,1,.56298023,1
2018,18,129,.22502904,FRPL,1,.21471424,1,.47499999,1,.375,1
2018,18,131,.81077003,FRPL,1,.81201762,1,.80000001,3,.8019802,1
2018,18,133,.69502902,FRPL,1,.6963594,1,.63636363,1,.616,1
2018,18,135,1,FRPL,1,1,1,1,1,1,1
2018,18,137,.77780342,FRPL,1,.78778368,1,.8888889,3,.47619048,1
2018,18,139,1,FRPL,1,1,1,1,2,1,1
2018,18,141,.72828287,Both,3,.61732072,3,.91964614,3,.87644154,3
2018,18,143,1,FRPL,1,1,1,1,2,1,1
2018,18,145,.67771882,FRPL,1,.64651674,1,.73214287,1,.89042997,1
2018,18,147,.45601219,FRPL,1,.44433299,1,.65217394,2,.53551912,1
2018,18,149,1,FRPL,1,1,1,1,3,1,1
2018,18,151,.56696069,FRPL,1,.56297654,1,.5,3,.60264903,1
2018,18,153,1,FRPL,1,1,1,1,3,1,1
2018,18,155,1,FRPL,1,1,1,1,3,1,1
2018,18,157,.48944291,FRPL,1,.41083476,1,.75922251,1,.67873305,1
2018,18,159,.60965103,FRPL,1,.60181212,1,1,3,.63157892,1
2018,18,161,1,FRPL,1,1,1,1,3,1,2
2018,18,163,.71174163,FRPL,1,.6443845,1,.92610252,1,.87235999,1
2018,18,165,1,FRPL,1,1,1,1,3,1,1
2018,18,167,.7474528,FRPL,1,.75102043,1,.77461141,1,.78014183,1
2018,18,169,.92395794,FRPL,1,.92244393,1,.97297299,1,.93689322,1
2018,18,171,.56548071,FRPL,1,.56639999,1,.75,3,.47619048,1
2018,18,173,.38127318,FRPL,1,.39173996,1,.2682927,1,.36000001,1
2018,18,175,.89113003,FRPL,1,.89177376,1,.85714287,2,.86315787,1
2018,18,177,.79392123,FRPL,1,.75944602,1,.97556007,1,.94339621,1
2018,18,179,.41853482,FRPL,1,.41290465,1,.65384614,1,.53424656,1
2018,18,181,.77872533,FRPL,1,.73942471,1,.875,2,.94586897,1
2018,18,183,.11188446,FRPL,1,.11276636,1,.125,1,.125,1
