year,state,place,index_air_hazard,index_air_hazard_quality
2019,12,57425,48,1
2019,12,58050,65,1
2019,12,58715,60,1
2019,12,63000,51,1
2019,12,69700,48,1
2019,12,70600,19,1
2019,12,71000,20,1
2019,12,76600,62,1
2019,13,03440,18,1
2019,13,04000,5,1
2019,13,04204,18,1
2019,13,19000,6,1
2019,13,42425,10,1
2019,13,67284,8,1
2019,13,68516,6,1
2019,13,69000,26,1
2019,13,80508,10,1
2019,15,71550,96,1
2019,16,08830,55,1
2019,16,52120,48,1
2019,16,56260,61,1
2019,17,02154,32,1
2019,17,03012,48,1
2019,17,06613,70,1
2019,17,12385,57,1
2019,17,14000,11,1
2019,17,14351,2,1
2019,17,23074,43,1
2019,17,24582,34,1
2019,17,38570,53,1
2019,17,51622,37,1
2019,17,59000,59,1
2019,17,65000,63,1
2019,17,68003,31,1
2019,17,72000,62,1
2019,17,79293,47,1
2019,18,05860,55,1
2019,18,10342,55,1
2019,18,22000,26,1
2019,18,23278,55,1
2019,18,25000,62,1
2019,18,31000,39,1
2019,18,36003,48,1
2019,18,71000,71,1
2019,19,12000,57,1
2019,19,19000,69,1
2019,19,21000,58,1
2019,19,73335,73,1
2019,20,36000,43,1
2019,20,38900,55,1
2019,20,52575,55,1
2019,20,53775,50,1
2019,20,71000,55,1
2019,20,79000,30,1
2019,21,46027,39,1
2019,21,48006,29,1
2019,22,05000,4,1
2019,22,40735,37,1
2019,22,41155,20,1
2019,22,55000,15,1
2019,22,70000,9,1
2019,24,04000,26,1
2019,24,30325,39,1
2019,25,07000,35,1
2019,25,09000,73,1
2019,25,11000,26,1
2019,25,23000,71,1
2019,25,34550,60,1
2019,25,37000,55,1
2019,25,37490,53,1
2019,25,45000,71,1
2019,25,45560,55,1
2019,25,55745,55,1
2019,25,62535,33,1
2019,25,67000,46,1
2019,25,82000,73,1
2019,26,03000,73,1
2019,26,21000,61,1
2019,26,22000,58,1
2019,26,27440,72,1
2019,26,29000,73,1
2019,26,34000,68,1
2019,26,46000,73,1
2019,26,49000,63,1
2019,26,69035,73,1
2019,26,74900,58,1
2019,26,76460,65,1
2019,26,80700,66,1
2019,26,84000,59,1
2019,26,86000,70,1
2019,26,88940,71,1
2019,27,06616,33,1
2019,27,07966,24,1
2019,27,17000,67,1
2019,27,43000,10,1
2019,27,51730,39,1
2019,27,54880,68,1
2019,27,58000,12,1
2019,27,71428,35,1
2019,28,36000,18,1
2019,29,15670,51,1
2019,29,35000,43,1
2019,29,38000,41,1
2019,29,41348,57,1
2019,29,54074,28,1
2019,29,65000,17,1
2019,29,70000,31,1
2019,30,06550,74,1
2019,31,28000,59,1
2019,31,37000,58,1
2019,32,31900,35,1
2019,32,40000,40,1
2019,32,51800,38,1
2019,32,60600,24,1
2019,32,68400,22,1
2019,33,45140,68,1
2019,33,50260,55,1
2019,34,13690,17,1
2019,34,21000,4,1
2019,34,36000,14,1
2019,34,51000,14,1
2019,34,57000,17,1
2019,34,74000,37,1
2019,35,02000,50,1
2019,35,39380,58,1
2019,35,63460,66,1
2019,35,70500,80,1
2019,36,01000,67,1
2019,36,11000,76,1
2019,36,50617,16,1
2019,36,51000,12,1
2019,36,63000,70,1
2019,36,73000,67,1
2019,36,84000,19,1
2019,37,02140,43,1
2019,37,10740,23,1
2019,37,12000,14,1
2019,37,14100,23,1
2019,37,19000,24,1
2019,37,22920,32,1
2019,37,25580,16,1
2019,37,28000,24,1
2019,37,28080,53,1
2019,37,31400,21,1
2019,37,55000,25,1
2019,37,74440,34,1
2019,37,75000,30,1
2019,38,25700,62,1
2019,39,01000,52,1
2019,39,15000,25,1
2019,39,16000,45,1
2019,39,18000,55,1
2019,39,21000,46,1
2019,39,61000,64,1
2019,39,77000,68,1
2019,40,09050,39,1
2019,40,23200,44,1
2019,40,41850,70,1
2019,40,52500,44,1
2019,40,55000,42,1
2019,40,75000,29,1
2019,41,05350,12,1
2019,41,05800,58,1
2019,41,23850,14,1
2019,41,31250,8,1
2019,41,34100,20,1
2019,41,47000,20,1
2019,41,59000,5,1
2019,41,64900,14,1
2019,42,02000,33,1
2019,42,06088,32,1
2019,42,24000,60,1
2019,42,60000,15,1
2019,42,61000,28,1
2019,42,63624,18,1
2019,42,69000,73,1
2019,44,19180,63,1
2019,44,54640,55,1
2019,44,59000,54,1
2019,44,74300,66,1
2019,45,13330,19,1
2019,45,16000,17,1
2019,45,48535,29,1
2019,45,50875,7,1
2019,46,59020,72,1
2019,47,14000,12,1
2019,47,15160,34,1
2019,47,27740,24,1
2019,47,40000,17,1
2019,47,48000,18,1
2019,47,51560,23,1
2019,47,52006,21,1
2019,48,01000,84,1
2019,48,01924,44,1
2019,48,03000,88,1
2019,48,04000,36,1
2019,48,05000,58,1
2019,48,06128,9,1
2019,48,07000,2,1
2019,48,10768,86,1
2019,48,10912,58,1
2019,48,13024,41,1
2019,48,13552,57,1
2019,48,15976,57,1
2019,48,16432,16,1
2019,48,17000,59,1
2019,48,19000,38,1
2019,48,19972,34,1
2019,48,22660,85,1
2019,48,24000,37,1
2019,48,26232,26,1
2019,48,27000,39,1
2019,48,27684,44,1
2019,48,29000,38,1
2019,48,30464,29,1
2019,48,35000,16,1
2019,48,37000,30,1
2019,48,39148,60,1
2019,48,41464,41,1
2019,48,41980,19,1
2019,48,42508,35,1
2019,48,43888,4,1
2019,48,45000,86,1
2019,48,45384,79,1
2019,48,45744,46,1
2019,48,47892,44,1
2019,48,48072,65,1
2019,48,48768,84,1
2019,48,50820,69,1
2019,48,53388,83,1
2019,48,56000,1,1
2019,48,56348,18,1
2019,48,57200,84,1
2019,48,58016,41,1
2019,48,61796,35,1
2019,48,63500,60,1
2019,48,64472,80,1
2019,48,65000,55,1
2019,48,70808,35,1
2019,48,72176,61,1
2019,48,74144,37,1
2019,48,76000,47,1
2019,48,79000,59,1
2019,49,43660,62,1
2019,49,44320,61,1
2019,49,55980,71,1
2019,49,57300,87,1
2019,49,62470,79,1
2019,49,65330,76,1
2019,49,67000,37,1
2019,49,67440,56,1
2019,49,70850,24,1
2019,49,82950,11,1
2019,49,83470,9,1
2019,51,01000,20,1
2019,51,16000,41,1
2019,51,35000,48,1
2019,51,47672,35,1
2019,51,56000,39,1
2019,51,57000,33,1
2019,51,64000,42,1
2019,51,67000,8,1
2019,51,68000,40,1
2019,51,76432,43,1
2019,51,82000,38,1
2019,53,03180,7,1
2019,53,05210,9,1
2019,53,05280,55,1
2019,53,22640,15,1
2019,53,23515,5,1
2019,53,35275,61,1
2019,53,35415,8,1
2019,53,35940,8,1
2019,53,53545,52,1
2019,53,57745,8,1
2019,53,63000,3,1
2019,53,67000,21,1
2019,53,67167,43,1
2019,53,70000,11,1
2019,53,74060,16,1
2019,53,80010,51,1
2019,55,02375,71,1
2019,55,31000,70,1
2019,55,39225,69,1
2019,55,48000,73,1
2019,55,53000,58,1
2019,55,66000,69,1
