year,state,place,subgroup_type,subgroup,poverty_exposure,poverty_exposure_quality
2020,06,56700,race-ethnicity,Black,0,3
2020,06,56700,race-ethnicity,Hispanic,0,2
2020,06,56700,race-ethnicity,Other Races and Ethnicities,0,2
2020,06,56700,race-ethnicity,"White, Non-Hispanic",0,2
2020,06,57456,all,All,0,1
2020,06,57456,race-ethnicity,Black,0,2
2020,06,57456,race-ethnicity,Hispanic,0,2
2020,06,57456,race-ethnicity,Other Races and Ethnicities,0,2
2020,06,57456,race-ethnicity,"White, Non-Hispanic",0,2
2020,06,57792,all,All,0,2
2020,06,57792,race-ethnicity,Black,0,3
2020,06,57792,race-ethnicity,Hispanic,0,3
2020,06,57792,race-ethnicity,Other Races and Ethnicities,0,2
2020,06,57792,race-ethnicity,"White, Non-Hispanic",0,2
2020,06,58072,all,All,0.09646942984291741,1
2020,06,58072,race-ethnicity,Black,0.12617018153028012,2
2020,06,58072,race-ethnicity,Hispanic,0.11669439297588334,1
2020,06,58072,race-ethnicity,Other Races and Ethnicities,0.05906921060552121,1
2020,06,58072,race-ethnicity,"White, Non-Hispanic",0.037660948719074966,1
2020,06,59444,all,All,0,1
2020,06,59444,race-ethnicity,Black,0,2
2020,06,59444,race-ethnicity,Hispanic,0,2
2020,06,59444,race-ethnicity,Other Races and Ethnicities,0,2
2020,06,59444,race-ethnicity,"White, Non-Hispanic",0,1
2020,06,59451,all,All,0,1
2020,06,59451,race-ethnicity,Black,0,2
2020,06,59451,race-ethnicity,Hispanic,0,1
2020,06,59451,race-ethnicity,Other Races and Ethnicities,0,1
2020,06,59451,race-ethnicity,"White, Non-Hispanic",0,1
2020,06,59920,all,All,0,1
2020,06,59920,race-ethnicity,Black,0,3
2020,06,59920,race-ethnicity,Hispanic,0,2
2020,06,59920,race-ethnicity,Other Races and Ethnicities,0,2
2020,06,59920,race-ethnicity,"White, Non-Hispanic",0,1
2020,06,60102,all,All,0,1
2020,06,60102,race-ethnicity,Black,0,3
2020,06,60102,race-ethnicity,Hispanic,0,2
2020,06,60102,race-ethnicity,Other Races and Ethnicities,0,2
2020,06,60102,race-ethnicity,"White, Non-Hispanic",0,2
2020,06,60466,all,All,0,1
2020,06,60466,race-ethnicity,Black,0,2
2020,06,60466,race-ethnicity,Hispanic,0,1
2020,06,60466,race-ethnicity,Other Races and Ethnicities,0,2
2020,06,60466,race-ethnicity,"White, Non-Hispanic",0,2
2020,06,60620,all,All,0,1
2020,06,60620,race-ethnicity,Black,0,2
2020,06,60620,race-ethnicity,Hispanic,0,1
2020,06,60620,race-ethnicity,Other Races and Ethnicities,0,1
2020,06,60620,race-ethnicity,"White, Non-Hispanic",0,2
2020,06,62000,all,All,1.5763520541025886e-4,1
2020,06,62000,race-ethnicity,Black,0,2
2020,06,62000,race-ethnicity,Hispanic,2.6727562150324143e-4,1
2020,06,62000,race-ethnicity,Other Races and Ethnicities,0,1
2020,06,62000,race-ethnicity,"White, Non-Hispanic",0,1
2020,06,62938,all,All,0,1
2020,06,62938,race-ethnicity,Black,0,3
2020,06,62938,race-ethnicity,Hispanic,0,2
2020,06,62938,race-ethnicity,Other Races and Ethnicities,0,2
2020,06,62938,race-ethnicity,"White, Non-Hispanic",0,1
2020,06,64000,all,All,0.0760818510668788,1
2020,06,64000,race-ethnicity,Black,0.1487570301480554,1
2020,06,64000,race-ethnicity,Hispanic,0.0760206007858858,1
2020,06,64000,race-ethnicity,Other Races and Ethnicities,0.06568262520163783,1
2020,06,64000,race-ethnicity,"White, Non-Hispanic",0.043360065561339235,1
2020,06,64224,all,All,0,1
2020,06,64224,race-ethnicity,Black,0,3
2020,06,64224,race-ethnicity,Hispanic,0,1
2020,06,64224,race-ethnicity,Other Races and Ethnicities,0,1
2020,06,64224,race-ethnicity,"White, Non-Hispanic",0,2
2020,06,65000,all,All,0.018986055749197817,1
2020,06,65000,race-ethnicity,Black,0.013457196499495266,1
2020,06,65000,race-ethnicity,Hispanic,0.018841999115342865,1
2020,06,65000,race-ethnicity,Other Races and Ethnicities,0.024333939197487855,1
2020,06,65000,race-ethnicity,"White, Non-Hispanic",0.018544191473453323,1
2020,06,65042,all,All,0,1
2020,06,65042,race-ethnicity,Black,0,3
2020,06,65042,race-ethnicity,Hispanic,0,2
2020,06,65042,race-ethnicity,Other Races and Ethnicities,0,2
2020,06,65042,race-ethnicity,"White, Non-Hispanic",0,1
2020,06,66000,all,All,0.03838504762077066,1
2020,06,66000,race-ethnicity,Black,0.036655097204206025,1
2020,06,66000,race-ethnicity,Hispanic,0.014657829557911005,1
2020,06,66000,race-ethnicity,Other Races and Ethnicities,0.018276786386610358,1
2020,06,66000,race-ethnicity,"White, Non-Hispanic",0.08022477571320447,1
2020,06,67000,all,All,0.03770170926553929,1
2020,06,67000,race-ethnicity,Black,0.11410968413745227,1
2020,06,67000,race-ethnicity,Hispanic,0.023613367370619632,1
2020,06,67000,race-ethnicity,Other Races and Ethnicities,0.021589073285357616,1
2020,06,67000,race-ethnicity,"White, Non-Hispanic",0.0339817880794702,1
2020,06,68000,all,All,0.010315922783634154,1
2020,06,68000,race-ethnicity,Black,0.013366073627539598,2
2020,06,68000,race-ethnicity,Hispanic,0.009809456778730997,1
2020,06,68000,race-ethnicity,Other Races and Ethnicities,0.012803129097396474,1
2020,06,68000,race-ethnicity,"White, Non-Hispanic",0.005111560501660522,1
2020,06,68084,all,All,0,1
2020,06,68084,race-ethnicity,Black,0,2
2020,06,68084,race-ethnicity,Hispanic,0,2
2020,06,68084,race-ethnicity,Other Races and Ethnicities,0,2
2020,06,68084,race-ethnicity,"White, Non-Hispanic",0,2
2020,06,68196,all,All,0,1
2020,06,68196,race-ethnicity,Black,0,3
2020,06,68196,race-ethnicity,Hispanic,0,2
2020,06,68196,race-ethnicity,Other Races and Ethnicities,0,2
2020,06,68196,race-ethnicity,"White, Non-Hispanic",0,2
2020,06,68252,all,All,0,1
2020,06,68252,race-ethnicity,Black,0,3
2020,06,68252,race-ethnicity,Hispanic,0,2
2020,06,68252,race-ethnicity,Other Races and Ethnicities,0,2
2020,06,68252,race-ethnicity,"White, Non-Hispanic",0,2
2020,06,68378,all,All,0,2
2020,06,68378,race-ethnicity,Black,0,3
2020,06,68378,race-ethnicity,Hispanic,0,3
2020,06,68378,race-ethnicity,Other Races and Ethnicities,0,2
2020,06,68378,race-ethnicity,"White, Non-Hispanic",0,2
2020,06,69000,all,All,0,1
2020,06,69000,race-ethnicity,Black,0,3
2020,06,69000,race-ethnicity,Hispanic,0,1
2020,06,69000,race-ethnicity,Other Races and Ethnicities,0,1
2020,06,69000,race-ethnicity,"White, Non-Hispanic",0,1
2020,06,69070,all,All,0,1
2020,06,69070,race-ethnicity,Black,0,3
2020,06,69070,race-ethnicity,Hispanic,0,2
2020,06,69070,race-ethnicity,Other Races and Ethnicities,0,2
2020,06,69070,race-ethnicity,"White, Non-Hispanic",0,1
2020,06,69084,all,All,0,1
2020,06,69084,race-ethnicity,Black,0,3
2020,06,69084,race-ethnicity,Hispanic,0,2
2020,06,69084,race-ethnicity,Other Races and Ethnicities,0,1
2020,06,69084,race-ethnicity,"White, Non-Hispanic",0,2
2020,06,69088,all,All,0,1
2020,06,69088,race-ethnicity,Black,0,2
2020,06,69088,race-ethnicity,Hispanic,0,2
2020,06,69088,race-ethnicity,Other Races and Ethnicities,0,1
2020,06,69088,race-ethnicity,"White, Non-Hispanic",0,1
2020,06,69196,all,All,0,1
2020,06,69196,race-ethnicity,Black,0,3
2020,06,69196,race-ethnicity,Hispanic,0,1
2020,06,69196,race-ethnicity,Other Races and Ethnicities,0,2
2020,06,69196,race-ethnicity,"White, Non-Hispanic",0,2
2020,06,70000,all,All,0,1
2020,06,70000,race-ethnicity,Black,0,2
2020,06,70000,race-ethnicity,Hispanic,0,2
2020,06,70000,race-ethnicity,Other Races and Ethnicities,0,2
2020,06,70000,race-ethnicity,"White, Non-Hispanic",0,1
2020,06,70098,all,All,0,1
2020,06,70098,race-ethnicity,Black,0,2
2020,06,70098,race-ethnicity,Hispanic,0,1
2020,06,70098,race-ethnicity,Other Races and Ethnicities,0,1
2020,06,70098,race-ethnicity,"White, Non-Hispanic",0,1
2020,06,72016,all,All,0,1
2020,06,72016,race-ethnicity,Black,0,3
2020,06,72016,race-ethnicity,Hispanic,0,2
2020,06,72016,race-ethnicity,Other Races and Ethnicities,0,2
2020,06,72016,race-ethnicity,"White, Non-Hispanic",0,1
2020,06,73080,all,All,0,1
2020,06,73080,race-ethnicity,Black,0,3
2020,06,73080,race-ethnicity,Hispanic,0,1
2020,06,73080,race-ethnicity,Other Races and Ethnicities,0,1
2020,06,73080,race-ethnicity,"White, Non-Hispanic",0,3
2020,06,75000,all,All,0.06288978540329733,1
2020,06,75000,race-ethnicity,Black,0.1190591903993151,1
2020,06,75000,race-ethnicity,Hispanic,0.06326986231804586,1
2020,06,75000,race-ethnicity,Other Races and Ethnicities,0.049222254804737554,1
2020,06,75000,race-ethnicity,"White, Non-Hispanic",0.050149323885960544,1
2020,06,77000,all,All,0,1
2020,06,77000,race-ethnicity,Black,0,3
2020,06,77000,race-ethnicity,Hispanic,0,2
2020,06,77000,race-ethnicity,Other Races and Ethnicities,0,1
2020,06,77000,race-ethnicity,"White, Non-Hispanic",0,2
2020,06,78120,all,All,0,1
2020,06,78120,race-ethnicity,Black,0,3
2020,06,78120,race-ethnicity,Hispanic,0,2
2020,06,78120,race-ethnicity,Other Races and Ethnicities,0,2
2020,06,78120,race-ethnicity,"White, Non-Hispanic",0,1
2020,06,78582,all,All,0,1
2020,06,78582,race-ethnicity,Black,0,3
2020,06,78582,race-ethnicity,Hispanic,0,3
2020,06,78582,race-ethnicity,Other Races and Ethnicities,0,3
2020,06,78582,race-ethnicity,"White, Non-Hispanic",0,1
2020,06,80000,all,All,0,1
2020,06,80000,race-ethnicity,Black,0,3
2020,06,80000,race-ethnicity,Hispanic,0,2
2020,06,80000,race-ethnicity,Other Races and Ethnicities,0,2
2020,06,80000,race-ethnicity,"White, Non-Hispanic",0,1
2020,06,80238,all,All,0,2
2020,06,80238,race-ethnicity,Black,0,3
2020,06,80238,race-ethnicity,Hispanic,0,2
2020,06,80238,race-ethnicity,Other Races and Ethnicities,0,2
2020,06,80238,race-ethnicity,"White, Non-Hispanic",0,2
2020,06,80854,all,All,0,2
2020,06,80854,race-ethnicity,Black,0,3
2020,06,80854,race-ethnicity,Hispanic,0,2
2020,06,80854,race-ethnicity,Other Races and Ethnicities,0,2
2020,06,80854,race-ethnicity,"White, Non-Hispanic",0,2
2020,06,81344,all,All,0,1
2020,06,81344,race-ethnicity,Black,0,3
2020,06,81344,race-ethnicity,Hispanic,0,2
2020,06,81344,race-ethnicity,Other Races and Ethnicities,0,1
2020,06,81344,race-ethnicity,"White, Non-Hispanic",0,1
2020,06,81554,all,All,0,2
2020,06,81554,race-ethnicity,Black,0,3
2020,06,81554,race-ethnicity,Hispanic,0,3
2020,06,81554,race-ethnicity,Other Races and Ethnicities,0,2
2020,06,81554,race-ethnicity,"White, Non-Hispanic",0,2
2020,06,81666,all,All,0,1
2020,06,81666,race-ethnicity,Black,0,1
2020,06,81666,race-ethnicity,Hispanic,0,2
2020,06,81666,race-ethnicity,Other Races and Ethnicities,0,1
2020,06,81666,race-ethnicity,"White, Non-Hispanic",0,1
2020,06,82590,all,All,0.08514171910095789,1
2020,06,82590,race-ethnicity,Black,0.056167481204452106,2
2020,06,82590,race-ethnicity,Hispanic,0.09509338632483644,2
2020,06,82590,race-ethnicity,Other Races and Ethnicities,0.09626945809508611,2
2020,06,82590,race-ethnicity,"White, Non-Hispanic",0.110868325063124,2
2020,06,82954,all,All,0.1721685016497234,1
2020,06,82954,race-ethnicity,Black,0.05757880394368255,3
2020,06,82954,race-ethnicity,Hispanic,0.19599173648625481,1
2020,06,82954,race-ethnicity,Other Races and Ethnicities,0.2684009897467849,1
2020,06,82954,race-ethnicity,"White, Non-Hispanic",0.08919097276758785,2
2020,06,82996,all,All,0,1
2020,06,82996,race-ethnicity,Black,0,3
2020,06,82996,race-ethnicity,Hispanic,0,2
2020,06,82996,race-ethnicity,Other Races and Ethnicities,0,2
2020,06,82996,race-ethnicity,"White, Non-Hispanic",0,3
2020,06,84200,all,All,0,1
2020,06,84200,race-ethnicity,Black,0,3
2020,06,84200,race-ethnicity,Hispanic,0,1
2020,06,84200,race-ethnicity,Other Races and Ethnicities,0,1
2020,06,84200,race-ethnicity,"White, Non-Hispanic",0,2
2020,06,84550,all,All,0,1
2020,06,84550,race-ethnicity,Black,0,3
2020,06,84550,race-ethnicity,Hispanic,0,2
2020,06,84550,race-ethnicity,Other Races and Ethnicities,0,1
2020,06,84550,race-ethnicity,"White, Non-Hispanic",0,2
2020,06,85292,all,All,0,1
2020,06,85292,race-ethnicity,Black,0,3
2020,06,85292,race-ethnicity,Hispanic,0,1
2020,06,85292,race-ethnicity,Other Races and Ethnicities,0,1
2020,06,85292,race-ethnicity,"White, Non-Hispanic",0,2
2020,08,03455,all,All,0,1
2020,08,03455,race-ethnicity,Black,0,3
2020,08,03455,race-ethnicity,Hispanic,0,2
2020,08,03455,race-ethnicity,Other Races and Ethnicities,0,2
2020,08,03455,race-ethnicity,"White, Non-Hispanic",0,1
2020,08,04000,all,All,0,1
2020,08,04000,race-ethnicity,Black,0,1
2020,08,04000,race-ethnicity,Hispanic,0,1
2020,08,04000,race-ethnicity,Other Races and Ethnicities,0,1
2020,08,04000,race-ethnicity,"White, Non-Hispanic",0,1
2020,08,07850,all,All,0.4157396703581469,1
2020,08,07850,race-ethnicity,Black,0.06562690097153054,3
2020,08,07850,race-ethnicity,Hispanic,0.3602768533622861,2
2020,08,07850,race-ethnicity,Other Races and Ethnicities,0.3626522940776998,1
2020,08,07850,race-ethnicity,"White, Non-Hispanic",0.4336912456346545,1
2020,08,12815,all,All,0,1
2020,08,12815,race-ethnicity,Black,0,3
2020,08,12815,race-ethnicity,Hispanic,0,3
2020,08,12815,race-ethnicity,Other Races and Ethnicities,0,3
2020,08,12815,race-ethnicity,"White, Non-Hispanic",0,1
2020,08,16000,all,All,0,1
2020,08,16000,race-ethnicity,Black,0,1
2020,08,16000,race-ethnicity,Hispanic,0,1
2020,08,16000,race-ethnicity,Other Races and Ethnicities,0,1
2020,08,16000,race-ethnicity,"White, Non-Hispanic",0,1
2020,08,20000,all,All,0.010915405606549243,1
2020,08,20000,race-ethnicity,Black,0.029002561085346438,1
2020,08,20000,race-ethnicity,Hispanic,0.013896626431445373,1
2020,08,20000,race-ethnicity,Other Races and Ethnicities,0.005276827307581317,1
2020,08,20000,race-ethnicity,"White, Non-Hispanic",0.0018528610354223434,1
2020,08,27425,all,All,0.23535237907607492,1
2020,08,27425,race-ethnicity,Black,0.19599059245156233,3
2020,08,27425,race-ethnicity,Hispanic,0.24461410836218136,2
2020,08,27425,race-ethnicity,Other Races and Ethnicities,0.2977854959347655,1
2020,08,27425,race-ethnicity,"White, Non-Hispanic",0.22558253802881,1
2020,08,32155,all,All,0.01960674283009255,1
2020,08,32155,race-ethnicity,Black,0.003969954736092804,3
2020,08,32155,race-ethnicity,Hispanic,0.038122242305436566,1
2020,08,32155,race-ethnicity,Other Races and Ethnicities,0.0018507252891951454,2
2020,08,32155,race-ethnicity,"White, Non-Hispanic",6.330175756206561e-4,1
2020,08,43000,all,All,0,1
2020,08,43000,race-ethnicity,Black,0,3
2020,08,43000,race-ethnicity,Hispanic,0,1
2020,08,43000,race-ethnicity,Other Races and Ethnicities,0,2
2020,08,43000,race-ethnicity,"White, Non-Hispanic",0,1
2020,08,45970,all,All,0,1
2020,08,45970,race-ethnicity,Black,0,3
2020,08,45970,race-ethnicity,Hispanic,0,2
2020,08,45970,race-ethnicity,Other Races and Ethnicities,0,2
2020,08,45970,race-ethnicity,"White, Non-Hispanic",0,1
2020,08,46465,all,All,0,2
2020,08,46465,race-ethnicity,Black,0,3
2020,08,46465,race-ethnicity,Hispanic,0,3
2020,08,46465,race-ethnicity,Other Races and Ethnicities,0,3
2020,08,46465,race-ethnicity,"White, Non-Hispanic",0,1
2020,08,62000,all,All,0.14830315296351215,1
2020,08,62000,race-ethnicity,Black,0.3322303824846846,2
2020,08,62000,race-ethnicity,Hispanic,0.14721561411293357,1
2020,08,62000,race-ethnicity,Other Races and Ethnicities,0.08885856294928328,1
2020,08,62000,race-ethnicity,"White, Non-Hispanic",0.14810739782276455,1
2020,08,77290,all,All,0,1
2020,08,77290,race-ethnicity,Black,0,3
2020,08,77290,race-ethnicity,Hispanic,0,2
2020,08,77290,race-ethnicity,Other Races and Ethnicities,0,2
2020,08,77290,race-ethnicity,"White, Non-Hispanic",0,2
2020,08,83835,all,All,0,1
2020,08,83835,race-ethnicity,Black,0,3
2020,08,83835,race-ethnicity,Hispanic,0,2
2020,08,83835,race-ethnicity,Other Races and Ethnicities,0,2
2020,08,83835,race-ethnicity,"White, Non-Hispanic",0,1
2020,09,08000,all,All,0.11918873038091551,1
2020,09,08000,race-ethnicity,Black,0.09012289485662267,1
2020,09,08000,race-ethnicity,Hispanic,0.1537994536072043,1
2020,09,08000,race-ethnicity,Other Races and Ethnicities,0.09887721839913075,1
2020,09,08000,race-ethnicity,"White, Non-Hispanic",0.04596815613764766,2
2020,09,18430,all,All,0,1
2020,09,18430,race-ethnicity,Black,0,3
2020,09,18430,race-ethnicity,Hispanic,0,2
2020,09,18430,race-ethnicity,Other Races and Ethnicities,0,2
2020,09,18430,race-ethnicity,"White, Non-Hispanic",0,2
2020,09,37000,all,All,0.36537635727869455,1
2020,09,37000,race-ethnicity,Black,0.4248397747135366,1
2020,09,37000,race-ethnicity,Hispanic,0.35224363997283603,1
2020,09,37000,race-ethnicity,Other Races and Ethnicities,0.28373105207864324,1
2020,09,37000,race-ethnicity,"White, Non-Hispanic",0.29298864081472775,2
2020,09,52000,all,All,0.020930006165428172,1
2020,09,52000,race-ethnicity,Black,0.004697241438209924,1
2020,09,52000,race-ethnicity,Hispanic,0.04636614535418583,1
2020,09,52000,race-ethnicity,Other Races and Ethnicities,0.028199343724364234,1
2020,09,52000,race-ethnicity,"White, Non-Hispanic",0.014169105190204836,1
2020,09,55990,all,All,0,1
2020,09,55990,race-ethnicity,Black,0,2
2020,09,55990,race-ethnicity,Hispanic,0,2
2020,09,55990,race-ethnicity,Other Races and Ethnicities,0,2
2020,09,55990,race-ethnicity,"White, Non-Hispanic",0,1
2020,09,73000,all,All,0,1
2020,09,73000,race-ethnicity,Black,0,2
2020,09,73000,race-ethnicity,Hispanic,0,2
2020,09,73000,race-ethnicity,Other Races and Ethnicities,0,2
2020,09,73000,race-ethnicity,"White, Non-Hispanic",0,1
2020,09,80000,all,All,0.17548562708788717,1
2020,09,80000,race-ethnicity,Black,0.24208600182982618,1
2020,09,80000,race-ethnicity,Hispanic,0.19132862539004764,1
2020,09,80000,race-ethnicity,Other Races and Ethnicities,0.24320190346702925,1
2020,09,80000,race-ethnicity,"White, Non-Hispanic",0.09201643674787202,1
2020,11,50000,all,All,0.1420223021725735,1
2020,11,50000,race-ethnicity,Black,0.17606310013717422,1
2020,11,50000,race-ethnicity,Hispanic,0.024602707474985285,1
2020,11,50000,race-ethnicity,Other Races and Ethnicities,0.09314015375517445,1
2020,11,50000,race-ethnicity,"White, Non-Hispanic",0.013877551020408163,1
2020,12,07300,all,All,0,1
2020,12,07300,race-ethnicity,Black,0,3
2020,12,07300,race-ethnicity,Hispanic,0,2
2020,12,07300,race-ethnicity,Other Races and Ethnicities,0,2
2020,12,07300,race-ethnicity,"White, Non-Hispanic",0,1
2020,12,07875,all,All,0,2
2020,12,07875,race-ethnicity,Black,0,2
2020,12,07875,race-ethnicity,Hispanic,0,3
2020,12,07875,race-ethnicity,Other Races and Ethnicities,0,2
2020,12,07875,race-ethnicity,"White, Non-Hispanic",0,1
2020,12,10275,all,All,0,1
2020,12,10275,race-ethnicity,Black,0,3
2020,12,10275,race-ethnicity,Hispanic,0,2
2020,12,10275,race-ethnicity,Other Races and Ethnicities,0,2
2020,12,10275,race-ethnicity,"White, Non-Hispanic",0,1
2020,12,12875,all,All,0,1
2020,12,12875,race-ethnicity,Black,0,2
2020,12,12875,race-ethnicity,Hispanic,0,2
2020,12,12875,race-ethnicity,Other Races and Ethnicities,0,3
2020,12,12875,race-ethnicity,"White, Non-Hispanic",0,1
2020,12,14400,all,All,0,1
2020,12,14400,race-ethnicity,Black,0,2
2020,12,14400,race-ethnicity,Hispanic,0,2
2020,12,14400,race-ethnicity,Other Races and Ethnicities,0,2
2020,12,14400,race-ethnicity,"White, Non-Hispanic",0,2
2020,12,16475,all,All,0,1
2020,12,16475,race-ethnicity,Black,0,3
2020,12,16475,race-ethnicity,Hispanic,0,2
2020,12,16475,race-ethnicity,Other Races and Ethnicities,0,2
2020,12,16475,race-ethnicity,"White, Non-Hispanic",0,1
2020,12,16725,all,All,0,1
2020,12,16725,race-ethnicity,Black,0,2
2020,12,16725,race-ethnicity,Hispanic,0,2
2020,12,16725,race-ethnicity,Other Races and Ethnicities,0,2
2020,12,16725,race-ethnicity,"White, Non-Hispanic",0,1
2020,12,17200,all,All,0,1
2020,12,17200,race-ethnicity,Black,0,3
2020,12,17200,race-ethnicity,Hispanic,0,2
2020,12,17200,race-ethnicity,Other Races and Ethnicities,0,2
2020,12,17200,race-ethnicity,"White, Non-Hispanic",0,1
2020,12,17935,all,All,0,1
2020,12,17935,race-ethnicity,Black,0,3
2020,12,17935,race-ethnicity,Hispanic,0,1
2020,12,17935,race-ethnicity,Other Races and Ethnicities,0,2
2020,12,17935,race-ethnicity,"White, Non-Hispanic",0,3
2020,12,24000,all,All,0.03271561937973608,1
2020,12,24000,race-ethnicity,Black,0.04559043871066957,1
2020,12,24000,race-ethnicity,Hispanic,0.03579378959190837,2
2020,12,24000,race-ethnicity,Other Races and Ethnicities,0,2
2020,12,24000,race-ethnicity,"White, Non-Hispanic",0.0045269145156136385,1
2020,12,24125,all,All,0.1525877593619959,1
2020,12,24125,race-ethnicity,Black,0.3167807677089444,1
2020,12,24125,race-ethnicity,Hispanic,0.10994875909787956,2
2020,12,24125,race-ethnicity,Other Races and Ethnicities,0.07831030291041782,2
2020,12,24125,race-ethnicity,"White, Non-Hispanic",0.017577580850280317,2
2020,12,25175,all,All,0.5015100924662786,1
2020,12,25175,race-ethnicity,Black,0.212566171268535,2
2020,12,25175,race-ethnicity,Hispanic,0.5808358580761419,1
2020,12,25175,race-ethnicity,Other Races and Ethnicities,0.5889089322184315,1
2020,12,25175,race-ethnicity,"White, Non-Hispanic",0.5687237892721747,1
2020,12,30000,all,All,0.012764596363083162,1
2020,12,30000,race-ethnicity,Black,0,2
2020,12,30000,race-ethnicity,Hispanic,0.01291694600512178,1
2020,12,30000,race-ethnicity,Other Races and Ethnicities,3.407408955885477e-4,1
2020,12,30000,race-ethnicity,"White, Non-Hispanic",0.013067688385662583,2
2020,12,32000,all,All,0,1
2020,12,32000,race-ethnicity,Black,0,2
2020,12,32000,race-ethnicity,Hispanic,0,1
2020,12,32000,race-ethnicity,Other Races and Ethnicities,0,2
2020,12,32000,race-ethnicity,"White, Non-Hispanic",0,1
2020,12,32275,all,All,0.5010128505696975,1
2020,12,32275,race-ethnicity,Black,0.560870255122345,2
2020,12,32275,race-ethnicity,Hispanic,0.48979221556159114,2
2020,12,32275,race-ethnicity,Other Races and Ethnicities,0.6157740411184676,2
2020,12,32275,race-ethnicity,"White, Non-Hispanic",0.1706375450453598,3
2020,12,35000,all,All,0.0943434486596927,1
2020,12,35000,race-ethnicity,Black,0.16255314395878856,1
2020,12,35000,race-ethnicity,Hispanic,0.031847694406729285,1
2020,12,35000,race-ethnicity,Other Races and Ethnicities,0.035614148089293376,1
2020,12,35000,race-ethnicity,"White, Non-Hispanic",0.03811337885832886,1
2020,12,36950,all,All,0,1
2020,12,36950,race-ethnicity,Black,0,3
2020,12,36950,race-ethnicity,Hispanic,0,1
2020,12,36950,race-ethnicity,Other Races and Ethnicities,0,2
2020,12,36950,race-ethnicity,"White, Non-Hispanic",0,2
2020,12,38250,all,All,0.11080230031690376,1
2020,12,38250,race-ethnicity,Black,0.21157172478469385,2
2020,12,38250,race-ethnicity,Hispanic,0.031358689932001825,2
2020,12,38250,race-ethnicity,Other Races and Ethnicities,0.011315615719427049,2
2020,12,38250,race-ethnicity,"White, Non-Hispanic",0.08168932077633413,1
2020,12,39425,all,All,0.0060976611446552365,1
2020,12,39425,race-ethnicity,Black,0.006003032006820185,3
2020,12,39425,race-ethnicity,Hispanic,0.0237542408755137,2
2020,12,39425,race-ethnicity,Other Races and Ethnicities,0.006537416464275483,2
2020,12,39425,race-ethnicity,"White, Non-Hispanic",0.002436129752570268,1
2020,12,43975,all,All,0,1
2020,12,43975,race-ethnicity,Black,0,2
2020,12,43975,race-ethnicity,Hispanic,0,2
2020,12,43975,race-ethnicity,Other Races and Ethnicities,0,2
2020,12,43975,race-ethnicity,"White, Non-Hispanic",0,1
2020,12,45000,all,All,0.1780886218823505,1
2020,12,45000,race-ethnicity,Black,0.3836056574234905,1
2020,12,45000,race-ethnicity,Hispanic,0.11802073629617559,1
2020,12,45000,race-ethnicity,Other Races and Ethnicities,0.128950902132233,1
2020,12,45000,race-ethnicity,"White, Non-Hispanic",0.07947091402539709,1
2020,12,45025,all,All,0,1
2020,12,45025,race-ethnicity,Black,0,3
2020,12,45025,race-ethnicity,Hispanic,0,1
2020,12,45025,race-ethnicity,Other Races and Ethnicities,0,1
2020,12,45025,race-ethnicity,"White, Non-Hispanic",0,2
2020,12,45060,all,All,0,1
2020,12,45060,race-ethnicity,Black,0,1
2020,12,45060,race-ethnicity,Hispanic,0,2
2020,12,45060,race-ethnicity,Other Races and Ethnicities,0,2
2020,12,45060,race-ethnicity,"White, Non-Hispanic",0,3
2020,12,45975,all,All,0,1
2020,12,45975,race-ethnicity,Black,0,2
2020,12,45975,race-ethnicity,Hispanic,0,2
2020,12,45975,race-ethnicity,Other Races and Ethnicities,0,3
2020,12,45975,race-ethnicity,"White, Non-Hispanic",0,2
2020,12,49675,all,All,0,2
2020,12,49675,race-ethnicity,Black,0,3
2020,12,49675,race-ethnicity,Hispanic,0,3
2020,12,49675,race-ethnicity,Other Races and Ethnicities,0,3
2020,12,49675,race-ethnicity,"White, Non-Hispanic",0,2
2020,12,53000,all,All,0.011960649565449528,1
2020,12,53000,race-ethnicity,Black,0.03827648951113459,1
2020,12,53000,race-ethnicity,Hispanic,0,1
2020,12,53000,race-ethnicity,Other Races and Ethnicities,0,1
2020,12,53000,race-ethnicity,"White, Non-Hispanic",0,1
2020,12,54000,all,All,0.09099166297265433,1
2020,12,54000,race-ethnicity,Black,0.28080318359720785,2
2020,12,54000,race-ethnicity,Hispanic,0.03934986754229203,2
2020,12,54000,race-ethnicity,Other Races and Ethnicities,0.014396030380998622,2
2020,12,54000,race-ethnicity,"White, Non-Hispanic",0.04227329439182197,1
2020,12,54200,all,All,0,1
2020,12,54200,race-ethnicity,Black,0,2
2020,12,54200,race-ethnicity,Hispanic,0,2
2020,12,54200,race-ethnicity,Other Races and Ethnicities,0,2
2020,12,54200,race-ethnicity,"White, Non-Hispanic",0,1
2020,12,55775,all,All,0.16894054562619382,1
2020,12,55775,race-ethnicity,Black,0.12745335302678437,2
2020,12,55775,race-ethnicity,Hispanic,0.2277248834980199,1
2020,12,55775,race-ethnicity,Other Races and Ethnicities,0.15970016635537562,2
2020,12,55775,race-ethnicity,"White, Non-Hispanic",0.12215818180422518,1
2020,12,57425,all,All,0,1
2020,12,57425,race-ethnicity,Black,0,2
2020,12,57425,race-ethnicity,Hispanic,0,2
2020,12,57425,race-ethnicity,Other Races and Ethnicities,0,2
2020,12,57425,race-ethnicity,"White, Non-Hispanic",0,2
