state,county,count_membership_associations_per_10k,count_membership_associations_per_10k_quality
28,039,9.3,1
28,041,7.3,1
28,043,12.7,1
28,045,6.3,1
28,047,9,1
28,049,14,1
28,051,10.3,1
28,053,11.9,1
28,055,NA,NA
28,057,10.5,1
28,059,8.4,1
28,061,10.5,1
28,063,4.2,1
28,065,11.7,1
28,067,14.2,1
28,069,11.4,1
28,071,12.1,1
28,073,9.5,1
28,075,16.3,1
28,077,16.1,1
28,079,13.2,1
28,081,13.2,1
28,083,11.3,1
28,085,15.8,1
28,087,13.4,1
28,089,11.8,1
28,091,19.8,1
28,093,7.4,1
28,095,12.4,1
28,097,12.4,1
28,099,11.1,1
28,101,15.6,1
28,103,11.9,1
28,105,10.4,1
28,107,12.5,1
28,109,7.8,1
28,111,7.8,1
28,113,15.8,1
28,115,9.6,1
28,117,9.6,1
28,119,11.8,1
28,121,10.6,1
28,123,13,1
28,125,21.9,1
28,127,13.2,1
28,129,11.3,1
28,131,5.4,1
28,133,11.1,1
28,135,17.1,1
28,137,13.2,1
28,139,18.5,1
28,141,6.4,1
28,143,3.1,1
28,145,14.3,1
28,147,13,1
28,149,14.3,1
28,151,15.6,1
28,153,12.2,1
28,155,14,1
28,157,10.9,1
28,159,18.7,1
28,161,13.7,1
28,163,7.2,1
29,001,11.9,1
29,003,7.8,1
29,005,28.7,1
29,007,9.3,1
29,009,13.2,1
29,011,12,1
29,013,14.9,1
29,015,13.6,1
29,017,7.6,1
29,019,9.9,1
29,021,12.8,1
29,023,8.1,1
29,025,15.7,1
29,027,8.3,1
29,029,12.6,1
29,031,13,1
29,033,16.7,1
29,035,9.4,1
29,037,8.7,1
29,039,11.7,1
29,041,16.3,1
29,043,8.4,1
29,045,10.4,1
29,047,8.6,1
29,049,6.6,1
29,051,22.7,1
29,053,12,1
29,055,11,1
29,057,14.5,1
29,059,5.2,1
29,061,7.2,1
29,063,9.4,1
29,065,12.5,1
29,067,10.2,1
29,069,13.3,1
29,071,15,1
29,073,14.9,1
29,075,14.6,1
29,077,12.2,1
29,079,20.5,1
29,081,8.6,1
29,083,14,1
29,085,11.6,1
29,087,18.9,1
29,089,10.9,1
29,091,13,1
29,093,15.9,1
29,095,10.7,1
29,097,11.5,1
29,099,7.5,1
29,101,9.6,1
29,103,13.2,1
29,105,11.6,1
29,107,14.3,1
29,109,13.8,1
29,111,11,1
29,113,7,1
29,115,16.9,1
29,117,16.9,1
29,119,6.4,1
29,121,11.2,1
29,123,11,1
29,125,16.6,1
29,127,17.2,1
29,129,14.4,1
29,131,8.8,1
29,133,9.9,1
29,135,17,1
29,137,9.2,1
29,139,7,1
29,141,13.1,1
29,143,11.9,1
29,145,11.4,1
29,147,13.3,1
29,149,3.5,1
29,151,8.2,1
29,153,10.3,1
29,155,13.8,1
29,157,13.2,1
29,159,9.3,1
29,161,12.5,1
29,163,13.1,1
29,165,9.1,1
29,167,8.7,1
29,169,8.4,1
29,171,NA,NA
29,173,8.7,1
29,175,13,1
29,177,10.4,1
29,179,18.1,1
29,181,14.1,1
29,183,6.4,1
29,185,11.7,1
29,186,12.4,1
29,187,11.5,1
29,189,10.2,1
29,195,9,1
29,197,17.4,1
29,199,19.2,1
29,201,15.6,1
29,203,9.9,1
29,205,26.9,1
29,207,13.3,1
29,209,11.1,1
29,211,15.2,1
29,213,13.1,1
29,215,11.6,1
29,217,11.2,1
29,219,7.7,1
29,221,7.7,1
29,223,14.7,1
29,225,9.1,1
29,227,20.3,1
29,229,10.7,1
29,510,14.2,1
30,001,12.6,1
30,003,6.2,1
30,005,7.2,1
30,007,5.5,1
30,009,12.9,1
30,011,NA,NA
30,013,12.2,1
30,015,8.5,1
30,017,7.5,1
30,019,NA,NA
30,021,15.8,1
30,023,7.4,1
30,025,26.8,1
30,027,16.4,1
30,029,12.2,1
30,031,11.2,1
30,033,NA,NA
30,035,5.1,1
30,037,NA,NA
30,039,8.9,1
30,041,9.9,1
30,043,7.2,1
30,045,NA,NA
30,047,9.7,1
30,049,20,1
30,051,25.9,1
30,053,15.6,1
30,055,17.5,1
30,057,12.3,1
30,059,NA,NA
30,061,NA,NA
30,063,11.4,1
30,065,8.1,1
30,067,11.4,1
30,069,NA,NA
30,071,9.5,1
30,073,13.3,1
30,075,NA,NA
30,077,10,1
30,079,NA,NA
30,081,9.8,1
30,083,20.3,1
30,085,4.6,1
30,087,16.1,1
30,089,6.2,1
30,091,22.4,1
30,093,8.7,1
30,095,14.4,1
30,097,13.5,1
30,099,22.3,1
30,101,8,1
30,103,NA,NA
30,105,11.9,1
30,107,NA,NA
30,109,NA,NA
30,111,13.1,1
31,001,13.2,1
31,003,27,1
31,005,NA,NA
31,007,NA,NA
31,009,NA,NA
31,011,11.1,1
31,013,18.8,1
31,015,NA,NA
31,017,20.6,1
31,019,13.3,1
31,021,16.4,1
31,023,14.2,1
31,025,9.2,1
31,027,13.2,1
31,029,18.3,1
31,031,12.9,1
31,033,9.5,1
31,035,18.2,1
31,037,15.3,1
31,039,11.1,1
31,041,11.5,1
31,043,8,1
31,045,18.4,1
31,047,19.6,1
31,049,21.5,1
31,051,18,1
31,053,12.1,1
31,055,10.4,1
31,057,NA,NA
31,059,16.2,1
31,061,17.3,1
31,063,19.6,1
31,065,17.3,1
31,067,13,1
31,069,27.3,1
31,071,38.2,1
31,073,16.5,1
31,075,NA,NA
31,077,22.9,1
31,079,13.7,1
31,081,18.1,1
31,083,19.4,1
31,085,NA,NA
31,087,15.4,1
31,089,11.9,1
31,091,NA,NA
31,093,9.2,1
31,095,18.2,1
31,097,11.2,1
31,099,19.5,1
31,101,19.3,1
31,103,NA,NA
31,105,14.7,1
31,107,19,1
31,109,12.7,1
31,111,15.3,1
31,113,NA,NA
31,115,NA,NA
31,117,NA,NA
31,119,16.1,1
31,121,20.9,1
31,123,13.1,1
31,125,11.8,1
31,127,12.9,1
31,129,19.7,1
31,131,18.1,1
31,133,NA,NA
31,135,28.3,1
31,137,23.5,1
31,139,12.3,1
31,141,10.2,1
31,143,21.3,1
31,145,14.1,1
31,147,21.8,1
31,149,NA,NA
31,151,11.4,1
31,153,6.3,1
31,155,16.2,1
31,157,14.2,1
31,159,15.4,1
31,161,27.5,1
31,163,20.3,1
31,165,NA,NA
31,167,10.4,1
31,169,32.6,1
31,171,59.2,1
31,173,7.6,1
31,175,19.6,1
31,177,8.1,1
31,179,11.2,1
31,181,14.7,1
31,183,NA,NA
31,185,21.1,1
32,001,8.2,1
32,003,3.5,1
32,005,7.4,1
32,007,5,1
32,009,NA,NA
32,011,NA,NA
32,013,7.4,1
32,015,6.9,1
32,017,NA,NA
32,019,4.9,1
32,021,NA,NA
32,023,4.5,1
32,027,NA,NA
32,029,NA,NA
32,031,6.3,1
32,033,NA,NA
32,510,6.8,1
33,001,11.1,1
33,003,11.6,1
33,005,9.2,1
33,007,11.1,1
33,009,13.5,1
33,011,8.9,1
33,013,13.8,1
33,015,9.2,1
33,017,7,1
33,019,6.6,1
34,001,7.7,1
34,003,9.5,1
34,005,8.3,1
34,007,7.8,1
34,009,12.2,1
34,011,9.5,1
34,013,7.5,1
34,015,7.4,1
34,017,5.2,1
34,019,9.6,1
34,021,11,1
34,023,6.2,1
34,025,8.4,1
34,027,10.1,1
34,029,7,1
34,031,7,1
34,033,11.2,1
34,035,9.3,1
34,037,8.2,1
34,039,8.1,1
34,041,8.7,1
35,001,8,1
35,003,8.1,1
35,005,8.8,1
35,006,4.4,1
35,007,14.6,1
35,009,10.2,1
35,011,29.8,1
35,013,5.7,1
35,015,10,1
35,017,9.7,1
35,019,9,1
35,021,NA,NA
35,023,NA,NA
35,025,9.6,1
35,027,17.1,1
35,028,16,1
35,029,5.9,1
35,031,4.9,1
35,033,NA,NA
35,035,8.5,1
35,037,10.4,1
35,039,5.7,1
35,041,10.5,1
35,043,4.3,1
35,045,6.7,1
35,047,6.6,1
35,049,8.7,1
35,051,9.6,1
35,053,4.9,1
35,055,9.8,1
35,057,5.9,1
35,059,14.6,1
35,061,6.1,1
36,001,14.3,1
36,003,15.6,1
36,005,2.8,1
36,007,10.7,1
36,009,14.1,1
36,011,9.4,1
36,013,16.2,1
36,015,10.9,1
36,017,10.1,1
36,019,6.4,1
36,021,9.8,1
36,023,11,1
36,025,13.2,1
36,027,7.1,1
36,029,9.4,1
36,031,14.2,1
36,033,9.6,1
36,035,9.6,1
36,037,11.9,1
36,039,8.9,1
36,041,13.7,1
36,043,10.8,1
36,045,10.4,1
36,047,5.3,1
36,049,15,1
36,051,11.8,1
36,053,8.9,1
36,055,8.7,1
36,057,7.7,1
36,059,8,1
36,061,12.7,1
36,063,9.9,1
36,065,10.7,1
36,067,10.4,1
36,069,9.1,1
36,071,6.8,1
36,073,12.3,1
36,075,9.1,1
36,077,11.9,1
36,079,7.4,1
36,081,4.6,1
36,083,8.3,1
36,085,3.9,1
36,087,10.7,1
36,089,9.1,1
36,091,7.1,1
36,093,7.4,1
36,095,7,1
36,097,7.9,1
36,099,11,1
36,101,11.4,1
36,103,6.4,1
36,105,9.8,1
36,107,10.8,1
36,109,10.5,1
36,111,8.9,1
36,113,11.7,1
36,115,9.2,1
36,117,10.1,1
36,119,8.3,1
36,121,14.7,1
36,123,11.8,1
37,001,10.1,1
37,003,15.4,1
37,005,12.7,1
37,007,12.1,1
37,009,9.7,1
37,011,18.9,1
37,013,12.2,1
37,015,25.3,1
37,017,15.6,1
37,019,7.9,1
37,021,12.7,1
37,023,14.4,1
37,025,9.5,1
37,027,12.7,1
37,029,10.2,1
37,031,12.7,1
37,033,13.2,1
37,035,14.2,1
37,037,8.8,1
37,039,9.2,1
37,041,13.1,1
37,043,13.2,1
37,045,17.5,1
37,047,10.4,1
37,049,12.7,1
37,051,9,1
37,053,10.1,1
37,055,13.7,1
37,057,10.1,1
37,059,11,1
37,061,12.1,1
37,063,10.4,1
37,065,12.4,1
37,067,10.6,1
37,069,7.9,1
37,071,12.4,1
37,073,9.6,1
37,075,15,1
37,077,11.1,1
37,079,7.4,1
37,081,11,1
37,083,10.7,1
37,085,8,1
37,087,15,1
37,089,11.6,1
37,091,16.1,1
37,093,4.7,1
37,095,8.6,1
37,097,10.8,1
37,099,15.1,1
37,101,7.7,1
37,103,7.6,1
37,105,15,1
37,107,13.9,1
37,109,11.3,1
37,111,14.8,1
37,113,15.5,1
37,115,9.2,1
37,117,16.6,1
37,119,9.2,1
37,121,18.7,1
37,123,11.2,1
37,125,12.1,1
37,127,11.9,1
37,129,9.6,1
37,131,14.6,1
37,133,6.6,1
37,135,9.4,1
37,137,10.5,1
37,139,11,1
37,141,7.9,1
37,143,9.9,1
37,145,14.3,1
37,147,10.4,1
37,149,18.8,1
37,151,10.6,1
37,153,15.9,1
37,155,12.5,1
37,157,15.1,1
37,159,13.7,1
37,161,20.1,1
37,163,14.9,1
37,165,12,1
37,167,16.5,1
37,169,8.7,1
37,171,13.3,1
37,173,8.5,1
37,175,17.7,1
37,177,14.8,1
37,179,8,1
37,181,14.7,1
37,183,9.9,1
37,185,13.8,1
37,187,18.3,1
37,189,13.1,1
37,191,13.8,1
37,193,14.6,1
37,195,10.5,1
37,197,13.4,1
37,199,9.1,1
38,001,13.9,1
38,003,14.8,1
38,005,NA,NA
38,007,NA,NA
38,009,23.3,1
38,011,17.2,1
38,013,23,1
38,015,15.9,1
38,017,10.3,1
38,019,19.1,1
38,021,24.5,1
38,023,18.3,1
38,025,17.4,1
38,027,12.9,1
38,029,NA,NA
38,031,23.8,1
38,033,17.1,1
38,035,10.8,1
38,037,NA,NA
38,039,48.2,1
38,041,12.4,1
38,043,16.9,1
38,045,19.5,1
38,047,NA,NA
38,049,13.4,1
38,051,23.9,1
38,053,11.6,1
38,055,18.4,1
38,057,24,1
38,059,12.8,1
38,061,13.6,1
38,063,23,1
38,065,16,1
38,067,26.6,1
38,069,12.7,1
38,071,11.2,1
38,073,28.2,1
38,075,17.7,1
38,077,18.7,1
38,079,5.8,1
38,081,20.9,1
38,083,39.4,1
38,085,NA,NA
38,087,NA,NA
38,089,11.2,1
38,091,NA,NA
38,093,12,1
38,095,18.8,1
38,097,26.3,1
38,099,16.2,1
38,101,12.2,1
38,103,33.3,1
38,105,11.7,1
39,001,8,1
39,003,15.6,1
39,005,18.7,1
39,007,12.2,1
39,009,8.1,1
39,011,14.7,1
39,013,13.2,1
39,015,6.2,1
39,017,8,1
39,019,13.9,1
39,021,12.1,1
39,023,10.3,1
39,025,7.1,1
39,027,9.5,1
39,029,14.7,1
39,031,12.6,1
39,033,17,1
39,035,9,1
39,037,15.1,1
39,039,15.4,1
39,041,8.1,1
39,043,11.6,1
39,045,9.6,1
39,047,9.7,1
39,049,9.4,1
39,051,15.3,1
39,053,14.4,1
39,055,9.6,1
39,057,9.4,1
39,059,16.2,1
39,061,10.5,1
39,063,12.8,1
39,065,13.1,1
39,067,15.2,1
39,069,15.6,1
39,071,11.7,1
39,073,9.2,1
39,075,11.3,1
39,077,11.6,1
39,079,12.9,1
39,081,16.1,1
39,083,12,1
39,085,8.4,1
39,087,8.5,1
39,089,10.3,1
39,091,13.7,1
39,093,9.4,1
39,095,9.4,1
39,097,9.9,1
39,099,12.6,1
39,101,13.2,1
39,103,8.1,1
39,105,16.8,1
39,107,11.3,1
39,109,11.7,1
39,111,20.3,1
39,113,10.4,1
39,115,9.5,1
39,117,8,1
39,119,12.6,1
39,121,12.6,1
39,123,14.4,1
39,125,13.8,1
39,127,9.3,1
39,129,7.8,1
39,131,8.5,1
39,133,8.8,1
39,135,7.8,1
39,137,12.2,1
39,139,13.9,1
39,141,9.8,1
39,143,11.9,1
39,145,9.9,1
39,147,13.1,1
39,149,10.8,1
39,151,11.8,1
39,153,11.3,1
39,155,11.2,1
39,157,15.8,1
39,159,10,1
39,161,15.6,1
39,163,3.1,1
39,165,7.9,1
39,167,12.1,1
39,169,13.5,1
39,171,16.3,1
39,173,12,1
39,175,20.3,1
40,001,9.2,1
40,003,22.9,1
40,005,11.2,1
40,007,20,1
40,009,15.9,1
40,011,18.8,1
40,013,10.6,1
40,015,15.9,1
40,017,6.7,1
40,019,10.6,1
40,021,5.9,1
40,023,12.6,1
40,025,26.6,1
40,027,7.6,1
40,029,11.3,1
40,031,8.2,1
40,033,12.8,1
40,035,13.4,1
40,037,11.5,1
40,039,16.7,1
40,041,8.3,1
40,043,20.4,1
40,045,37.5,1
40,047,12.4,1
40,049,14.8,1
40,051,12.6,1
40,053,26.5,1
40,055,16.4,1
40,057,16.6,1
40,059,28.4,1
40,061,10.3,1
40,063,13.4,1
40,065,10.1,1
40,067,9.3,1
40,069,13.5,1
40,071,14.6,1
40,073,18.4,1
40,075,17.9,1
40,077,12.7,1
40,079,7.8,1
40,081,9.7,1
40,083,7.7,1
40,085,10.7,1
40,087,10.6,1
40,089,12.3,1
40,091,6.7,1
40,093,22.3,1
40,095,13.5,1
40,097,15.5,1
40,099,10.2,1
40,101,10.9,1
40,103,14.6,1
40,105,11.7,1
40,107,9.8,1
40,109,10.4,1
40,111,11.9,1
40,113,7.6,1
40,115,11.8,1
40,117,12.1,1
40,119,12.4,1
40,121,11.2,1
40,123,15.7,1
40,125,10.7,1
40,127,13,1
40,129,17.9,1
40,131,8.3,1
40,133,11.1,1
40,135,5.3,1
40,137,15.5,1
40,139,13,1
40,141,11.4,1
40,143,11.3,1
40,145,3.8,1
40,147,13.4,1
40,149,14.7,1
40,151,20.9,1
40,153,15.3,1
41,001,14.2,1
41,003,10.9,1
41,005,8.4,1
41,007,12.4,1
41,009,7.1,1
41,011,12.3,1
41,013,10.1,1
41,015,7.2,1
41,017,10.3,1
41,019,10.4,1
41,021,14.9,1
41,023,9.6,1
41,025,9.2,1
41,027,11.6,1
41,029,8.6,1
41,031,6.8,1
41,033,7.5,1
41,035,9.5,1
41,037,12.1,1
41,039,9.2,1
41,041,8.2,1
41,043,11.1,1
41,045,8.8,1
41,047,9.7,1
41,049,4.9,1
41,051,11.2,1
41,053,8.1,1
41,055,20.9,1
41,057,10.1,1
41,059,9.1,1
41,061,15.6,1
41,063,10.6,1
41,065,10.1,1
41,067,7.2,1
41,069,NA,NA
41,071,9.2,1
42,001,12.7,1
42,003,11.2,1
42,005,19.2,1
42,007,14,1
42,009,17.7,1
42,011,10.7,1
42,013,18.4,1
42,015,14,1
42,017,8,1
42,019,11.8,1
42,021,19.8,1
42,023,24.7,1
42,025,13.3,1
42,027,13.1,1
42,029,9.7,1
42,031,15.4,1
42,033,18,1
42,035,12.1,1
42,037,14.8,1
42,039,15.3,1
42,041,12.7,1
42,043,17.7,1
42,045,7.8,1
42,047,17.5,1
42,049,12.9,1
42,051,13.5,1
42,053,7.3,1
42,055,14.9,1
42,057,16.5,1
42,059,13.3,1
42,061,17.5,1
42,063,14.7,1
42,065,19.3,1
42,067,21.8,1
42,069,10.3,1
42,071,13.7,1
42,073,15.4,1
42,075,14.3,1
42,077,9.9,1
42,079,10.3,1
42,081,15.8,1
42,083,18.9,1
42,085,15.7,1
42,087,15.8,1
42,089,7.2,1
42,091,10.7,1
42,093,17.1,1
42,095,9.7,1
42,097,16.2,1
42,099,16.1,1
42,101,7.5,1
42,103,6.3,1
42,105,19,1
42,107,12.9,1
42,109,15.1,1
42,111,20.8,1
42,113,15.4,1
42,115,10.4,1
42,117,15.2,1
42,119,14.9,1
42,121,20.6,1
42,123,16.5,1
42,125,12.9,1
42,127,11.3,1
42,129,13.9,1
42,131,9.6,1
42,133,12,1
44,001,9.8,1
44,003,9,1
44,005,11.9,1
44,007,9.2,1
44,009,11,1
45,001,12.4,1
45,003,10.2,1
45,005,5.1,1
45,007,13.1,1
45,009,18.3,1
45,011,16.5,1
45,013,9.3,1
45,015,6,1
45,017,14.9,1
45,019,11.5,1
45,021,16.8,1
45,023,15,1
45,025,12.7,1
45,027,12.9,1
45,029,10.7,1
45,031,14.8,1
45,033,11.8,1
45,035,5.9,1
45,037,9.9,1
45,039,16.4,1
45,041,11.7,1
45,043,15.9,1
45,045,11.9,1
45,047,13.6,1
45,049,10.4,1
45,051,8.2,1
45,053,6.6,1
45,055,11.2,1
45,057,11.3,1
45,059,11.5,1
45,061,9.8,1
45,063,11.1,1
45,065,13.3,1
45,067,10.7,1
45,069,6.1,1
45,071,13.2,1
45,073,15,1
45,075,13.8,1
45,077,12,1
45,079,11.7,1
45,081,11.2,1
45,083,11.8,1
45,085,9.7,1
45,087,17,1
45,089,9.9,1
45,091,10.8,1
46,003,11,1
46,005,16.2,1
46,007,8.8,1
46,009,20,1
46,011,14.7,1
46,013,15.2,1
46,015,15.2,1
46,017,NA,NA
46,019,9.5,1
46,021,43.6,1
46,023,15.2,1
46,025,12.9,1
46,027,13.9,1
46,029,14.8,1
46,031,13,1
46,033,11.6,1
46,035,15.1,1
46,037,16.6,1
46,039,18.7,1
46,041,13.4,1
46,043,21.4,1
46,045,14.9,1
46,047,15.3,1
46,049,14.1,1
46,051,21.2,1
46,053,17.7,1
46,055,16.4,1
46,057,8,1
46,059,16.2,1
46,061,8.6,1
46,063,NA,NA
46,065,26.5,1
46,067,24.3,1
46,069,24.7,1
46,071,NA,NA
46,073,18.3,1
46,075,NA,NA
46,077,17.3,1
46,079,12,1
46,081,18.4,1
46,083,10.9,1
46,085,8,1
46,087,14,1
46,089,20.7,1
46,091,23.2,1
46,093,6.9,1
46,095,NA,NA
46,097,12.9,1
46,099,13.6,1
46,101,15.8,1
46,102,NA,NA
46,103,12.7,1
46,105,24.8,1
46,107,16.2,1
46,109,14.7,1
46,111,NA,NA
46,115,15.9,1
46,117,NA,NA
46,119,27.2,1
46,121,NA,NA
46,123,12.6,1
46,125,23,1
46,127,12.4,1
46,129,15.2,1
46,135,17.6,1
46,137,NA,NA
47,001,15,1
47,003,7.4,1
47,005,10.7,1
47,007,4.7,1
47,009,10.5,1
47,011,13,1
47,013,9.4,1
47,015,6.9,1
47,017,13.4,1
47,019,14.3,1
47,021,7.2,1
47,023,12,1
47,025,6.2,1
47,027,4,1
47,029,9.6,1
47,031,11,1
47,033,19.3,1
47,035,9.6,1
47,037,13.3,1
47,039,7,1
47,041,7.3,1
47,043,7.2,1
47,045,13.1,1
47,047,9.8,1
47,049,6.9,1
47,051,10.6,1
47,053,16.8,1
47,055,9.9,1
47,057,6.7,1
47,059,9.9,1
47,061,7.4,1
47,063,12.3,1
47,065,13.4,1
47,067,NA,NA
47,069,13.1,1
47,071,12.3,1
47,073,7.9,1
47,075,21.5,1
47,077,7.5,1
47,079,14.3,1
47,081,4.4,1
47,083,12.1,1
47,085,11.5,1
47,087,3.4,1
47,089,9.4,1
47,091,12.7,1
47,093,11.7,1
47,095,10.6,1
47,097,7.6,1
47,099,11.2,1
47,101,8.6,1
47,103,6.5,1
47,105,11.3,1
47,107,14.8,1
47,109,10.1,1
47,111,3.9,1
47,113,15.3,1
47,115,6.9,1
47,117,6.9,1
47,119,10.1,1
47,121,8.4,1
47,123,11.1,1
47,125,6.1,1
47,127,6,1
47,129,8.1,1
47,131,14.8,1
47,133,7.9,1
47,135,4.7,1
47,137,7.9,1
47,139,13.5,1
47,141,11.1,1
47,143,10.5,1
47,145,12,1
47,147,9.7,1
47,149,6.7,1
47,151,5.5,1
47,153,4.9,1
47,155,9.6,1
47,157,9.3,1
47,159,6.4,1
47,161,8,1
47,163,13,1
47,165,7.5,1
47,167,8,1
47,169,4.3,1
47,171,13.6,1
47,173,3.5,1
47,175,NA,NA
47,177,9.6,1
47,179,12.7,1
47,181,7.3,1
47,183,13.7,1
47,185,7.6,1
47,187,12.5,1
47,189,9.2,1
48,001,9.1,1
48,003,7.1,1
48,005,10.5,1
48,007,3.7,1
48,009,9.2,1
48,011,27.2,1
48,013,5.6,1
48,015,11.2,1
48,017,10.3,1
48,019,10.7,1
48,021,6.4,1
48,023,14.5,1
48,025,4.2,1
48,027,7.5,1
48,029,5.6,1
48,031,11.8,1
48,033,NA,NA
48,035,11.9,1
48,037,13,1
48,039,6.9,1
48,041,8.1,1
48,043,14.8,1
48,045,NA,NA
48,047,NA,NA
48,049,16.8,1
48,051,8.8,1
48,053,12.3,1
48,055,8.5,1
48,057,10.6,1
48,059,9.9,1
48,061,4.9,1
48,063,10.3,1
48,065,21,1
48,067,20,1
48,069,9.5,1
48,071,4.9,1
48,073,11.1,1
48,075,10.3,1
48,077,11.6,1
48,079,16.1,1
48,081,12.1,1
48,083,22,1
48,085,6.4,1
48,087,19.2,1
48,089,16,1
48,091,8.9,1
48,093,10.9,1
48,095,NA,NA
48,097,10.6,1
48,099,6.3,1
48,101,22.1,1
48,103,8.6,1
48,105,16.6,1
48,107,9.8,1
48,109,NA,NA
48,111,13.9,1
48,113,7.8,1
48,115,13.7,1
48,117,8.2,1
48,119,11.2,1
48,121,5.7,1
48,123,16,1
48,125,17.3,1
48,127,8.3,1
48,129,17.8,1
48,131,NA,NA
48,133,14,1
48,135,7.4,1
48,137,28,1
48,139,8.2,1
48,141,4.7,1
48,143,11.8,1
48,145,11.7,1
48,147,9.8,1
48,149,20.7,1
48,151,21.8,1
48,153,18.9,1
48,155,NA,NA
48,157,4.7,1
48,159,10.5,1
48,161,11.1,1
48,163,6.8,1
48,165,11.9,1
48,167,6.6,1
48,169,11.2,1
48,171,12.8,1
48,173,NA,NA
48,175,8.4,1
48,177,11.2,1
48,179,16.1,1
48,181,9.8,1
48,183,13.2,1
48,185,7.3,1
48,187,5.4,1
48,189,14,1
48,191,10.5,1
48,193,17,1
48,195,17.5,1
48,197,14.1,1
48,199,11.4,1
48,201,5.5,1
48,203,9.9,1
48,205,13,1
48,207,18.5,1
48,209,5.8,1
48,211,21.1,1
48,213,11.6,1
48,215,3.5,1
48,217,10.7,1
48,219,10.8,1
48,221,10.7,1
48,223,7.8,1
48,225,12.3,1
48,227,11.1,1
48,229,NA,NA
48,231,10.1,1
48,233,14.2,1
48,235,26.1,1
48,237,9.2,1
48,239,12.6,1
48,241,11.7,1
48,243,35.7,1
48,245,11.1,1
48,247,NA,NA
48,249,5.1,1
48,251,6.9,1
48,253,11.1,1
48,255,12.2,1
48,257,6.1,1
48,259,8.5,1
48,261,NA,NA
48,263,NA,NA
48,265,14.5,1
48,267,20.7,1
48,269,NA,NA
48,271,NA,NA
48,273,6.9,1
48,275,18.1,1
48,277,13.3,1
48,279,15.5,1
48,281,13.1,1
48,283,6,1
48,285,13.2,1
48,287,10.2,1
48,289,16.9,1
48,291,7.3,1
48,293,10.4,1
48,295,34.4,1
48,297,9.7,1
48,299,10.4,1
48,301,NA,NA
48,303,8.9,1
48,305,12.4,1
48,307,14.6,1
48,309,11,1
48,311,NA,NA
48,313,10.4,1
48,315,8.3,1
48,317,15.4,1
48,319,20.4,1
48,321,11.8,1
48,323,2.6,1
48,325,6.5,1
48,327,15.3,1
48,329,9.8,1
48,331,11.9,1
48,333,17.8,1
48,335,8.8,1
48,337,14.2,1
48,339,5.6,1
48,341,12.8,1
48,343,16.7,1
48,345,NA,NA
48,347,9.1,1
48,349,8,1
48,351,10.7,1
48,353,13,1
48,355,6.4,1
48,357,16.4,1
48,359,23.1,1
48,361,9.6,1
48,363,11.5,1
48,365,11.1,1
48,367,8.7,1
48,369,12.3,1
48,371,7.3,1
48,373,8.7,1
48,375,11,1
48,377,9.8,1
48,379,9.6,1
48,381,7.8,1
48,383,15.5,1
48,385,21.4,1
48,387,12.1,1
48,389,4.6,1
48,391,6,1
48,393,NA,NA
48,395,10,1
48,397,7.7,1
48,399,18.2,1
48,401,12.1,1
48,403,14,1
48,405,7.6,1
48,407,2.9,1
48,409,7.6,1
48,411,13.7,1
48,413,16.4,1
48,415,10.7,1
48,417,31.5,1
48,419,10.9,1
48,421,17.9,1
48,423,12.4,1
48,425,9.5,1
48,427,2,1
48,429,6.4,1
48,431,21.7,1
48,433,24.8,1
48,435,18.3,1
48,437,14.3,1
48,439,7,1
48,441,12.9,1
48,443,NA,NA
48,445,8.5,1
48,447,19.9,1
48,449,10.6,1
48,451,10.9,1
48,453,8.8,1
48,455,15.9,1
48,457,12.6,1
48,459,7.2,1
48,461,NA,NA
48,463,10.9,1
48,465,6.9,1
48,467,9.6,1
48,469,8.9,1
48,471,6.1,1
48,473,4,1
48,475,6.3,1
48,477,15,1
48,479,3.6,1
48,481,14.4,1
48,483,20.4,1
48,485,10.2,1
48,487,11,1
48,489,3.4,1
48,491,6,1
48,493,6.2,1
48,495,6.8,1
48,497,10,1
48,499,12.8,1
48,501,11.9,1
48,503,12.3,1
48,505,NA,NA
48,507,4.2,1
49,001,NA,NA
49,003,2.5,1
49,005,3,1
49,007,5.4,1
49,009,NA,NA
49,011,2.6,1
49,013,2.5,1
49,015,NA,NA
49,017,NA,NA
49,019,5.2,1
49,021,3.8,1
49,023,NA,NA
49,025,NA,NA
49,027,NA,NA
49,029,NA,NA
49,031,NA,NA
49,033,NA,NA
49,035,4.7,1
49,037,NA,NA
49,039,NA,NA
49,041,NA,NA
49,043,8.6,1
49,045,2.2,1
49,047,3.3,1
49,049,1.7,1
49,051,2.5,1
49,053,3.5,1
49,055,NA,NA
49,057,3.3,1
50,001,10.4,1
50,003,13.6,1
50,005,12.5,1
50,007,11.4,1
50,009,5,1
50,011,8.5,1
50,013,5.4,1
50,015,7.6,1
50,017,10.5,1
50,019,9.8,1
50,021,11.2,1
50,023,20.2,1
50,025,12.6,1
50,027,12.5,1
51,001,11.4,1
51,003,10.3,1
51,005,16.6,1
51,007,9.7,1
51,009,13.1,1
51,011,17.7,1
51,013,14.6,1
51,015,13,1
51,017,12.2,1
51,019,13.3,1
51,021,9.7,1
51,023,18,1
51,025,8.8,1
51,027,8.1,1
51,029,11.8,1
51,031,12.8,1
51,033,9.9,1
51,035,11.7,1
51,036,16.6,1
51,037,12.2,1
51,041,8.2,1
51,043,15.4,1
