year,state,county,state_name,county_name,in_universe,subgroup,subgroup_type,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality,rate_juv_arrest,rate_juv_arrest_quality
2016,48,335,Texas,Mitchell County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,335,Texas,Mitchell County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,337,Texas,Montague County,TRUE,All,all,0.006:0.024,Weak,0.071:0.123,Weak,0.017:0.026,Weak,0.905:0.826,Weak,NA,NA
2016,48,337,Texas,Montague County,TRUE,Under Age 45,age,0.015:0.004,Weak,0.172:0.256,Weak,0.006:0.007,Weak,0.806:0.732,Weak,NA,NA
2016,48,337,Texas,Montague County,TRUE,Age 45 and Over,age,0.004:0.033,Weak,0.042:0.067,Weak,0.021:0.034,Weak,0.933:0.866,Weak,NA,NA
2016,48,337,Texas,Montague County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,337,Texas,Montague County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,339,Texas,Montgomery County,TRUE,All,all,0.034:0.057,Strong,0.121:0.170,Strong,0.032:0.034,Strong,0.813:0.738,Strong,NA,NA
2016,48,339,Texas,Montgomery County,TRUE,Under Age 45,age,0.039:0.086,Strong,0.135:0.244,Strong,0.035:0.042,Strong,0.791:0.629,Strong,NA,NA
2016,48,339,Texas,Montgomery County,TRUE,Age 45 and Over,age,0.032:0.039,Strong,0.116:0.124,Strong,0.031:0.029,Strong,0.820:0.808,Strong,NA,NA
2016,48,339,Texas,Montgomery County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,339,Texas,Montgomery County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,341,Texas,Moore County,TRUE,All,all,0.002:0.013,Weak,0.165:0.319,Weak,0.070:0.024,Weak,0.763:0.644,Weak,NA,NA
2016,48,341,Texas,Moore County,TRUE,Under Age 45,age,0.000:0.011,Weak,0.263:0.470,Weak,0.187:0.018,Weak,0.549:0.500,Weak,NA,NA
2016,48,341,Texas,Moore County,TRUE,Age 45 and Over,age,0.003:0.014,Weak,0.122:0.224,Weak,0.018:0.027,Weak,0.857:0.735,Weak,NA,NA
2016,48,341,Texas,Moore County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,341,Texas,Moore County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,343,Texas,Morris County,TRUE,All,all,0.037:0.122,Weak,0.056:0.101,Weak,0.017:0.017,Weak,0.890:0.760,Weak,NA,NA
2016,48,343,Texas,Morris County,TRUE,Under Age 45,age,0.018:0.105,Weak,0.131:0.207,Weak,0.069:0.038,Weak,0.783:0.651,Weak,NA,NA
2016,48,343,Texas,Morris County,TRUE,Age 45 and Over,age,0.042:0.130,Weak,0.036:0.053,Weak,0.003:0.007,Weak,0.920:0.809,Weak,NA,NA
2016,48,343,Texas,Morris County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,343,Texas,Morris County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,345,Texas,Motley County,TRUE,All,all,0.008:0.024,Weak,0.238:0.447,Weak,0.038:0.021,Weak,0.716:0.508,Weak,NA,NA
2016,48,345,Texas,Motley County,TRUE,Under Age 45,age,NA,NA,0.298:0.519,Weak,NA,NA,0.702:0.445,Weak,NA,NA
2016,48,345,Texas,Motley County,TRUE,Age 45 and Over,age,0.011:0.021,Weak,0.217:0.404,Weak,0.051:0.029,Weak,0.721:0.545,Weak,NA,NA
2016,48,345,Texas,Motley County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,345,Texas,Motley County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,347,Texas,Nacogdoches County,TRUE,All,all,0.056:0.159,Marginal,0.052:0.145,Marginal,0.014:0.010,Marginal,0.878:0.686,Marginal,NA,NA
2016,48,347,Texas,Nacogdoches County,TRUE,Under Age 45,age,0.021:0.184,Marginal,0.134:0.209,Marginal,0.019:0.013,Marginal,0.826:0.594,Marginal,NA,NA
2016,48,347,Texas,Nacogdoches County,TRUE,Age 45 and Over,age,0.067:0.142,Marginal,0.026:0.103,Marginal,0.012:0.008,Marginal,0.895:0.747,Marginal,NA,NA
2016,48,347,Texas,Nacogdoches County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,347,Texas,Nacogdoches County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,349,Texas,Navarro County,TRUE,All,all,0.078:0.116,Weak,0.080:0.142,Weak,0.010:0.022,Weak,0.832:0.720,Weak,NA,NA
2016,48,349,Texas,Navarro County,TRUE,Under Age 45,age,0.094:0.149,Weak,0.139:0.247,Weak,0.030:0.027,Weak,0.737:0.578,Weak,NA,NA
2016,48,349,Texas,Navarro County,TRUE,Age 45 and Over,age,0.073:0.100,Weak,0.065:0.092,Weak,0.005:0.020,Weak,0.857:0.788,Weak,NA,NA
2016,48,349,Texas,Navarro County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,349,Texas,Navarro County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,351,Texas,Newton County,TRUE,All,all,0.056:0.166,Weak,0.023:0.063,Weak,0.010:0.012,Weak,0.911:0.759,Weak,NA,NA
2016,48,351,Texas,Newton County,TRUE,Under Age 45,age,0.034:0.251,Weak,0.108:0.152,Weak,0.010:0.004,Weak,0.848:0.593,Weak,NA,NA
2016,48,351,Texas,Newton County,TRUE,Age 45 and Over,age,0.060:0.125,Weak,0.007:0.021,Weak,0.010:0.016,Weak,0.923:0.837,Weak,NA,NA
2016,48,351,Texas,Newton County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,351,Texas,Newton County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,353,Texas,Nolan County,TRUE,All,all,0.011:0.032,Weak,0.144:0.196,Weak,0.034:0.015,Weak,0.811:0.757,Weak,NA,NA
2016,48,353,Texas,Nolan County,TRUE,Under Age 45,age,0.000:0.049,Weak,0.328:0.324,Weak,0.014:0.007,Weak,0.658:0.620,Weak,NA,NA
2016,48,353,Texas,Nolan County,TRUE,Age 45 and Over,age,0.014:0.025,Weak,0.098:0.143,Weak,0.039:0.019,Weak,0.849:0.813,Weak,NA,NA
2016,48,353,Texas,Nolan County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,353,Texas,Nolan County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,355,Texas,Nueces County,TRUE,All,all,0.015:0.044,Strong,0.425:0.580,Strong,0.026:0.023,Strong,0.534:0.352,Strong,NA,NA
2016,48,355,Texas,Nueces County,TRUE,Under Age 45,age,0.008:0.055,Strong,0.517:0.625,Strong,0.032:0.028,Strong,0.443:0.292,Strong,NA,NA
2016,48,355,Texas,Nueces County,TRUE,Age 45 and Over,age,0.018:0.037,Strong,0.388:0.550,Strong,0.023:0.020,Strong,0.570:0.394,Strong,NA,NA
2016,48,355,Texas,Nueces County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,355,Texas,Nueces County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,357,Texas,Ochiltree County,TRUE,All,all,0.002:0.013,Weak,0.165:0.319,Weak,0.070:0.024,Weak,0.763:0.644,Weak,NA,NA
2016,48,357,Texas,Ochiltree County,TRUE,Under Age 45,age,0.000:0.011,Weak,0.263:0.470,Weak,0.187:0.018,Weak,0.549:0.500,Weak,NA,NA
2016,48,357,Texas,Ochiltree County,TRUE,Age 45 and Over,age,0.003:0.014,Weak,0.122:0.224,Weak,0.018:0.027,Weak,0.857:0.735,Weak,NA,NA
2016,48,357,Texas,Ochiltree County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,357,Texas,Ochiltree County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,359,Texas,Oldham County,TRUE,All,all,0.002:0.013,Weak,0.165:0.319,Weak,0.070:0.024,Weak,0.763:0.644,Weak,NA,NA
2016,48,359,Texas,Oldham County,TRUE,Under Age 45,age,0.000:0.011,Weak,0.263:0.470,Weak,0.187:0.018,Weak,0.549:0.500,Weak,NA,NA
2016,48,359,Texas,Oldham County,TRUE,Age 45 and Over,age,0.003:0.014,Weak,0.122:0.224,Weak,0.018:0.027,Weak,0.857:0.735,Weak,NA,NA
2016,48,359,Texas,Oldham County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,359,Texas,Oldham County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,361,Texas,Orange County,TRUE,All,all,0.055:0.083,Marginal,0.027:0.046,Marginal,0.014:0.016,Marginal,0.903:0.855,Marginal,NA,NA
2016,48,361,Texas,Orange County,TRUE,Under Age 45,age,0.018:0.073,Marginal,0.031:0.080,Marginal,0.036:0.031,Marginal,0.915:0.816,Marginal,NA,NA
2016,48,361,Texas,Orange County,TRUE,Age 45 and Over,age,0.071:0.088,Marginal,0.025:0.029,Marginal,0.005:0.008,Marginal,0.898:0.874,Marginal,NA,NA
2016,48,361,Texas,Orange County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,361,Texas,Orange County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,363,Texas,Palo Pinto County,TRUE,All,all,0.005:0.006,Weak,0.076:0.108,Weak,0.015:0.013,Weak,0.904:0.873,Weak,NA,NA
2016,48,363,Texas,Palo Pinto County,TRUE,Under Age 45,age,0.003:0.008,Weak,0.080:0.178,Weak,0.000:0.004,Weak,0.916:0.811,Weak,NA,NA
2016,48,363,Texas,Palo Pinto County,TRUE,Age 45 and Over,age,0.005:0.005,Weak,0.075:0.081,Weak,0.018:0.016,Weak,0.902:0.897,Weak,NA,NA
2016,48,363,Texas,Palo Pinto County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,363,Texas,Palo Pinto County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,365,Texas,Panola County,TRUE,All,all,0.079:0.168,Weak,0.036:0.104,Weak,0.007:0.012,Weak,0.878:0.715,Weak,NA,NA
2016,48,365,Texas,Panola County,TRUE,Under Age 45,age,0.031:0.141,Weak,0.119:0.201,Weak,NA,NA,0.849:0.633,Weak,NA,NA
2016,48,365,Texas,Panola County,TRUE,Age 45 and Over,age,0.091:0.181,Weak,0.016:0.056,Weak,0.008:0.006,Weak,0.885:0.756,Weak,NA,NA
2016,48,365,Texas,Panola County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,365,Texas,Panola County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,367,Texas,Parker County,TRUE,All,all,0.009:0.012,Strong,0.051:0.070,Strong,0.043:0.027,Strong,0.897:0.891,Strong,NA,NA
2016,48,367,Texas,Parker County,TRUE,Under Age 45,age,NA,NA,0.030:0.093,Strong,0.030:0.016,Strong,0.940:0.891,Strong,NA,NA
2016,48,367,Texas,Parker County,TRUE,Age 45 and Over,age,0.012:0.017,Strong,0.059:0.059,Strong,0.048:0.032,Strong,0.881:0.891,Strong,NA,NA
2016,48,367,Texas,Parker County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,367,Texas,Parker County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,369,Texas,Parmer County,TRUE,All,all,0.002:0.013,Weak,0.165:0.319,Weak,0.070:0.024,Weak,0.763:0.644,Weak,NA,NA
2016,48,369,Texas,Parmer County,TRUE,Under Age 45,age,0.000:0.011,Weak,0.263:0.470,Weak,0.187:0.018,Weak,0.549:0.500,Weak,NA,NA
2016,48,369,Texas,Parmer County,TRUE,Age 45 and Over,age,0.003:0.014,Weak,0.122:0.224,Weak,0.018:0.027,Weak,0.857:0.735,Weak,NA,NA
2016,48,369,Texas,Parmer County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,369,Texas,Parmer County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,371,Texas,Pecos County,TRUE,All,all,0.012:0.020,Weak,0.378:0.514,Weak,0.010:0.012,Weak,0.601:0.453,Weak,NA,NA
2016,48,371,Texas,Pecos County,TRUE,Under Age 45,age,0.003:0.041,Weak,0.475:0.524,Weak,0.026:0.020,Weak,0.496:0.416,Weak,NA,NA
2016,48,371,Texas,Pecos County,TRUE,Age 45 and Over,age,0.015:0.010,Weak,0.341:0.509,Weak,0.004:0.009,Weak,0.640:0.473,Weak,NA,NA
2016,48,371,Texas,Pecos County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,371,Texas,Pecos County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,373,Texas,Polk County,TRUE,All,all,0.078:0.183,Weak,0.048:0.083,Weak,0.015:0.020,Weak,0.859:0.714,Weak,NA,NA
2016,48,373,Texas,Polk County,TRUE,Under Age 45,age,0.028:0.246,Weak,0.158:0.141,Weak,0.005:0.029,Weak,0.808:0.584,Weak,NA,NA
2016,48,373,Texas,Polk County,TRUE,Age 45 and Over,age,0.089:0.150,Weak,0.025:0.052,Weak,0.017:0.015,Weak,0.870:0.783,Weak,NA,NA
2016,48,373,Texas,Polk County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,373,Texas,Polk County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,375,Texas,Potter County,TRUE,All,all,0.039:0.080,Strong,0.184:0.330,Strong,0.040:0.052,Strong,0.737:0.537,Strong,NA,NA
2016,48,375,Texas,Potter County,TRUE,Under Age 45,age,0.020:0.087,Strong,0.317:0.424,Strong,0.053:0.056,Strong,0.609:0.433,Strong,NA,NA
2016,48,375,Texas,Potter County,TRUE,Age 45 and Over,age,0.046:0.075,Strong,0.136:0.257,Strong,0.035:0.049,Strong,0.783:0.619,Strong,NA,NA
2016,48,375,Texas,Potter County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,375,Texas,Potter County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,377,Texas,Presidio County,TRUE,All,all,0.012:0.020,Weak,0.378:0.514,Weak,0.010:0.012,Weak,0.601:0.453,Weak,NA,NA
2016,48,377,Texas,Presidio County,TRUE,Under Age 45,age,0.003:0.041,Weak,0.475:0.524,Weak,0.026:0.020,Weak,0.496:0.416,Weak,NA,NA
2016,48,377,Texas,Presidio County,TRUE,Age 45 and Over,age,0.015:0.010,Weak,0.341:0.509,Weak,0.004:0.009,Weak,0.640:0.473,Weak,NA,NA
2016,48,377,Texas,Presidio County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,377,Texas,Presidio County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,379,Texas,Rains County,TRUE,All,all,0.023:0.036,Weak,0.028:0.066,Weak,0.018:0.016,Weak,0.931:0.882,Weak,NA,NA
2016,48,379,Texas,Rains County,TRUE,Under Age 45,age,0.012:0.030,Weak,0.067:0.179,Weak,0.002:0.007,Weak,0.920:0.784,Weak,NA,NA
2016,48,379,Texas,Rains County,TRUE,Age 45 and Over,age,0.026:0.038,Weak,0.019:0.029,Weak,0.022:0.018,Weak,0.933:0.914,Weak,NA,NA
2016,48,379,Texas,Rains County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,379,Texas,Rains County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,381,Texas,Randall County,TRUE,All,all,0.001:0.018,Strong,0.092:0.140,Strong,0.042:0.039,Strong,0.865:0.803,Strong,NA,NA
2016,48,381,Texas,Randall County,TRUE,Under Age 45,age,NA,NA,0.121:0.203,Strong,0.040:0.040,Strong,0.839:0.736,Strong,NA,NA
2016,48,381,Texas,Randall County,TRUE,Age 45 and Over,age,0.001:0.016,Strong,0.081:0.097,Strong,0.043:0.038,Strong,0.874:0.848,Strong,NA,NA
2016,48,381,Texas,Randall County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,381,Texas,Randall County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,383,Texas,Reagan County,TRUE,All,all,0.005:0.020,Weak,0.154:0.338,Weak,0.029:0.026,Weak,0.812:0.615,Weak,NA,NA
2016,48,383,Texas,Reagan County,TRUE,Under Age 45,age,0.020:0.014,Weak,0.175:0.431,Weak,0.069:0.046,Weak,0.736:0.509,Weak,NA,NA
2016,48,383,Texas,Reagan County,TRUE,Age 45 and Over,age,0.002:0.023,Weak,0.149:0.296,Weak,0.020:0.017,Weak,0.828:0.664,Weak,NA,NA
2016,48,383,Texas,Reagan County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,383,Texas,Reagan County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,385,Texas,Real County,TRUE,All,all,NA,NA,0.665:0.771,Weak,0.034:0.010,Weak,0.302:0.214,Weak,NA,NA
2016,48,385,Texas,Real County,TRUE,Under Age 45,age,NA,NA,0.748:0.825,Weak,0.009:0.007,Weak,0.243:0.159,Weak,NA,NA
2016,48,385,Texas,Real County,TRUE,Age 45 and Over,age,NA,NA,0.624:0.742,Weak,0.046:0.012,Weak,0.331:0.244,Weak,NA,NA
2016,48,385,Texas,Real County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,385,Texas,Real County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,387,Texas,Red River County,TRUE,All,all,0.037:0.122,Weak,0.056:0.101,Weak,0.017:0.017,Weak,0.890:0.760,Weak,NA,NA
2016,48,387,Texas,Red River County,TRUE,Under Age 45,age,0.018:0.105,Weak,0.131:0.207,Weak,0.069:0.038,Weak,0.783:0.651,Weak,NA,NA
2016,48,387,Texas,Red River County,TRUE,Age 45 and Over,age,0.042:0.130,Weak,0.036:0.053,Weak,0.003:0.007,Weak,0.920:0.809,Weak,NA,NA
2016,48,387,Texas,Red River County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,387,Texas,Red River County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,389,Texas,Reeves County,TRUE,All,all,0.012:0.020,Weak,0.378:0.514,Weak,0.010:0.012,Weak,0.601:0.453,Weak,NA,NA
2016,48,389,Texas,Reeves County,TRUE,Under Age 45,age,0.003:0.041,Weak,0.475:0.524,Weak,0.026:0.020,Weak,0.496:0.416,Weak,NA,NA
2016,48,389,Texas,Reeves County,TRUE,Age 45 and Over,age,0.015:0.010,Weak,0.341:0.509,Weak,0.004:0.009,Weak,0.640:0.473,Weak,NA,NA
2016,48,389,Texas,Reeves County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,389,Texas,Reeves County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,391,Texas,Refugio County,TRUE,All,all,0.017:0.019,Weak,0.319:0.485,Weak,0.016:0.016,Weak,0.648:0.479,Weak,NA,NA
2016,48,391,Texas,Refugio County,TRUE,Under Age 45,age,NA,NA,0.401:0.631,Weak,NA,NA,0.599:0.333,Weak,NA,NA
2016,48,391,Texas,Refugio County,TRUE,Age 45 and Over,age,0.021:0.012,Weak,0.299:0.421,Weak,0.020:0.023,Weak,0.660:0.543,Weak,NA,NA
2016,48,391,Texas,Refugio County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,391,Texas,Refugio County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,393,Texas,Roberts County,TRUE,All,all,0.002:0.013,Weak,0.165:0.319,Weak,0.070:0.024,Weak,0.763:0.644,Weak,NA,NA
2016,48,393,Texas,Roberts County,TRUE,Under Age 45,age,0.000:0.011,Weak,0.263:0.470,Weak,0.187:0.018,Weak,0.549:0.500,Weak,NA,NA
2016,48,393,Texas,Roberts County,TRUE,Age 45 and Over,age,0.003:0.014,Weak,0.122:0.224,Weak,0.018:0.027,Weak,0.857:0.735,Weak,NA,NA
2016,48,393,Texas,Roberts County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,393,Texas,Roberts County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,395,Texas,Robertson County,TRUE,All,all,0.079:0.128,Weak,0.052:0.155,Weak,0.009:0.020,Weak,0.859:0.698,Weak,NA,NA
2016,48,395,Texas,Robertson County,TRUE,Under Age 45,age,0.062:0.080,Weak,0.098:0.269,Weak,0.023:0.029,Weak,0.817:0.621,Weak,NA,NA
2016,48,395,Texas,Robertson County,TRUE,Age 45 and Over,age,0.083:0.149,Weak,0.042:0.104,Weak,0.006:0.015,Weak,0.869:0.731,Weak,NA,NA
2016,48,395,Texas,Robertson County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,395,Texas,Robertson County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,397,Texas,Rockwall County,TRUE,All,all,0.037:0.066,Marginal,0.100:0.111,Marginal,0.034:0.029,Marginal,0.829:0.795,Marginal,NA,NA
2016,48,397,Texas,Rockwall County,TRUE,Under Age 45,age,0.050:0.079,Marginal,0.188:0.186,Marginal,0.028:0.043,Marginal,0.733:0.692,Marginal,NA,NA
2016,48,397,Texas,Rockwall County,TRUE,Age 45 and Over,age,0.032:0.059,Marginal,0.062:0.072,Marginal,0.036:0.021,Marginal,0.870:0.848,Marginal,NA,NA
2016,48,397,Texas,Rockwall County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,397,Texas,Rockwall County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,399,Texas,Runnels County,TRUE,All,all,0.011:0.032,Weak,0.144:0.196,Weak,0.034:0.015,Weak,0.811:0.757,Weak,NA,NA
2016,48,399,Texas,Runnels County,TRUE,Under Age 45,age,0.000:0.049,Weak,0.328:0.324,Weak,0.014:0.007,Weak,0.658:0.620,Weak,NA,NA
2016,48,399,Texas,Runnels County,TRUE,Age 45 and Over,age,0.014:0.025,Weak,0.098:0.143,Weak,0.039:0.019,Weak,0.849:0.813,Weak,NA,NA
2016,48,399,Texas,Runnels County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,399,Texas,Runnels County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,401,Texas,Rusk County,TRUE,All,all,0.079:0.168,Marginal,0.036:0.104,Marginal,0.007:0.012,Marginal,0.878:0.715,Marginal,NA,NA
2016,48,401,Texas,Rusk County,TRUE,Under Age 45,age,0.031:0.141,Marginal,0.119:0.201,Marginal,NA,NA,0.849:0.633,Marginal,NA,NA
2016,48,401,Texas,Rusk County,TRUE,Age 45 and Over,age,0.091:0.181,Marginal,0.016:0.056,Marginal,0.008:0.006,Marginal,0.885:0.756,Marginal,NA,NA
2016,48,401,Texas,Rusk County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,401,Texas,Rusk County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,403,Texas,Sabine County,TRUE,All,all,0.056:0.166,Weak,0.023:0.063,Weak,0.010:0.012,Weak,0.911:0.759,Weak,NA,NA
2016,48,403,Texas,Sabine County,TRUE,Under Age 45,age,0.034:0.251,Weak,0.108:0.152,Weak,0.010:0.004,Weak,0.848:0.593,Weak,NA,NA
2016,48,403,Texas,Sabine County,TRUE,Age 45 and Over,age,0.060:0.125,Weak,0.007:0.021,Weak,0.010:0.016,Weak,0.923:0.837,Weak,NA,NA
2016,48,403,Texas,Sabine County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,403,Texas,Sabine County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,405,Texas,San Augustine County,TRUE,All,all,0.056:0.166,Weak,0.023:0.063,Weak,0.010:0.012,Weak,0.911:0.759,Weak,NA,NA
2016,48,405,Texas,San Augustine County,TRUE,Under Age 45,age,0.034:0.251,Weak,0.108:0.152,Weak,0.010:0.004,Weak,0.848:0.593,Weak,NA,NA
2016,48,405,Texas,San Augustine County,TRUE,Age 45 and Over,age,0.060:0.125,Weak,0.007:0.021,Weak,0.010:0.016,Weak,0.923:0.837,Weak,NA,NA
2016,48,405,Texas,San Augustine County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,405,Texas,San Augustine County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,407,Texas,San Jacinto County,TRUE,All,all,0.078:0.183,Weak,0.048:0.083,Weak,0.015:0.020,Weak,0.859:0.714,Weak,NA,NA
2016,48,407,Texas,San Jacinto County,TRUE,Under Age 45,age,0.028:0.246,Weak,0.158:0.141,Weak,0.005:0.029,Weak,0.808:0.584,Weak,NA,NA
2016,48,407,Texas,San Jacinto County,TRUE,Age 45 and Over,age,0.089:0.150,Weak,0.025:0.052,Weak,0.017:0.015,Weak,0.870:0.783,Weak,NA,NA
2016,48,407,Texas,San Jacinto County,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,407,Texas,San Jacinto County,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,48,409,Texas,San Patricio County,TRUE,All,all,0.017:0.019,Marginal,0.319:0.485,Marginal,0.016:0.016,Marginal,0.648:0.479,Marginal,NA,NA
