year,state,place,state_name,place_name,in_universe,subgroup,subgroup_type,share_hs_degree,share_hs_degree_lb,share_hs_degree_ub,share_hs_degree_quality,share_employed,share_employed_lb,share_employed_ub,share_employed_quality
2014,08,07850,Colorado,Boulder city,TRUE,All,all,0.9819,0.9627,1,Marginal,0.8401,0.8218,0.8584,NA
2014,08,07850,Colorado,Boulder city,TRUE,With Disability,disability,NA,NA,NA,NA,0.5466,0.4291,0.6641,NA
2014,08,07850,Colorado,Boulder city,TRUE,Without Disability,disability,0.9884,0.9761,1,Marginal,0.8546,0.8375,0.8716,NA
2014,08,12815,Colorado,Centennial city,TRUE,All,all,0.8894,0.8439,0.935,Marginal,0.8175,0.8034,0.8317,Marginal
2014,08,12815,Colorado,Centennial city,TRUE,With Disability,disability,NA,NA,NA,NA,0.5596,0.4786,0.6406,Marginal
2014,08,12815,Colorado,Centennial city,TRUE,Without Disability,disability,0.9122,0.8665,0.9579,Marginal,0.8292,0.8155,0.8428,Marginal
2014,08,16000,Colorado,Colorado Springs city,TRUE,All,all,0.849,0.786,0.9119,Weak,0.7778,0.7656,0.7899,Weak
2014,08,16000,Colorado,Colorado Springs city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4902,0.4473,0.5332,Weak
2014,08,16000,Colorado,Colorado Springs city,TRUE,Without Disability,disability,0.8708,0.8007,0.9409,Weak,0.8089,0.7975,0.8203,Weak
2014,08,20000,Colorado,Denver city,TRUE,All,all,0.8338,0.7928,0.8748,Strong,0.7973,0.7887,0.806,Strong
2014,08,20000,Colorado,Denver city,TRUE,With Disability,disability,NA,NA,NA,NA,0.3797,0.3436,0.4158,Strong
2014,08,20000,Colorado,Denver city,TRUE,Without Disability,disability,0.8427,0.8025,0.8829,Strong,0.8243,0.8161,0.8325,Strong
2014,08,27425,Colorado,Fort Collins city,TRUE,All,all,0.934,0.8994,0.9686,Marginal,0.8248,0.8078,0.8418,NA
2014,08,27425,Colorado,Fort Collins city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4837,0.4008,0.5666,NA
2014,08,27425,Colorado,Fort Collins city,TRUE,Without Disability,disability,0.9344,0.8992,0.9696,Marginal,0.8442,0.8274,0.861,NA
2014,08,32155,Colorado,Greeley city,TRUE,All,all,0.8555,0.7948,0.9163,Marginal,0.7889,0.7709,0.8068,Marginal
2014,08,32155,Colorado,Greeley city,TRUE,With Disability,disability,NA,NA,NA,NA,0.5674,0.4947,0.64,Marginal
2014,08,32155,Colorado,Greeley city,TRUE,Without Disability,disability,0.8789,0.8238,0.934,Marginal,0.8088,0.7911,0.8265,Marginal
2014,08,43000,Colorado,Lakewood city,TRUE,All,all,0.8818,0.8329,0.9308,Weak,0.8108,0.7992,0.8224,Weak
2014,08,43000,Colorado,Lakewood city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4268,0.3674,0.4861,Weak
2014,08,43000,Colorado,Lakewood city,TRUE,Without Disability,disability,0.8873,0.8377,0.9369,Weak,0.8384,0.8255,0.8512,Weak
2014,08,45970,Colorado,Longmont city,TRUE,All,all,0.835,0.7581,0.912,Marginal,0.8076,0.7911,0.8241,Marginal
2014,08,45970,Colorado,Longmont city,TRUE,With Disability,disability,NA,NA,NA,NA,0.5707,0.4876,0.6538,Marginal
2014,08,45970,Colorado,Longmont city,TRUE,Without Disability,disability,0.8518,0.7707,0.9329,Marginal,0.8252,0.8078,0.8426,Marginal
2014,08,46465,Colorado,Loveland city,TRUE,All,all,0.9568,0.9128,1,Marginal,0.8095,0.7894,0.8297,Marginal
2014,08,46465,Colorado,Loveland city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4991,0.3886,0.6096,Marginal
2014,08,46465,Colorado,Loveland city,TRUE,Without Disability,disability,0.9547,0.9084,1,Marginal,0.8367,0.8185,0.855,Marginal
2014,08,62000,Colorado,Pueblo city,TRUE,All,all,0.8202,0.7359,0.9045,Weak,0.7144,0.691,0.7379,Weak
2014,08,62000,Colorado,Pueblo city,TRUE,With Disability,disability,NA,NA,NA,NA,0.3417,0.2858,0.3976,Weak
2014,08,62000,Colorado,Pueblo city,TRUE,Without Disability,disability,0.8391,0.7545,0.9237,Weak,0.7808,0.7584,0.8033,Weak
2014,08,77290,Colorado,Thornton city,TRUE,All,all,0.8356,0.7718,0.8994,Marginal,0.7939,0.7781,0.8098,Marginal
2014,08,77290,Colorado,Thornton city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4621,0.3853,0.5389,Marginal
2014,08,77290,Colorado,Thornton city,TRUE,Without Disability,disability,0.8746,0.8127,0.9364,Marginal,0.8201,0.8046,0.8357,Marginal
2014,08,83835,Colorado,Westminster city,TRUE,All,all,0.8363,0.7771,0.8956,Marginal,0.8004,0.785,0.8158,Marginal
2014,08,83835,Colorado,Westminster city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4933,0.4255,0.5612,Marginal
2014,08,83835,Colorado,Westminster city,TRUE,Without Disability,disability,0.8649,0.8085,0.9214,Marginal,0.8237,0.8081,0.8393,Marginal
2014,09,08000,Connecticut,Bridgeport city,TRUE,All,all,0.8785,0.821,0.936,Strong,0.7276,0.7057,0.7496,Strong
2014,09,08000,Connecticut,Bridgeport city,TRUE,With Disability,disability,NA,NA,NA,NA,0.3395,0.2694,0.4095,Strong
2014,09,08000,Connecticut,Bridgeport city,TRUE,Without Disability,disability,0.8932,0.8384,0.9479,Strong,0.7687,0.7453,0.7921,Strong
2014,09,18430,Connecticut,Danbury city,TRUE,All,all,0.9465,0.9097,0.9833,Marginal,0.8089,0.7915,0.8263,Marginal
2014,09,18430,Connecticut,Danbury city,TRUE,With Disability,disability,NA,NA,NA,NA,0.5343,0.4357,0.633,Marginal
2014,09,18430,Connecticut,Danbury city,TRUE,Without Disability,disability,0.9559,0.9211,0.9906,Marginal,0.8228,0.8052,0.8405,Marginal
2014,09,37000,Connecticut,Hartford city,TRUE,All,all,0.8381,0.7678,0.9085,Weak,0.6621,0.6356,0.6887,Weak
2014,09,37000,Connecticut,Hartford city,TRUE,With Disability,disability,NA,NA,NA,NA,0.3482,0.2788,0.4177,Weak
2014,09,37000,Connecticut,Hartford city,TRUE,Without Disability,disability,0.8704,0.8008,0.9401,Weak,0.715,0.6865,0.7435,Weak
2014,09,52000,Connecticut,New Haven city,TRUE,All,all,0.8429,0.77,0.9158,Strong,0.7106,0.6846,0.7365,Strong
2014,09,52000,Connecticut,New Haven city,TRUE,With Disability,disability,NA,NA,NA,NA,0.3643,0.2666,0.4621,Strong
2014,09,52000,Connecticut,New Haven city,TRUE,Without Disability,disability,0.8608,0.7876,0.9339,Strong,0.7369,0.713,0.7608,Strong
2014,09,55990,Connecticut,Norwalk city,TRUE,All,all,0.8908,0.7872,0.9945,Marginal,0.77,0.7549,0.7852,NA
2014,09,55990,Connecticut,Norwalk city,TRUE,With Disability,disability,NA,NA,NA,NA,0.523,0.4266,0.6195,NA
2014,09,55990,Connecticut,Norwalk city,TRUE,Without Disability,disability,0.8873,0.7799,0.9947,Marginal,0.7799,0.7643,0.7955,NA
2014,09,73000,Connecticut,Stamford city,TRUE,All,all,0.9216,0.8435,0.9996,Weak,0.7792,0.7596,0.7987,Weak
2014,09,73000,Connecticut,Stamford city,TRUE,With Disability,disability,NA,NA,NA,NA,0.5505,0.4079,0.693,Weak
2014,09,73000,Connecticut,Stamford city,TRUE,Without Disability,disability,0.9204,0.8411,0.9998,Weak,0.7896,0.7695,0.8096,Weak
2014,09,80000,Connecticut,Waterbury city,TRUE,All,all,0.7619,0.6488,0.8751,Marginal,0.6993,0.6764,0.7221,Marginal
2014,09,80000,Connecticut,Waterbury city,TRUE,With Disability,disability,NA,NA,NA,NA,0.2949,0.21,0.3799,Marginal
2014,09,80000,Connecticut,Waterbury city,TRUE,Without Disability,disability,0.7753,0.6601,0.8904,Marginal,0.7503,0.7279,0.7727,Marginal
2014,11,50000,District of Columbia,Washington city,TRUE,All,all,0.8646,0.8391,0.89,Strong,0.7911,0.7824,0.7998,Strong
2014,11,50000,District of Columbia,Washington city,TRUE,With Disability,disability,0.6336,0.4903,0.7769,Strong,0.3668,0.3305,0.403,Strong
2014,11,50000,District of Columbia,Washington city,TRUE,Without Disability,disability,0.8817,0.8559,0.9075,Strong,0.8207,0.8124,0.829,Strong
2014,12,07300,Florida,Boca Raton city,TRUE,All,all,0.9808,0.9554,1,Marginal,0.7831,0.7625,0.8037,Marginal
2014,12,07300,Florida,Boca Raton city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4864,0.3767,0.5962,Marginal
2014,12,07300,Florida,Boca Raton city,TRUE,Without Disability,disability,0.9886,0.9709,1,Marginal,0.7976,0.778,0.8172,Marginal
2014,12,07875,Florida,Boynton Beach city,TRUE,All,all,0.9241,0.8611,0.987,Marginal,0.7911,0.7709,0.8114,Marginal
2014,12,07875,Florida,Boynton Beach city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4905,0.4063,0.5747,Marginal
2014,12,07875,Florida,Boynton Beach city,TRUE,Without Disability,disability,0.9243,0.8607,0.988,Marginal,0.8118,0.7926,0.8309,Marginal
2014,12,10275,Florida,Cape Coral city,TRUE,All,all,0.8727,0.7543,0.9911,Strong,0.7254,0.7025,0.7483,Strong
2014,12,10275,Florida,Cape Coral city,TRUE,With Disability,disability,NA,NA,NA,NA,0.2395,0.1833,0.2956,Strong
2014,12,10275,Florida,Cape Coral city,TRUE,Without Disability,disability,0.9045,0.7757,1,Strong,0.7724,0.7479,0.7968,Strong
2014,12,12875,Florida,Clearwater city,TRUE,All,all,0.7673,0.6453,0.8893,Marginal,0.7544,0.7285,0.7803,Marginal
2014,12,12875,Florida,Clearwater city,TRUE,With Disability,disability,NA,NA,NA,NA,0.334,0.2519,0.416,Marginal
2014,12,12875,Florida,Clearwater city,TRUE,Without Disability,disability,0.7713,0.6462,0.8963,Marginal,0.793,0.7695,0.8164,Marginal
2014,12,14400,Florida,Coral Springs city,TRUE,All,all,0.89,0.8383,0.9418,Strong,0.796,0.7824,0.8095,Strong
2014,12,14400,Florida,Coral Springs city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4431,0.3538,0.5323,Strong
2014,12,14400,Florida,Coral Springs city,TRUE,Without Disability,disability,0.9087,0.8589,0.9586,Strong,0.8168,0.8028,0.8309,Strong
2014,12,16475,Florida,Davie town,TRUE,All,all,0.9886,0.9737,1,Marginal,0.7785,0.7603,0.7967,NA
2014,12,16475,Florida,Davie town,TRUE,With Disability,disability,NA,NA,NA,NA,0.376,0.2835,0.4685,NA
2014,12,16475,Florida,Davie town,TRUE,Without Disability,disability,0.9972,0.9944,1,Marginal,0.8004,0.7824,0.8185,NA
2014,12,16725,Florida,Deerfield Beach city,TRUE,All,all,0.8834,0.8011,0.9658,Marginal,0.7795,0.7537,0.8053,Marginal
2014,12,16725,Florida,Deerfield Beach city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4471,0.318,0.5761,Marginal
2014,12,16725,Florida,Deerfield Beach city,TRUE,Without Disability,disability,0.8899,0.8069,0.973,Marginal,0.8041,0.78,0.8281,Marginal
2014,12,17200,Florida,Deltona city,TRUE,All,all,0.7797,0.6554,0.9039,Marginal,0.7234,0.7015,0.7454,NA
2014,12,17200,Florida,Deltona city,TRUE,With Disability,disability,NA,NA,NA,NA,0.3091,0.2312,0.3871,NA
2014,12,17200,Florida,Deltona city,TRUE,Without Disability,disability,0.7938,0.668,0.9196,Marginal,0.7628,0.7406,0.785,NA
2014,12,17935,Florida,Doral city,TRUE,All,all,0.9262,0.8723,0.9801,Marginal,0.7555,0.7353,0.7756,NA
2014,12,17935,Florida,Doral city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4408,0.3135,0.568,NA
2014,12,17935,Florida,Doral city,TRUE,Without Disability,disability,0.9233,0.8674,0.9791,Marginal,0.7645,0.7442,0.7849,NA
2014,12,24000,Florida,Fort Lauderdale city,TRUE,All,all,0.7958,0.7113,0.8803,Weak,0.7679,0.7495,0.7863,Weak
2014,12,24000,Florida,Fort Lauderdale city,TRUE,With Disability,disability,NA,NA,NA,NA,0.3335,0.2636,0.4033,Weak
2014,12,24000,Florida,Fort Lauderdale city,TRUE,Without Disability,disability,0.8083,0.722,0.8945,Weak,0.8108,0.7944,0.8271,Weak
2014,12,24125,Florida,Fort Myers city,TRUE,All,all,0.9066,0.8302,0.9831,Marginal,0.7246,0.7031,0.7462,Marginal
2014,12,24125,Florida,Fort Myers city,TRUE,With Disability,disability,NA,NA,NA,NA,0.2735,0.2011,0.3459,Marginal
2014,12,24125,Florida,Fort Myers city,TRUE,Without Disability,disability,0.9229,0.8436,1,Marginal,0.7761,0.7547,0.7975,Marginal
2014,12,25175,Florida,Gainesville city,TRUE,All,all,0.9486,0.9283,0.9688,Strong,0.7421,0.7198,0.7643,Strong
2014,12,25175,Florida,Gainesville city,TRUE,With Disability,disability,NA,NA,NA,NA,0.3502,0.2672,0.4333,Strong
2014,12,25175,Florida,Gainesville city,TRUE,Without Disability,disability,0.9489,0.9283,0.9695,Strong,0.7734,0.7516,0.7953,Strong
2014,12,30000,Florida,Hialeah city,TRUE,All,all,0.8352,0.7646,0.9057,Marginal,0.7154,0.6998,0.731,Marginal
2014,12,30000,Florida,Hialeah city,TRUE,With Disability,disability,NA,NA,NA,NA,0.3057,0.2503,0.361,Marginal
2014,12,30000,Florida,Hialeah city,TRUE,Without Disability,disability,0.8487,0.7818,0.9157,Marginal,0.7395,0.7237,0.7553,Marginal
2014,12,32000,Florida,Hollywood city,TRUE,All,all,0.8583,0.7778,0.9388,Marginal,0.7554,0.7409,0.7699,Marginal
2014,12,32000,Florida,Hollywood city,TRUE,With Disability,disability,NA,NA,NA,NA,0.3791,0.3188,0.4395,Marginal
2014,12,32000,Florida,Hollywood city,TRUE,Without Disability,disability,0.8815,0.8019,0.9611,Marginal,0.7878,0.7733,0.8022,Marginal
2014,12,32275,Florida,Homestead city,TRUE,All,all,0.7291,0.6382,0.82,Weak,0.714,0.6945,0.7335,Weak
2014,12,32275,Florida,Homestead city,TRUE,With Disability,disability,NA,NA,NA,NA,0.3976,0.336,0.4592,Weak
2014,12,32275,Florida,Homestead city,TRUE,Without Disability,disability,0.7265,0.6319,0.8212,Weak,0.7502,0.7301,0.7703,Weak
2014,12,35000,Florida,Jacksonville city,TRUE,All,all,0.7802,0.7269,0.8335,Weak,0.7487,0.7392,0.7582,Weak
2014,12,35000,Florida,Jacksonville city,TRUE,With Disability,disability,0.4765,0.2345,0.7186,Weak,0.3712,0.3434,0.399,Weak
2014,12,35000,Florida,Jacksonville city,TRUE,Without Disability,disability,0.801,0.7498,0.8522,Weak,0.787,0.7776,0.7965,Weak
2014,12,36950,Florida,Kissimmee city,TRUE,All,all,0.8833,0.8121,0.9544,Marginal,0.7318,0.711,0.7527,NA
2014,12,36950,Florida,Kissimmee city,TRUE,With Disability,disability,NA,NA,NA,NA,0.3486,0.2881,0.4091,NA
2014,12,36950,Florida,Kissimmee city,TRUE,Without Disability,disability,0.886,0.8147,0.9574,Marginal,0.7823,0.7601,0.8044,NA
2014,12,38250,Florida,Lakeland city,TRUE,All,all,0.8683,0.8113,0.9252,Marginal,0.708,0.6914,0.7246,Marginal
2014,12,38250,Florida,Lakeland city,TRUE,With Disability,disability,NA,NA,NA,NA,0.2865,0.2414,0.3315,Marginal
2014,12,38250,Florida,Lakeland city,TRUE,Without Disability,disability,0.8903,0.8429,0.9376,Marginal,0.7592,0.7423,0.7761,Marginal
2014,12,39425,Florida,Largo city,TRUE,All,all,0.772,0.6464,0.8976,Marginal,0.7666,0.7451,0.7882,Marginal
2014,12,39425,Florida,Largo city,TRUE,With Disability,disability,NA,NA,NA,NA,0.3689,0.2962,0.4416,Marginal
2014,12,39425,Florida,Largo city,TRUE,Without Disability,disability,0.8104,0.6907,0.9301,Marginal,0.8051,0.783,0.8272,Marginal
2014,12,43975,Florida,Melbourne city,TRUE,All,all,0.8404,0.7283,0.9525,Marginal,0.7433,0.7217,0.765,Marginal
2014,12,43975,Florida,Melbourne city,TRUE,With Disability,disability,NA,NA,NA,NA,0.3261,0.2565,0.3956,Marginal
2014,12,43975,Florida,Melbourne city,TRUE,Without Disability,disability,0.8657,0.7566,0.9747,Marginal,0.7853,0.7639,0.8066,Marginal
2014,12,45000,Florida,Miami city,TRUE,All,all,0.7905,0.7317,0.8492,Marginal,0.7269,0.7166,0.7372,Marginal
2014,12,45000,Florida,Miami city,TRUE,With Disability,disability,NA,NA,NA,NA,0.2911,0.2409,0.3413,Marginal
2014,12,45000,Florida,Miami city,TRUE,Without Disability,disability,0.7927,0.7332,0.8522,Marginal,0.7551,0.7457,0.7644,Marginal
2014,12,45025,Florida,Miami Beach city,TRUE,All,all,0.9632,0.9303,0.996,Marginal,0.8068,0.787,0.8265,Marginal
2014,12,45025,Florida,Miami Beach city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4196,0.3367,0.5025,Marginal
2014,12,45025,Florida,Miami Beach city,TRUE,Without Disability,disability,0.9857,0.9697,1,Marginal,0.8253,0.8057,0.8448,Marginal
2014,12,45060,Florida,Miami Gardens city,TRUE,All,all,0.8687,0.7981,0.9393,Marginal,0.6969,0.6752,0.7186,Marginal
2014,12,45060,Florida,Miami Gardens city,TRUE,With Disability,disability,NA,NA,NA,NA,0.2597,0.1864,0.333,Marginal
2014,12,45060,Florida,Miami Gardens city,TRUE,Without Disability,disability,0.8738,0.8047,0.9428,Marginal,0.7247,0.7026,0.7469,Marginal
2014,12,45975,Florida,Miramar city,TRUE,All,all,0.8485,0.7665,0.9306,Marginal,0.7897,0.7734,0.806,NA
2014,12,45975,Florida,Miramar city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4049,0.3114,0.4984,NA
2014,12,45975,Florida,Miramar city,TRUE,Without Disability,disability,0.8682,0.7889,0.9475,Marginal,0.8084,0.7926,0.8242,NA
2014,12,49675,Florida,North Port city,TRUE,All,all,NA,NA,NA,NA,0.7485,0.7185,0.7786,Weak
2014,12,49675,Florida,North Port city,TRUE,With Disability,disability,NA,NA,NA,NA,0.2544,0.1724,0.3365,Weak
2014,12,49675,Florida,North Port city,TRUE,Without Disability,disability,NA,NA,NA,NA,0.8085,0.7818,0.8352,Weak
2014,12,53000,Florida,Orlando city,TRUE,All,all,0.8616,0.8218,0.9014,Weak,0.7777,0.7668,0.7886,Weak
2014,12,53000,Florida,Orlando city,TRUE,With Disability,disability,NA,NA,NA,NA,0.3484,0.3005,0.3963,Weak
2014,12,53000,Florida,Orlando city,TRUE,Without Disability,disability,0.8683,0.8269,0.9096,Weak,0.81,0.8001,0.8199,Weak
2014,12,54000,Florida,Palm Bay city,TRUE,All,all,0.8764,0.7574,0.9954,Strong,0.712,0.6887,0.7353,Strong
2014,12,54000,Florida,Palm Bay city,TRUE,With Disability,disability,NA,NA,NA,NA,0.2956,0.2182,0.373,Strong
2014,12,54000,Florida,Palm Bay city,TRUE,Without Disability,disability,0.8979,0.7881,1,Strong,0.7494,0.7247,0.7741,Strong
2014,12,54200,Florida,Palm Coast city,TRUE,All,all,0.8375,0.7273,0.9477,Marginal,0.6571,0.6236,0.6907,Marginal
2014,12,54200,Florida,Palm Coast city,TRUE,With Disability,disability,NA,NA,NA,NA,0.2498,0.1887,0.3108,Marginal
2014,12,54200,Florida,Palm Coast city,TRUE,Without Disability,disability,0.924,0.8584,0.9896,Marginal,0.7156,0.6825,0.7486,Marginal
2014,12,55775,Florida,Pembroke Pines city,TRUE,All,all,0.9076,0.8596,0.9556,Marginal,0.7913,0.7762,0.8064,NA
2014,12,55775,Florida,Pembroke Pines city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4324,0.3511,0.5137,NA
2014,12,55775,Florida,Pembroke Pines city,TRUE,Without Disability,disability,0.924,0.8748,0.9732,Marginal,0.8072,0.7911,0.8232,NA
2014,12,57425,Florida,Plantation city,TRUE,All,all,0.8642,0.8002,0.9281,Marginal,0.7903,0.7716,0.8089,Marginal
2014,12,57425,Florida,Plantation city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4455,0.356,0.5349,Marginal
2014,12,57425,Florida,Plantation city,TRUE,Without Disability,disability,0.8748,0.8107,0.939,Marginal,0.8101,0.7921,0.828,Marginal
2014,12,58050,Florida,Pompano Beach city,TRUE,All,all,0.8637,0.8138,0.9136,Marginal,0.7488,0.7282,0.7694,Marginal
2014,12,58050,Florida,Pompano Beach city,TRUE,With Disability,disability,NA,NA,NA,NA,0.366,0.2957,0.4362,Marginal
2014,12,58050,Florida,Pompano Beach city,TRUE,Without Disability,disability,0.86240000000000006,0.8094,0.9154,Marginal,0.7853,0.7658,0.8049,Marginal
2014,12,58715,Florida,Port St. Lucie city,TRUE,All,all,0.7957,0.6414,0.95,Strong,0.721,0.6972,0.7448,NA
2014,12,58715,Florida,Port St. Lucie city,TRUE,With Disability,disability,NA,NA,NA,NA,0.3178,0.2557,0.38,NA
2014,12,58715,Florida,Port St. Lucie city,TRUE,Without Disability,disability,0.8058,0.6434,0.9681,Strong,0.7729,0.7496,0.7961,NA
2014,12,63000,Florida,St. Petersburg city,TRUE,All,all,0.8344,0.7806,0.8881,Weak,0.749,0.7366,0.7614,Weak
2014,12,63000,Florida,St. Petersburg city,TRUE,With Disability,disability,NA,NA,NA,NA,0.2844,0.2493,0.3194,Weak
2014,12,63000,Florida,St. Petersburg city,TRUE,Without Disability,disability,0.8623,0.8083,0.9163,Weak,0.7981,0.7855,0.8106,Weak
2014,12,69700,Florida,Sunrise city,TRUE,All,all,0.8705,0.8092,0.9319,Marginal,0.7866,0.7705,0.8026,NA
2014,12,69700,Florida,Sunrise city,TRUE,With Disability,disability,NA,NA,NA,NA,0.438,0.3529,0.5231,NA
2014,12,69700,Florida,Sunrise city,TRUE,Without Disability,disability,0.8816,0.8201,0.9431,Marginal,0.8069,0.7917,0.8221,NA
2014,12,70600,Florida,Tallahassee city,TRUE,All,all,0.9549,0.9348,0.975,Strong,0.7802,0.7667,0.7937,Strong
2014,12,70600,Florida,Tallahassee city,TRUE,With Disability,disability,NA,NA,NA,NA,0.3994,0.331,0.4678,Strong
2014,12,70600,Florida,Tallahassee city,TRUE,Without Disability,disability,0.9613,0.9407,0.9818,Strong,0.8142,0.801,0.8274,Strong
2014,12,71000,Florida,Tampa city,TRUE,All,all,0.8522,0.8063,0.8982,Marginal,0.7485,0.7384,0.7586,Marginal
2014,12,71000,Florida,Tampa city,TRUE,With Disability,disability,NA,NA,NA,NA,0.38,0.3465,0.4136,Marginal
2014,12,71000,Florida,Tampa city,TRUE,Without Disability,disability,0.8598,0.8144,0.9053,Marginal,0.784,0.7735,0.7946,Marginal
2014,12,76600,Florida,West Palm Beach city,TRUE,All,all,0.8573,0.7984,0.9163,Marginal,0.7603,0.7433,0.7773,Marginal
2014,12,76600,Florida,West Palm Beach city,TRUE,With Disability,disability,NA,NA,NA,NA,0.3197,0.2573,0.3822,Marginal
2014,12,76600,Florida,West Palm Beach city,TRUE,Without Disability,disability,0.8569,0.7974,0.9165,Marginal,0.7864,0.769,0.8039,Marginal
2014,13,03440,Georgia,Athens-Clarke County unified government (balance),TRUE,All,all,0.9401,0.906,0.9742,Marginal,0.7476,0.7262,0.769,Marginal
2014,13,03440,Georgia,Athens-Clarke County unified government (balance),TRUE,With Disability,disability,NA,NA,NA,NA,0.4299,0.3461,0.5136,Marginal
2014,13,03440,Georgia,Athens-Clarke County unified government (balance),TRUE,Without Disability,disability,0.9508,0.9214,0.9801,Marginal,0.7771,0.7562,0.7979,Marginal
2014,13,04000,Georgia,Atlanta city,TRUE,All,all,0.9185,0.8909,0.9462,Weak,0.7591,0.751,0.7672,Weak
2014,13,04000,Georgia,Atlanta city,TRUE,With Disability,disability,0.645,0.4911,0.7988,Weak,0.3035,0.267,0.34,Weak
2014,13,04000,Georgia,Atlanta city,TRUE,Without Disability,disability,0.9383,0.9096,0.967,Weak,0.7941,0.7855,0.8028,Weak
2014,13,04204,Georgia,Augusta-Richmond County consolidated government (balance),TRUE,All,all,0.7947,0.7378,0.8516,Strong,0.6939,0.6762,0.7116,Strong
2014,13,04204,Georgia,Augusta-Richmond County consolidated government (balance),TRUE,With Disability,disability,0.6065,0.3723,0.8407,Strong,0.3538,0.2965,0.4111,Strong
2014,13,04204,Georgia,Augusta-Richmond County consolidated government (balance),TRUE,Without Disability,disability,0.8281,0.7718,0.8845,Strong,0.7521,0.733,0.7711,Strong
2014,13,19000,Georgia,Columbus city,TRUE,All,all,0.9135,0.8773,0.9497,Weak,0.7299,0.7159,0.7439,Weak
2014,13,19000,Georgia,Columbus city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4546,0.4087,0.5006,Weak
2014,13,19000,Georgia,Columbus city,TRUE,Without Disability,disability,0.9204,0.8842,0.9565,Weak,0.7817,0.7661,0.7972,Weak
2014,13,42425,Georgia,Johns Creek city,TRUE,All,all,0.9682,0.9214,1,Marginal,0.7827,0.7616,0.8038,NA
2014,13,42425,Georgia,Johns Creek city,TRUE,With Disability,disability,NA,NA,NA,NA,0.5844,0.4336,0.7353,NA
2014,13,42425,Georgia,Johns Creek city,TRUE,Without Disability,disability,NA,NA,NA,NA,0.7875,0.7656,0.8094,NA
2014,13,49008,Georgia,Macon-Bibb County,TRUE,All,all,0.8766,0.8246,0.9286,Strong,0.6991,0.6772,0.721,Strong
2014,13,49008,Georgia,Macon-Bibb County,TRUE,With Disability,disability,NA,NA,NA,NA,0.3028,0.2354,0.3701,Strong
2014,13,49008,Georgia,Macon-Bibb County,TRUE,Without Disability,disability,0.8769,0.821,0.9327,Strong,0.7471,0.7265,0.7676,Strong
2014,13,67284,Georgia,Roswell city,TRUE,All,all,0.8892,0.779,0.9993,Marginal,0.8,0.7812,0.8189,NA
2014,13,67284,Georgia,Roswell city,TRUE,With Disability,disability,NA,NA,NA,NA,0.5773,0.4696,0.685,NA
2014,13,67284,Georgia,Roswell city,TRUE,Without Disability,disability,NA,NA,NA,NA,0.8076,0.7882,0.827,NA
2014,13,68516,Georgia,Sandy Springs city,TRUE,All,all,NA,NA,NA,NA,0.8085,0.7904,0.8266,NA
2014,13,68516,Georgia,Sandy Springs city,TRUE,With Disability,disability,NA,NA,NA,NA,0.5203,0.4013,0.6392,NA
2014,13,68516,Georgia,Sandy Springs city,TRUE,Without Disability,disability,NA,NA,NA,NA,0.8176,0.7991,0.8361,NA
2014,13,69000,Georgia,Savannah city,TRUE,All,all,0.8661,0.8075,0.9246,Weak,0.7475,0.7288,0.7661,Weak
2014,13,69000,Georgia,Savannah city,TRUE,With Disability,disability,NA,NA,NA,NA,0.3488,0.2759,0.4216,Weak
2014,13,69000,Georgia,Savannah city,TRUE,Without Disability,disability,0.8908,0.8364,0.9452,Weak,0.7858,0.7678,0.8037,Weak
2014,13,80508,Georgia,Warner Robins city,TRUE,All,all,0.8435,0.7344,0.9525,Marginal,0.7568,0.7341,0.7795,NA
2014,13,80508,Georgia,Warner Robins city,TRUE,With Disability,disability,NA,NA,NA,NA,0.4018,0.3157,0.488,NA
2014,13,80508,Georgia,Warner Robins city,TRUE,Without Disability,disability,0.8473,0.7379,0.9566,Marginal,0.7899,0.7673,0.8125,NA
2014,15,71550,Hawaii,Urban Honolulu CDP,TRUE,All,all,0.9626,0.944,0.9812,Strong,0.8285,0.8179,0.839,Strong
2014,15,71550,Hawaii,Urban Honolulu CDP,TRUE,With Disability,disability,NA,NA,NA,NA,0.5057,0.4432,0.5681,Strong
2014,15,71550,Hawaii,Urban Honolulu CDP,TRUE,Without Disability,disability,0.9749,0.9607,0.9891,Strong,0.8471,0.8369,0.8573,Strong
2014,16,08830,Idaho,Boise City city,TRUE,All,all,0.8831,0.8428,0.9233,Marginal,0.7892,0.7753,0.803,NA
