year,state,place,state_name,place_name,share_in_preschool,share_in_preschool_quality,rate_learning,rate_learning_lb,rate_learning_ub,rate_learning_quality,meps20_black,meps20_black_quality,meps20_hispanic,meps20_hispanic_quality,meps20_white,meps20_white_quality,share_hs_degree,share_hs_degree_quality,share_digital_access,share_digital_access_quality,pctl_income_20,pctl_20_quality,pctl_income_50,pctl_50_quality,pctl_income_80,pctl_80_quality,pctl_income_quality,share_debt_col,share_debt_col_quality,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality,count_homeless,count_homeless_lb,count_homeless_ub,share_homeless,homeless_quality,share_affordable_80_ami,share_affordable_50_ami,share_affordable_30_ami,share_affordable_quality,share_election_turnout,share_election_turnout_quality,share_desc_rep_asian_other,share_desc_rep_black_nonhispanic,share_desc_rep_hispanic,share_desc_rep_white_nonhispanic,share_poverty_exposure,share_poverty_exposure_quality,share_black_nh_exposure,share_black_nh_exposure_quality,share_hispanic_exposure,share_hispanic_exposure_quality,share_other_nh_exposure,share_other_nh_exposure_quality,share_white_nh_exposure,share_white_nh_exposure_quality,index_air_quality,index_air_quality_quality,ratio_high_low_ses_fb_friends,ratio_high_low_ses_fb_friends_quality,count_membership_associations_per_10k,count_membership_associations_per_10k_quality,rate_juv_arrest,rate_juv_arrest_quality,rate_violent_crime,rate_property_crime,rate_crime_quality,share_employed,share_employed_quality
2017,48,79000,Texas,Wichita Falls city,NA,NA,0.8704412,0.69216788,1.0487146,1,0.6652739,1,0.6728937,1,0.44642064,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4%:9.3%,3,9.1%:14.0%,3,2.9%:3.6%,3,85.7%:73.1%,3,404,404,404,0.0266596284,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,48,79000,Texas,Wichita Falls city,NA,NA,NA,NA,NA,NA,0.66033256,1,0.67058611,1,0.44303411,1,NA,NA,NA,NA,17519.57852072728,3,45433.436157391305,3,96490.04000735296,3,3,NA,NA,3.5%:8.8%,3,12.8%:15.8%,3,4.1%:4.3%,3,79.5%:71.1%,3,417,417,417,0.0275102258,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7544430595947007,3
2019,48,79000,Texas,Wichita Falls city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5%:10.6%,3,7.3%:14.3%,3,6.5%:3.9%,3,82.7%:71.2%,3,361,361,361,0.023807954,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,48,79000,Texas,Wichita Falls city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4372250878026839,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7815721507300326,3,1.3,1,NA,NA,NA,NA,NA,NA,NA
2021,48,79000,Texas,Wichita Falls city,0.40096798212956064,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.942644150311882,1,0.7615806869923851,1,22031.962294,3,52936.79014798535,3,109125.2432368346,3,3,NA,NA,4.3%:7.8%,3,9.9%:19.4%,3,5.6%:5.4%,3,80.2%:67.4%,3,NA,NA,NA,NA,NA,1.6468930202210894,1.6962465571576972,1.5643054957523916,1,NA,NA,0.06204966703392061,0.12479159150960872,0.22159063209929503,0.5915681093571756,0.15103884531513836,1,0.7693828542402575,1,0.7224812676818643,1,0.91509924322686,1,0.3683257158899665,1,NA,NA,NA,NA,NA,NA,2028.7169986104675,1,2843.1305636535594,5370.357731345612,1,0.8247793776126335,3
2014,49,43660,Utah,Layton city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8%:2.3%,3,4.7%:7.1%,3,4.9%:3.1%,3,86.6%:87.5%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,49,43660,Utah,Layton city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3%:1.2%,3,4.0%:9.0%,3,2.5%:4.2%,3,93.2%:85.6%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,49,43660,Utah,Layton city,NA,NA,NA,NA,NA,NA,0.098245613,1,0.1281337,1,0.063023955,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7%:1.7%,3,5.0%:9.2%,3,3.6%:5.0%,3,90.7%:84.1%,3,6,6,6,0.0078431377,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,49,43660,Utah,Layton city,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6%:1.8%,3,7.9%:7.1%,3,3.5%:4.5%,3,87.1%:86.6%,3,6,6,6,0.00795756,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,49,43660,Utah,Layton city,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,NA,NA,NA,NA,45492.20623538688,3,83244.00956785714,3,135232.3086325424,3,3,NA,NA,1.8%:1.4%,3,3.3%:8.9%,3,2.9%:3.6%,3,92.0%:86.1%,3,8,8,8,0.009142857,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7951929201929202,3
2019,49,43660,Utah,Layton city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2%:0.7%,3,7.5%:9.2%,3,2.5%:3.1%,3,89.8%:87.0%,3,7,5,9,0.0023801429,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,49,43660,Utah,Layton city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.722266902188787,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.127658092485549,3,1,2,NA,NA,NA,NA,NA,NA,NA
2021,49,43660,Utah,Layton city,0.26407294832826744,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9385193007157104,3,0.9315095599693288,1,44039.31539704434,3,87842.3845559322,3,166986.49707317073,3,3,NA,NA,1.3%:0.9%,3,4.8%:8.8%,3,7.1%:7.1%,3,86.7%:83.2%,3,NA,NA,NA,NA,NA,1.7808673102811277,1.6837258255492698,1.638200491181067,3,NA,NA,0.06573251873655049,0.01643622152415345,0.13338197828291573,0.7844492814563804,0,2,0.974039816953969,1,0.8273898490654321,1,0.92244077550983,1,0.20657606414631535,1,NA,NA,NA,NA,NA,NA,2971.9020172910664,1,1037.621509312622,2778.945806228203,1,0.811450920181754,3
2014,49,44320,Utah,Lehi city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1%:0.6%,3,6.0%:8.5%,3,3.3%:3.6%,3,90.7%:87.3%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,49,44320,Utah,Lehi city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1%:0.3%,3,6.2%:9.1%,3,3.6%:3.6%,3,90.2%:86.9%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,49,44320,Utah,Lehi city,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1%:0.5%,3,5.1%:6.7%,3,2.8%:3.9%,3,92.0%:88.9%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,49,44320,Utah,Lehi city,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1%:0.5%,3,4.9%:8.4%,3,6.2%:3.5%,3,88.8%:87.6%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,49,44320,Utah,Lehi city,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,NA,NA,NA,NA,50469.68693389033,3,88406.631810321,3,139721.0516719996,3,3,NA,NA,0.0%:0.3%,3,6.9%:8.9%,3,2.6%:4.4%,3,90.5%:86.4%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7766867487339898,3
2019,49,44320,Utah,Lehi city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2%:0.1%,3,5.4%:8.8%,3,3.9%:4.2%,3,90.5%:86.8%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,49,44320,Utah,Lehi city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8247044544574463,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.316984681564246,3,1.8,2,NA,NA,NA,NA,NA,NA,NA
2021,49,44320,Utah,Lehi city,0.36001554461563823,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.957007079951649,3,0.9748481281541314,1,54833.626030929125,3,98783.1980003225,3,176458.74611809774,3,3,NA,NA,0.3%:0.4%,3,6.0%:9.8%,3,3.8%:4.5%,3,89.9%:85.3%,3,NA,NA,NA,NA,NA,1.9868023131287964,2.163334517837664,3.1926408958320613,3,NA,NA,0.05549918144795768,0.00418070381945853,0.07955514064212363,0.8607649740904602,0,2,0.9845316161311096,2,0.8988963022478471,1,0.926890585914218,1,0.13785584242872714,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8010462590689434,3
2014,49,55980,Utah,Ogden city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0%:0.8%,3,7.1%:14.2%,3,2.6%:3.8%,3,90.2%:81.2%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,49,55980,Utah,Ogden city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5%:1.2%,3,6.0%:12.2%,3,2.4%:2.7%,3,91.0%:84.0%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,49,55980,Utah,Ogden city,NA,NA,1.1379743,1.0031924,1.2727561,1,0.54086536,1,0.68665057,1,0.23278971,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5%:0.9%,3,9.3%:14.9%,3,1.7%:2.5%,3,88.5%:81.7%,3,1280,1280,1280,0.0291107576,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,49,55980,Utah,Ogden city,NA,NA,1.1424762,0.94470328,1.3402491,2,0.47196263,1,0.59053141,1,0.17490533,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0%:0.6%,3,9.6%:15.8%,3,1.9%:3.3%,3,88.4%:80.4%,3,1095,1094,1096,0.0241951514,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,49,55980,Utah,Ogden city,NA,NA,NA,NA,NA,NA,0.31455398,1,0.44708681,1,0.13457888,1,NA,NA,NA,NA,28271.581855090782,2,65208.946218528086,2,105842.54952313156,2,2,NA,NA,0.4%:1.1%,3,8.1%:16.1%,3,3.5%:3.7%,3,87.9%:79.0%,3,1002,1001,1003,0.0219409652,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83495213365535,2
2019,49,55980,Utah,Ogden city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1%:0.6%,3,8.7%:13.4%,3,2.4%:4.7%,3,88.8%:81.3%,3,779,779,779,0.0172333699,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,49,55980,Utah,Ogden city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4990558040189323,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.928817227338346,3,1.9,2,NA,NA,NA,NA,NA,NA,NA
2021,49,55980,Utah,Ogden city,0.5292137469722918,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9304749352268972,2,0.8956334920450586,1,30733.78431387219,2,69997.36154969811,2,139847.72502931624,2,2,NA,NA,0.3%:1.6%,3,12.2%:14.8%,3,3.5%:4.5%,3,83.9%:79.1%,3,NA,NA,NA,NA,NA,1.630972785215573,1.5832887414314183,1.5720322040333037,2,NA,NA,0.06038787597259319,0.01769829288119846,0.30332133317849264,0.6185924979677158,0,1,0.965356511273703,1,0.624124786183684,1,0.9178381154172692,1,0.3419102576540032,1,NA,NA,NA,NA,NA,NA,2719.2311892541225,1,2279.642317965393,5715.944721867379,1,0.8113688085721891,2
2014,49,57300,Utah,Orem city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0%:1.5%,3,4.9%:8.7%,2,4.0%:5.3%,3,91.1%:84.6%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,49,57300,Utah,Orem city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2%:0.9%,3,6.0%:10.6%,2,3.3%:5.4%,3,90.5%:83.1%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,49,57300,Utah,Orem city,NA,NA,NA,NA,NA,NA,0.087499999,1,0.084658675,1,0.048161194,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5%:1.2%,3,6.6%:7.1%,2,4.1%:5.5%,3,88.8%:86.2%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,49,57300,Utah,Orem city,NA,NA,NA,NA,NA,NA,0.036144577,1,0.046501424,1,0.016037736,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0%:1.2%,3,6.7%:10.5%,2,2.3%:3.3%,3,91.0%:85.0%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,49,57300,Utah,Orem city,NA,NA,NA,NA,NA,NA,0.020547945,1,0.04335634,1,0.013617098,1,NA,NA,NA,NA,36237.94309315586,2,70830.71911393166,2,120382.79547841758,2,2,NA,NA,0.0%:0.9%,3,7.7%:11.5%,2,4.4%:5.2%,2,87.8%:82.4%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7509973068235578,2
2019,49,57300,Utah,Orem city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1%:0.1%,3,4.8%:10.4%,2,4.3%:4.7%,2,90.7%:84.8%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,49,57300,Utah,Orem city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6473829890069963,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1893895104895105,3,0.4,2,NA,NA,NA,NA,NA,NA,NA
2021,49,57300,Utah,Orem city,0.35817964523215623,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9386465066866962,2,0.9172679719643558,1,40096.668846824694,2,77316.98354795003,2,150412.09764362706,2,2,NA,NA,0.0%:0.6%,3,8.0%:12.1%,2,4.2%:6.5%,2,87.8%:80.8%,2,NA,NA,NA,NA,NA,1.9273541448184892,1.602860851255188,1.6061062450548993,2,NA,NA,0.07090578286848472,0.00609919986767837,0.1742303636777141,0.7487646535861228,0,1,0.9789501388652736,2,0.7968128210744111,1,0.9121713128002128,1,0.23707834555929283,1,NA,NA,NA,NA,NA,NA,1887.5600032544137,1,865.2593710587797,2982.405359025782,1,0.8066734752356504,2
2014,49,62470,Utah,Provo city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0%:0.3%,3,5.7%:13.3%,2,1.9%:5.1%,2,92.3%:81.3%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,49,62470,Utah,Provo city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0%:0.6%,3,6.3%:11.9%,2,6.4%:5.7%,2,87.3%:81.8%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,49,62470,Utah,Provo city,NA,NA,1.0838019,0.9102388,1.257365,1,0.29113925,1,0.40486532,1,0.1386212,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0%:0.0%,3,4.6%:13.0%,2,6.9%:7.8%,2,88.5%:79.2%,2,426,425,427,0.0228847712,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,49,62470,Utah,Provo city,NA,NA,1.0760673,0.8147161,1.3374186,2,0.17088607,1,0.22924902,1,0.06739378,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0%:0.5%,3,6.6%:15.9%,2,2.3%:6.1%,2,91.2%:77.5%,2,255,255,255,0.015122761,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,49,62470,Utah,Provo city,NA,NA,NA,NA,NA,NA,0.1573604,1,0.20463321,1,0.068414219,1,NA,NA,NA,NA,20035.811261038372,1,48682.17270593221,1,87763.76270262296,1,1,NA,NA,0.2%:1.3%,3,6.0%:14.4%,2,6.2%:6.5%,2,87.6%:77.9%,2,314,313,315,0.0162998345,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7729213688769596,1
2019,49,62470,Utah,Provo city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0%:1.8%,3,6.9%:12.1%,2,3.2%:8.5%,2,89.9%:77.6%,2,292,292,292,0.0163110271,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,49,62470,Utah,Provo city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4642842100388297,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1327023104912068,3,0.3,2,NA,NA,NA,NA,NA,NA,NA
2021,49,62470,Utah,Provo city,0.20228653748476752,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9921896806616116,1,0.6991051454138703,1,24103.257851428574,1,56316.9633400335,1,107162.83331436242,1,1,NA,NA,0.0%:0.2%,3,14.2%:12.5%,2,4.5%:10.6%,2,81.3%:76.7%,2,NA,NA,NA,NA,NA,1.2848798649059825,1.2625107940465592,0.7470882336928719,1,NA,NA,0.08783843294755941,0.00881643150310909,0.17836319117828392,0.7249819443710476,0.47213548320111143,1,0.9752090618425292,2,0.7451299827837463,1,0.8891746555471883,1,0.2600162570172035,1,NA,NA,NA,NA,NA,NA,3209.408950463471,1,592.7530870721696,2324.3319417287607,1,0.7357302826705405,1
2014,49,65330,Utah,St. George city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4%:0.8%,3,2.2%:8.0%,3,2.1%:3.1%,3,95.3%:88.1%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,49,65330,Utah,St. George city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0%:0.6%,3,1.4%:6.1%,3,2.9%:4.2%,3,95.8%:89.1%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,49,65330,Utah,St. George city,NA,NA,1.2000481,1.0195011,1.3805951,2,0,3,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0%:0.8%,3,4.4%:9.7%,3,2.8%:3.3%,3,92.8%:86.2%,3,1098,1098,1098,0.0357736275,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,49,65330,Utah,St. George city,NA,NA,1.3362138,1.0399621,1.6324656,3,0,3,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2%:1.1%,3,3.6%:7.1%,3,7.5%:3.6%,3,88.7%:88.2%,3,770,770,770,0.0244211853,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
