year,state,county,state_name,county_name,subgroup,subgroup_type,index_air_hazard,index_air_hazard_quality,rate_learning,rate_learning_lb,rate_learning_ub,rate_learning_quality,share_digital_access,share_digital_access_quality,share_in_preschool,share_in_preschool_lb,share_in_preschool_ub,share_in_preschool_quality
2015,38,029,North Dakota,Emmons County,All,all,NA,NA,1.06,0.51,1.61,Strong,NA,NA,NA,NA,NA,NA
2015,38,029,North Dakota,Emmons County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,029,North Dakota,Emmons County,Not Economically Disadvantaged,income,NA,NA,0.89,0.25,1.52,Weak,NA,NA,NA,NA,NA,NA
2015,38,029,North Dakota,Emmons County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,029,North Dakota,Emmons County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,029,North Dakota,Emmons County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,029,North Dakota,Emmons County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,031,North Dakota,Foster County,All,all,NA,NA,1.09,0.56,1.61,Strong,NA,NA,NA,NA,NA,NA
2015,38,031,North Dakota,Foster County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,031,North Dakota,Foster County,Not Economically Disadvantaged,income,NA,NA,1.41,0.69,2.14,Weak,NA,NA,NA,NA,NA,NA
2015,38,031,North Dakota,Foster County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,031,North Dakota,Foster County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,031,North Dakota,Foster County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,031,North Dakota,Foster County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,033,North Dakota,Golden Valley County,All,all,NA,NA,0.93,0.32,1.55,Weak,NA,NA,NA,NA,NA,NA
2015,38,033,North Dakota,Golden Valley County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,033,North Dakota,Golden Valley County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,033,North Dakota,Golden Valley County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,033,North Dakota,Golden Valley County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,033,North Dakota,Golden Valley County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,033,North Dakota,Golden Valley County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,035,North Dakota,Grand Forks County,All,all,NA,NA,0.92,0.78,1.05,Strong,NA,NA,NA,NA,NA,NA
2015,38,035,North Dakota,Grand Forks County,Economically Disadvantaged,income,NA,NA,0.84,0.64,1.04,Strong,NA,NA,NA,NA,NA,NA
2015,38,035,North Dakota,Grand Forks County,Not Economically Disadvantaged,income,NA,NA,0.93,0.77,1.08,Strong,NA,NA,NA,NA,NA,NA
2015,38,035,North Dakota,Grand Forks County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,035,North Dakota,Grand Forks County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,035,North Dakota,Grand Forks County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,035,North Dakota,Grand Forks County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,037,North Dakota,Grant County,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,037,North Dakota,Grant County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,037,North Dakota,Grant County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,037,North Dakota,Grant County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,037,North Dakota,Grant County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,037,North Dakota,Grant County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,037,North Dakota,Grant County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,039,North Dakota,Griggs County,All,all,NA,NA,1.31,0.15,2.47,Weak,NA,NA,NA,NA,NA,NA
2015,38,039,North Dakota,Griggs County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,039,North Dakota,Griggs County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,039,North Dakota,Griggs County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,039,North Dakota,Griggs County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,039,North Dakota,Griggs County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,039,North Dakota,Griggs County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,041,North Dakota,Hettinger County,All,all,NA,NA,0.8,0.22,1.38,Weak,NA,NA,NA,NA,NA,NA
2015,38,041,North Dakota,Hettinger County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,041,North Dakota,Hettinger County,Not Economically Disadvantaged,income,NA,NA,1.12,0.36,1.89,Weak,NA,NA,NA,NA,NA,NA
2015,38,041,North Dakota,Hettinger County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,041,North Dakota,Hettinger County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,041,North Dakota,Hettinger County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,041,North Dakota,Hettinger County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,043,North Dakota,Kidder County,All,all,NA,NA,1.01,-0.11,2.13,Weak,NA,NA,NA,NA,NA,NA
2015,38,043,North Dakota,Kidder County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,043,North Dakota,Kidder County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,043,North Dakota,Kidder County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,043,North Dakota,Kidder County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,043,North Dakota,Kidder County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,043,North Dakota,Kidder County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,045,North Dakota,LaMoure County,All,all,NA,NA,0.86,0.43,1.3,Strong,NA,NA,NA,NA,NA,NA
2015,38,045,North Dakota,LaMoure County,Economically Disadvantaged,income,NA,NA,1.03,0.45,1.61,Weak,NA,NA,NA,NA,NA,NA
2015,38,045,North Dakota,LaMoure County,Not Economically Disadvantaged,income,NA,NA,0.78,0.27,1.29,Weak,NA,NA,NA,NA,NA,NA
2015,38,045,North Dakota,LaMoure County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,045,North Dakota,LaMoure County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,045,North Dakota,LaMoure County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,045,North Dakota,LaMoure County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,047,North Dakota,Logan County,All,all,NA,NA,1.06,0.33,1.8,Weak,NA,NA,NA,NA,NA,NA
2015,38,047,North Dakota,Logan County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,047,North Dakota,Logan County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,047,North Dakota,Logan County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,047,North Dakota,Logan County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,047,North Dakota,Logan County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,047,North Dakota,Logan County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,049,North Dakota,McHenry County,All,all,NA,NA,0.96,0.52,1.41,Strong,NA,NA,NA,NA,NA,NA
2015,38,049,North Dakota,McHenry County,Economically Disadvantaged,income,NA,NA,0.88,0.33,1.44,Weak,NA,NA,NA,NA,NA,NA
2015,38,049,North Dakota,McHenry County,Not Economically Disadvantaged,income,NA,NA,1.1,0.54,1.66,Weak,NA,NA,NA,NA,NA,NA
2015,38,049,North Dakota,McHenry County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,049,North Dakota,McHenry County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,049,North Dakota,McHenry County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,049,North Dakota,McHenry County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,051,North Dakota,McIntosh County,All,all,NA,NA,1.05,0.35,1.76,Weak,NA,NA,NA,NA,NA,NA
2015,38,051,North Dakota,McIntosh County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,051,North Dakota,McIntosh County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,051,North Dakota,McIntosh County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,051,North Dakota,McIntosh County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,051,North Dakota,McIntosh County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,051,North Dakota,McIntosh County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,053,North Dakota,McKenzie County,All,all,NA,NA,0.85,0.51,1.18,Strong,NA,NA,NA,NA,NA,NA
2015,38,053,North Dakota,McKenzie County,Economically Disadvantaged,income,NA,NA,0.74,-0.49,1.97,Weak,NA,NA,NA,NA,NA,NA
2015,38,053,North Dakota,McKenzie County,Not Economically Disadvantaged,income,NA,NA,0.8,0.42,1.19,Strong,NA,NA,NA,NA,NA,NA
2015,38,053,North Dakota,McKenzie County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,053,North Dakota,McKenzie County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,053,North Dakota,McKenzie County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,053,North Dakota,McKenzie County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,055,North Dakota,McLean County,All,all,NA,NA,0.78,0.44,1.11,Strong,NA,NA,NA,NA,NA,NA
2015,38,055,North Dakota,McLean County,Economically Disadvantaged,income,NA,NA,0.86,0.39,1.33,Strong,NA,NA,NA,NA,NA,NA
2015,38,055,North Dakota,McLean County,Not Economically Disadvantaged,income,NA,NA,0.68,0.3,1.07,Strong,NA,NA,NA,NA,NA,NA
2015,38,055,North Dakota,McLean County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,055,North Dakota,McLean County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,055,North Dakota,McLean County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,055,North Dakota,McLean County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,057,North Dakota,Mercer County,All,all,NA,NA,0.65,0.3,1.01,Strong,NA,NA,NA,NA,NA,NA
2015,38,057,North Dakota,Mercer County,Economically Disadvantaged,income,NA,NA,0.85,-0.28,1.97,Weak,NA,NA,NA,NA,NA,NA
2015,38,057,North Dakota,Mercer County,Not Economically Disadvantaged,income,NA,NA,0.58,0.22,0.94,Marginal,NA,NA,NA,NA,NA,NA
2015,38,057,North Dakota,Mercer County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,057,North Dakota,Mercer County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,057,North Dakota,Mercer County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,057,North Dakota,Mercer County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,059,North Dakota,Morton County,All,all,NA,NA,0.84,0.64,1.03,Strong,NA,NA,NA,NA,NA,NA
2015,38,059,North Dakota,Morton County,Economically Disadvantaged,income,NA,NA,0.78,0.26,1.29,Marginal,NA,NA,NA,NA,NA,NA
2015,38,059,North Dakota,Morton County,Not Economically Disadvantaged,income,NA,NA,0.82,0.62,1.03,Strong,NA,NA,NA,NA,NA,NA
2015,38,059,North Dakota,Morton County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,059,North Dakota,Morton County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,059,North Dakota,Morton County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,059,North Dakota,Morton County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,061,North Dakota,Mountrail County,All,all,NA,NA,0.97,0.66,1.27,Marginal,NA,NA,NA,NA,NA,NA
2015,38,061,North Dakota,Mountrail County,Economically Disadvantaged,income,NA,NA,0.87,0.55,1.19,Marginal,NA,NA,NA,NA,NA,NA
2015,38,061,North Dakota,Mountrail County,Not Economically Disadvantaged,income,NA,NA,1.09,0.62,1.55,Marginal,NA,NA,NA,NA,NA,NA
2015,38,061,North Dakota,Mountrail County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,061,North Dakota,Mountrail County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,061,North Dakota,Mountrail County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,061,North Dakota,Mountrail County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,063,North Dakota,Nelson County,All,all,NA,NA,1.01,0.22,1.79,Marginal,NA,NA,NA,NA,NA,NA
2015,38,063,North Dakota,Nelson County,Economically Disadvantaged,income,NA,NA,1.44,0.5,2.37,Weak,NA,NA,NA,NA,NA,NA
2015,38,063,North Dakota,Nelson County,Not Economically Disadvantaged,income,NA,NA,0.58,-0.45,1.61,Weak,NA,NA,NA,NA,NA,NA
2015,38,063,North Dakota,Nelson County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,063,North Dakota,Nelson County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,063,North Dakota,Nelson County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,063,North Dakota,Nelson County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,065,North Dakota,Oliver County,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,065,North Dakota,Oliver County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,065,North Dakota,Oliver County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,065,North Dakota,Oliver County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,065,North Dakota,Oliver County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,065,North Dakota,Oliver County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,065,North Dakota,Oliver County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,067,North Dakota,Pembina County,All,all,NA,NA,1.01,0.64,1.38,Strong,NA,NA,NA,NA,NA,NA
2015,38,067,North Dakota,Pembina County,Economically Disadvantaged,income,NA,NA,0.88,0.33,1.44,Weak,NA,NA,NA,NA,NA,NA
2015,38,067,North Dakota,Pembina County,Not Economically Disadvantaged,income,NA,NA,1.04,0.63,1.45,Strong,NA,NA,NA,NA,NA,NA
2015,38,067,North Dakota,Pembina County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,067,North Dakota,Pembina County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,067,North Dakota,Pembina County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,067,North Dakota,Pembina County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,069,North Dakota,Pierce County,All,all,NA,NA,0.94,0.46,1.42,Strong,NA,NA,NA,NA,NA,NA
2015,38,069,North Dakota,Pierce County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,069,North Dakota,Pierce County,Not Economically Disadvantaged,income,NA,NA,1.08,0.56,1.6,Weak,NA,NA,NA,NA,NA,NA
2015,38,069,North Dakota,Pierce County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,069,North Dakota,Pierce County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,069,North Dakota,Pierce County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,069,North Dakota,Pierce County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,071,North Dakota,Ramsey County,All,all,NA,NA,0.97,0.68,1.25,Strong,NA,NA,NA,NA,NA,NA
2015,38,071,North Dakota,Ramsey County,Economically Disadvantaged,income,NA,NA,1.04,0.43,1.65,Marginal,NA,NA,NA,NA,NA,NA
2015,38,071,North Dakota,Ramsey County,Not Economically Disadvantaged,income,NA,NA,0.92,0.58,1.25,Strong,NA,NA,NA,NA,NA,NA
2015,38,071,North Dakota,Ramsey County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,071,North Dakota,Ramsey County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,071,North Dakota,Ramsey County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,071,North Dakota,Ramsey County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,073,North Dakota,Ransom County,All,all,NA,NA,1.13,0.74,1.51,Strong,NA,NA,NA,NA,NA,NA
2015,38,073,North Dakota,Ransom County,Economically Disadvantaged,income,NA,NA,1.07,0.53,1.61,Weak,NA,NA,NA,NA,NA,NA
2015,38,073,North Dakota,Ransom County,Not Economically Disadvantaged,income,NA,NA,1.16,0.73,1.6,Strong,NA,NA,NA,NA,NA,NA
2015,38,073,North Dakota,Ransom County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,073,North Dakota,Ransom County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,073,North Dakota,Ransom County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,073,North Dakota,Ransom County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,075,North Dakota,Renville County,All,all,NA,NA,1.4,0.95,1.85,Strong,NA,NA,NA,NA,NA,NA
2015,38,075,North Dakota,Renville County,Economically Disadvantaged,income,NA,NA,1.96,0.32,3.61,Weak,NA,NA,NA,NA,NA,NA
2015,38,075,North Dakota,Renville County,Not Economically Disadvantaged,income,NA,NA,1.41,0.9,1.92,Strong,NA,NA,NA,NA,NA,NA
2015,38,075,North Dakota,Renville County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,075,North Dakota,Renville County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,075,North Dakota,Renville County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,075,North Dakota,Renville County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,077,North Dakota,Richland County,All,all,NA,NA,1,0.75,1.24,Strong,NA,NA,NA,NA,NA,NA
2015,38,077,North Dakota,Richland County,Economically Disadvantaged,income,NA,NA,0.67,0.3,1.04,Strong,NA,NA,NA,NA,NA,NA
2015,38,077,North Dakota,Richland County,Not Economically Disadvantaged,income,NA,NA,1.17,0.9,1.44,Strong,NA,NA,NA,NA,NA,NA
2015,38,077,North Dakota,Richland County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,077,North Dakota,Richland County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,077,North Dakota,Richland County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,077,North Dakota,Richland County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,079,North Dakota,Rolette County,All,all,NA,NA,0.91,0.69,1.12,Strong,NA,NA,NA,NA,NA,NA
2015,38,079,North Dakota,Rolette County,Economically Disadvantaged,income,NA,NA,0.93,0.74,1.12,Strong,NA,NA,NA,NA,NA,NA
2015,38,079,North Dakota,Rolette County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,079,North Dakota,Rolette County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,079,North Dakota,Rolette County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,079,North Dakota,Rolette County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,079,North Dakota,Rolette County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,081,North Dakota,Sargent County,All,all,NA,NA,0.71,0.23,1.19,Strong,NA,NA,NA,NA,NA,NA
2015,38,081,North Dakota,Sargent County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,081,North Dakota,Sargent County,Not Economically Disadvantaged,income,NA,NA,0.8,0.29,1.31,Strong,NA,NA,NA,NA,NA,NA
2015,38,081,North Dakota,Sargent County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,081,North Dakota,Sargent County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,081,North Dakota,Sargent County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,081,North Dakota,Sargent County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,083,North Dakota,Sheridan County,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,083,North Dakota,Sheridan County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,083,North Dakota,Sheridan County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,083,North Dakota,Sheridan County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,083,North Dakota,Sheridan County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,083,North Dakota,Sheridan County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,083,North Dakota,Sheridan County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,085,North Dakota,Sioux County,All,all,NA,NA,0.79,-0.64,2.21,Weak,NA,NA,NA,NA,NA,NA
2015,38,085,North Dakota,Sioux County,Economically Disadvantaged,income,NA,NA,0.92,-0.3,2.14,Weak,NA,NA,NA,NA,NA,NA
2015,38,085,North Dakota,Sioux County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,085,North Dakota,Sioux County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,085,North Dakota,Sioux County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,085,North Dakota,Sioux County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,085,North Dakota,Sioux County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,087,North Dakota,Slope County,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,087,North Dakota,Slope County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,087,North Dakota,Slope County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,087,North Dakota,Slope County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
