year,state,place,state_name,place_name,in_universe,subgroup,subgroup_type,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality,rate_juv_arrest,rate_juv_arrest_quality
2016,09,37000,Connecticut,Hartford city,TRUE,Age 45 and Over,age,0.320:0.344,Weak,0.354:0.450,Weak,0.017:0.023,Weak,0.309:0.183,Weak,NA,NA
2016,09,37000,Connecticut,Hartford city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,09,37000,Connecticut,Hartford city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,09,52000,Connecticut,New Haven city,TRUE,All,all,0.229:0.318,Strong,0.105:0.255,Strong,0.053:0.096,Strong,0.613:0.332,Strong,NA,NA
2016,09,52000,Connecticut,New Haven city,TRUE,Under Age 45,age,0.130:0.274,Strong,0.277:0.269,Strong,0.053:0.119,Strong,0.540:0.338,Strong,NA,NA
2016,09,52000,Connecticut,New Haven city,TRUE,Age 45 and Over,age,0.269:0.363,Strong,0.035:0.240,Strong,0.054:0.072,Strong,0.642:0.325,Strong,NA,NA
2016,09,52000,Connecticut,New Haven city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,09,52000,Connecticut,New Haven city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,09,55990,Connecticut,Norwalk city,TRUE,All,all,0.034:0.085,Marginal,0.049:0.128,Marginal,0.083:0.087,Marginal,0.834:0.699,Marginal,NA,NA
2016,09,55990,Connecticut,Norwalk city,TRUE,Under Age 45,age,0.004:0.049,Marginal,0.025:0.188,Marginal,0.128:0.130,Marginal,0.842:0.633,Marginal,NA,NA
2016,09,55990,Connecticut,Norwalk city,TRUE,Age 45 and Over,age,0.044:0.103,Marginal,0.056:0.098,Marginal,0.068:0.067,Marginal,0.832:0.732,Marginal,NA,NA
2016,09,55990,Connecticut,Norwalk city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,09,55990,Connecticut,Norwalk city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,09,73000,Connecticut,Stamford city,TRUE,All,all,0.036:0.101,Weak,0.074:0.171,Weak,0.074:0.084,Weak,0.816:0.644,Weak,NA,NA
2016,09,73000,Connecticut,Stamford city,TRUE,Under Age 45,age,0.028:0.108,Weak,0.169:0.253,Weak,0.070:0.121,Weak,0.733:0.518,Weak,NA,NA
2016,09,73000,Connecticut,Stamford city,TRUE,Age 45 and Over,age,0.038:0.097,Weak,0.048:0.127,Weak,0.076:0.064,Weak,0.838:0.711,Weak,NA,NA
2016,09,73000,Connecticut,Stamford city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,09,73000,Connecticut,Stamford city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,09,80000,Connecticut,Waterbury city,TRUE,All,all,0.161:0.194,Marginal,0.155:0.314,Marginal,0.045:0.049,Marginal,0.639:0.443,Marginal,NA,NA
2016,09,80000,Connecticut,Waterbury city,TRUE,Under Age 45,age,0.027:0.225,Marginal,0.313:0.431,Marginal,0.090:0.084,Marginal,0.570:0.260,Marginal,NA,NA
2016,09,80000,Connecticut,Waterbury city,TRUE,Age 45 and Over,age,0.206:0.174,Marginal,0.103:0.240,Marginal,0.030:0.027,Marginal,0.661:0.559,Marginal,NA,NA
2016,09,80000,Connecticut,Waterbury city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,09,80000,Connecticut,Waterbury city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,50000,District of Columbia,Washington city,TRUE,All,all,0.239:0.433,Strong,0.058:0.099,Strong,0.062:0.062,Strong,0.641:0.406,Strong,NA,NA
2016,11,50000,District of Columbia,Washington city,TRUE,Under Age 45,age,0.151:0.305,Strong,0.064:0.124,Strong,0.089:0.081,Strong,0.696:0.490,Strong,NA,NA
2016,11,50000,District of Columbia,Washington city,TRUE,Age 45 and Over,age,0.274:0.559,Strong,0.055:0.075,Strong,0.052:0.043,Strong,0.619:0.323,Strong,NA,NA
2016,11,50000,District of Columbia,Washington city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,50000,District of Columbia,Washington city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,07300,Florida,Boca Raton city,TRUE,All,all,0.007:0.028,Marginal,0.049:0.098,Marginal,0.018:0.037,Marginal,0.926:0.837,Marginal,NA,NA
2016,12,07300,Florida,Boca Raton city,TRUE,Under Age 45,age,0.001:0.085,Marginal,0.120:0.177,Marginal,0.058:0.069,Marginal,0.821:0.669,Marginal,NA,NA
2016,12,07300,Florida,Boca Raton city,TRUE,Age 45 and Over,age,0.008:0.015,Marginal,0.045:0.080,Marginal,0.015:0.030,Marginal,0.932:0.874,Marginal,NA,NA
2016,12,07300,Florida,Boca Raton city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,07300,Florida,Boca Raton city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,07875,Florida,Boynton Beach city,TRUE,All,all,0.051:0.155,Marginal,0.057:0.092,Marginal,0.022:0.024,Marginal,0.870:0.728,Marginal,NA,NA
2016,12,07875,Florida,Boynton Beach city,TRUE,Under Age 45,age,0.076:0.262,Marginal,0.236:0.207,Marginal,0.060:0.038,Marginal,0.629:0.493,Marginal,NA,NA
2016,12,07875,Florida,Boynton Beach city,TRUE,Age 45 and Over,age,0.048:0.120,Marginal,0.035:0.054,Marginal,0.018:0.020,Marginal,0.899:0.806,Marginal,NA,NA
2016,12,07875,Florida,Boynton Beach city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,07875,Florida,Boynton Beach city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,10275,Florida,Cape Coral city,TRUE,All,all,0.008:0.026,Strong,0.088:0.147,Strong,0.008:0.011,Strong,0.896:0.816,Strong,NA,NA
2016,12,10275,Florida,Cape Coral city,TRUE,Under Age 45,age,0.000:0.069,Strong,0.216:0.298,Strong,0.005:0.006,Strong,0.779:0.627,Strong,NA,NA
2016,12,10275,Florida,Cape Coral city,TRUE,Age 45 and Over,age,0.009:0.015,Strong,0.068:0.106,Strong,0.009:0.012,Strong,0.914:0.868,Strong,NA,NA
2016,12,10275,Florida,Cape Coral city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,10275,Florida,Cape Coral city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,12875,Florida,Clearwater city,TRUE,All,all,0.027:0.103,Marginal,0.034:0.098,Marginal,0.018:0.022,Marginal,0.921:0.777,Marginal,NA,NA
2016,12,12875,Florida,Clearwater city,TRUE,Under Age 45,age,0.049:0.141,Marginal,0.117:0.226,Marginal,0.042:0.031,Marginal,0.791:0.602,Marginal,NA,NA
2016,12,12875,Florida,Clearwater city,TRUE,Age 45 and Over,age,0.023:0.087,Marginal,0.019:0.044,Marginal,0.013:0.018,Marginal,0.945:0.851,Marginal,NA,NA
2016,12,12875,Florida,Clearwater city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,12875,Florida,Clearwater city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,14400,Florida,Coral Springs city,TRUE,All,all,0.093:0.184,Strong,0.144:0.214,Strong,0.073:0.068,Strong,0.690:0.534,Strong,NA,NA
2016,12,14400,Florida,Coral Springs city,TRUE,Under Age 45,age,0.076:0.233,Strong,0.210:0.268,Strong,0.055:0.062,Strong,0.659:0.437,Strong,NA,NA
2016,12,14400,Florida,Coral Springs city,TRUE,Age 45 and Over,age,0.099:0.161,Strong,0.122:0.189,Strong,0.079:0.071,Strong,0.700:0.578,Strong,NA,NA
2016,12,14400,Florida,Coral Springs city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,14400,Florida,Coral Springs city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,16475,Florida,Davie town,TRUE,All,all,0.074:0.078,Marginal,0.274:0.312,Marginal,0.092:0.093,Marginal,0.559:0.517,Marginal,NA,NA
2016,12,16475,Florida,Davie town,TRUE,Under Age 45,age,0.070:0.115,Marginal,0.369:0.383,Marginal,0.176:0.138,Marginal,0.386:0.364,Marginal,NA,NA
2016,12,16475,Florida,Davie town,TRUE,Age 45 and Over,age,0.075:0.060,Marginal,0.244:0.279,Marginal,0.065:0.071,Marginal,0.615:0.590,Marginal,NA,NA
2016,12,16475,Florida,Davie town,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,16475,Florida,Davie town,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,16725,Florida,Deerfield Beach city,TRUE,All,all,0.057:0.177,Marginal,0.106:0.127,Marginal,0.017:0.035,Marginal,0.820:0.661,Marginal,NA,NA
2016,12,16725,Florida,Deerfield Beach city,TRUE,Under Age 45,age,0.097:0.298,Marginal,0.206:0.225,Marginal,NA,NA,0.697:0.439,Marginal,NA,NA
2016,12,16725,Florida,Deerfield Beach city,TRUE,Age 45 and Over,age,0.048:0.130,Marginal,0.083:0.089,Marginal,0.021:0.034,Marginal,0.848:0.747,Marginal,NA,NA
2016,12,16725,Florida,Deerfield Beach city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,16725,Florida,Deerfield Beach city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,17200,Florida,Deltona city,TRUE,All,all,0.051:0.072,Marginal,0.144:0.194,Marginal,0.054:0.049,Marginal,0.751:0.685,Marginal,NA,NA
2016,12,17200,Florida,Deltona city,TRUE,Under Age 45,age,0.048:0.058,Marginal,0.198:0.236,Marginal,0.112:0.072,Marginal,0.642:0.634,Marginal,NA,NA
2016,12,17200,Florida,Deltona city,TRUE,Age 45 and Over,age,0.051:0.077,Marginal,0.128:0.176,Marginal,0.037:0.039,Marginal,0.784:0.707,Marginal,NA,NA
2016,12,17200,Florida,Deltona city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,17200,Florida,Deltona city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,17935,Florida,Doral city,TRUE,All,all,0.006:0.011,Marginal,0.925:0.916,Marginal,0.018:0.030,Marginal,0.052:0.044,Marginal,NA,NA
2016,12,17935,Florida,Doral city,TRUE,Under Age 45,age,0.020:0.010,Marginal,0.908:0.902,Marginal,0.016:0.032,Marginal,0.055:0.055,Marginal,NA,NA
2016,12,17935,Florida,Doral city,TRUE,Age 45 and Over,age,NA,NA,0.931:0.924,Marginal,0.018:0.028,Marginal,0.050:0.037,Marginal,NA,NA
2016,12,17935,Florida,Doral city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,17935,Florida,Doral city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,24000,Florida,Fort Lauderdale city,TRUE,All,all,0.073:0.255,Weak,0.058:0.159,Weak,0.019:0.035,Weak,0.849:0.551,Weak,NA,NA
2016,12,24000,Florida,Fort Lauderdale city,TRUE,Under Age 45,age,0.084:0.306,Weak,0.142:0.243,Weak,0.052:0.036,Weak,0.722:0.415,Weak,NA,NA
2016,12,24000,Florida,Fort Lauderdale city,TRUE,Age 45 and Over,age,0.071:0.228,Weak,0.042:0.116,Weak,0.013:0.034,Weak,0.873:0.622,Weak,NA,NA
2016,12,24000,Florida,Fort Lauderdale city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,24000,Florida,Fort Lauderdale city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,24125,Florida,Fort Myers city,TRUE,All,all,0.054:0.173,Marginal,0.035:0.152,Marginal,0.063:0.022,Marginal,0.847:0.653,Marginal,NA,NA
2016,12,24125,Florida,Fort Myers city,TRUE,Under Age 45,age,0.079:0.205,Marginal,0.125:0.335,Marginal,0.019:0.024,Marginal,0.777:0.436,Marginal,NA,NA
2016,12,24125,Florida,Fort Myers city,TRUE,Age 45 and Over,age,0.051:0.160,Marginal,0.025:0.081,Marginal,0.069:0.022,Marginal,0.855:0.738,Marginal,NA,NA
2016,12,24125,Florida,Fort Myers city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,24125,Florida,Fort Myers city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,25175,Florida,Gainesville city,TRUE,All,all,0.077:0.204,Strong,0.038:0.096,Strong,0.055:0.070,Strong,0.830:0.629,Strong,NA,NA
2016,12,25175,Florida,Gainesville city,TRUE,Under Age 45,age,0.016:0.201,Strong,0.070:0.135,Strong,0.153:0.093,Strong,0.762:0.571,Strong,NA,NA
2016,12,25175,Florida,Gainesville city,TRUE,Age 45 and Over,age,0.096:0.207,Strong,0.028:0.058,Strong,0.024:0.048,Strong,0.852:0.686,Strong,NA,NA
2016,12,25175,Florida,Gainesville city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,25175,Florida,Gainesville city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,30000,Florida,Hialeah city,TRUE,All,all,0.032:0.026,Marginal,0.927:0.945,Marginal,0.004:0.007,Marginal,0.037:0.022,Marginal,NA,NA
2016,12,30000,Florida,Hialeah city,TRUE,Under Age 45,age,0.008:0.026,Marginal,0.946:0.949,Marginal,0.009:0.014,Marginal,0.037:0.011,Marginal,NA,NA
2016,12,30000,Florida,Hialeah city,TRUE,Age 45 and Over,age,0.037:0.026,Marginal,0.923:0.944,Marginal,0.003:0.004,Marginal,0.037:0.026,Marginal,NA,NA
2016,12,30000,Florida,Hialeah city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,30000,Florida,Hialeah city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,32000,Florida,Hollywood city,TRUE,All,all,0.105:0.129,Marginal,0.280:0.356,Marginal,0.030:0.038,Marginal,0.585:0.477,Marginal,NA,NA
2016,12,32000,Florida,Hollywood city,TRUE,Under Age 45,age,0.081:0.151,Marginal,0.498:0.502,Marginal,0.034:0.049,Marginal,0.387:0.298,Marginal,NA,NA
2016,12,32000,Florida,Hollywood city,TRUE,Age 45 and Over,age,0.112:0.119,Marginal,0.219:0.287,Marginal,0.029:0.033,Marginal,0.640:0.560,Marginal,NA,NA
2016,12,32000,Florida,Hollywood city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,32000,Florida,Hollywood city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,32275,Florida,Homestead city,TRUE,All,all,0.065:0.167,Weak,0.361:0.551,Weak,0.006:0.009,Weak,0.569:0.273,Weak,NA,NA
2016,12,32275,Florida,Homestead city,TRUE,Under Age 45,age,0.053:0.145,Weak,0.650:0.686,Weak,0.012:0.006,Weak,0.285:0.163,Weak,NA,NA
2016,12,32275,Florida,Homestead city,TRUE,Age 45 and Over,age,0.067:0.180,Weak,0.294:0.466,Weak,0.004:0.012,Weak,0.634:0.342,Weak,NA,NA
2016,12,32275,Florida,Homestead city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,32275,Florida,Homestead city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,35000,Florida,Jacksonville city,TRUE,All,all,0.150:0.275,Weak,0.047:0.073,Weak,0.066:0.066,Weak,0.736:0.586,Weak,NA,NA
2016,12,35000,Florida,Jacksonville city,TRUE,Under Age 45,age,0.142:0.308,Weak,0.076:0.099,Weak,0.089:0.090,Weak,0.693:0.504,Weak,NA,NA
2016,12,35000,Florida,Jacksonville city,TRUE,Age 45 and Over,age,0.153:0.252,Weak,0.039:0.056,Weak,0.060:0.049,Weak,0.749:0.643,Weak,NA,NA
2016,12,35000,Florida,Jacksonville city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,35000,Florida,Jacksonville city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,36950,Florida,Kissimmee city,TRUE,All,all,0.094:0.109,Marginal,0.351:0.519,Marginal,0.046:0.035,Marginal,0.510:0.337,Marginal,NA,NA
2016,12,36950,Florida,Kissimmee city,TRUE,Under Age 45,age,0.034:0.068,Marginal,0.594:0.651,Marginal,0.069:0.048,Marginal,0.304:0.234,Marginal,NA,NA
2016,12,36950,Florida,Kissimmee city,TRUE,Age 45 and Over,age,0.107:0.134,Marginal,0.294:0.439,Marginal,0.041:0.027,Marginal,0.558:0.400,Marginal,NA,NA
2016,12,36950,Florida,Kissimmee city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,36950,Florida,Kissimmee city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,38250,Florida,Lakeland city,TRUE,All,all,0.066:0.123,Marginal,0.104:0.138,Marginal,0.057:0.040,Marginal,0.774:0.699,Marginal,NA,NA
2016,12,38250,Florida,Lakeland city,TRUE,Under Age 45,age,0.030:0.137,Marginal,0.203:0.252,Marginal,0.149:0.073,Marginal,0.617:0.538,Marginal,NA,NA
2016,12,38250,Florida,Lakeland city,TRUE,Age 45 and Over,age,0.077:0.116,Marginal,0.073:0.079,Marginal,0.028:0.023,Marginal,0.822:0.781,Marginal,NA,NA
2016,12,38250,Florida,Lakeland city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,38250,Florida,Lakeland city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,39425,Florida,Largo city,TRUE,All,all,0.031:0.053,Marginal,0.029:0.077,Marginal,0.037:0.043,Marginal,0.904:0.827,Marginal,NA,NA
2016,12,39425,Florida,Largo city,TRUE,Under Age 45,age,0.032:0.079,Marginal,0.048:0.167,Marginal,0.096:0.104,Marginal,0.823:0.650,Marginal,NA,NA
2016,12,39425,Florida,Largo city,TRUE,Age 45 and Over,age,0.030:0.044,Marginal,0.024:0.042,Marginal,0.023:0.019,Marginal,0.922:0.895,Marginal,NA,NA
2016,12,39425,Florida,Largo city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,39425,Florida,Largo city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,43975,Florida,Melbourne city,TRUE,All,all,0.024:0.059,Marginal,0.067:0.077,Marginal,0.071:0.067,Marginal,0.838:0.798,Marginal,NA,NA
2016,12,43975,Florida,Melbourne city,TRUE,Under Age 45,age,0.016:0.046,Marginal,0.109:0.137,Marginal,0.140:0.119,Marginal,0.735:0.698,Marginal,NA,NA
2016,12,43975,Florida,Melbourne city,TRUE,Age 45 and Over,age,0.026:0.064,Marginal,0.059:0.054,Marginal,0.058:0.047,Marginal,0.858:0.835,Marginal,NA,NA
2016,12,43975,Florida,Melbourne city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,43975,Florida,Melbourne city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,45000,Florida,Miami city,TRUE,All,all,0.042:0.125,Marginal,0.575:0.719,Marginal,0.016:0.013,Marginal,0.367:0.143,Marginal,NA,NA
2016,12,45000,Florida,Miami city,TRUE,Under Age 45,age,0.043:0.121,Marginal,0.559:0.692,Marginal,0.015:0.017,Marginal,0.382:0.170,Marginal,NA,NA
2016,12,45000,Florida,Miami city,TRUE,Age 45 and Over,age,0.042:0.128,Marginal,0.579:0.736,Marginal,0.016:0.010,Marginal,0.363:0.126,Marginal,NA,NA
2016,12,45000,Florida,Miami city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,45000,Florida,Miami city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,45025,Florida,Miami Beach city,TRUE,All,all,0.010:0.037,Marginal,0.360:0.484,Marginal,0.038:0.061,Marginal,0.592:0.417,Marginal,NA,NA
2016,12,45025,Florida,Miami Beach city,TRUE,Under Age 45,age,NA,NA,0.446:0.504,Marginal,0.080:0.093,Marginal,0.475:0.364,Marginal,NA,NA
2016,12,45025,Florida,Miami Beach city,TRUE,Age 45 and Over,age,0.012:0.036,Marginal,0.340:0.472,Marginal,0.028:0.041,Marginal,0.620:0.451,Marginal,NA,NA
2016,12,45025,Florida,Miami Beach city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,45025,Florida,Miami Beach city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,45060,Florida,Miami Gardens city,TRUE,All,all,0.539:0.571,Marginal,0.345:0.348,Marginal,0.045:0.023,Marginal,0.070:0.058,Marginal,NA,NA
2016,12,45060,Florida,Miami Gardens city,TRUE,Under Age 45,age,0.427:0.546,Marginal,0.485:0.421,Marginal,0.057:0.007,Marginal,0.032:0.026,Marginal,NA,NA
2016,12,45060,Florida,Miami Gardens city,TRUE,Age 45 and Over,age,0.569:0.583,Marginal,0.308:0.313,Marginal,0.042:0.031,Marginal,0.081:0.073,Marginal,NA,NA
2016,12,45060,Florida,Miami Gardens city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,45060,Florida,Miami Gardens city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,45975,Florida,Miramar city,TRUE,All,all,0.280:0.329,Marginal,0.343:0.341,Marginal,0.057:0.050,Marginal,0.320:0.280,Marginal,NA,NA
2016,12,45975,Florida,Miramar city,TRUE,Under Age 45,age,0.327:0.377,Marginal,0.379:0.371,Marginal,0.024:0.042,Marginal,0.270:0.209,Marginal,NA,NA
2016,12,45975,Florida,Miramar city,TRUE,Age 45 and Over,age,0.262:0.300,Marginal,0.329:0.323,Marginal,0.069:0.055,Marginal,0.339:0.322,Marginal,NA,NA
2016,12,45975,Florida,Miramar city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,45975,Florida,Miramar city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,49675,Florida,North Port city,TRUE,All,all,0.020:0.025,Weak,0.021:0.032,Weak,0.008:0.015,Weak,0.950:0.928,Weak,NA,NA
2016,12,49675,Florida,North Port city,TRUE,Under Age 45,age,0.105:0.094,Weak,NA,NA,0.000:0.008,Weak,0.895:0.852,Weak,NA,NA
2016,12,49675,Florida,North Port city,TRUE,Age 45 and Over,age,0.010:0.013,Weak,0.024:0.030,Weak,0.009:0.016,Weak,0.956:0.942,Weak,NA,NA
2016,12,49675,Florida,North Port city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,49675,Florida,North Port city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,53000,Florida,Orlando city,TRUE,All,all,0.115:0.232,Weak,0.131:0.254,Weak,0.053:0.061,Weak,0.700:0.453,Weak,NA,NA
2016,12,53000,Florida,Orlando city,TRUE,Under Age 45,age,0.062:0.239,Weak,0.180:0.303,Weak,0.051:0.068,Weak,0.706:0.390,Weak,NA,NA
2016,12,53000,Florida,Orlando city,TRUE,Age 45 and Over,age,0.134:0.225,Weak,0.114:0.209,Weak,0.054:0.054,Weak,0.698:0.512,Weak,NA,NA
2016,12,53000,Florida,Orlando city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,53000,Florida,Orlando city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,54000,Florida,Palm Bay city,TRUE,All,all,0.081:0.141,Strong,0.167:0.098,Strong,0.032:0.039,Strong,0.720:0.722,Strong,NA,NA
2016,12,54000,Florida,Palm Bay city,TRUE,Under Age 45,age,0.129:0.164,Strong,0.175:0.193,Strong,0.126:0.066,Strong,0.570:0.578,Strong,NA,NA
2016,12,54000,Florida,Palm Bay city,TRUE,Age 45 and Over,age,0.074:0.134,Strong,0.166:0.066,Strong,0.018:0.030,Strong,0.742:0.770,Strong,NA,NA
2016,12,54000,Florida,Palm Bay city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,54000,Florida,Palm Bay city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,54200,Florida,Palm Coast city,TRUE,All,all,0.114:0.112,Marginal,0.040:0.054,Marginal,0.029:0.026,Marginal,0.818:0.808,Marginal,NA,NA
2016,12,54200,Florida,Palm Coast city,TRUE,Under Age 45,age,0.037:0.128,Marginal,0.148:0.108,Marginal,0.059:0.038,Marginal,0.757:0.727,Marginal,NA,NA
2016,12,54200,Florida,Palm Coast city,TRUE,Age 45 and Over,age,0.120:0.109,Marginal,0.030:0.043,Marginal,0.026:0.024,Marginal,0.824:0.824,Marginal,NA,NA
2016,12,54200,Florida,Palm Coast city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,54200,Florida,Palm Coast city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,55775,Florida,Pembroke Pines city,TRUE,All,all,0.122:0.158,Marginal,0.374:0.409,Marginal,0.088:0.063,Marginal,0.417:0.369,Marginal,NA,NA
2016,12,55775,Florida,Pembroke Pines city,TRUE,Under Age 45,age,0.118:0.189,Marginal,0.420:0.488,Marginal,0.171:0.080,Marginal,0.291:0.243,Marginal,NA,NA
2016,12,55775,Florida,Pembroke Pines city,TRUE,Age 45 and Over,age,0.123:0.143,Marginal,0.357:0.371,Marginal,0.058:0.054,Marginal,0.462:0.432,Marginal,NA,NA
2016,12,55775,Florida,Pembroke Pines city,TRUE,Age 10 to 14,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,55775,Florida,Pembroke Pines city,TRUE,Age 15 to 17,age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
