year,state,county,state_name,county_name,subgroup_type,subgroup,ratio_living_wage,ratio_living_wage_quality
2022,17,191,Illinois,Wayne County,industry,Information Services,0,3
2022,17,191,Illinois,Wayne County,industry,Professional Services,.3457815,1
2022,17,191,Illinois,Wayne County,industry,Education and Health,.5145229,3
2022,17,191,Illinois,Wayne County,industry,Leisure and Other,.3281466,1
2022,17,193,Illinois,White County,all,All,.6165703,1
2022,17,193,Illinois,White County,industry,Goods Producing,.7452518,1
2022,17,193,Illinois,White County,industry,Public Administration,.5862923,1
2022,17,193,Illinois,White County,industry,"Trade, Transit, Utilities",.7521332,1
2022,17,193,Illinois,White County,industry,Information Services,.6289567,3
2022,17,193,Illinois,White County,industry,Professional Services,.7517891,1
2022,17,193,Illinois,White County,industry,Education and Health,.494082,3
2022,17,193,Illinois,White County,industry,Leisure and Other,.2983072,1
2022,17,195,Illinois,Whiteside County,all,All,.592122,1
2022,17,195,Illinois,Whiteside County,industry,Goods Producing,.7395172,1
2022,17,195,Illinois,Whiteside County,industry,Public Administration,.6877382,1
2022,17,195,Illinois,Whiteside County,industry,"Trade, Transit, Utilities",.5387548,1
2022,17,195,Illinois,Whiteside County,industry,Information Services,.615629,3
2022,17,195,Illinois,Whiteside County,industry,Professional Services,.6124523,1
2022,17,195,Illinois,Whiteside County,industry,Education and Health,.6759847,1
2022,17,195,Illinois,Whiteside County,industry,Leisure and Other,.2814485,1
2022,17,197,Illinois,Will County,all,All,.6117437,1
2022,17,197,Illinois,Will County,industry,Goods Producing,.8924983,1
2022,17,197,Illinois,Will County,industry,Public Administration,.2766615,1
2022,17,197,Illinois,Will County,industry,"Trade, Transit, Utilities",.5944407,1
2022,17,197,Illinois,Will County,industry,Information Services,.7217012,1
2022,17,197,Illinois,Will County,industry,Professional Services,.6843045,1
2022,17,197,Illinois,Will County,industry,Education and Health,.6033713,1
2022,17,197,Illinois,Will County,industry,Leisure and Other,.3683858,1
2022,17,199,Illinois,Williamson County,all,All,.5920214,1
2022,17,199,Illinois,Williamson County,industry,Goods Producing,.6869743,1
2022,17,199,Illinois,Williamson County,industry,Public Administration,.7978588,1
2022,17,199,Illinois,Williamson County,industry,"Trade, Transit, Utilities",.5282947,1
2022,17,199,Illinois,Williamson County,industry,Information Services,.5939332,1
2022,17,199,Illinois,Williamson County,industry,Professional Services,.5719475,1
2022,17,199,Illinois,Williamson County,industry,Education and Health,.693347,1
2022,17,199,Illinois,Williamson County,industry,Leisure and Other,.3466735,1
2022,17,201,Illinois,Winnebago County,all,All,.6808457,1
2022,17,201,Illinois,Winnebago County,industry,Goods Producing,.8664737,1
2022,17,201,Illinois,Winnebago County,industry,Public Administration,.7871885,1
2022,17,201,Illinois,Winnebago County,industry,"Trade, Transit, Utilities",.5839416,1
2022,17,201,Illinois,Winnebago County,industry,Information Services,.8733954,1
2022,17,201,Illinois,Winnebago County,industry,Professional Services,.7799522,1
2022,17,201,Illinois,Winnebago County,industry,Education and Health,.8199094,1
2022,17,201,Illinois,Winnebago County,industry,Leisure and Other,.3706267,1
2022,17,203,Illinois,Woodford County,all,All,.601601,1
2022,17,203,Illinois,Woodford County,industry,Goods Producing,.8214286,1
2022,17,203,Illinois,Woodford County,industry,Public Administration,.6296182,1
2022,17,203,Illinois,Woodford County,industry,"Trade, Transit, Utilities",.7007389,1
2022,17,203,Illinois,Woodford County,industry,Information Services,.7105911,3
2022,17,203,Illinois,Woodford County,industry,Professional Services,.5671182,1
2022,17,203,Illinois,Woodford County,industry,Education and Health,.4747537,1
2022,17,203,Illinois,Woodford County,industry,Leisure and Other,.3405173,1
2022,18,001,Indiana,Adams County,all,All,.6613329,1
2022,18,001,Indiana,Adams County,industry,Goods Producing,.8044627,1
2022,18,001,Indiana,Adams County,industry,Public Administration,.6921609,1
2022,18,001,Indiana,Adams County,industry,"Trade, Transit, Utilities",.627569,1
2022,18,001,Indiana,Adams County,industry,Information Services,.622431,3
2022,18,001,Indiana,Adams County,industry,Professional Services,.7182178,1
2022,18,001,Indiana,Adams County,industry,Education and Health,.4851732,1
2022,18,001,Indiana,Adams County,industry,Leisure and Other,.2895625,1
2022,18,003,Indiana,Allen County,all,All,.7653791,1
2022,18,003,Indiana,Allen County,industry,Goods Producing,.9263233,1
2022,18,003,Indiana,Allen County,industry,Public Administration,.8168812,1
2022,18,003,Indiana,Allen County,industry,"Trade, Transit, Utilities",.6895565,1
2022,18,003,Indiana,Allen County,industry,Information Services,.9198856,1
2022,18,003,Indiana,Allen County,industry,Professional Services,.9198856,1
2022,18,003,Indiana,Allen County,industry,Education and Health,.8648069,1
2022,18,003,Indiana,Allen County,industry,Leisure and Other,.388412,1
2022,18,005,Indiana,Bartholomew County,all,All,.8506757,1
2022,18,005,Indiana,Bartholomew County,industry,Goods Producing,1.135135,1
2022,18,005,Indiana,Bartholomew County,industry,Public Administration,.7175676,1
2022,18,005,Indiana,Bartholomew County,industry,"Trade, Transit, Utilities",.6594595,1
2022,18,005,Indiana,Bartholomew County,industry,Information Services,.5905405,3
2022,18,005,Indiana,Bartholomew County,industry,Professional Services,.8679054,1
2022,18,005,Indiana,Bartholomew County,industry,Education and Health,.7189189,1
2022,18,005,Indiana,Bartholomew County,industry,Leisure and Other,.3817568,1
2022,18,007,Indiana,Benton County,all,All,.6162661,1
2022,18,007,Indiana,Benton County,industry,Goods Producing,.667971,1
2022,18,007,Indiana,Benton County,industry,Public Administration,.653065,1
2022,18,007,Indiana,Benton County,industry,"Trade, Transit, Utilities",.6071828,1
2022,18,007,Indiana,Benton County,industry,Information Services,0,3
2022,18,007,Indiana,Benton County,industry,Professional Services,.7811627,1
2022,18,007,Indiana,Benton County,industry,Education and Health,.4569592,3
2022,18,007,Indiana,Benton County,industry,Leisure and Other,.3434181,3
2022,18,009,Indiana,Blackford County,all,All,.6411975,1
2022,18,009,Indiana,Blackford County,industry,Goods Producing,.8459934,1
2022,18,009,Indiana,Blackford County,industry,Public Administration,.6935756,3
2022,18,009,Indiana,Blackford County,industry,"Trade, Transit, Utilities",.5525767,1
2022,18,009,Indiana,Blackford County,industry,Information Services,0,3
2022,18,009,Indiana,Blackford County,industry,Professional Services,.3254394,1
2022,18,009,Indiana,Blackford County,industry,Education and Health,.6486446,3
2022,18,009,Indiana,Blackford County,industry,Leisure and Other,.3008639,1
2022,18,011,Indiana,Boone County,all,All,.6563883,1
2022,18,011,Indiana,Boone County,industry,Goods Producing,.7845433,1
2022,18,011,Indiana,Boone County,industry,Public Administration,.732067,1
2022,18,011,Indiana,Boone County,industry,"Trade, Transit, Utilities",.631668,1
2022,18,011,Indiana,Boone County,industry,Information Services,.8847255,1
2022,18,011,Indiana,Boone County,industry,Professional Services,.8782201,1
2022,18,011,Indiana,Boone County,industry,Education and Health,.6186573,1
2022,18,011,Indiana,Boone County,industry,Leisure and Other,.403656,1
2022,18,013,Indiana,Brown County,all,All,.4380144,1
2022,18,013,Indiana,Brown County,industry,Goods Producing,.5647731,1
2022,18,013,Indiana,Brown County,industry,Public Administration,.5572516,3
2022,18,013,Indiana,Brown County,industry,"Trade, Transit, Utilities",.3437749,1
2022,18,013,Indiana,Brown County,industry,Information Services,0,3
2022,18,013,Indiana,Brown County,industry,Professional Services,.5816963,1
2022,18,013,Indiana,Brown County,industry,Education and Health,.4937616,3
2022,18,013,Indiana,Brown County,industry,Leisure and Other,.1350544,1
2022,18,015,Indiana,Carroll County,all,All,.641515,1
2022,18,015,Indiana,Carroll County,industry,Goods Producing,.7486788,1
2022,18,015,Indiana,Carroll County,industry,Public Administration,.7188295,3
2022,18,015,Indiana,Carroll County,industry,"Trade, Transit, Utilities",.6906929,1
2022,18,015,Indiana,Carroll County,industry,Information Services,.5593071,3
2022,18,015,Indiana,Carroll County,industry,Professional Services,.6576629,1
2022,18,015,Indiana,Carroll County,industry,Education and Health,.5739871,3
2022,18,015,Indiana,Carroll County,industry,Leisure and Other,.3776424,1
2022,18,017,Indiana,Cass County,all,All,.6624252,1
2022,18,017,Indiana,Cass County,industry,Goods Producing,.7881737,1
2022,18,017,Indiana,Cass County,industry,Public Administration,.7874252,1
2022,18,017,Indiana,Cass County,industry,"Trade, Transit, Utilities",.6122754,1
2022,18,017,Indiana,Cass County,industry,Information Services,.4872755,3
2022,18,017,Indiana,Cass County,industry,Professional Services,.7747006,1
2022,18,017,Indiana,Cass County,industry,Education and Health,.492515,1
2022,18,017,Indiana,Cass County,industry,Leisure and Other,.2866766,1
2022,18,019,Indiana,Clark County,all,All,.6643071,1
2022,18,019,Indiana,Clark County,industry,Goods Producing,.7568745,1
2022,18,019,Indiana,Clark County,industry,Public Administration,.6445685,1
2022,18,019,Indiana,Clark County,industry,"Trade, Transit, Utilities",.6547781,1
2022,18,019,Indiana,Clark County,industry,Information Services,.6540975,1
2022,18,019,Indiana,Clark County,industry,Professional Services,.8181323,1
2022,18,019,Indiana,Clark County,industry,Education and Health,.7507488,1
2022,18,019,Indiana,Clark County,industry,Leisure and Other,.4134904,1
2022,18,021,Indiana,Clay County,all,All,.5749928,1
2022,18,021,Indiana,Clay County,industry,Goods Producing,.7370233,1
2022,18,021,Indiana,Clay County,industry,Public Administration,.6306759,1
2022,18,021,Indiana,Clay County,industry,"Trade, Transit, Utilities",.4846573,1
2022,18,021,Indiana,Clay County,industry,Information Services,.5943505,3
2022,18,021,Indiana,Clay County,industry,Professional Services,.6940063,1
2022,18,021,Indiana,Clay County,industry,Education and Health,.5326929,1
2022,18,021,Indiana,Clay County,industry,Leisure and Other,.2054058,1
2022,18,023,Indiana,Clinton County,all,All,.6883228,1
2022,18,023,Indiana,Clinton County,industry,Goods Producing,.8171151,1
2022,18,023,Indiana,Clinton County,industry,Public Administration,.6868919,1
2022,18,023,Indiana,Clinton County,industry,"Trade, Transit, Utilities",.6489697,1
2022,18,023,Indiana,Clinton County,industry,Information Services,.641099,3
2022,18,023,Indiana,Clinton County,industry,Professional Services,.7759731,1
2022,18,023,Indiana,Clinton County,industry,Education and Health,.6174871,1
2022,18,023,Indiana,Clinton County,industry,Leisure and Other,.350601,1
2022,18,025,Indiana,Crawford County,all,All,.568485,1
2022,18,025,Indiana,Crawford County,industry,Goods Producing,.7018974,3
2022,18,025,Indiana,Crawford County,industry,Public Administration,.5880028,3
2022,18,025,Indiana,Crawford County,industry,"Trade, Transit, Utilities",.638156,1
2022,18,025,Indiana,Crawford County,industry,Information Services,NA,
2022,18,025,Indiana,Crawford County,industry,Professional Services,.4832493,3
2022,18,025,Indiana,Crawford County,industry,Education and Health,.555885,3
2022,18,025,Indiana,Crawford County,industry,Leisure and Other,.3587311,3
2022,18,027,Indiana,Daviess County,all,All,.6273599,1
2022,18,027,Indiana,Daviess County,industry,Goods Producing,.6898054,1
2022,18,027,Indiana,Daviess County,industry,Public Administration,.7253849,1
2022,18,027,Indiana,Daviess County,industry,"Trade, Transit, Utilities",.6317165,1
2022,18,027,Indiana,Daviess County,industry,Information Services,0,3
2022,18,027,Indiana,Daviess County,industry,Professional Services,.8589893,1
2022,18,027,Indiana,Daviess County,industry,Education and Health,.4959338,1
2022,18,027,Indiana,Daviess County,industry,Leisure and Other,.11763,1
2022,18,029,Indiana,Dearborn County,all,All,.594699,1
2022,18,029,Indiana,Dearborn County,industry,Goods Producing,.8137985,1
2022,18,029,Indiana,Dearborn County,industry,Public Administration,.7334399,1
2022,18,029,Indiana,Dearborn County,industry,"Trade, Transit, Utilities",.5887054,1
2022,18,029,Indiana,Dearborn County,industry,Information Services,1.001598,3
2022,18,029,Indiana,Dearborn County,industry,Professional Services,.7042487,1
2022,18,029,Indiana,Dearborn County,industry,Education and Health,.7099094,1
2022,18,029,Indiana,Dearborn County,industry,Leisure and Other,.3542887,1
2022,18,031,Indiana,Decatur County,all,All,.6986126,1
2022,18,031,Indiana,Decatur County,industry,Goods Producing,.876274,1
2022,18,031,Indiana,Decatur County,industry,Public Administration,.7757644,1
2022,18,031,Indiana,Decatur County,industry,"Trade, Transit, Utilities",.5719139,1
2022,18,031,Indiana,Decatur County,industry,Information Services,.6724235,3
2022,18,031,Indiana,Decatur County,industry,Professional Services,.8338052,1
2022,18,031,Indiana,Decatur County,industry,Education and Health,.5669592,1
2022,18,031,Indiana,Decatur County,industry,Leisure and Other,.3234711,1
2022,18,033,Indiana,DeKalb County,all,All,.8536406,1
2022,18,033,Indiana,DeKalb County,industry,Goods Producing,1.072372,1
2022,18,033,Indiana,DeKalb County,industry,Public Administration,.7454981,1
2022,18,033,Indiana,DeKalb County,industry,"Trade, Transit, Utilities",.7141808,1
2022,18,033,Indiana,DeKalb County,industry,Information Services,.5827951,3
2022,18,033,Indiana,DeKalb County,industry,Professional Services,.8903406,1
2022,18,033,Indiana,DeKalb County,industry,Education and Health,.655461,1
2022,18,033,Indiana,DeKalb County,industry,Leisure and Other,.3402084,1
2022,18,035,Indiana,Delaware County,all,All,.6492168,1
2022,18,035,Indiana,Delaware County,industry,Goods Producing,.7639462,1
2022,18,035,Indiana,Delaware County,industry,Public Administration,.7822662,1
2022,18,035,Indiana,Delaware County,industry,"Trade, Transit, Utilities",.5647156,1
2022,18,035,Indiana,Delaware County,industry,Information Services,.722726,3
2022,18,035,Indiana,Delaware County,industry,Professional Services,.7254741,1
2022,18,035,Indiana,Delaware County,industry,Education and Health,.8092883,1
2022,18,035,Indiana,Delaware County,industry,Leisure and Other,.352432,1
2022,18,037,Indiana,Dubois County,all,All,.6947674,1
2022,18,037,Indiana,Dubois County,industry,Goods Producing,.778343,1
2022,18,037,Indiana,Dubois County,industry,Public Administration,.6870155,1
2022,18,037,Indiana,Dubois County,industry,"Trade, Transit, Utilities",.6293604,1
2022,18,037,Indiana,Dubois County,industry,Information Services,.6758721,3
2022,18,037,Indiana,Dubois County,industry,Professional Services,.8938953,1
2022,18,037,Indiana,Dubois County,industry,Education and Health,.78125,1
2022,18,037,Indiana,Dubois County,industry,Leisure and Other,.3361192,1
2022,18,039,Indiana,Elkhart County,all,All,.8492554,1
2022,18,039,Indiana,Elkhart County,industry,Goods Producing,.8984265,1
2022,18,039,Indiana,Elkhart County,industry,Public Administration,.7811183,1
2022,18,039,Indiana,Elkhart County,industry,"Trade, Transit, Utilities",.6982298,1
2022,18,039,Indiana,Elkhart County,industry,Information Services,.7972745,1
2022,18,039,Indiana,Elkhart County,industry,Professional Services,1.200478,1
2022,18,039,Indiana,Elkhart County,industry,Education and Health,.7747963,1
2022,18,039,Indiana,Elkhart County,industry,Leisure and Other,.4766086,1
2022,18,041,Indiana,Fayette County,all,All,.6135151,1
2022,18,041,Indiana,Fayette County,industry,Goods Producing,.8083876,1
2022,18,041,Indiana,Fayette County,industry,Public Administration,.7219422,1
2022,18,041,Indiana,Fayette County,industry,"Trade, Transit, Utilities",.5349733,1
2022,18,041,Indiana,Fayette County,industry,Information Services,.3964137,3
2022,18,041,Indiana,Fayette County,industry,Professional Services,.7565204,1
2022,18,041,Indiana,Fayette County,industry,Education and Health,.7142857,1
2022,18,041,Indiana,Fayette County,industry,Leisure and Other,.2941612,1
2022,18,043,Indiana,Floyd County,all,All,.6716721,1
2022,18,043,Indiana,Floyd County,industry,Goods Producing,.8367154,1
2022,18,043,Indiana,Floyd County,industry,Public Administration,.7325488,1
2022,18,043,Indiana,Floyd County,industry,"Trade, Transit, Utilities",.5661526,1
2022,18,043,Indiana,Floyd County,industry,Information Services,.9280304,3
2022,18,043,Indiana,Floyd County,industry,Professional Services,.7863231,1
2022,18,043,Indiana,Floyd County,industry,Education and Health,.7305195,1
2022,18,043,Indiana,Floyd County,industry,Leisure and Other,.3838609,1
2022,18,045,Indiana,Fountain County,all,All,.6024709,1
2022,18,045,Indiana,Fountain County,industry,Goods Producing,.7100291,1
2022,18,045,Indiana,Fountain County,industry,Public Administration,.6911337,1
2022,18,045,Indiana,Fountain County,industry,"Trade, Transit, Utilities",.5007268,1
2022,18,045,Indiana,Fountain County,industry,Information Services,.4055233,3
2022,18,045,Indiana,Fountain County,industry,Professional Services,.6420785,1
2022,18,045,Indiana,Fountain County,industry,Education and Health,.837936,3
2022,18,045,Indiana,Fountain County,industry,Leisure and Other,.3390262,1
2022,18,047,Indiana,Franklin County,all,All,.5334191,1
2022,18,047,Indiana,Franklin County,industry,Goods Producing,.742645,1
2022,18,047,Indiana,Franklin County,industry,Public Administration,.628868,1
2022,18,047,Indiana,Franklin County,industry,"Trade, Transit, Utilities",.4912882,1
2022,18,047,Indiana,Franklin County,industry,Information Services,0,3
2022,18,047,Indiana,Franklin County,industry,Professional Services,.6130392,1
2022,18,047,Indiana,Franklin County,industry,Education and Health,.5012854,1
2022,18,047,Indiana,Franklin County,industry,Leisure and Other,.1113968,1
2022,18,049,Indiana,Fulton County,all,All,.6383929,1
2022,18,049,Indiana,Fulton County,industry,Goods Producing,.7760417,1
2022,18,049,Indiana,Fulton County,industry,Public Administration,.7795139,1
2022,18,049,Indiana,Fulton County,industry,"Trade, Transit, Utilities",.5848214,1
2022,18,049,Indiana,Fulton County,industry,Information Services,0,3
2022,18,049,Indiana,Fulton County,industry,Professional Services,.4795387,1
2022,18,049,Indiana,Fulton County,industry,Education and Health,.5677083,1
2022,18,049,Indiana,Fulton County,industry,Leisure and Other,.3738839,1
2022,18,051,Indiana,Gibson County,all,All,.840708,1
2022,18,051,Indiana,Gibson County,industry,Goods Producing,1.020649,1
2022,18,051,Indiana,Gibson County,industry,Public Administration,.7111603,1
2022,18,051,Indiana,Gibson County,industry,"Trade, Transit, Utilities",.740413,1
2022,18,051,Indiana,Gibson County,industry,Information Services,.5250738,3
2022,18,051,Indiana,Gibson County,industry,Professional Services,.7370944,1
2022,18,051,Indiana,Gibson County,industry,Education and Health,.6231564,1
2022,18,051,Indiana,Gibson County,industry,Leisure and Other,.3775811,1
2022,18,053,Indiana,Grant County,all,All,.658397,1
2022,18,053,Indiana,Grant County,industry,Goods Producing,.8646506,1
2022,18,053,Indiana,Grant County,industry,Public Administration,.7388921,1
2022,18,053,Indiana,Grant County,industry,"Trade, Transit, Utilities",.5725191,1
2022,18,053,Indiana,Grant County,industry,Information Services,.634175,3
2022,18,053,Indiana,Grant County,industry,Professional Services,.7431738,1
2022,18,053,Indiana,Grant County,industry,Education and Health,.6972989,1
2022,18,053,Indiana,Grant County,industry,Leisure and Other,.3625954,1
2022,18,055,Indiana,Greene County,all,All,.590708,1
2022,18,055,Indiana,Greene County,industry,Goods Producing,.719764,1
2022,18,055,Indiana,Greene County,industry,Public Administration,.7185349,1
2022,18,055,Indiana,Greene County,industry,"Trade, Transit, Utilities",.5803835,1
2022,18,055,Indiana,Greene County,industry,Information Services,.5103245,3
2022,18,055,Indiana,Greene County,industry,Professional Services,.6474926,1
2022,18,055,Indiana,Greene County,industry,Education and Health,.5936578,1
2022,18,055,Indiana,Greene County,industry,Leisure and Other,.3477139,1
2022,18,057,Indiana,Hamilton County,all,All,.7879763,1
2022,18,057,Indiana,Hamilton County,industry,Goods Producing,.913533,1
2022,18,057,Indiana,Hamilton County,industry,Public Administration,.760762,1
2022,18,057,Indiana,Hamilton County,industry,"Trade, Transit, Utilities",.8151906,1
2022,18,057,Indiana,Hamilton County,industry,Information Services,1.024246,1
2022,18,057,Indiana,Hamilton County,industry,Professional Services,1.0595,1
2022,18,057,Indiana,Hamilton County,industry,Education and Health,.6426274,1
2022,18,057,Indiana,Hamilton County,industry,Leisure and Other,.3896586,1
2022,18,059,Indiana,Hancock County,all,All,.6730267,1
2022,18,059,Indiana,Hancock County,industry,Goods Producing,.9115264,1
2022,18,059,Indiana,Hancock County,industry,Public Administration,.7856334,1
2022,18,059,Indiana,Hancock County,industry,"Trade, Transit, Utilities",.610298,1
2022,18,059,Indiana,Hancock County,industry,Information Services,.9193676,3
2022,18,059,Indiana,Hancock County,industry,Professional Services,.758952,1
2022,18,059,Indiana,Hancock County,industry,Education and Health,.5998432,1
2022,18,059,Indiana,Hancock County,industry,Leisure and Other,.3577496,1
2022,18,061,Indiana,Harrison County,all,All,.6187151,1
2022,18,061,Indiana,Harrison County,industry,Goods Producing,.7486033,1
2022,18,061,Indiana,Harrison County,industry,Public Administration,.7211359,1
2022,18,061,Indiana,Harrison County,industry,"Trade, Transit, Utilities",.601257,1
2022,18,061,Indiana,Harrison County,industry,Information Services,1.854749,3
2022,18,061,Indiana,Harrison County,industry,Professional Services,.7534916,1
2022,18,061,Indiana,Harrison County,industry,Education and Health,.5761173,1
2022,18,061,Indiana,Harrison County,industry,Leisure and Other,.4479749,1
2022,18,063,Indiana,Hendricks County,all,All,.6201299,1
2022,18,063,Indiana,Hendricks County,industry,Goods Producing,.8811688,1
2022,18,063,Indiana,Hendricks County,industry,Public Administration,.7967532,1
2022,18,063,Indiana,Hendricks County,industry,"Trade, Transit, Utilities",.6162338,1
2022,18,063,Indiana,Hendricks County,industry,Information Services,.4974026,1
2022,18,063,Indiana,Hendricks County,industry,Professional Services,.7136363,1
2022,18,063,Indiana,Hendricks County,industry,Education and Health,.6493506,1
2022,18,063,Indiana,Hendricks County,industry,Leisure and Other,.3896104,1
2022,18,065,Indiana,Henry County,all,All,.6255423,1
2022,18,065,Indiana,Henry County,industry,Goods Producing,.7708996,1
2022,18,065,Indiana,Henry County,industry,Public Administration,.7378748,1
2022,18,065,Indiana,Henry County,industry,"Trade, Transit, Utilities",.5286375,1
2022,18,065,Indiana,Henry County,industry,Information Services,.5351461,3
2022,18,065,Indiana,Henry County,industry,Professional Services,.7177466,1
2022,18,065,Indiana,Henry County,industry,Education and Health,.4903095,1
2022,18,065,Indiana,Henry County,industry,Leisure and Other,.3250651,1
2022,18,067,Indiana,Howard County,all,All,.7397317,1
2022,18,067,Indiana,Howard County,industry,Goods Producing,1.204247,1
2022,18,067,Indiana,Howard County,industry,Public Administration,.6975877,1
2022,18,067,Indiana,Howard County,industry,"Trade, Transit, Utilities",.5448449,1
2022,18,067,Indiana,Howard County,industry,Information Services,.7739592,3
2022,18,067,Indiana,Howard County,industry,Professional Services,.705155,1
2022,18,067,Indiana,Howard County,industry,Education and Health,.7152836,1
2022,18,067,Indiana,Howard County,industry,Leisure and Other,.2923302,1
2022,18,069,Indiana,Huntington County,all,All,.6349666,1
2022,18,069,Indiana,Huntington County,industry,Goods Producing,.804581,1
2022,18,069,Indiana,Huntington County,industry,Public Administration,.6709674,1
2022,18,069,Indiana,Huntington County,industry,"Trade, Transit, Utilities",.6342418,1
2022,18,069,Indiana,Huntington County,industry,Information Services,.8132792,3
2022,18,069,Indiana,Huntington County,industry,Professional Services,.7556537,1
2022,18,069,Indiana,Huntington County,industry,Education and Health,.604523,1
2022,18,069,Indiana,Huntington County,industry,Leisure and Other,.24971,1
2022,18,071,Indiana,Jackson County,all,All,.7061986,1
2022,18,071,Indiana,Jackson County,industry,Goods Producing,.8392301,1
2022,18,071,Indiana,Jackson County,industry,Public Administration,.7420511,1
2022,18,071,Indiana,Jackson County,industry,"Trade, Transit, Utilities",.6495895,1
2022,18,071,Indiana,Jackson County,industry,Information Services,.5512312,3
2022,18,071,Indiana,Jackson County,industry,Professional Services,.7613925,1
2022,18,071,Indiana,Jackson County,industry,Education and Health,.6043023,1
2022,18,071,Indiana,Jackson County,industry,Leisure and Other,.3357628,1
2022,18,073,Indiana,Jasper County,all,All,.6222283,1
2022,18,073,Indiana,Jasper County,industry,Goods Producing,.8398004,1
2022,18,073,Indiana,Jasper County,industry,Public Administration,.675351,1
2022,18,073,Indiana,Jasper County,industry,"Trade, Transit, Utilities",.6866685,1
2022,18,073,Indiana,Jasper County,industry,Information Services,.4302938,3
2022,18,073,Indiana,Jasper County,industry,Professional Services,.6017877,1
2022,18,073,Indiana,Jasper County,industry,Education and Health,.442766,1
2022,18,073,Indiana,Jasper County,industry,Leisure and Other,.3440271,1
2022,18,075,Indiana,Jay County,all,All,.6407186,1
2022,18,075,Indiana,Jay County,industry,Goods Producing,.7477545,1
2022,18,075,Indiana,Jay County,industry,Public Administration,.739521,1
2022,18,075,Indiana,Jay County,industry,"Trade, Transit, Utilities",.5988024,1
2022,18,075,Indiana,Jay County,industry,Information Services,.4558383,3
2022,18,075,Indiana,Jay County,industry,Professional Services,.6193863,1
2022,18,075,Indiana,Jay County,industry,Education and Health,.4827844,3
2022,18,075,Indiana,Jay County,industry,Leisure and Other,.2836826,1
2022,18,077,Indiana,Jefferson County,all,All,.654745,1
2022,18,077,Indiana,Jefferson County,industry,Goods Producing,.8114848,1
2022,18,077,Indiana,Jefferson County,industry,Public Administration,.6979672,1
2022,18,077,Indiana,Jefferson County,industry,"Trade, Transit, Utilities",.6896552,1
2022,18,077,Indiana,Jefferson County,industry,Information Services,.5051297,3
2022,18,077,Indiana,Jefferson County,industry,Professional Services,.6697065,1
2022,18,077,Indiana,Jefferson County,industry,Education and Health,.7552009,1
2022,18,077,Indiana,Jefferson County,industry,Leisure and Other,.3273725,1
2022,18,079,Indiana,Jennings County,all,All,.6185206,1
2022,18,079,Indiana,Jennings County,industry,Goods Producing,.7726254,1
2022,18,079,Indiana,Jennings County,industry,Public Administration,.6764266,1
2022,18,079,Indiana,Jennings County,industry,"Trade, Transit, Utilities",.5736901,1
2022,18,079,Indiana,Jennings County,industry,Information Services,.3656487,3
2022,18,079,Indiana,Jennings County,industry,Professional Services,.5824461,1
2022,18,079,Indiana,Jennings County,industry,Education and Health,.5358644,1
2022,18,079,Indiana,Jennings County,industry,Leisure and Other,.3225693,1
2022,18,081,Indiana,Johnson County,all,All,.5898438,1
2022,18,081,Indiana,Johnson County,industry,Goods Producing,.7740886,1
2022,18,081,Indiana,Johnson County,industry,Public Administration,.6694878,1
2022,18,081,Indiana,Johnson County,industry,"Trade, Transit, Utilities",.5416667,1
2022,18,081,Indiana,Johnson County,industry,Information Services,.8339844,1
2022,18,081,Indiana,Johnson County,industry,Professional Services,.8102214,1
2022,18,081,Indiana,Johnson County,industry,Education and Health,.6204427,1
2022,18,081,Indiana,Johnson County,industry,Leisure and Other,.3863932,1
2022,18,083,Indiana,Knox County,all,All,.6717513,1
2022,18,083,Indiana,Knox County,industry,Goods Producing,.8675565,1
2022,18,083,Indiana,Knox County,industry,Public Administration,.772954,1
2022,18,083,Indiana,Knox County,industry,"Trade, Transit, Utilities",.6622177,1
2022,18,083,Indiana,Knox County,industry,Information Services,.5742153,3
2022,18,083,Indiana,Knox County,industry,Professional Services,.6552508,1
2022,18,083,Indiana,Knox County,industry,Education and Health,.7238193,1
2022,18,083,Indiana,Knox County,industry,Leisure and Other,.3171751,1
2022,18,085,Indiana,Kosciusko County,all,All,.7714816,1
2022,18,085,Indiana,Kosciusko County,industry,Goods Producing,.9563232,1
2022,18,085,Indiana,Kosciusko County,industry,Public Administration,.7607765,1
2022,18,085,Indiana,Kosciusko County,industry,"Trade, Transit, Utilities",.8000286,1
2022,18,085,Indiana,Kosciusko County,industry,Information Services,.6087639,3
2022,18,085,Indiana,Kosciusko County,industry,Professional Services,.8235798,1
2022,18,085,Indiana,Kosciusko County,industry,Education and Health,.6073366,1
2022,18,085,Indiana,Kosciusko County,industry,Leisure and Other,.4003711,1
2022,18,087,Indiana,LaGrange County,all,All,.8008691,1
2022,18,087,Indiana,LaGrange County,industry,Goods Producing,.9619419,1
2022,18,087,Indiana,LaGrange County,industry,Public Administration,.7239537,1
2022,18,087,Indiana,LaGrange County,industry,"Trade, Transit, Utilities",.6158226,1
2022,18,087,Indiana,LaGrange County,industry,Information Services,.7626611,3
2022,18,087,Indiana,LaGrange County,industry,Professional Services,.6888673,1
2022,18,087,Indiana,LaGrange County,industry,Education and Health,.7903806,1
2022,18,087,Indiana,LaGrange County,industry,Leisure and Other,.4348966,1
2022,18,089,Indiana,Lake County,all,All,.738682,1
2022,18,089,Indiana,Lake County,industry,Goods Producing,1.23828,1
