year,state,county,homeless_count,homeless_count_lb,homeless_count_ub,homeless_share,homeless_quality,black_count,black_count_lb,black_count_ub,black_share,black_quality,hispanic_count,hispanic_count_lb,hispanic_count_ub,hispanic_share,hispanic_quality,other_count,other_count_lb,other_count_ub,other_share,other_quality,white_count,white_count_lb,white_count_ub,white_share,white_quality
2019,26,017,482,482,482,.033708651,1,44,42,46,.052505966,2,19,16,22,.0079365084,3,49,31,37,.029131986,3,356,356,356,.015031245,1
2019,26,019,98,98,98,.053698629,1,4,3,5,.2,3,15,15,15,.10273973,1,7,6,8,.038043477,3,67,67,67,.02030303,1
2019,26,021,951,951,951,.036769256,1,238,230,246,.024236253,2,126,118,134,.023144746,3,85,48,64,.020047169,3,435,432,438,.013499255,1
2019,26,023,606,606,606,.085847855,1,5,3,7,.069444448,3,69,67,71,.051492538,2,15,10,18,.032051284,3,507,507,507,.041428339,1
2019,26,025,807,807,807,.041278772,1,218,214,222,.037979092,1,35,31,39,.010782502,3,109,3,25,.021541502,3,409,408,410,.016324738,1
2019,26,027,271,271,271,.039712779,1,10,8,12,.015243903,3,23,21,25,.019930676,3,39,0,6,.026639344,3,139,138,140,.013398882,1
2019,26,029,201,199,203,.052371025,1,1,0,2,.016129032,3,24,22,26,.10434783,3,8,0,8,.016194332,3,160,158,162,.023222061,1
2019,26,031,176,176,176,.062522203,1,2,0,4,.03846154,3,3,0,6,.039473683,3,17,0,8,.028333334,3,144,144,144,.029375765,1
2019,26,033,207,206,208,.041658282,1,1,0,2,.0063291141,3,4,3,5,.039999999,3,108,62,74,.023529412,3,69,65,73,.013555992,3
2019,26,035,187,186,188,.042307694,1,0,0,0,0,3,6,5,7,.023622047,3,12,10,12,.037500001,3,167,166,168,.020336093,1
2019,26,037,381,380,382,.035415504,1,13,10,16,.024714829,3,55,53,57,.034634762,2,18,5,17,.016574586,3,277,276,278,.01512339,1
2019,26,039,59,59,59,.036285363,1,0,0,0,0,3,8,8,8,.063492067,1,5,5,5,.032051284,1,46,46,46,.015551048,1
2019,26,041,123,122,124,.026103565,1,2,0,4,.033333335,3,5,4,6,.029411765,3,20,5,13,.021978023,3,81,80,82,.0097778849,1
2019,26,043,62,61,63,.01620915,1,1,0,2,.035714287,3,1,0,2,.0048076925,3,4,0,8,.010810811,3,20,16,24,.0028392959,3
2019,26,045,605,605,605,.033107147,1,86,83,89,.030324401,2,52,46,58,.018584704,3,51,17,31,.016688481,3,383,381,385,.013748295,1
2019,26,047,138,138,138,.030837988,1,0,0,0,0,3,4,0,8,.02739726,3,25,0,6,.02306273,3,87,85,89,.011313394,1
2019,26,049,1120,1120,1120,.017121978,1,417,402,432,.012453709,2,45,32,58,.0070180912,3,105,68,88,.011480428,3,457,450,464,.0055878903,1
2019,26,051,75,75,75,.028604118,1,0,0,0,0,3,1,0,2,.0056818184,3,2,0,4,.013333334,3,46,45,47,.0093877548,1
2019,26,053,82,82,82,.051997464,1,1,0,2,.035714287,3,0,0,0,0,3,20,17,21,.051813472,3,43,41,45,.016141141,2
2019,26,055,562,562,562,.042495273,1,23,21,25,.069277108,3,43,41,45,.041346155,2,33,0,6,.022177419,3,441,440,442,.018694362,1
2019,26,057,216,216,216,.03694202,1,4,3,5,.027777778,3,22,18,26,.020560747,3,3,0,4,.01048951,3,151,149,153,.014812635,1
2019,26,059,441,441,441,.073770493,1,4,0,8,.052631579,3,12,6,18,.037500001,3,13,0,16,.04037267,3,353,350,356,.031411283,1
2019,26,061,66,65,67,.012516594,1,1,0,2,.015625,3,0,0,0,0,3,4,3,5,.0091743115,3,51,48,54,.0051194541,3
2019,26,063,100,99,101,.021805495,1,2,0,4,.03125,3,1,0,2,.0029940121,3,1,0,2,.0060240962,3,73,70,76,.0084804837,2
2019,26,065,1224,1223,1225,.029048106,1,439,433,445,.029586198,1,149,137,161,.014888089,3,167,0,26,.013407193,3,388,382,394,.0082602398,1
2019,26,067,246,246,246,.029839883,1,7,5,9,.043209877,3,29,26,32,.022036474,3,11,7,13,.020522388,3,187,186,188,.012919718,1
2019,26,069,277,277,277,.07239937,1,8,6,10,.12121212,3,11,10,12,.041984733,3,17,11,17,.040669855,3,191,190,192,.02765711,1
2019,26,071,45,45,45,.033758439,1,0,0,0,0,3,3,3,3,.03846154,1,2,0,2,.015151516,3,37,37,37,.015126738,1
2019,26,073,150,149,151,.0232378,1,4,4,4,.01459854,1,13,12,14,.018413598,3,18,16,18,.0095440084,3,112,110,114,.011150936,1
2019,26,075,1015,1014,1016,.042268772,1,97,92,102,.021253286,3,45,38,52,.017482517,3,117,60,74,.026506569,3,698,696,700,.019136919,1
2019,26,077,1400,1400,1400,.038891051,1,758,755,761,.053066369,1,109,104,114,.017626133,2,162,26,38,.018841591,3,310,307,313,.0072210575,1
2019,26,079,99,99,99,.050458714,1,2,0,4,.06666667,3,5,5,5,.045454547,1,5,0,4,.064102568,3,85,85,85,.02293578,1
2019,26,081,2170,2165,2175,.020828335,1,900,890,910,.030961882,1,393,381,405,.009728686,2,245,165,205,.012002744,3,585,572,598,.0049369587,1
2019,26,083,,,,,,,,,,,,,,,,,,,,,,,,,
2019,26,085,83,83,83,.16566867,1,16,16,16,.090909094,1,1,0,2,.015625,3,17,0,2,.087628864,3,44,44,44,.077464789,1
2019,26,087,282,281,283,.023673607,1,10,7,13,.058139537,3,52,48,56,.027807487,3,18,6,10,.022332506,3,194,192,196,.0092486655,1
2019,26,089,80,80,80,.04040404,1,0,0,0,0,3,13,12,14,.03125,3,17,12,18,.036956523,3,43,43,43,.014089121,1
2019,26,091,471,470,472,.03055862,1,28,26,30,.046666667,3,133,129,137,.032187801,2,44,37,51,.03421462,3,231,227,235,.0093115121,1
2019,26,093,267,267,267,.010510569,1,3,0,6,.0088235298,3,14,11,17,.0081206495,3,16,3,15,.0090395482,3,229,228,230,.004875245,1
2019,26,095,64,64,64,.11169285,1,1,0,2,.071428575,3,0,0,0,0,3,11,0,2,.076388888,3,45,45,45,.046012271,1
2019,26,097,78,78,78,.081504703,1,1,0,2,.022727273,3,2,0,4,.07692308,3,15,0,6,.020270269,3,43,43,43,.038949274,1
2019,26,099,1163,1161,1165,.0098051615,1,558,550,566,.01176421,1,32,23,41,.0038480039,3,133,98,124,.0054365597,3,342,337,347,.0021782052,1
2019,26,101,270,270,270,.046680499,1,17,15,19,.013076923,3,10,6,14,.012626262,3,22,7,13,.022222223,3,186,185,187,.021918453,1
2019,26,103,167,166,168,.020222815,1,4,0,8,.02739726,3,3,0,6,.0096774194,3,18,0,8,.012278308,3,111,108,114,.0076058656,2
2019,26,105,275,275,275,.061811645,1,10,6,14,.07692308,3,48,47,49,.051612902,1,11,0,10,.023809524,3,198,198,198,.026843818,1
2019,26,107,161,160,162,.025830258,1,13,11,15,.038011696,3,4,0,8,.011764706,3,6,0,6,.0081081083,3,125,124,126,.011318363,1
2019,26,109,206,205,207,.058175657,1,2,0,4,.018867925,3,14,13,15,.064220183,3,37,18,26,.050271738,3,136,133,139,.022583859,1
2019,26,111,278,278,278,.021948524,1,11,9,13,.021568628,3,11,9,13,.011853448,3,10,0,8,.0071225073,3,160,157,163,.007114273,1
2019,26,113,114,114,114,.049978081,1,0,0,0,0,3,2,0,4,.0084745763,3,5,0,4,.023809524,3,105,105,105,.025672372,1
2019,26,115,544,544,544,.023436153,1,88,83,93,.041984733,3,40,35,45,.01578532,3,36,32,40,.020408163,3,331,327,335,.0082687987,1
2019,26,117,485,485,485,.045234099,1,49,45,53,.056712963,3,45,43,47,.029644269,2,22,0,14,.025700934,3,322,320,324,.017686477,1
2019,26,119,18,18,18,.026392963,1,0,0,0,0,3,1,0,2,.050000001,3,0,0,0,0,3,10,9,11,.0079617836,3
2019,26,121,766,766,766,.027191084,1,237,230,244,.022511398,2,40,34,46,.0092421444,3,66,11,33,.017828202,3,333,330,336,.0088132545,1
2019,26,123,633,633,633,.081372924,1,8,6,10,.03960396,3,119,116,122,.080405407,2,26,0,10,.049429659,3,415,414,416,.031086143,1
2019,26,125,2134,2133,2135,.011921455,1,1282,1273,1291,.018764637,1,173,164,182,.0074556111,3,115,50,82,.0023804596,3,456,444,468,.0020900557,2
2019,26,127,269,269,269,.088399604,1,1,0,2,.017241379,3,173,173,173,.075678043,1,4,3,5,.022988506,3,88,88,88,.024663677,1
2019,26,129,135,135,135,.062937066,1,0,0,0,0,3,5,5,5,.071428575,1,2,0,2,.015625,3,126,126,126,.030943025,1
2019,26,131,1,0,2,.0037037036,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,1,0,2,.001953125,3
2019,26,133,158,158,158,.041832142,1,1,0,2,.011627907,3,2,0,4,.014705882,3,3,0,4,.015151516,3,146,146,146,.020465378,1
2019,26,135,76,76,76,.093251534,1,0,0,0,0,3,2,0,4,.052631579,3,1,0,2,.03125,3,14,13,15,.0090791183,3
2019,26,137,50,49,51,.013290803,1,2,0,4,.033333335,3,2,0,4,.010204081,3,4,0,4,.012658228,3,40,39,41,.0057537397,2
2019,26,139,773,773,773,.017068917,1,59,53,65,.026600542,3,208,206,210,.013539904,1,77,8,30,.011871723,3,396,394,398,.0059541711,1
2019,26,141,71,71,71,.05378788,1,1,0,2,.041666668,3,1,0,2,.01923077,3,2,0,4,.021276595,3,34,32,36,.013765182,3
2019,26,143,237,237,237,.076083466,1,2,0,4,.045454547,3,5,4,6,.040983606,3,18,3,5,.089108914,3,211,211,211,.035994541,1
2019,26,145,796,795,797,.028233958,1,362,355,369,.022159647,1,95,89,101,.014450867,3,27,17,35,.0092529133,3,255,252,258,.0083447872,1
2019,26,147,589,589,589,.021931784,1,77,70,84,.038967613,3,44,38,50,.02,3,67,56,66,.021405751,3,350,347,353,.0075421282,1
2019,26,149,522,521,523,.04877593,1,33,28,38,.048529413,3,25,21,29,.007706535,3,46,43,49,.042435423,3,368,366,370,.022444498,1
2019,26,151,287,287,287,.046515398,1,3,3,3,.053571429,1,18,17,19,.027439024,3,24,22,26,.075471699,3,228,227,229,.020159151,1
2019,26,153,24,24,24,.031047866,1,0,0,0,0,3,1,0,2,.071428575,3,2,0,2,.0064102565,3,19,19,19,.015599343,1
2019,26,155,345,345,345,.03094448,1,8,5,11,.061538462,3,20,15,25,.025839793,3,11,0,14,.011293635,3,244,242,246,.01194907,1
2019,26,157,244,244,244,.032156035,1,3,0,6,.0069444445,3,10,4,16,.015432099,3,5,0,10,.012135922,3,183,181,185,.013373283,1
2019,26,159,628,628,628,.040747471,1,42,35,49,.037837837,3,142,142,142,.022763707,1,53,5,25,.02828175,3,371,369,373,.017174335,1
2019,26,161,945,941,949,.021187391,1,503,494,512,.033364289,1,104,100,108,.014925373,2,74,15,33,.0050047343,3,180,176,184,.0034368199,1
2019,26,163,3614,3596,3632,.014040131,1,2363,2332,2394,.011177015,1,369,345,393,.0080606407,3,126,65,121,.0037799245,3,567,556,578,.0025280674,1
2019,26,165,390,390,390,.059770115,1,24,22,26,.041958041,3,34,32,36,.060498219,3,17,0,8,.028428094,3,291,290,292,.025711257,1
2019,27,001,8,7,9,.0048105833,3,2,0,4,.06666667,3,2,0,4,.030303031,3,8,0,4,.02020202,3,8,7,9,.0028228653,3
2019,27,003,1530,1530,1530,.024296513,1,508,508,508,.030119767,1,179,176,182,.015540892,1,346,230,242,.017527862,2,507,507,507,.0065150345,1
2019,27,005,156,156,156,.033533964,1,14,12,16,.175,3,3,0,6,.012931035,3,74,0,6,.043838862,3,76,76,76,.010405257,1
2019,27,007,422,421,423,.058790751,1,7,4,10,.043209877,3,4,0,8,.014084507,3,389,0,8,.061221279,3,40,37,43,.0052938061,3
2019,27,009,80,80,80,.012247398,1,22,21,23,.0859375,2,6,5,7,.013513514,3,13,0,4,.017857144,3,43,43,43,.0036954279,1
2019,27,011,1,0,2,.0032362461,3,1,0,2,,3,1,0,2,.071428575,3,4,0,2,.5,3,1,0,2,.0016778524,3
2019,27,013,212,212,212,.021253133,1,19,19,19,.0078318221,1,26,25,27,.021001615,2,76,0,4,.054834057,3,79,79,79,.0053020134,1
2019,27,015,27,27,27,.0099447509,1,2,0,4,.039999999,3,14,13,15,.021406727,3,8,0,4,.057142857,3,12,11,13,.0026166595,3
2019,27,017,59,58,60,.010867563,1,4,0,8,.090909094,3,4,0,8,.02020202,3,38,15,23,.02010582,3,35,34,36,.0040110014,2
2019,27,019,79,78,80,.0047619049,1,17,14,20,.015539305,3,26,23,29,.01042502,3,23,0,8,.0093954252,3,29,28,30,.0010683761,2
2019,27,021,215,214,216,.047767162,1,5,0,10,.11363637,3,5,0,10,.027472528,3,203,87,97,.062965259,3,27,24,30,.0048631122,3
2019,27,023,24,24,24,.011054814,1,5,4,6,.125,3,2,0,4,.0033670033,3,8,0,4,.020942409,3,15,15,15,.0045099217,1
2019,27,025,8,8,8,.0023048113,1,1,0,2,.018518519,3,1,0,2,.0065789474,3,6,0,2,.019867551,3,5,5,5,.00077712152,1
2019,27,027,180,179,181,.018371096,1,49,47,51,.031776913,2,3,0,6,.0018337409,3,105,0,6,.061260208,3,36,35,37,.0024483134,2
2019,27,029,20,20,20,.013755159,1,2,0,4,.14285715,3,2,0,4,.039999999,3,12,0,4,.01604278,3,11,11,11,.0052480916,1
2019,27,031,,,,,,,,,,,,,,,,,,,,,,,,,
2019,27,033,2,0,4,.0012515645,3,2,0,4,.03125,3,2,0,4,.0029411765,3,8,0,4,.021505376,3,2,0,4,.00096153846,3
2019,27,035,53,52,54,.0055139409,1,5,3,7,.023809524,3,3,0,6,.010344828,3,19,0,6,.018375242,3,38,37,39,.0021481062,2
2019,27,037,790,789,791,.011152364,1,264,262,266,.016524788,1,179,175,183,.01019014,1,160,0,18,.0085378867,3,207,206,208,.0023156435,1
2019,27,039,27,27,27,.0092370855,1,2,0,4,.03846154,3,4,3,5,.011363637,3,8,0,4,.041666668,3,21,21,21,.0040000002,1
2019,27,041,46,46,46,.010859301,1,1,0,2,.02,3,1,0,2,.0029585799,3,22,0,2,.065476194,3,26,26,26,.0033557047,1
2019,27,043,15,15,15,.0082281949,1,2,0,4,.047619049,3,8,7,9,.015444015,3,8,0,4,.07272727,3,7,6,8,.0023521506,3
2019,27,045,5,5,5,.0091407681,1,1,0,2,.1,3,1,0,2,.041666668,3,4,0,2,.086956523,3,5,5,5,.0049309665,1
2019,27,047,32,32,32,.0079012346,1,6,5,7,.026086956,3,8,7,9,.0046838406,3,10,0,4,.010683761,3,12,12,12,.0022962112,1
2019,27,049,46,46,46,.010015241,1,15,13,17,.065789476,3,3,0,6,.0045454544,3,17,0,6,.020531401,3,24,24,24,.0032128515,1
2019,27,051,9,9,9,.011235955,1,1,0,2,.055555556,3,1,0,2,.02,3,4,0,2,.07692308,3,7,7,7,.0047233468,1
2019,27,053,4616,4614,4618,.029584624,1,2798,2790,2806,.04036586,1,671,655,687,.015859134,1,759,0,70,.014397359,3,443,425,461,.0029991199,2
2019,27,055,5,4,6,.0033944331,3,2,0,4,.041666668,3,2,0,4,.039999999,3,8,0,4,.044943821,3,2,0,4,.00074906368,3
2019,27,057,3,3,3,.0017361111,1,1,0,2,.0625,3,1,0,2,.0043478259,3,4,0,2,.014285714,3,1,0,2,.00034129692,3
2019,27,059,58,56,60,.0093232598,2,3,0,6,.021739131,3,3,0,6,.007614213,3,28,0,6,.033333335,3,39,37,41,.0035230352,3
2019,27,061,191,191,191,.027765663,1,8,4,12,.093023255,3,5,0,10,.015151516,3,112,0,10,.048568949,3,83,83,83,.007520841,1
2019,27,063,3,3,3,.00254022,1,1,0,2,.01923077,3,1,0,2,.0084745763,3,4,0,2,.030303031,3,1,0,2,.0004854369,3
2019,27,065,74,74,74,.034627981,1,2,0,4,.05882353,3,5,4,6,.05319149,3,11,0,4,.067901231,3,63,63,63,.015813254,1
2019,27,067,80,79,81,.012951271,1,12,10,14,.0072028809,3,36,35,37,.009846827,2,23,0,6,.042910449,3,20,19,21,.0030788176,3
2019,27,069,,,,,,,,,,,,,,,,,,,,,,,,,
2019,27,071,4,4,4,.0041109971,1,1,0,2,.25,3,1,0,2,.03125,3,4,0,2,.022727273,3,3,3,3,.0017301039,1
2019,27,073,3,3,3,.0053191488,1,1,0,2,.25,3,1,0,2,.012195121,3,4,0,2,.095238097,3,3,3,3,.003,1
2019,27,075,26,26,26,.018718503,1,1,0,2,.083333336,3,1,0,2,.02631579,3,4,0,2,.044444446,3,23,23,23,.0087187262,1
2019,27,077,1,0,2,.0020408162,3,1,0,2,.1,3,1,0,2,.03125,3,4,0,2,.048780486,3,1,0,2,.0011682243,3
2019,27,079,68,68,68,.019947199,1,5,3,7,.069444448,3,5,3,7,.005399568,3,30,0,6,.10344828,3,40,40,40,.0072332732,1
2019,27,081,1,0,2,.0076335878,3,1,0,2,,3,1,0,2,.03846154,3,4,0,2,1,3,1,0,2,.0043103448,3
2019,27,083,35,34,36,.0083892616,2,10,7,13,.022123894,3,12,10,14,.010544815,3,16,0,8,.014519056,3,19,17,21,.0033616419,3
2019,27,085,61,60,62,.0125,1,8,6,10,.088888891,3,4,0,8,.0032573289,3,37,0,8,.094871797,3,32,30,34,.0039741681,3
2019,27,087,62,61,63,.040629096,1,3,0,6,.75,3,7,5,9,.10294118,3,61,0,6,.023790952,3,3,0,6,.0072115385,3
2019,27,089,3,3,3,.006849315,1,1,0,2,.25,3,1,0,2,.055555556,3,4,0,2,.2,3,1,0,2,.0011990408,3
2019,27,091,92,92,92,.03339383,1,3,0,6,.055555556,3,45,43,47,.067975834,2,14,0,6,.072916664,3,41,41,41,.0089091696,1
2019,27,093,18,17,19,.0052677789,3,3,0,6,.0625,3,3,0,6,.0062761507,3,12,0,6,.063157894,3,12,11,13,.0019614254,3
2019,27,095,144,144,144,.023452768,1,18,16,20,.31034482,3,14,11,17,.039106146,3,47,0,8,.036661465,3,76,75,77,.0071820072,1
2019,27,097,33,33,33,.0097144535,1,4,3,5,.025641026,3,2,0,4,.009708738,3,13,0,4,.042483661,3,23,23,23,.0037544891,1
2019,27,099,6,6,6,.01980198,1,1,0,2,.071428575,3,1,0,2,.012820513,3,4,0,2,.10526316,3,5,5,5,.010504202,1
2019,27,101,14,14,14,.012704174,1,2,0,4,.25,3,2,0,4,.014492754,3,8,0,4,.064516127,3,8,7,9,.0041365046,3
2019,27,103,27,26,28,.010215664,2,6,5,7,.012987013,3,9,8,10,.012569833,3,8,0,4,.033333335,3,13,12,14,.0033609101,3
2019,27,105,23,23,23,.0057157059,1,4,4,4,.0084033618,1,1,0,2,.00024449878,3,16,0,2,.017777778,3,4,4,4,.0015491867,1
2019,27,107,7,7,7,.010401188,1,1,0,2,.25,3,1,0,2,.0064935065,3,6,0,2,.049180329,3,1,0,2,.0009380863,3
2019,27,109,461,460,462,.019471195,1,177,173,181,.033270676,1,68,65,71,.015582035,2,75,0,10,.011336155,3,153,151,155,.0049272189,1
2019,27,111,26,25,27,.0073863636,2,14,13,15,.056000002,3,2,0,4,.0069444445,3,8,0,4,.017021276,3,11,10,12,.0018236075,3
2019,27,113,16,16,16,.0078817736,1,1,0,2,.016666668,3,4,4,4,.013888889,1,6,0,2,.015957447,3,9,9,9,.0026978417,1
2019,27,115,68,67,69,.017951425,1,4,0,8,.06666667,3,8,6,10,.031496063,3,32,0,8,.036117382,3,38,37,39,.0059598493,2
2019,27,117,23,23,23,.020462634,1,8,8,8,.19047619,1,1,0,2,.002762431,3,10,0,2,.070422538,3,8,8,8,.0047003524,1
2019,27,119,63,63,63,.016657853,1,5,3,7,.010204081,3,8,7,9,.0082644625,3,48,0,6,.070588239,3,13,12,14,.0023958718,3
2019,27,121,,,,,,,,,,,,,,,,,,,,,,,,,
2019,27,123,815,811,819,.012498084,1,271,263,279,.010468979,2,119,103,135,.0073140748,3,343,0,40,.0070850202,3,156,139,173,.0039144834,3
2019,27,125,6,6,6,.015463918,1,1,0,2,,3,1,0,2,.020833334,3,7,0,2,.25,3,1,0,2,.0014285714,3
2019,27,127,15,15,15,.0095846644,1,2,0,4,.071428575,3,2,0,4,.012658228,3,13,0,4,.015550239,3,2,0,4,.0009487666,3
2019,27,129,5,5,5,.0074626864,1,1,0,2,.1,3,5,5,5,.029761905,1,4,0,2,.13333334,3,1,0,2,.00088339223,3
2019,27,131,89,89,89,.011267249,1,6,4,8,.0030832477,3,29,27,31,.0092239184,3,21,0,6,.026785715,3,41,41,41,.0041313986,1
2019,27,133,,,,,,,,,,,,,,,,,,,,,,,,,
2019,27,135,,,,,,,,,,,,,,,,,,,,,,,,,
2019,27,137,522,520,524,.024425624,1,98,89,107,.075500771,3,47,37,57,.038778879,3,219,0,22,.041873805,3,204,202,206,.0058282386,1
2019,27,139,105,104,106,.0041941283,1,13,9,17,.0044217687,3,22,19,25,.0052859201,3,47,0,10,.0080479449,3,35,34,36,.00094268477,2
2019,27,141,91,91,91,.0043893498,1,18,17,19,.014705882,3,6,3,9,.0037593986,3,27,0,8,.0094604064,3,54,53,55,.0015088014,1
2019,27,143,31,30,32,.016949153,2,2,0,4,.05882353,3,11,10,12,.011270491,3,15,0,4,.11538462,3,10,9,11,.0039714058,3
2019,27,145,661,661,661,.030029075,1,317,310,324,.035746504,1,159,155,163,.045221843,2,68,0,16,.021808852,3,153,150,156,.0053642802,1
2019,27,147,135,135,135,.02332009,1,23,22,24,.026497696,2,56,55,57,.034696408,1,12,0,4,.027906977,3,49,48,50,.005654281,1
2019,27,149,3,3,3,.0077720205,1,1,0,2,.16666667,3,3,3,3,.036585364,1,4,0,2,.2857143,3,1,0,2,.0014925373,3
2019,27,151,,,,,,,,,,,,,,,,,,,,,,,,,
2019,27,153,86,86,86,.043676995,1,2,0,4,.083333336,3,44,43,45,.044897959,1,14,0,4,.063063063,3,31,31,31,.011430679,1
2019,27,155,,,,,,,,,,,,,,,,,,,,,,,,,
2019,27,157,42,41,43,.014046823,1,6,4,8,.081081077,3,6,4,8,.021739131,3,12,0,6,.065217391,3,32,31,33,.005875872,2
2019,27,159,7,6,8,.0026266417,3,3,0,6,.065217391,3,3,0,6,.023076924,3,12,0,6,.046875,3,3,0,6,.00061249488,3
2019,27,161,52,51,53,.014533259,1,14,11,17,.069306932,3,4,0,8,.0056818184,3,24,0,8,.088888891,3,31,30,32,.0051839463,2
2019,27,163,210,210,210,.0053836489,1,47,44,50,.010528673,3,32,28,36,.0058953576,3,36,0,12,.0034311856,3,111,110,112,.0019260802,1
2019,27,165,8,8,8,.007797271,1,1,0,2,,3,6,6,6,.005586592,1,4,0,2,.10526316,3,1,0,2,.0010638298,3
2019,27,167,,,,,,,,,,,,,,,,,,,,,,,,,
2019,27,169,25,24,26,.0064020487,2,6,4,8,.016853932,3,3,0,6,.0052631581,3,12,0,6,.018927446,3,21,20,22,.00336,2
2019,27,171,114,113,115,.0042486582,1,17,10,24,.014731369,3,24,18,30,.0093823299,3,42,0,18,.01540719,3,64,61,67,.0013551858,2
2019,27,173,,,,,,,,,,,,,,,,,,,,,,,,,
2019,28,001,,,,,,,,,,,,,,,,,,,,,,,,,
2019,28,003,250,250,250,.042509776,1,55,55,55,.03128555,1,21,21,21,.03322785,1,20,20,20,.033783782,1,154,154,154,.017539863,1
2019,28,005,,,,,,,,,,,,,,,,,,,,,,,,,
2019,28,007,1,0,2,.00043630018,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,1,0,2,.0005662514,3
2019,28,009,,,,,,,,,,,,,,,,,,,,,,,,,
2019,28,011,71,71,71,.077173911,1,1,0,2,.00055679289,3,1,0,2,.071428575,3,0,0,0,0,3,0,0,0,0,3
2019,28,013,37,37,37,.015539689,1,18,18,18,.01193634,1,3,3,3,.004823151,1,0,0,0,0,3,16,16,16,.0065199672,1
2019,28,015,,,,,,,,,,,,,,,,,,,,,,,,,
2019,28,017,3,3,3,.0052631581,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,3,3,.09375,1
2019,28,019,6,6,6,.0046948357,1,1,0,2,.0010373445,3,0,0,0,0,3,1,0,2,.016666668,3,0,0,0,0,3
2019,28,021,,,,,,,,,,,,,,,,,,,,,,,,,
2019,28,023,2,0,4,.00074599031,3,1,0,2,.0004743833,3,0,0,0,0,3,1,0,2,.013888889,3,1,0,2,.00031786395,3
2019,28,025,5,5,5,.0016983695,1,1,0,2,.00021739131,3,0,0,0,0,3,0,0,0,0,3,1,0,2,.00087412586,3
2019,28,027,52,52,52,.020464385,1,43,43,43,.0087970542,1,0,0,0,0,3,0,0,0,0,3,9,9,9,.075000003,1
2019,28,029,5,5,5,.0020308692,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,5,5,5,.0028153153,1
2019,28,031,30,30,30,.011013215,1,16,16,16,.0059612519,1,0,0,0,0,3,1,0,2,.0061728396,3,1,0,2,.00042194093,3
2019,28,033,,,,,,,,,,,,,,,,,,,,,,,,,
2019,28,035,195,194,196,.018028846,1,75,74,76,.00725058,1,5,5,5,.0045787548,1,8,8,8,.0078125,1,71,69,73,.0077409507,2
2019,28,037,,,,,,,,,,,,,,,,,,,,,,,,,
2019,28,039,70,70,70,.016859345,1,12,12,12,.017699115,1,1,0,2,.0042735045,3,1,0,2,.0030864198,3,52,52,52,.0073571024,1
2019,28,041,3,3,3,.0017094017,1,3,3,3,.0047770701,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3
2019,28,043,,,,,,,,,,,,,,,,,,,,,,,,,
2019,28,045,15,14,16,.0024177949,3,9,9,9,.0054282267,1,0,0,0,0,3,1,0,2,.0014124294,3,2,0,4,.00020350021,3
2019,28,047,1649,1649,1649,.050202455,1,661,661,661,.0280251,1,151,149,153,.030212086,1,102,97,103,.018444845,2,727,726,728,.023020899,1
2019,28,049,3558,3558,3558,.15806308,1,3406,3406,3406,.079401344,1,94,94,94,.090558767,1,25,0,2,.058411215,3,33,33,33,.050151974,1
2019,28,051,,,,,,,,,,,,,,,,,,,,,,,,,
2019,28,053,69,69,69,.046433378,1,61,61,61,.021078093,1,5,5,5,.3125,1,0,0,0,0,3,3,3,3,.071428575,1
2019,28,055,,,,,,,,,,,,,,,,,,,,,,,,,
2019,28,057,27,27,27,.007785467,1,6,6,6,.012711864,1,1,0,2,.017857144,3,1,0,2,.0053191488,3,18,18,18,.0028938907,1
2019,28,059,435,435,435,.018342048,1,205,205,205,.016767545,1,36,35,37,.0094886664,2,10,5,11,.003579098,3,170,170,170,.0059403172,1
2019,28,061,,,,,,,,,,,,,,,,,,,,,,,,,
2019,28,063,,,,,,,,,,,,,,,,,,,,,,,,,
2019,28,065,7,7,7,.0051395008,1,4,4,4,.0017376195,1,0,0,0,0,3,0,0,0,0,3,3,3,3,.0081081083,1
2019,28,067,49,49,49,.0055448683,1,15,15,15,.0044014086,1,3,3,3,.0016251354,1,10,0,2,.010351967,3,20,20,20,.0017461149,1
2019,28,069,,,,,,,,,,,,,,,,,,,,,,,,,
2019,28,071,32,32,32,.0043219882,1,11,10,12,.0025287357,3,1,0,2,.0014367816,3,5,4,6,.0055555557,3,10,9,11,.0011284135,3
2019,28,073,35,35,35,.0032655345,1,12,12,12,.0020113979,1,4,4,4,.004474273,1,3,3,3,.0024000001,1,16,16,16,.0012006604,1
2019,28,075,92,92,92,.0081257727,1,82,82,82,.0063154651,1,0,0,0,0,3,1,0,2,.0022727272,3,7,6,8,.00081244198,3
2019,28,077,6,6,6,.0029600395,1,1,0,2,.00061804696,3,3,3,3,.042857144,1,0,0,0,0,3,1,0,2,.00044052865,3
2019,28,079,11,11,11,.0039639641,1,8,8,8,.002375297,1,0,0,0,0,3,0,0,0,0,3,3,3,3,.002538071,1
2019,28,081,201,201,201,.024301777,1,124,123,125,.015577889,1,44,44,44,.043564357,1,2,0,2,.0019267823,3,21,20,22,.0032139577,2
