year,state,county,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality
2016,27,091,NA:0.003,NA,0.026:0.060,3,0.014:0.044,3,0.960:0.892,3
2016,27,093,0.006:0.010,3,0.009:0.060,3,0.001:0.028,3,0.984:0.901,3
2016,27,095,0.001:0.014,3,0.016:0.019,3,0.026:0.037,3,0.957:0.930,3
2016,27,097,NA:0.004,NA,0.006:0.022,3,0.007:0.011,3,0.987:0.963,3
2016,27,099,0.007:0.014,3,0.016:0.075,3,0.041:0.037,3,0.936:0.874,3
2016,27,101,NA:0.003,NA,0.026:0.060,3,0.014:0.044,3,0.960:0.892,3
2016,27,103,NA:0.027,NA,0.016:0.024,3,0.002:0.028,3,0.982:0.920,3
2016,27,105,NA:0.003,NA,0.026:0.060,3,0.014:0.044,3,0.960:0.892,3
2016,27,107,NA:0.019,NA,0.009:0.024,3,0.011:0.031,3,0.980:0.926,3
2016,27,109,0.004:0.053,1,0.003:0.034,1,0.051:0.048,1,0.942:0.865,1
2016,27,111,0.010:0.015,2,0.003:0.008,2,0.010:0.013,2,0.977:0.963,2
2016,27,113,NA:0.019,NA,0.009:0.024,3,0.011:0.031,3,0.980:0.926,3
2016,27,115,0.001:0.014,3,0.016:0.019,3,0.026:0.037,3,0.957:0.930,3
2016,27,117,NA:0.003,NA,0.026:0.060,3,0.014:0.044,3,0.960:0.892,3
2016,27,119,NA:0.019,NA,0.009:0.024,3,0.011:0.031,3,0.980:0.926,3
2016,27,121,0.010:0.015,3,0.003:0.008,3,0.010:0.013,3,0.977:0.963,3
2016,27,123,0.024:0.098,1,0.030:0.053,1,0.074:0.112,1,0.871:0.737,1
2016,27,125,NA:0.019,NA,0.009:0.024,3,0.011:0.031,3,0.980:0.926,3
2016,27,127,0.001:0.002,3,0.001:0.023,3,0.020:0.030,3,0.979:0.945,3
2016,27,129,0.006:0.010,3,0.009:0.060,3,0.001:0.028,3,0.984:0.901,3
2016,27,131,0.004:0.046,2,0.017:0.041,2,0.009:0.023,2,0.971:0.890,2
2016,27,133,NA:0.003,NA,0.026:0.060,3,0.014:0.044,3,0.960:0.892,3
2016,27,135,NA:0.019,NA,0.009:0.024,3,0.011:0.031,3,0.980:0.926,3
2016,27,137,0.000:0.025,1,0.007:0.012,1,0.054:0.051,1,0.939:0.912,1
2016,27,139,0.017:0.054,1,0.019:0.040,1,0.087:0.084,1,0.877:0.822,1
2016,27,141,NA:0.048,NA,0.008:0.013,2,0.008:0.022,2,0.985:0.917,2
2016,27,143,0.006:0.010,3,0.009:0.060,3,0.001:0.028,3,0.984:0.901,3
2016,27,145,0.003:0.052,1,0.004:0.018,1,0.009:0.019,1,0.984:0.912,1
2016,27,147,0.007:0.014,3,0.016:0.075,3,0.041:0.037,3,0.936:0.874,3
2016,27,149,0.010:0.015,3,0.003:0.008,3,0.010:0.013,3,0.977:0.963,3
2016,27,151,0.010:0.015,3,0.003:0.008,3,0.010:0.013,3,0.977:0.963,3
2016,27,153,NA:0.004,NA,0.006:0.022,3,0.007:0.011,3,0.987:0.963,3
2016,27,155,0.010:0.015,3,0.003:0.008,3,0.010:0.013,3,0.977:0.963,3
2016,27,157,NA:0.014,NA,0.000:0.014,3,0.010:0.012,3,0.989:0.961,3
2016,27,159,NA:0.004,NA,0.006:0.022,3,0.007:0.011,3,0.987:0.963,3
2016,27,161,NA:0.027,NA,0.016:0.024,3,0.002:0.028,3,0.982:0.920,3
2016,27,163,0.017:0.042,1,0.022:0.029,1,0.041:0.056,1,0.920:0.873,1
2016,27,165,NA:0.003,NA,0.026:0.060,3,0.014:0.044,3,0.960:0.892,3
2016,27,167,0.010:0.015,3,0.003:0.008,3,0.010:0.013,3,0.977:0.963,3
2016,27,169,NA:0.014,NA,0.000:0.014,2,0.010:0.012,2,0.989:0.961,2
2016,27,171,NA:0.002,NA,0.002:0.029,1,0.026:0.014,1,0.972:0.955,1
2016,27,173,0.001:0.002,3,0.001:0.023,3,0.020:0.030,3,0.979:0.945,3
2016,28,001,0.329:0.476,3,0.004:0.031,3,0.003:0.008,3,0.665:0.485,3
2016,28,003,0.138:0.225,3,0.009:0.019,3,NA:0.000,NA,0.853:0.756,3
2016,28,005,0.329:0.476,3,0.004:0.031,3,0.003:0.008,3,0.665:0.485,3
2016,28,007,0.305:0.551,3,0.002:0.009,3,0.004:0.013,3,0.688:0.428,3
2016,28,009,0.138:0.225,3,0.009:0.019,3,NA:0.000,NA,0.853:0.756,3
2016,28,011,0.426:0.677,3,0.054:0.012,3,0.020:0.013,3,0.501:0.298,3
2016,28,013,0.114:0.258,3,0.002:0.007,3,0.011:0.011,3,0.874:0.724,3
2016,28,015,0.305:0.551,3,0.002:0.009,3,0.004:0.013,3,0.688:0.428,3
2016,28,017,0.114:0.258,3,0.002:0.007,3,0.011:0.011,3,0.874:0.724,3
2016,28,019,0.331:0.439,3,0.057:0.011,3,0.008:0.015,3,0.604:0.535,3
2016,28,021,0.329:0.476,3,0.004:0.031,3,0.003:0.008,3,0.665:0.485,3
2016,28,023,0.242:0.405,3,0.008:0.014,3,0.010:0.010,3,0.741:0.571,3
2016,28,025,0.331:0.439,3,0.057:0.011,3,0.008:0.015,3,0.604:0.535,3
2016,28,027,0.371:0.514,3,0.000:0.033,3,0.007:0.009,3,0.622:0.444,3
2016,28,029,0.306:0.488,3,0.007:0.022,3,0.002:0.008,3,0.684:0.482,3
2016,28,031,0.136:0.347,3,0.004:0.016,3,0.012:0.005,3,0.848:0.632,3
2016,28,033,0.177:0.233,1,0.012:0.036,1,0.015:0.020,1,0.797:0.712,1
2016,28,035,0.103:0.281,2,0.016:0.015,2,0.021:0.025,2,0.860:0.679,2
2016,28,037,0.329:0.476,3,0.004:0.031,3,0.003:0.008,3,0.665:0.485,3
2016,28,039,0.055:0.118,3,0.018:0.014,3,0.009:0.031,3,0.919:0.837,3
2016,28,041,0.136:0.347,3,0.004:0.016,3,0.012:0.005,3,0.848:0.632,3
2016,28,043,0.305:0.551,3,0.002:0.009,3,0.004:0.013,3,0.688:0.428,3
2016,28,045,0.055:0.118,3,0.018:0.014,3,0.009:0.031,3,0.919:0.837,3
2016,28,047,0.113:0.243,1,0.018:0.041,1,0.053:0.045,1,0.816:0.671,1
2016,28,049,0.415:0.669,1,0.016:0.014,1,0.022:0.016,1,0.548:0.301,1
2016,28,051,0.305:0.551,3,0.002:0.009,3,0.004:0.013,3,0.688:0.428,3
2016,28,053,0.426:0.677,3,0.054:0.012,3,0.020:0.013,3,0.501:0.298,3
2016,28,055,0.426:0.677,3,0.054:0.012,3,0.020:0.013,3,0.501:0.298,3
2016,28,057,0.114:0.258,3,0.002:0.007,3,0.011:0.011,3,0.874:0.724,3
2016,28,059,0.155:0.231,1,0.031:0.064,1,0.030:0.030,1,0.784:0.675,1
2016,28,061,0.211:0.353,3,0.007:0.033,3,0.082:0.050,3,0.701:0.564,3
2016,28,063,0.329:0.476,3,0.004:0.031,3,0.003:0.008,3,0.665:0.485,3
2016,28,065,0.136:0.347,3,0.004:0.016,3,0.012:0.005,3,0.848:0.632,3
2016,28,067,0.136:0.347,2,0.004:0.016,2,0.012:0.005,2,0.848:0.632,2
2016,28,069,0.211:0.353,3,0.007:0.033,3,0.082:0.050,3,0.701:0.564,3
2016,28,071,0.114:0.258,3,0.002:0.007,3,0.011:0.011,3,0.874:0.724,3
2016,28,073,0.103:0.281,3,0.016:0.015,3,0.021:0.025,3,0.860:0.679,3
2016,28,075,0.242:0.405,2,0.008:0.014,2,0.010:0.010,2,0.741:0.571,2
2016,28,077,0.329:0.476,3,0.004:0.031,3,0.003:0.008,3,0.665:0.485,3
2016,28,079,0.211:0.353,3,0.007:0.033,3,0.082:0.050,3,0.701:0.564,3
2016,28,081,0.130:0.244,2,0.006:0.019,2,0.030:0.009,2,0.835:0.728,2
2016,28,083,0.305:0.551,3,0.002:0.009,3,0.004:0.013,3,0.688:0.428,3
2016,28,085,0.329:0.476,3,0.004:0.031,3,0.003:0.008,3,0.665:0.485,3
2016,28,087,0.331:0.439,3,0.057:0.011,3,0.008:0.015,3,0.604:0.535,3
2016,28,089,0.255:0.460,2,0.013:0.030,2,0.047:0.024,2,0.685:0.486,2
2016,28,091,0.103:0.281,3,0.016:0.015,3,0.021:0.025,3,0.860:0.679,3
2016,28,093,0.138:0.225,3,0.009:0.019,3,NA:0.000,NA,0.853:0.756,3
2016,28,095,0.114:0.258,3,0.002:0.007,3,0.011:0.011,3,0.874:0.724,3
2016,28,097,0.305:0.551,3,0.002:0.009,3,0.004:0.013,3,0.688:0.428,3
2016,28,099,0.211:0.353,3,0.007:0.033,3,0.082:0.050,3,0.701:0.564,3
2016,28,101,0.242:0.405,3,0.008:0.014,3,0.010:0.010,3,0.741:0.571,3
2016,28,103,0.331:0.439,3,0.057:0.011,3,0.008:0.015,3,0.604:0.535,3
2016,28,105,0.331:0.439,3,0.057:0.011,3,0.008:0.015,3,0.604:0.535,3
2016,28,107,0.371:0.514,3,0.000:0.033,3,0.007:0.009,3,0.622:0.444,3
2016,28,109,0.055:0.118,2,0.018:0.014,2,0.009:0.031,2,0.919:0.837,2
2016,28,111,0.103:0.281,3,0.016:0.015,3,0.021:0.025,3,0.860:0.679,3
2016,28,113,0.329:0.476,3,0.004:0.031,3,0.003:0.008,3,0.665:0.485,3
2016,28,115,0.130:0.244,3,0.006:0.019,3,0.030:0.009,3,0.835:0.728,3
2016,28,117,0.138:0.225,3,0.009:0.019,3,NA:0.000,NA,0.853:0.756,3
2016,28,119,0.371:0.514,3,0.000:0.033,3,0.007:0.009,3,0.622:0.444,3
2016,28,121,0.128:0.213,1,0.015:0.021,1,0.032:0.012,1,0.825:0.753,1
2016,28,123,0.211:0.353,3,0.007:0.033,3,0.082:0.050,3,0.701:0.564,3
2016,28,125,0.426:0.677,3,0.054:0.012,3,0.020:0.013,3,0.501:0.298,3
2016,28,127,0.128:0.213,3,0.015:0.021,3,0.032:0.012,3,0.825:0.753,3
2016,28,129,0.211:0.353,3,0.007:0.033,3,0.082:0.050,3,0.701:0.564,3
2016,28,131,0.055:0.118,3,0.018:0.014,3,0.009:0.031,3,0.919:0.837,3
2016,28,133,0.426:0.677,3,0.054:0.012,3,0.020:0.013,3,0.501:0.298,3
2016,28,135,0.371:0.514,3,0.000:0.033,3,0.007:0.009,3,0.622:0.444,3
2016,28,137,0.371:0.514,3,0.000:0.033,3,0.007:0.009,3,0.622:0.444,3
2016,28,139,0.138:0.225,3,0.009:0.019,3,NA:0.000,NA,0.853:0.756,3
2016,28,141,0.138:0.225,3,0.009:0.019,3,NA:0.000,NA,0.853:0.756,3
2016,28,143,0.371:0.514,3,0.000:0.033,3,0.007:0.009,3,0.622:0.444,3
2016,28,145,0.130:0.244,3,0.006:0.019,3,0.030:0.009,3,0.835:0.728,3
2016,28,147,0.329:0.476,3,0.004:0.031,3,0.003:0.008,3,0.665:0.485,3
2016,28,149,0.306:0.488,2,0.007:0.022,2,0.002:0.008,2,0.684:0.482,2
2016,28,151,0.426:0.677,2,0.054:0.012,2,0.020:0.013,2,0.501:0.298,2
2016,28,153,0.136:0.347,3,0.004:0.016,3,0.012:0.005,3,0.848:0.632,3
2016,28,155,0.331:0.439,3,0.057:0.011,3,0.008:0.015,3,0.604:0.535,3
2016,28,157,0.329:0.476,3,0.004:0.031,3,0.003:0.008,3,0.665:0.485,3
2016,28,159,0.331:0.439,3,0.057:0.011,3,0.008:0.015,3,0.604:0.535,3
2016,28,161,0.305:0.551,3,0.002:0.009,3,0.004:0.013,3,0.688:0.428,3
2016,28,163,0.233:0.433,3,0.011:0.032,3,0.049:0.022,3,0.707:0.512,3
2016,29,001,0.012:0.036,3,0.003:0.008,3,0.007:0.030,3,0.978:0.926,3
2016,29,003,0.010:0.083,3,0.017:0.026,3,0.023:0.029,3,0.950:0.862,3
2016,29,005,0.001:0.020,3,0.035:0.017,3,0.029:0.017,3,0.935:0.946,3
2016,29,007,0.014:0.037,3,0.006:0.017,3,0.013:0.025,3,0.968:0.921,3
2016,29,009,NA:0.003,NA,0.014:0.033,3,0.016:0.044,3,0.970:0.920,3
2016,29,011,0.002:0.010,3,0.004:0.013,3,0.019:0.028,3,0.976:0.950,3
2016,29,013,0.029:0.041,3,0.024:0.025,3,0.023:0.031,3,0.924:0.902,3
2016,29,015,0.000:0.003,3,0.004:0.005,3,0.024:0.030,3,0.972:0.961,3
2016,29,017,0.063:0.079,3,0.004:0.020,3,0.016:0.026,3,0.917:0.874,3
2016,29,019,0.018:0.090,1,0.014:0.028,1,0.036:0.055,1,0.931:0.827,1
2016,29,021,0.010:0.083,2,0.017:0.026,2,0.023:0.029,2,0.950:0.862,2
2016,29,023,0.005:0.025,2,0.005:0.007,2,0.011:0.012,2,0.979:0.955,2
2016,29,025,0.000:0.031,3,0.013:0.012,3,0.018:0.033,3,0.968:0.923,3
2016,29,027,0.026:0.098,3,0.005:0.020,3,0.022:0.021,3,0.947:0.861,3
2016,29,029,0.019:0.053,3,0.005:0.060,3,0.005:0.041,3,0.971:0.846,3
2016,29,031,0.063:0.079,2,0.004:0.020,2,0.016:0.026,2,0.917:0.874,2
2016,29,033,0.013:0.053,3,0.025:0.034,3,0.004:0.027,3,0.958:0.886,3
2016,29,035,0.005:0.025,3,0.005:0.007,3,0.011:0.012,3,0.979:0.955,3
2016,29,037,0.029:0.041,1,0.024:0.025,1,0.023:0.031,1,0.924:0.902,1
2016,29,039,0.002:0.010,3,0.004:0.013,3,0.019:0.028,3,0.976:0.950,3
2016,29,041,0.013:0.053,3,0.025:0.034,3,0.004:0.027,3,0.958:0.886,3
2016,29,043,0.001:0.003,2,0.009:0.013,2,0.006:0.017,2,0.983:0.967,2
2016,29,045,0.012:0.036,3,0.003:0.008,3,0.007:0.030,3,0.978:0.926,3
2016,29,047,0.040:0.068,1,0.043:0.052,1,0.025:0.035,1,0.892:0.846,1
2016,29,049,0.000:0.031,3,0.013:0.012,3,0.018:0.033,3,0.968:0.923,3
2016,29,051,0.026:0.098,2,0.005:0.020,2,0.022:0.021,2,0.947:0.861,2
2016,29,053,0.013:0.053,3,0.025:0.034,3,0.004:0.027,3,0.958:0.886,3
2016,29,055,0.005:0.016,3,0.007:0.012,3,0.019:0.038,3,0.969:0.934,3
2016,29,057,0.002:0.010,3,0.004:0.013,3,0.019:0.028,3,0.976:0.950,3
2016,29,059,0.000:0.003,3,0.004:0.005,3,0.024:0.030,3,0.972:0.961,3
2016,29,061,0.001:0.020,3,0.035:0.017,3,0.029:0.017,3,0.935:0.946,3
2016,29,063,0.010:0.083,3,0.017:0.026,3,0.023:0.029,3,0.950:0.862,3
2016,29,065,0.005:0.016,3,0.007:0.012,3,0.019:0.038,3,0.969:0.934,3
2016,29,067,0.002:0.016,3,0.008:0.017,3,0.027:0.036,3,0.963:0.932,3
2016,29,069,0.017:0.123,3,0.004:0.018,3,0.015:0.028,3,0.963:0.832,3
2016,29,071,0.000:0.009,1,0.001:0.013,1,0.029:0.018,1,0.969:0.959,1
2016,29,073,0.005:0.016,3,0.007:0.012,3,0.019:0.038,3,0.969:0.934,3
2016,29,075,0.001:0.020,3,0.035:0.017,3,0.029:0.017,3,0.935:0.946,3
2016,29,077,0.000:0.032,1,0.016:0.026,1,0.022:0.035,1,0.961:0.907,1
2016,29,079,0.001:0.020,3,0.035:0.017,3,0.029:0.017,3,0.935:0.946,3
2016,29,081,0.001:0.020,3,0.035:0.017,3,0.029:0.017,3,0.935:0.946,3
2016,29,083,0.002:0.010,3,0.004:0.013,3,0.019:0.028,3,0.976:0.950,3
2016,29,085,0.000:0.003,3,0.004:0.005,3,0.024:0.030,3,0.972:0.961,3
2016,29,087,0.001:0.020,3,0.035:0.017,3,0.029:0.017,3,0.935:0.946,3
2016,29,089,0.013:0.053,3,0.025:0.034,3,0.004:0.027,3,0.958:0.886,3
2016,29,091,0.002:0.016,3,0.008:0.017,3,0.027:0.036,3,0.963:0.932,3
2016,29,093,0.005:0.025,3,0.005:0.007,3,0.011:0.012,3,0.979:0.955,3
2016,29,095,0.114:0.229,1,0.042:0.065,1,0.019:0.035,1,0.825:0.671,1
2016,29,097,0.004:0.017,2,0.029:0.049,2,0.059:0.054,2,0.908:0.880,2
2016,29,099,NA:0.008,NA,0.013:0.011,1,0.014:0.013,1,0.973:0.968,1
2016,29,101,0.000:0.031,2,0.013:0.012,2,0.018:0.033,2,0.968:0.923,2
2016,29,103,0.012:0.036,3,0.003:0.008,3,0.007:0.030,3,0.978:0.926,3
2016,29,105,0.000:0.003,3,0.004:0.005,3,0.024:0.030,3,0.972:0.961,3
2016,29,107,0.000:0.031,3,0.013:0.012,3,0.018:0.033,3,0.968:0.923,3
2016,29,109,0.002:0.010,3,0.004:0.013,3,0.019:0.028,3,0.976:0.950,3
2016,29,111,0.012:0.036,3,0.003:0.008,3,0.007:0.030,3,0.978:0.926,3
2016,29,113,0.014:0.037,2,0.006:0.017,2,0.013:0.025,2,0.968:0.921,2
2016,29,115,0.001:0.020,3,0.035:0.017,3,0.029:0.017,3,0.935:0.946,3
2016,29,117,0.001:0.020,3,0.035:0.017,3,0.029:0.017,3,0.935:0.946,3
2016,29,119,NA:0.003,NA,0.014:0.033,3,0.016:0.044,3,0.970:0.920,3
2016,29,121,0.012:0.036,3,0.003:0.008,3,0.007:0.030,3,0.978:0.926,3
2016,29,123,0.005:0.025,3,0.005:0.007,3,0.011:0.012,3,0.979:0.955,3
2016,29,125,0.005:0.016,3,0.007:0.012,3,0.019:0.038,3,0.969:0.934,3
2016,29,127,0.012:0.036,3,0.003:0.008,3,0.007:0.030,3,0.978:0.926,3
2016,29,129,0.001:0.020,3,0.035:0.017,3,0.029:0.017,3,0.935:0.946,3
2016,29,131,0.019:0.053,3,0.005:0.060,3,0.005:0.041,3,0.971:0.846,3
2016,29,133,0.017:0.123,3,0.004:0.018,3,0.015:0.028,3,0.963:0.832,3
2016,29,135,0.026:0.098,3,0.005:0.020,3,0.022:0.021,3,0.947:0.861,3
2016,29,137,0.012:0.036,3,0.003:0.008,3,0.007:0.030,3,0.978:0.926,3
2016,29,139,0.014:0.037,3,0.006:0.017,3,0.013:0.025,3,0.968:0.921,3
2016,29,141,0.019:0.053,3,0.005:0.060,3,0.005:0.041,3,0.971:0.846,3
2016,29,143,0.017:0.123,3,0.004:0.018,3,0.015:0.028,3,0.963:0.832,3
2016,29,145,0.004:0.017,3,0.029:0.049,3,0.059:0.054,3,0.908:0.880,3
2016,29,147,0.001:0.020,3,0.035:0.017,3,0.029:0.017,3,0.935:0.946,3
2016,29,149,0.002:0.016,3,0.008:0.017,3,0.027:0.036,3,0.963:0.932,3
2016,29,151,0.026:0.098,3,0.005:0.020,3,0.022:0.021,3,0.947:0.861,3
2016,29,153,0.002:0.016,3,0.008:0.017,3,0.027:0.036,3,0.963:0.932,3
2016,29,155,0.017:0.123,3,0.004:0.018,3,0.015:0.028,3,0.963:0.832,3
2016,29,157,NA:0.065,NA,0.006:0.004,3,0.006:0.013,3,0.987:0.918,3
2016,29,159,0.013:0.053,3,0.025:0.034,3,0.004:0.027,3,0.958:0.886,3
2016,29,161,0.005:0.016,2,0.007:0.012,2,0.019:0.038,2,0.969:0.934,2
2016,29,163,0.014:0.037,3,0.006:0.017,3,0.013:0.025,3,0.968:0.921,3
2016,29,165,0.037:0.064,1,0.020:0.058,1,0.047:0.051,1,0.896:0.827,1
2016,29,167,0.000:0.003,3,0.004:0.005,3,0.024:0.030,3,0.972:0.961,3
2016,29,169,0.019:0.053,2,0.005:0.060,2,0.005:0.041,2,0.971:0.846,2
2016,29,171,0.001:0.020,3,0.035:0.017,3,0.029:0.017,3,0.935:0.946,3
2016,29,173,0.012:0.036,3,0.003:0.008,3,0.007:0.030,3,0.978:0.926,3
2016,29,175,0.013:0.053,3,0.025:0.034,3,0.004:0.027,3,0.958:0.886,3
2016,29,177,0.000:0.031,3,0.013:0.012,3,0.018:0.033,3,0.968:0.923,3
2016,29,179,0.005:0.025,3,0.005:0.007,3,0.011:0.012,3,0.979:0.955,3
2016,29,181,0.005:0.025,3,0.005:0.007,3,0.011:0.012,3,0.979:0.955,3
2016,29,183,0.023:0.041,1,0.012:0.027,1,0.030:0.034,1,0.935:0.899,1
2016,29,185,0.002:0.010,3,0.004:0.013,3,0.019:0.028,3,0.976:0.950,3
2016,29,186,NA:0.065,NA,0.006:0.004,3,0.006:0.013,3,0.987:0.918,3
2016,29,187,NA:0.065,NA,0.006:0.004,2,0.006:0.013,2,0.987:0.918,2
2016,29,189,0.069:0.223,1,0.024:0.021,1,0.059:0.055,1,0.848:0.701,1
2016,29,195,0.013:0.053,3,0.025:0.034,3,0.004:0.027,3,0.958:0.886,3
2016,29,197,0.012:0.036,3,0.003:0.008,3,0.007:0.030,3,0.978:0.926,3
2016,29,199,0.012:0.036,3,0.003:0.008,3,0.007:0.030,3,0.978:0.926,3
2016,29,201,0.063:0.079,3,0.004:0.020,3,0.016:0.026,3,0.917:0.874,3
2016,29,203,0.002:0.016,3,0.008:0.017,3,0.027:0.036,3,0.963:0.932,3
2016,29,205,0.012:0.036,3,0.003:0.008,3,0.007:0.030,3,0.978:0.926,3
2016,29,207,0.017:0.123,3,0.004:0.018,3,0.015:0.028,3,0.963:0.832,3
2016,29,209,NA:0.003,NA,0.014:0.033,3,0.016:0.044,3,0.970:0.920,3
2016,29,211,0.001:0.020,3,0.035:0.017,3,0.029:0.017,3,0.935:0.946,3
2016,29,213,NA:0.003,NA,0.014:0.033,2,0.016:0.044,2,0.970:0.920,2
2016,29,215,0.002:0.016,3,0.008:0.017,3,0.027:0.036,3,0.963:0.932,3
2016,29,217,0.002:0.010,3,0.004:0.013,3,0.019:0.028,3,0.976:0.950,3
2016,29,219,0.014:0.037,3,0.006:0.017,3,0.013:0.025,3,0.968:0.921,3
2016,29,221,NA:0.065,NA,0.006:0.004,3,0.006:0.013,3,0.987:0.918,3
2016,29,223,0.005:0.025,3,0.005:0.007,3,0.011:0.012,3,0.979:0.955,3
2016,29,225,0.001:0.003,3,0.009:0.013,3,0.006:0.017,3,0.983:0.967,3
2016,29,227,0.001:0.020,3,0.035:0.017,3,0.029:0.017,3,0.935:0.946,3
2016,29,229,0.002:0.016,3,0.008:0.017,3,0.027:0.036,3,0.963:0.932,3
2016,29,510,0.168:0.413,1,0.023:0.031,1,0.029:0.050,1,0.781:0.505,1
2016,30,001,NA:0.005,NA,0.011:0.024,3,0.014:0.034,3,0.975:0.937,3
2016,30,003,NA:0.000,NA,0.033:0.029,3,0.078:0.129,3,0.890:0.842,3
2016,30,005,NA:0.002,NA,0.008:0.029,3,0.032:0.105,3,0.960:0.863,3
2016,30,007,NA:0.005,NA,0.011:0.024,3,0.014:0.034,3,0.975:0.937,3
2016,30,009,NA:0.002,NA,0.016:0.017,3,0.012:0.040,3,0.972:0.941,3
2016,30,011,NA:0.000,NA,0.033:0.029,3,0.078:0.129,3,0.890:0.842,3
2016,30,013,NA:0.002,NA,0.008:0.029,2,0.032:0.105,2,0.960:0.863,2
2016,30,015,NA:0.002,NA,0.008:0.029,3,0.032:0.105,3,0.960:0.863,3
2016,30,017,NA:0.000,NA,0.033:0.029,3,0.078:0.129,3,0.890:0.842,3
2016,30,019,NA:0.000,NA,0.033:0.029,3,0.078:0.129,3,0.890:0.842,3
2016,30,021,NA:0.000,NA,0.033:0.029,3,0.078:0.129,3,0.890:0.842,3
2016,30,023,NA:0.005,NA,0.011:0.024,3,0.014:0.034,3,0.975:0.937,3
2016,30,025,NA:0.000,NA,0.033:0.029,3,0.078:0.129,3,0.890:0.842,3
2016,30,027,NA:0.002,NA,0.008:0.029,3,0.032:0.105,3,0.960:0.863,3
2016,30,029,0.006:0.007,2,0.024:0.021,2,0.028:0.070,2,0.941:0.902,2
2016,30,031,NA:0.002,NA,0.016:0.017,2,0.012:0.040,2,0.972:0.941,2
2016,30,033,NA:0.000,NA,0.033:0.029,3,0.078:0.129,3,0.890:0.842,3
2016,30,035,0.006:0.007,3,0.024:0.021,3,0.028:0.070,3,0.941:0.902,3
2016,30,037,NA:0.000,NA,0.033:0.029,3,0.078:0.129,3,0.890:0.842,3
2016,30,039,NA:0.005,NA,0.011:0.024,3,0.014:0.034,3,0.975:0.937,3
2016,30,041,NA:0.002,NA,0.008:0.029,3,0.032:0.105,3,0.960:0.863,3
2016,30,043,NA:0.005,NA,0.011:0.024,3,0.014:0.034,3,0.975:0.937,3
2016,30,045,NA:0.002,NA,0.008:0.029,3,0.032:0.105,3,0.960:0.863,3
2016,30,047,0.000:0.003,3,0.016:0.020,3,0.037:0.073,3,0.946:0.904,3
2016,30,049,NA:0.005,NA,0.011:0.024,2,0.014:0.034,2,0.975:0.937,2
2016,30,051,NA:0.002,NA,0.008:0.029,3,0.032:0.105,3,0.960:0.863,3
2016,30,053,0.006:0.007,3,0.024:0.021,3,0.028:0.070,3,0.941:0.902,3
2016,30,055,NA:0.000,NA,0.033:0.029,3,0.078:0.129,3,0.890:0.842,3
2016,30,057,NA:0.005,NA,0.011:0.024,3,0.014:0.034,3,0.975:0.937,3
2016,30,059,NA:0.002,NA,0.008:0.029,3,0.032:0.105,3,0.960:0.863,3
2016,30,061,0.000:0.003,3,0.016:0.020,3,0.037:0.073,3,0.946:0.904,3
2016,30,063,0.000:0.003,2,0.016:0.020,2,0.037:0.073,2,0.946:0.904,2
2016,30,065,NA:0.000,NA,0.033:0.029,3,0.078:0.129,3,0.890:0.842,3
2016,30,067,NA:0.002,NA,0.016:0.017,3,0.012:0.040,3,0.972:0.941,3
2016,30,069,NA:0.002,NA,0.008:0.029,3,0.032:0.105,3,0.960:0.863,3
2016,30,071,NA:0.000,NA,0.033:0.029,3,0.078:0.129,3,0.890:0.842,3
2016,30,073,NA:0.002,NA,0.008:0.029,3,0.032:0.105,3,0.960:0.863,3
2016,30,075,NA:0.000,NA,0.033:0.029,3,0.078:0.129,3,0.890:0.842,3
2016,30,077,NA:0.005,NA,0.011:0.024,3,0.014:0.034,3,0.975:0.937,3
2016,30,079,NA:0.000,NA,0.033:0.029,3,0.078:0.129,3,0.890:0.842,3
2016,30,081,0.000:0.003,3,0.016:0.020,3,0.037:0.073,3,0.946:0.904,3
2016,30,083,NA:0.000,NA,0.033:0.029,3,0.078:0.129,3,0.890:0.842,3
2016,30,085,NA:0.000,NA,0.033:0.029,3,0.078:0.129,3,0.890:0.842,3
2016,30,087,NA:0.000,NA,0.033:0.029,3,0.078:0.129,3,0.890:0.842,3
2016,30,089,0.000:0.003,3,0.016:0.020,3,0.037:0.073,3,0.946:0.904,3
2016,30,091,NA:0.000,NA,0.033:0.029,3,0.078:0.129,3,0.890:0.842,3
2016,30,093,NA:0.005,NA,0.011:0.024,3,0.014:0.034,3,0.975:0.937,3
2016,30,095,NA:0.002,NA,0.016:0.017,3,0.012:0.040,3,0.972:0.941,3
2016,30,097,NA:0.002,NA,0.016:0.017,3,0.012:0.040,3,0.972:0.941,3
2016,30,099,NA:0.002,NA,0.008:0.029,3,0.032:0.105,3,0.960:0.863,3
2016,30,101,NA:0.002,NA,0.008:0.029,3,0.032:0.105,3,0.960:0.863,3
2016,30,103,NA:0.000,NA,0.033:0.029,3,0.078:0.129,3,0.890:0.842,3
2016,30,105,NA:0.000,NA,0.033:0.029,3,0.078:0.129,3,0.890:0.842,3
2016,30,107,NA:0.002,NA,0.008:0.029,3,0.032:0.105,3,0.960:0.863,3
2016,30,109,NA:0.000,NA,0.033:0.029,3,0.078:0.129,3,0.890:0.842,3
