year,state,county,share_student_debt_coll,share_debt_coll_quality,subgroup_type,subgroup
2023,13,113,.1759766,1,race-ethnicity,Majority White
2023,13,115,.1327995,1,race-ethnicity,All
2023,13,115,NA,3,race-ethnicity,Majority Non-White
2023,13,115,.1327995,1,race-ethnicity,Majority White
2023,13,117,.1285266,1,race-ethnicity,All
2023,13,117,.1157324,1,race-ethnicity,Majority Non-White
2023,13,117,.129621,1,race-ethnicity,Majority White
2023,13,119,.1080745,1,race-ethnicity,All
2023,13,119,NA,3,race-ethnicity,Majority Non-White
2023,13,119,.1070529,1,race-ethnicity,Majority White
2023,13,121,.2050911,1,race-ethnicity,All
2023,13,121,.2447436,1,race-ethnicity,Majority Non-White
2023,13,121,.1621442,1,race-ethnicity,Majority White
2023,13,123,.0861057,1,race-ethnicity,All
2023,13,123,NA,3,race-ethnicity,Majority Non-White
2023,13,123,.0861057,1,race-ethnicity,Majority White
2023,13,125,.0759494,1,race-ethnicity,All
2023,13,125,NA,3,race-ethnicity,Majority Non-White
2023,13,125,.0779221,1,race-ethnicity,Majority White
2023,13,127,.1335368,1,race-ethnicity,All
2023,13,127,.1489028,1,race-ethnicity,Majority Non-White
2023,13,127,.128593,1,race-ethnicity,Majority White
2023,13,129,.0992366,1,race-ethnicity,All
2023,13,129,NA,3,race-ethnicity,Majority Non-White
2023,13,129,.0992366,1,race-ethnicity,Majority White
2023,13,131,.1503185,1,race-ethnicity,All
2023,13,131,.1740088,1,race-ethnicity,Majority Non-White
2023,13,131,.1178248,1,race-ethnicity,Majority White
2023,13,133,.1174551,1,race-ethnicity,All
2023,13,133,.1496063,1,race-ethnicity,Majority Non-White
2023,13,133,.1090535,1,race-ethnicity,Majority White
2023,13,135,.1836625,1,race-ethnicity,All
2023,13,135,.1799688,1,race-ethnicity,Majority Non-White
2023,13,135,.2056161,1,race-ethnicity,Majority White
2023,13,137,.1036717,1,race-ethnicity,All
2023,13,137,NA,3,race-ethnicity,Majority Non-White
2023,13,137,.1036717,1,race-ethnicity,Majority White
2023,13,139,.1116258,1,race-ethnicity,All
2023,13,139,.0978184,1,race-ethnicity,Majority Non-White
2023,13,139,.1224209,1,race-ethnicity,Majority White
2023,13,141,.1347826,1,race-ethnicity,All
2023,13,141,.1359649,1,race-ethnicity,Majority Non-White
2023,13,141,NA,3,race-ethnicity,Majority White
2023,13,143,.0916936,1,race-ethnicity,All
2023,13,143,NA,3,race-ethnicity,Majority Non-White
2023,13,143,.0916936,1,race-ethnicity,Majority White
2023,13,145,.1741472,1,race-ethnicity,All
2023,13,145,.2241379,1,race-ethnicity,Majority Non-White
2023,13,145,.1714015,1,race-ethnicity,Majority White
2023,13,147,.1144578,1,race-ethnicity,All
2023,13,147,NA,3,race-ethnicity,Majority Non-White
2023,13,147,.1144578,1,race-ethnicity,Majority White
2023,13,149,.0906516,1,race-ethnicity,All
2023,13,149,NA,3,race-ethnicity,Majority Non-White
2023,13,149,.0906516,1,race-ethnicity,Majority White
2023,13,151,.2679319,1,race-ethnicity,All
2023,13,151,.2754352,1,race-ethnicity,Majority Non-White
2023,13,151,.2522267,1,race-ethnicity,Majority White
2023,13,153,.2057513,1,race-ethnicity,All
2023,13,153,.2020373,1,race-ethnicity,Majority Non-White
2023,13,153,.2069149,1,race-ethnicity,Majority White
2023,13,155,.1268657,1,race-ethnicity,All
2023,13,155,NA,3,race-ethnicity,Majority Non-White
2023,13,155,.1268657,1,race-ethnicity,Majority White
2023,13,157,.1487995,1,race-ethnicity,All
2023,13,157,.0808081,1,race-ethnicity,Majority Non-White
2023,13,157,.1511547,1,race-ethnicity,Majority White
2023,13,159,.1402439,1,race-ethnicity,All
2023,13,159,NA,3,race-ethnicity,Majority Non-White
2023,13,159,.1402439,1,race-ethnicity,Majority White
2023,13,161,.1456103,1,race-ethnicity,All
2023,13,161,NA,3,race-ethnicity,Majority Non-White
2023,13,161,.1456103,1,race-ethnicity,Majority White
2023,13,163,.170354,1,race-ethnicity,All
2023,13,163,.1802326,1,race-ethnicity,Majority Non-White
2023,13,163,.1388889,1,race-ethnicity,Majority White
2023,13,165,.1561338,1,race-ethnicity,All
2023,13,165,NA,3,race-ethnicity,Majority Non-White
2023,13,165,.1573034,1,race-ethnicity,Majority White
2023,13,167,.125,1,race-ethnicity,All
2023,13,167,NA,3,race-ethnicity,Majority Non-White
2023,13,167,.125,1,race-ethnicity,Majority White
2023,13,169,.1533019,1,race-ethnicity,All
2023,13,169,.1867089,1,race-ethnicity,Majority Non-White
2023,13,169,.1334586,1,race-ethnicity,Majority White
2023,13,171,.1468647,1,race-ethnicity,All
2023,13,171,NA,3,race-ethnicity,Majority Non-White
2023,13,171,.148581,1,race-ethnicity,Majority White
2023,13,173,.1457286,1,race-ethnicity,All
2023,13,173,NA,3,race-ethnicity,Majority Non-White
2023,13,173,.1457286,1,race-ethnicity,Majority White
2023,13,175,.1535194,1,race-ethnicity,All
2023,13,175,.1552083,1,race-ethnicity,Majority Non-White
2023,13,175,.1511628,1,race-ethnicity,Majority White
2023,13,177,.2247525,1,race-ethnicity,All
2023,13,177,.2434783,1,race-ethnicity,Majority Non-White
2023,13,177,.2223464,1,race-ethnicity,Majority White
2023,13,179,.1994247,1,race-ethnicity,All
2023,13,179,.2084557,1,race-ethnicity,Majority Non-White
2023,13,179,.1592689,1,race-ethnicity,Majority White
2023,13,181,.1230769,1,race-ethnicity,All
2023,13,181,NA,3,race-ethnicity,Majority Non-White
2023,13,181,.1230769,1,race-ethnicity,Majority White
2023,13,183,.1816038,1,race-ethnicity,All
2023,13,183,NA,3,race-ethnicity,Majority Non-White
2023,13,183,.1809524,1,race-ethnicity,Majority White
2023,13,185,.1808749,1,race-ethnicity,All
2023,13,185,.1973684,1,race-ethnicity,Majority Non-White
2023,13,185,.1603774,1,race-ethnicity,Majority White
2023,13,187,.1231471,1,race-ethnicity,All
2023,13,187,NA,3,race-ethnicity,Majority Non-White
2023,13,187,.1231471,1,race-ethnicity,Majority White
2023,13,189,.1422351,1,race-ethnicity,All
2023,13,189,.1545455,1,race-ethnicity,Majority Non-White
2023,13,189,.0935252,1,race-ethnicity,Majority White
2023,13,191,.1162228,1,race-ethnicity,All
2023,13,191,NA,3,race-ethnicity,Majority Non-White
2023,13,191,.1167883,1,race-ethnicity,Majority White
2023,13,193,.1206434,1,race-ethnicity,All
2023,13,193,.1278688,1,race-ethnicity,Majority Non-White
2023,13,193,.0882353,1,race-ethnicity,Majority White
2023,13,195,.1192469,1,race-ethnicity,All
2023,13,195,NA,3,race-ethnicity,Majority Non-White
2023,13,195,.1197479,1,race-ethnicity,Majority White
2023,13,197,.1265823,1,race-ethnicity,All
2023,13,197,.1825397,1,race-ethnicity,Majority Non-White
2023,13,197,.0630631,1,race-ethnicity,Majority White
2023,13,199,.158042,1,race-ethnicity,All
2023,13,199,.1904762,1,race-ethnicity,Majority Non-White
2023,13,199,.1463878,1,race-ethnicity,Majority White
2023,13,201,.212766,1,race-ethnicity,All
2023,13,201,NA,3,race-ethnicity,Majority Non-White
2023,13,201,.212766,1,race-ethnicity,Majority White
2023,13,205,.1854839,1,race-ethnicity,All
2023,13,205,.1878453,1,race-ethnicity,Majority Non-White
2023,13,205,.1821705,1,race-ethnicity,Majority White
2023,13,207,.1443966,1,race-ethnicity,All
2023,13,207,.084507,1,race-ethnicity,Majority Non-White
2023,13,207,.1492362,1,race-ethnicity,Majority White
2023,13,209,.1416309,1,race-ethnicity,All
2023,13,209,.1494253,1,race-ethnicity,Majority Non-White
2023,13,209,.1369863,1,race-ethnicity,Majority White
2023,13,211,.1500722,1,race-ethnicity,All
2023,13,211,NA,3,race-ethnicity,Majority Non-White
2023,13,211,.1500722,1,race-ethnicity,Majority White
2023,13,213,.102057,1,race-ethnicity,All
2023,13,213,NA,3,race-ethnicity,Majority Non-White
2023,13,213,.1053498,1,race-ethnicity,Majority White
2023,13,215,.1995257,1,race-ethnicity,All
2023,13,215,.203293,1,race-ethnicity,Majority Non-White
2023,13,215,.1956967,1,race-ethnicity,Majority White
2023,13,217,.2289745,1,race-ethnicity,All
2023,13,217,.2646465,1,race-ethnicity,Majority Non-White
2023,13,217,.1875733,1,race-ethnicity,Majority White
2023,13,219,.1389144,1,race-ethnicity,All
2023,13,219,NA,3,race-ethnicity,Majority Non-White
2023,13,219,.1389144,1,race-ethnicity,Majority White
2023,13,221,.1252955,1,race-ethnicity,All
2023,13,221,NA,3,race-ethnicity,Majority Non-White
2023,13,221,.1258907,1,race-ethnicity,Majority White
2023,13,223,.1950664,1,race-ethnicity,All
2023,13,223,.2139973,1,race-ethnicity,Majority Non-White
2023,13,223,.1919594,1,race-ethnicity,Majority White
2023,13,225,.1879195,1,race-ethnicity,All
2023,13,225,.2040359,1,race-ethnicity,Majority Non-White
2023,13,225,.171875,1,race-ethnicity,Majority White
2023,13,227,.1,1,race-ethnicity,All
2023,13,227,NA,3,race-ethnicity,Majority Non-White
2023,13,227,.1,1,race-ethnicity,Majority White
2023,13,229,.1140065,1,race-ethnicity,All
2023,13,229,NA,3,race-ethnicity,Majority Non-White
2023,13,229,.1140065,1,race-ethnicity,Majority White
2023,13,231,.1414914,1,race-ethnicity,All
2023,13,231,NA,3,race-ethnicity,Majority Non-White
2023,13,231,.1414914,1,race-ethnicity,Majority White
2023,13,233,.1155523,1,race-ethnicity,All
2023,13,233,NA,3,race-ethnicity,Majority Non-White
2023,13,233,.1155523,1,race-ethnicity,Majority White
2023,13,235,.1497797,1,race-ethnicity,All
2023,13,235,NA,3,race-ethnicity,Majority Non-White
2023,13,235,.1497797,1,race-ethnicity,Majority White
2023,13,237,.1440329,1,race-ethnicity,All
2023,13,237,NA,3,race-ethnicity,Majority Non-White
2023,13,237,.1440329,1,race-ethnicity,Majority White
2023,13,239,.0897436,1,race-ethnicity,All
2023,13,239,.0897436,1,race-ethnicity,Majority Non-White
2023,13,239,NA,3,race-ethnicity,Majority White
2023,13,241,.0731261,1,race-ethnicity,All
2023,13,241,NA,3,race-ethnicity,Majority Non-White
2023,13,241,.0731261,1,race-ethnicity,Majority White
2023,13,243,.171123,1,race-ethnicity,All
2023,13,243,.1927711,1,race-ethnicity,Majority Non-White
2023,13,243,NA,3,race-ethnicity,Majority White
2023,13,245,.1961094,1,race-ethnicity,All
2023,13,245,.1945564,1,race-ethnicity,Majority Non-White
2023,13,245,.2216216,1,race-ethnicity,Majority White
2023,13,247,.2389558,1,race-ethnicity,All
2023,13,247,.2403911,1,race-ethnicity,Majority Non-White
2023,13,247,NA,3,race-ethnicity,Majority White
2023,13,249,.1486486,1,race-ethnicity,All
2023,13,249,NA,3,race-ethnicity,Majority Non-White
2023,13,249,.1486486,1,race-ethnicity,Majority White
2023,13,251,.1352459,1,race-ethnicity,All
2023,13,251,NA,3,race-ethnicity,Majority Non-White
2023,13,251,.1352459,1,race-ethnicity,Majority White
2023,13,253,.1602788,1,race-ethnicity,All
2023,13,253,NA,3,race-ethnicity,Majority Non-White
2023,13,253,.1614035,1,race-ethnicity,Majority White
2023,13,255,.1520139,1,race-ethnicity,All
2023,13,255,.1325209,1,race-ethnicity,Majority Non-White
2023,13,255,.1777108,1,race-ethnicity,Majority White
2023,13,257,.1302326,1,race-ethnicity,All
2023,13,257,NA,3,race-ethnicity,Majority Non-White
2023,13,257,.1302326,1,race-ethnicity,Majority White
2023,13,259,.1785714,1,race-ethnicity,All
2023,13,259,.1791045,1,race-ethnicity,Majority Non-White
2023,13,259,NA,3,race-ethnicity,Majority White
2023,13,261,.1990632,1,race-ethnicity,All
2023,13,261,.2007528,1,race-ethnicity,Majority Non-White
2023,13,261,.1754386,1,race-ethnicity,Majority White
2023,13,263,.1409396,1,race-ethnicity,All
2023,13,263,.1578947,1,race-ethnicity,Majority Non-White
2023,13,263,.1111111,1,race-ethnicity,Majority White
2023,13,265,.1111111,1,race-ethnicity,All
2023,13,265,.0961538,1,race-ethnicity,Majority Non-White
2023,13,265,NA,3,race-ethnicity,Majority White
2023,13,267,.1218354,1,race-ethnicity,All
2023,13,267,.0941176,1,race-ethnicity,Majority Non-White
2023,13,267,.1320346,1,race-ethnicity,Majority White
2023,13,269,.1242236,1,race-ethnicity,All
2023,13,269,.1240876,1,race-ethnicity,Majority Non-White
2023,13,269,NA,3,race-ethnicity,Majority White
2023,13,271,.1090047,1,race-ethnicity,All
2023,13,271,.1176471,1,race-ethnicity,Majority Non-White
2023,13,271,NA,3,race-ethnicity,Majority White
2023,13,273,.2167832,1,race-ethnicity,All
2023,13,273,.2234432,1,race-ethnicity,Majority Non-White
2023,13,273,NA,3,race-ethnicity,Majority White
2023,13,275,.1520861,1,race-ethnicity,All
2023,13,275,.1724582,1,race-ethnicity,Majority Non-White
2023,13,275,.1297602,1,race-ethnicity,Majority White
2023,13,277,.149158,1,race-ethnicity,All
2023,13,277,.1486989,1,race-ethnicity,Majority Non-White
2023,13,277,.1484919,1,race-ethnicity,Majority White
2023,13,279,.1303318,1,race-ethnicity,All
2023,13,279,NA,3,race-ethnicity,Majority Non-White
2023,13,279,.1303318,1,race-ethnicity,Majority White
2023,13,281,.1015801,1,race-ethnicity,All
2023,13,281,NA,3,race-ethnicity,Majority Non-White
2023,13,281,.1015801,1,race-ethnicity,Majority White
2023,13,283,.08,1,race-ethnicity,All
2023,13,283,NA,3,race-ethnicity,Majority Non-White
2023,13,283,.08,1,race-ethnicity,Majority White
2023,13,285,.1645346,1,race-ethnicity,All
2023,13,285,.173399,1,race-ethnicity,Majority Non-White
2023,13,285,.1573482,1,race-ethnicity,Majority White
2023,13,287,.1358491,1,race-ethnicity,All
2023,13,287,.1370558,1,race-ethnicity,Majority Non-White
2023,13,287,.1323529,1,race-ethnicity,Majority White
2023,13,289,.1218638,1,race-ethnicity,All
2023,13,289,.1233766,1,race-ethnicity,Majority Non-White
2023,13,289,.12,1,race-ethnicity,Majority White
2023,13,291,.0843931,1,race-ethnicity,All
2023,13,291,NA,3,race-ethnicity,Majority Non-White
2023,13,291,.0843931,1,race-ethnicity,Majority White
2023,13,293,.1179138,1,race-ethnicity,All
2023,13,293,NA,3,race-ethnicity,Majority Non-White
2023,13,293,.1188005,1,race-ethnicity,Majority White
2023,13,295,.1119166,1,race-ethnicity,All
2023,13,295,NA,3,race-ethnicity,Majority Non-White
2023,13,295,.1119166,1,race-ethnicity,Majority White
2023,13,297,.1916386,1,race-ethnicity,All
2023,13,297,NA,3,race-ethnicity,Majority Non-White
2023,13,297,.1908117,1,race-ethnicity,Majority White
2023,13,299,.1252252,1,race-ethnicity,All
2023,13,299,.1471264,1,race-ethnicity,Majority Non-White
2023,13,299,.1114413,1,race-ethnicity,Majority White
2023,13,301,.1567568,1,race-ethnicity,All
2023,13,301,.1593407,1,race-ethnicity,Majority Non-White
2023,13,301,NA,3,race-ethnicity,Majority White
2023,13,303,.1778471,1,race-ethnicity,All
2023,13,303,.1835334,1,race-ethnicity,Majority Non-White
2023,13,303,.1206897,1,race-ethnicity,Majority White
2023,13,305,.1378968,1,race-ethnicity,All
2023,13,305,NA,3,race-ethnicity,Majority Non-White
2023,13,305,.1378968,1,race-ethnicity,Majority White
2023,13,307,NA,3,race-ethnicity,All
2023,13,307,NA,3,race-ethnicity,Majority Non-White
2023,13,307,NA,3,race-ethnicity,Majority White
2023,13,309,.1076923,1,race-ethnicity,All
2023,13,309,NA,3,race-ethnicity,Majority Non-White
2023,13,309,.1076923,1,race-ethnicity,Majority White
2023,13,311,.0976139,1,race-ethnicity,All
2023,13,311,NA,3,race-ethnicity,Majority Non-White
2023,13,311,.0976139,1,race-ethnicity,Majority White
2023,13,313,.0988334,1,race-ethnicity,All
2023,13,313,.0835526,1,race-ethnicity,Majority Non-White
2023,13,313,.1136654,1,race-ethnicity,Majority White
2023,13,315,.1785714,1,race-ethnicity,All
2023,13,315,.2162162,1,race-ethnicity,Majority Non-White
2023,13,315,.1489362,1,race-ethnicity,Majority White
2023,13,317,.1277955,1,race-ethnicity,All
2023,13,317,NA,3,race-ethnicity,Majority Non-White
2023,13,317,.1290323,1,race-ethnicity,Majority White
2023,13,319,.1648746,1,race-ethnicity,All
2023,13,319,.1553398,1,race-ethnicity,Majority Non-White
2023,13,319,.1704545,1,race-ethnicity,Majority White
2023,13,321,.1677852,1,race-ethnicity,All
2023,13,321,.1617647,1,race-ethnicity,Majority Non-White
2023,13,321,.1685606,1,race-ethnicity,Majority White
2023,15,1,.0941718,1,race-ethnicity,All
2023,15,1,.0943066,1,race-ethnicity,Majority Non-White
2023,15,1,NA,3,race-ethnicity,Majority White
2023,15,3,.1128322,1,race-ethnicity,All
2023,15,3,.1129784,1,race-ethnicity,Majority Non-White
2023,15,3,.0810811,1,race-ethnicity,Majority White
2023,15,5,NA,3,race-ethnicity,All
2023,15,5,NA,3,race-ethnicity,Majority Non-White
2023,15,5,NA,3,race-ethnicity,Majority White
2023,15,7,.0947146,1,race-ethnicity,All
2023,15,7,.0988428,1,race-ethnicity,Majority Non-White
2023,15,7,.0652921,1,race-ethnicity,Majority White
2023,15,9,.0866511,1,race-ethnicity,All
2023,15,9,.0861748,1,race-ethnicity,Majority Non-White
2023,15,9,.0947368,1,race-ethnicity,Majority White
2023,16,1,.1677937,1,race-ethnicity,All
2023,16,1,NA,3,race-ethnicity,Majority Non-White
2023,16,1,.1678043,1,race-ethnicity,Majority White
2023,16,3,.1027397,1,race-ethnicity,All
2023,16,3,NA,3,race-ethnicity,Majority Non-White
2023,16,3,.1027397,1,race-ethnicity,Majority White
2023,16,5,.1869501,1,race-ethnicity,All
2023,16,5,NA,3,race-ethnicity,Majority Non-White
2023,16,5,.1874074,1,race-ethnicity,Majority White
2023,16,7,.0606061,1,race-ethnicity,All
2023,16,7,NA,3,race-ethnicity,Majority Non-White
2023,16,7,.0606061,1,race-ethnicity,Majority White
2023,16,9,.0771605,1,race-ethnicity,All
2023,16,9,NA,3,race-ethnicity,Majority Non-White
2023,16,9,.0771605,1,race-ethnicity,Majority White
2023,16,11,.1224784,1,race-ethnicity,All
2023,16,11,.0989011,1,race-ethnicity,Majority Non-White
2023,16,11,.1241326,1,race-ethnicity,Majority White
2023,16,13,.0735661,1,race-ethnicity,All
2023,16,13,NA,3,race-ethnicity,Majority Non-White
2023,16,13,.0735661,1,race-ethnicity,Majority White
2023,16,15,.0784983,1,race-ethnicity,All
2023,16,15,NA,3,race-ethnicity,Majority Non-White
2023,16,15,.0784983,1,race-ethnicity,Majority White
2023,16,17,.1004135,1,race-ethnicity,All
2023,16,17,NA,3,race-ethnicity,Majority Non-White
2023,16,17,.1004135,1,race-ethnicity,Majority White
2023,16,19,.1560265,1,race-ethnicity,All
2023,16,19,NA,3,race-ethnicity,Majority Non-White
2023,16,19,.1560265,1,race-ethnicity,Majority White
2023,16,21,.089372,1,race-ethnicity,All
2023,16,21,NA,3,race-ethnicity,Majority Non-White
2023,16,21,.089372,1,race-ethnicity,Majority White
2023,16,23,.1153846,1,race-ethnicity,All
2023,16,23,NA,3,race-ethnicity,Majority Non-White
2023,16,23,.1153846,1,race-ethnicity,Majority White
2023,16,25,NA,3,race-ethnicity,All
2023,16,25,NA,3,race-ethnicity,Majority Non-White
2023,16,25,NA,3,race-ethnicity,Majority White
2023,16,27,.15625,1,race-ethnicity,All
2023,16,27,NA,3,race-ethnicity,Majority Non-White
2023,16,27,.15625,1,race-ethnicity,Majority White
2023,16,29,.1176471,1,race-ethnicity,All
2023,16,29,NA,3,race-ethnicity,Majority Non-White
2023,16,29,.1176471,1,race-ethnicity,Majority White
2023,16,31,.09299,1,race-ethnicity,All
2023,16,31,NA,3,race-ethnicity,Majority Non-White
2023,16,31,.09299,1,race-ethnicity,Majority White
2023,16,33,NA,3,race-ethnicity,All
2023,16,33,NA,3,race-ethnicity,Majority Non-White
2023,16,33,NA,3,race-ethnicity,Majority White
2023,16,35,.1048387,1,race-ethnicity,All
2023,16,35,NA,3,race-ethnicity,Majority Non-White
2023,16,35,.1048387,1,race-ethnicity,Majority White
2023,16,37,.0805369,1,race-ethnicity,All
2023,16,37,NA,3,race-ethnicity,Majority Non-White
2023,16,37,.0805369,1,race-ethnicity,Majority White
2023,16,39,.1157407,1,race-ethnicity,All
2023,16,39,NA,3,race-ethnicity,Majority Non-White
2023,16,39,.1157407,1,race-ethnicity,Majority White
2023,16,41,.0983213,1,race-ethnicity,All
2023,16,41,NA,3,race-ethnicity,Majority Non-White
2023,16,41,.0983213,1,race-ethnicity,Majority White
2023,16,43,.1113924,1,race-ethnicity,All
2023,16,43,NA,3,race-ethnicity,Majority Non-White
2023,16,43,.1113924,1,race-ethnicity,Majority White
2023,16,45,.1492308,1,race-ethnicity,All
2023,16,45,NA,3,race-ethnicity,Majority Non-White
2023,16,45,.1492308,1,race-ethnicity,Majority White
2023,16,47,.1,1,race-ethnicity,All
2023,16,47,.0890411,1,race-ethnicity,Majority Non-White
2023,16,47,.1047904,1,race-ethnicity,Majority White
2023,16,49,.0865191,1,race-ethnicity,All
2023,16,49,NA,3,race-ethnicity,Majority Non-White
2023,16,49,.0865191,1,race-ethnicity,Majority White
2023,16,51,.1268571,1,race-ethnicity,All
2023,16,51,NA,3,race-ethnicity,Majority Non-White
2023,16,51,.1268571,1,race-ethnicity,Majority White
2023,16,53,.0921788,1,race-ethnicity,All
2023,16,53,NA,3,race-ethnicity,Majority Non-White
2023,16,53,.0921788,1,race-ethnicity,Majority White
2023,16,55,.1323428,1,race-ethnicity,All
2023,16,55,NA,3,race-ethnicity,Majority Non-White
2023,16,55,.1323428,1,race-ethnicity,Majority White
2023,16,57,.1652397,1,race-ethnicity,All
2023,16,57,NA,3,race-ethnicity,Majority Non-White
2023,16,57,.1652397,1,race-ethnicity,Majority White
2023,16,59,.0849421,1,race-ethnicity,All
2023,16,59,NA,3,race-ethnicity,Majority Non-White
2023,16,59,.0869565,1,race-ethnicity,Majority White
2023,16,61,.085,1,race-ethnicity,All
2023,16,61,NA,3,race-ethnicity,Majority Non-White
2023,16,61,.085,1,race-ethnicity,Majority White
2023,16,63,.0706522,1,race-ethnicity,All
2023,16,63,NA,3,race-ethnicity,Majority Non-White
2023,16,63,.0706522,1,race-ethnicity,Majority White
2023,16,65,.1824074,1,race-ethnicity,All
2023,16,65,NA,3,race-ethnicity,Majority Non-White
2023,16,65,.1824074,1,race-ethnicity,Majority White
2023,16,67,.0957143,1,race-ethnicity,All
2023,16,67,NA,3,race-ethnicity,Majority Non-White
2023,16,67,.0957143,1,race-ethnicity,Majority White
2023,16,69,.1341552,1,race-ethnicity,All
2023,16,69,.0921053,1,race-ethnicity,Majority Non-White
2023,16,69,.1366078,1,race-ethnicity,Majority White
2023,16,71,.0779221,1,race-ethnicity,All
2023,16,71,NA,3,race-ethnicity,Majority Non-White
2023,16,71,.0779221,1,race-ethnicity,Majority White
2023,16,73,.1168091,1,race-ethnicity,All
2023,16,73,NA,3,race-ethnicity,Majority Non-White
2023,16,73,.1168091,1,race-ethnicity,Majority White
2023,16,75,.1270983,1,race-ethnicity,All
2023,16,75,NA,3,race-ethnicity,Majority Non-White
2023,16,75,.1270983,1,race-ethnicity,Majority White
2023,16,77,.1311475,1,race-ethnicity,All
2023,16,77,NA,3,race-ethnicity,Majority Non-White
2023,16,77,.1311475,1,race-ethnicity,Majority White
2023,16,79,.1088435,1,race-ethnicity,All
2023,16,79,NA,3,race-ethnicity,Majority Non-White
2023,16,79,.1088435,1,race-ethnicity,Majority White
2023,16,81,.1073298,1,race-ethnicity,All
2023,16,81,NA,3,race-ethnicity,Majority Non-White
2023,16,81,.1073298,1,race-ethnicity,Majority White
2023,16,83,.1264933,1,race-ethnicity,All
2023,16,83,NA,3,race-ethnicity,Majority Non-White
2023,16,83,.1259286,1,race-ethnicity,Majority White
2023,16,85,.0942408,1,race-ethnicity,All
2023,16,85,NA,3,race-ethnicity,Majority Non-White
2023,16,85,.0942408,1,race-ethnicity,Majority White
2023,16,87,.1196319,1,race-ethnicity,All
2023,16,87,NA,3,race-ethnicity,Majority Non-White
2023,16,87,.1196319,1,race-ethnicity,Majority White
2023,17,1,.1363147,1,race-ethnicity,All
2023,17,1,NA,3,race-ethnicity,Majority Non-White
2023,17,1,.1363147,1,race-ethnicity,Majority White
2023,17,3,.1381579,1,race-ethnicity,All
2023,17,3,.1607143,1,race-ethnicity,Majority Non-White
2023,17,3,.125,1,race-ethnicity,Majority White
2023,17,5,.1187215,1,race-ethnicity,All
2023,17,5,NA,3,race-ethnicity,Majority Non-White
2023,17,5,.1187215,1,race-ethnicity,Majority White
2023,17,7,.1447044,1,race-ethnicity,All
2023,17,7,NA,3,race-ethnicity,Majority Non-White
2023,17,7,.1447044,1,race-ethnicity,Majority White
2023,17,9,.1716418,1,race-ethnicity,All
2023,17,9,NA,3,race-ethnicity,Majority Non-White
2023,17,9,.1716418,1,race-ethnicity,Majority White
2023,17,11,.1011132,1,race-ethnicity,All
2023,17,11,.0588235,1,race-ethnicity,Majority Non-White
2023,17,11,.1032132,1,race-ethnicity,Majority White
2023,17,13,.1194969,1,race-ethnicity,All
2023,17,13,NA,3,race-ethnicity,Majority Non-White
2023,17,13,.1202532,1,race-ethnicity,Majority White
2023,17,15,.1138716,1,race-ethnicity,All
2023,17,15,NA,3,race-ethnicity,Majority Non-White
2023,17,15,.1138716,1,race-ethnicity,Majority White
2023,17,17,.087963,1,race-ethnicity,All
2023,17,17,NA,3,race-ethnicity,Majority Non-White
2023,17,17,.087963,1,race-ethnicity,Majority White
2023,17,19,.1597258,1,race-ethnicity,All
2023,17,19,NA,3,race-ethnicity,Majority Non-White
2023,17,19,.1597258,1,race-ethnicity,Majority White
2023,17,21,.1317123,1,race-ethnicity,All
2023,17,21,NA,3,race-ethnicity,Majority Non-White
2023,17,21,.1317123,1,race-ethnicity,Majority White
2023,17,23,.1141079,1,race-ethnicity,All
2023,17,23,NA,3,race-ethnicity,Majority Non-White
2023,17,23,.1141079,1,race-ethnicity,Majority White
2023,17,25,.0969529,1,race-ethnicity,All
2023,17,25,NA,3,race-ethnicity,Majority Non-White
2023,17,25,.0969529,1,race-ethnicity,Majority White
2023,17,27,.1401869,1,race-ethnicity,All
2023,17,27,NA,3,race-ethnicity,Majority Non-White
2023,17,27,.1401869,1,race-ethnicity,Majority White
2023,17,29,.1288161,1,race-ethnicity,All
2023,17,29,NA,3,race-ethnicity,Majority Non-White
2023,17,29,.1288161,1,race-ethnicity,Majority White
2023,17,31,.1702468,1,race-ethnicity,All
2023,17,31,.1748458,1,race-ethnicity,Majority Non-White
2023,17,31,.164339,1,race-ethnicity,Majority White
2023,17,33,.0949914,1,race-ethnicity,All
2023,17,33,NA,3,race-ethnicity,Majority Non-White
2023,17,33,.0949914,1,race-ethnicity,Majority White
2023,17,35,.0787879,1,race-ethnicity,All
2023,17,35,NA,3,race-ethnicity,Majority Non-White
2023,17,35,.0787879,1,race-ethnicity,Majority White
2023,17,37,.1762504,1,race-ethnicity,All
2023,17,37,NA,3,race-ethnicity,Majority Non-White
2023,17,37,.1762504,1,race-ethnicity,Majority White
2023,17,39,.1023454,1,race-ethnicity,All
2023,17,39,NA,3,race-ethnicity,Majority Non-White
2023,17,39,.1023454,1,race-ethnicity,Majority White
2023,17,41,.0950764,1,race-ethnicity,All
2023,17,41,NA,3,race-ethnicity,Majority Non-White
2023,17,41,.0950764,1,race-ethnicity,Majority White
2023,17,43,.1569579,1,race-ethnicity,All
2023,17,43,.1506475,1,race-ethnicity,Majority Non-White
2023,17,43,.1583888,1,race-ethnicity,Majority White
2023,17,45,.0914397,1,race-ethnicity,All
2023,17,45,NA,3,race-ethnicity,Majority Non-White
2023,17,45,.0914397,1,race-ethnicity,Majority White
2023,17,47,.10625,1,race-ethnicity,All
2023,17,47,NA,3,race-ethnicity,Majority Non-White
